,,,Slide ID,c,d,b,a
,,,Antibody Name,c,d,b,a
,,,HUGO ID,c,d,b,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.5175919281608963,0.43298283832265194,0.02250734794919418,0.18821938036862107
C1,no,Insulin,1.0204081632653061,0.06876500722804484,0.2935429605065087,0.16090464134664578,0.13854209742793472
C1,no,Insulin,2.0408163265306123,0.026725099005939088,0.23278518085211217,0.16191685382442808,0.12080879937543196
C1,no,Insulin,3.0612244897959187,0.01976479450453345,0.20876646167913568,0.15909027735188808,0.11576473198057126
C1,no,Insulin,4.081632653061225,0.018246210675537118,0.19968286823351725,0.15804445461934766,0.11437214638831376
C1,no,Insulin,5.1020408163265305,0.01788260008040127,0.1963445029022024,0.15773519487004553,0.11399126440254861
C1,no,Insulin,6.122448979591837,0.017792757690342588,0.19514142225295972,0.1576488646421238,0.11388744987500596
C1,no,Insulin,7.142857142857143,0.01777023780698035,0.19471385167749142,0.15762518329244987,0.11385918812211031
C1,no,Insulin,8.16326530612245,0.017764538687069894,0.19456343551202876,0.15761872359741888,0.11385149776197621
C1,no,Insulin,9.183673469387756,0.017763085432279942,0.1945109201124524,0.15761696464627994,0.11384940578511683
C1,no,Insulin,10.204081632653061,0.017762711798905973,0.1944926892662082,0.15761648616301205,0.11384883653733635
C1,no,Insulin,11.224489795918368,0.01776261524743455,0.19448638927648135,0.15761635692586806,0.11384868196957862
C1,no,Insulin,12.244897959183675,0.01776259015170715,0.19448421913859168,0.15761632138816992,0.11384863988022867
C1,no,Insulin,13.26530612244898,0.017762583901371417,0.1944834746963057,0.1576163095369049,0.11384862820267604
C1,no,Insulin,14.285714285714286,0.01776258199570164,0.19448321902558688,0.15761630865707724,0.11384862532891965
C1,no,Insulin,15.306122448979592,0.017762581528493148,0.19448313152421645,0.1576163080498501,0.11384862449731367
C1,no,Insulin,16.3265306122449,0.017762581406873715,0.19448310187208923,0.15761630788732278,0.1138486242752344
C1,no,Insulin,17.346938775510203,0.017762581377408822,0.1944830920120781,0.1576163078312719,0.11384862421565728
C1,no,Insulin,18.367346938775512,0.017762581366951503,0.19448308843904416,0.15761630780952907,0.11384862419430204
C1,no,Insulin,19.387755102040817,0.01776258136273707,0.194483087173332,0.1576163078150969,0.11384862418966722
C1,no,Insulin,20.408163265306122,0.01776258135971878,0.19448308627712146,0.1576163078207132,0.1138486241867934
C1,no,Insulin,21.42857142857143,0.017762581358978867,0.19448308592195857,0.15761630781945996,0.1138486241853227
C1,no,Insulin,22.448979591836736,0.017762581360303762,0.19448308606494366,0.15761630781221259,0.11384862418518872
C1,no,Insulin,23.46938775510204,0.017762581360298405,0.19448308599682534,0.1576163078110073,0.11384862418482998
C1,no,Insulin,24.48979591836735,0.017762581360690834,0.19448308607860335,0.15761630780971783,0.11384862418504123
C1,no,Insulin,25.510204081632654,0.017762581361462484,0.19448308623732644,0.1576163078072307,0.11384862418546916
C1,no,Insulin,26.53061224489796,0.017762581361566256,0.1944830863070776,0.1576163078076414,0.11384862418574604
C1,no,Insulin,27.551020408163264,0.017762581361670027,0.19448308637682882,0.15761630780805214,0.1138486241860229
C1,no,Insulin,28.571428571428573,0.01776258136173117,0.19448308641801826,0.15761630780829272,0.11384862418618562
C1,no,Insulin,29.591836734693878,0.017762581361734118,0.19448308642022413,0.15761630780830105,0.11384862418619256
C1,no,Insulin,30.612244897959183,0.017762581361737067,0.19448308642243,0.1576163078083094,0.11384862418619951
C1,no,Insulin,31.63265306122449,0.017762581361740012,0.1944830864246359,0.15761630780831776,0.11384862418620645
C1,no,Insulin,32.6530612244898,0.01776258136174296,0.19448308642684178,0.1576163078083261,0.11384862418621339
C1,no,Insulin,33.673469387755105,0.01776258136174591,0.19448308642904766,0.15761630780833444,0.11384862418622033
C1,no,Insulin,34.69387755102041,0.017762581361748856,0.19448308643125353,0.1576163078083428,0.11384862418622727
C1,no,Insulin,35.714285714285715,0.017762581361751805,0.1944830864334594,0.15761630780835115,0.1138486241862342
C1,no,Insulin,36.734693877551024,0.017762581361754754,0.19448308643566528,0.1576163078083595,0.11384862418624114
C1,no,Insulin,37.755102040816325,0.017762581361757703,0.19448308643787116,0.15761630780836783,0.11384862418624808
C1,no,Insulin,38.775510204081634,0.01776258136176065,0.19448308644007706,0.15761630780837618,0.11384862418625503
C1,no,Insulin,39.79591836734694,0.017762581361763598,0.19448308644228293,0.15761630780838454,0.11384862418626197
C1,no,Insulin,40.816326530612244,0.017762581361766547,0.1944830864444888,0.1576163078083929,0.11384862418626891
C1,no,Insulin,41.83673469387755,0.017762581361769496,0.19448308644669468,0.15761630780840122,0.11384862418627585
C1,no,Insulin,42.85714285714286,0.01776258136177244,0.19448308644890056,0.15761630780840957,0.11384862418628279
C1,no,Insulin,43.87755102040816,0.01776258136177539,0.19448308645110643,0.15761630780841793,0.11384862418628973
C1,no,Insulin,44.89795918367347,0.01776258136177834,0.1944830864533123,0.15761630780842625,0.11384862418629667
C1,no,Insulin,45.91836734693878,0.01776258136178129,0.19448308645551818,0.1576163078084346,0.1138486241863036
C1,no,Insulin,46.93877551020408,0.017762581361784234,0.19448308645772408,0.15761630780844296,0.11384862418631056
C1,no,Insulin,47.95918367346939,0.017762581361787183,0.19448308645992995,0.15761630780845132,0.1138486241863175
C1,no,Insulin,48.9795918367347,0.017762581361790132,0.19448308646213583,0.15761630780845964,0.11384862418632444
C1,no,Insulin,50.0,0.01776258136179308,0.1944830864643417,0.157616307808468,0.11384862418633138
