,,,Slide ID,f,e,c,b,d,a
,,,Antibody Name,f,e,c,b,d,a
,,,HUGO ID,f,e,c,b,d,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,29.831932773109244,0.19383419176584402,0.13425905725186035,0.20412521146402463,0.08915449364759315,0.14839609595587483,0.1283746465335319
C1,no,Insulin,30.252100840336134,0.19383419176618782,0.13425905725259937,0.20412521146464896,0.08915449364785152,0.14839609595639336,0.1283746465341215
C1,no,Insulin,30.672268907563026,0.19383419176653166,0.13425905725333837,0.20412521146527327,0.08915449364810991,0.14839609595691192,0.12837464653471112
C1,no,Insulin,31.092436974789916,0.19383419176687547,0.13425905725407739,0.2041252114658976,0.08915449364836829,0.14839609595743045,0.12837464653530073
C1,no,Insulin,31.51260504201681,0.1938341917672193,0.13425905725481638,0.20412521146652193,0.08915449364862667,0.14839609595794898,0.12837464653589034
C1,no,Insulin,31.932773109243698,0.1938341917675631,0.13425905725555537,0.20412521146714627,0.08915449364888506,0.14839609595846753,0.12837464653647995
C1,no,Insulin,32.35294117647059,0.19383419176790692,0.1342590572562944,0.20412521146777057,0.08915449364914343,0.14839609595898606,0.12837464653706956
C1,no,Insulin,32.773109243697476,0.19383419176825076,0.13425905725703338,0.2041252114683949,0.08915449364940181,0.1483960959595046,0.12837464653765918
C1,no,Insulin,33.19327731092437,0.19383419176859457,0.1342590572577724,0.20412521146901924,0.0891544936496602,0.14839609596002315,0.1283746465382488
C1,no,Insulin,33.61344537815126,0.19383419176893837,0.1342590572585114,0.20412521146964355,0.08915449364991858,0.14839609596054168,0.1283746465388384
C1,no,Insulin,34.03361344537815,0.1938341917692822,0.13425905725925041,0.20412521147026788,0.08915449365017697,0.1483960959610602,0.128374646539428
C1,no,Insulin,34.45378151260504,0.19383419176962602,0.1342590572599894,0.20412521147089221,0.08915449365043535,0.14839609596157877,0.12837464654001762
C1,no,Insulin,34.87394957983194,0.19383419176996985,0.1342590572607284,0.20412521147151655,0.08915449365069372,0.1483960959620973,0.12837464654060723
C1,no,Insulin,35.294117647058826,0.19383419177031366,0.13425905726146742,0.20412521147214086,0.08915449365095211,0.14839609596261583,0.12837464654119685
C1,no,Insulin,35.714285714285715,0.19383419177065747,0.1342590572622064,0.2041252114727652,0.08915449365121049,0.14839609596313438,0.12837464654178646
C1,no,Insulin,36.134453781512605,0.1938341917710013,0.13425905726294543,0.20412521147338952,0.08915449365146887,0.1483960959636529,0.12837464654237607
C1,no,Insulin,36.554621848739494,0.19383419177134512,0.13425905726368442,0.20412521147401386,0.08915449365172726,0.14839609596417144,0.12837464654296568
C1,no,Insulin,36.97478991596639,0.19383419177168895,0.13425905726442344,0.20412521147463816,0.08915449365198563,0.14839609596469,0.1283746465435553
C1,no,Insulin,37.39495798319328,0.19383419177203276,0.13425905726516243,0.2041252114752625,0.08915449365224401,0.14839609596520853,0.1283746465441449
C1,no,Insulin,37.81512605042017,0.19383419177237657,0.13425905726590143,0.20412521147588683,0.0891544936525024,0.14839609596572706,0.12837464654473452
C1,no,Insulin,38.23529411764706,0.1938341917727204,0.13425905726664045,0.20412521147651116,0.08915449365276078,0.14839609596624562,0.12837464654532413
C1,no,Insulin,38.65546218487395,0.1938341917730642,0.13425905726737944,0.20412521147713547,0.08915449365301915,0.14839609596676415,0.12837464654591374
C1,no,Insulin,39.075630252100844,0.19383419177340805,0.13425905726811846,0.2041252114777598,0.08915449365327754,0.14839609596728268,0.12837464654650335
C1,no,Insulin,39.49579831932773,0.19383419177375186,0.13425905726885745,0.20412521147838414,0.08915449365353592,0.14839609596780123,0.12837464654709296
C1,no,Insulin,39.91596638655462,0.19383419177409567,0.13425905726959647,0.20412521147900844,0.0891544936537943,0.14839609596831976,0.12837464654768257
C1,no,Insulin,40.33613445378151,0.1938341917744395,0.13425905727033546,0.20412521147963278,0.08915449365405269,0.1483960959688383,0.1283746465482722
C1,no,Insulin,40.7563025210084,0.1938341917747833,0.13425905727107446,0.2041252114802571,0.08915449365431106,0.14839609596935682,0.1283746465488618
C1,no,Insulin,41.1764705882353,0.19383419177512715,0.13425905727181348,0.20412521148088145,0.08915449365456944,0.14839609596987538,0.1283746465494514
C1,no,Insulin,41.596638655462186,0.19383419177547095,0.13425905727255247,0.20412521148150575,0.08915449365482783,0.1483960959703939,0.12837464655004102
C1,no,Insulin,42.016806722689076,0.19383419177581476,0.1342590572732915,0.2041252114821301,0.08915449365508621,0.14839609597091244,0.12837464655063063
C1,no,Insulin,42.436974789915965,0.1938341917761586,0.13425905727403048,0.20412521148275442,0.08915449365534459,0.148396095971431,0.12837464655122025
C1,no,Insulin,42.85714285714286,0.1938341917765024,0.1342590572747695,0.20412521148337875,0.08915449365560298,0.14839609597194953,0.12837464655180986
C1,no,Insulin,43.27731092436975,0.19383419177684622,0.1342590572755085,0.20412521148400306,0.08915449365586135,0.14839609597246806,0.12837464655239947
C1,no,Insulin,43.69747899159664,0.19383419177719005,0.13425905727624748,0.2041252114846274,0.08915449365611973,0.1483960959729866,0.12837464655298908
C1,no,Insulin,44.11764705882353,0.19383419177753386,0.1342590572769865,0.20412521148525173,0.08915449365637812,0.14839609597350514,0.1283746465535787
C1,no,Insulin,44.53781512605042,0.1938341917778777,0.1342590572777255,0.20412521148587606,0.0891544936566365,0.14839609597402367,0.1283746465541683
C1,no,Insulin,44.957983193277315,0.1938341917782215,0.13425905727846452,0.20412521148650037,0.08915449365689487,0.14839609597454223,0.1283746465547579
C1,no,Insulin,45.378151260504204,0.1938341917785653,0.1342590572792035,0.2041252114871247,0.08915449365715326,0.14839609597506076,0.1283746465553475
C1,no,Insulin,45.79831932773109,0.19383419177890915,0.13425905727994253,0.20412521148774904,0.08915449365741164,0.1483960959755793,0.1283746465559371
C1,no,Insulin,46.21848739495798,0.19383419177925296,0.13425905728068152,0.20412521148837337,0.08915449365767002,0.14839609597609785,0.12837464655652672
C1,no,Insulin,46.63865546218487,0.1938341917795968,0.1342590572814205,0.20412521148899768,0.08915449365792841,0.14839609597661638,0.12837464655711633
C1,no,Insulin,47.05882352941177,0.1938341917799406,0.13425905728215953,0.204125211489622,0.08915449365818678,0.1483960959771349,0.12837464655770595
C1,no,Insulin,47.47899159663866,0.1938341917802844,0.13425905728289853,0.20412521149024634,0.08915449365844516,0.14839609597765346,0.12837464655829556
C1,no,Insulin,47.89915966386555,0.19383419178062825,0.13425905728363755,0.20412521149087065,0.08915449365870355,0.148396095978172,0.12837464655888517
C1,no,Insulin,48.319327731092436,0.19383419178097205,0.13425905728437654,0.20412521149149498,0.08915449365896193,0.14839609597869052,0.12837464655947478
C1,no,Insulin,48.739495798319325,0.1938341917813159,0.13425905728511556,0.20412521149211932,0.08915449365922032,0.14839609597920908,0.1283746465600644
C1,no,Insulin,49.15966386554622,0.1938341917816597,0.13425905728585455,0.20412521149274365,0.0891544936594787,0.1483960959797276,0.128374646560654
C1,no,Insulin,49.57983193277311,0.1938341917820035,0.13425905728659354,0.20412521149336796,0.08915449365973707,0.14839609598024614,0.12837464656124362
C1,no,Insulin,50.0,0.19383419178234734,0.13425905728733256,0.2041252114939923,0.08915449365999546,0.14839609598076467,0.12837464656183323
