,,,Slide ID,e,g,c,b,f,h,a,d,i
,,,Antibody Name,e,g,c,b,f,h,a,d,i
,,,HUGO ID,e,g,c,b,f,h,a,d,i
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,21.71717171717172,0.12770230307510208,0.1790303010208186,0.02238149251462639,0.22014672110678188,0.1514320534665557,0.16894151487969963,0.12867401118203262,0.15815091743614837,0.20104590358637073
C1,no,Insulin,22.222222222222225,0.1277023028462994,0.17903030120868763,0.022381245197375648,0.22014672073761804,0.15143205312360153,0.168941514316103,0.12867401079309768,0.15815091708325818,0.2010459032057968
C1,no,Insulin,22.72727272727273,0.1277023026401786,0.17903030156324823,0.022381057877007678,0.2201467204400271,0.15143205284914804,0.16894151371274982,0.1286740105128913,0.15815091683230084,0.20104590290965713
C1,no,Insulin,23.232323232323235,0.1277023024330415,0.17903030222796917,0.02238091740944186,0.22014672019258663,0.15143205262385348,0.16894151293599186,0.1286740103365282,0.15815091668117928,0.20104590268063494
C1,no,Insulin,23.73737373737374,0.12770230219779688,0.17903030339690515,0.022380811632119923,0.2201467199735045,0.15143205242836985,0.1689415118066344,0.1286740102659933,0.15815091663488,0.2010459025031323
C1,no,Insulin,24.242424242424242,0.12770230187390272,0.17903030560850297,0.02238073337607585,0.22014671974028893,0.15143205222634576,0.16894150981861994,0.1286740103295463,0.15815091672780693,0.2010459023540838
C1,no,Insulin,24.747474747474747,0.1277023019289563,0.17903030525259495,0.02238067555985961,0.2201467197727794,0.15143205225248682,0.16894151022382264,0.12867401030508097,0.15815091669998693,0.2010459023679461
C1,no,Insulin,25.252525252525253,0.12770230248904446,0.17903030102220016,0.02238063315460929,0.22014672012200148,0.1514320525467829,0.1689415141013293,0.12867401006596732,0.1581509164147925,0.20104590254631952
C1,no,Insulin,25.757575757575758,0.1277023025462702,0.17903030065886869,0.02238060139929881,0.22014672015747513,0.1514320525768332,0.1689415144263178,0.12867401004949233,0.1581509163940702,0.2010459025662403
C1,no,Insulin,26.262626262626263,0.12770230261734744,0.1790303001319427,0.022380576832007393,0.22014672020333684,0.1514320526156676,0.1689415149144772,0.12867401002217188,0.1581509163608324,0.20104590259085442
C1,no,Insulin,26.767676767676768,0.1277023026509512,0.17903029988794952,0.022380557690237283,0.2201467202253857,0.15143205263439666,0.16894151514057162,0.1286740100103547,0.1581509163462134,0.20104590260306676
C1,no,Insulin,27.272727272727273,0.12770230263527738,0.17903030002248718,0.022380543910614246,0.22014672021603626,0.15143205262662737,0.16894151501469376,0.12867401001961054,0.15815091635681205,0.2010459025990681
C1,no,Insulin,27.77777777777778,0.12770230263376353,0.17903030004169948,0.022380532767380928,0.22014672021555942,0.1514320526263069,0.16894151499691484,0.12867401002181558,0.1581509163591428,0.2010459025993588
C1,no,Insulin,28.282828282828284,0.12770230261787294,0.1790303001677422,0.022380525486689267,0.22014672020583978,0.1514320526181645,0.16894151488027692,0.128674010029621,0.15815091636826872,0.20104590259471705
C1,no,Insulin,28.78787878787879,0.12770230260875698,0.17903030024001163,0.02238051970929838,0.22014672020031467,0.15143205261354226,0.1689415148135691,0.12867401003416104,0.15815091637356057,0.2010459025921121
C1,no,Insulin,29.292929292929294,0.12770230260557838,0.1790303002648654,0.022380515528601153,0.2201467201984522,0.15143205261199116,0.1689415147909014,0.12867401003578668,0.1581509163754391,0.2010459025912681
C1,no,Insulin,29.7979797979798,0.1277023025965835,0.1790303003329117,0.022380513410732276,0.22014672019282455,0.15143205260725068,0.1689415147281862,0.12867401003964113,0.1581509163800323,0.2010459025883979
C1,no,Insulin,30.303030303030305,0.12770230258679433,0.17903030040650397,0.022380512494301803,0.22014672018663625,0.15143205260202877,0.168941514660249,0.1286740100436967,0.15815091638489545,0.20104590258518687
C1,no,Insulin,30.80808080808081,0.1277023025830077,0.17903030043397833,0.02238051205510812,0.2201467201842037,0.15143205259996845,0.16894151463495888,0.12867401004509565,0.15815091638660397,0.20104590258387106
C1,no,Insulin,31.313131313131315,0.12770230258964516,0.1790303003820958,0.02238051137038921,0.22014672018834724,0.1514320526034527,0.1689415146830798,0.1286740100420401,0.15815091638299225,0.20104590258593039
C1,no,Insulin,31.81818181818182,0.1277023025863288,0.1790303004058843,0.022380511995066178,0.22014672018617104,0.15143205260160333,0.16894151466109228,0.12867401004317214,0.1581509163843984,0.20104590258471683
C1,no,Insulin,32.323232323232325,0.1277023025857224,0.1790303004095332,0.022380512449375514,0.2201467201857188,0.15143205260121073,0.16894151465768445,0.12867401004322399,0.15815091638450118,0.20104590258441166
C1,no,Insulin,32.82828282828283,0.12770230258912182,0.17903030038353177,0.022380512297623837,0.22014672018783008,0.15143205260298653,0.16894151468165444,0.12867401004171353,0.15815091638271087,0.20104590258547034
C1,no,Insulin,33.333333333333336,0.12770230259436208,0.17903030034405348,0.022380511804168043,0.2201467201911284,0.1514320526057679,0.16894151471806776,0.12867401003951467,0.15815091638008022,0.20104590258717053
C1,no,Insulin,33.83838383838384,0.12770230259643922,0.17903030032834147,0.02238051180764034,0.22014672019241946,0.1514320526068544,0.16894151473252106,0.12867401003861384,0.15815091637900958,0.20104590258782357
C1,no,Insulin,34.343434343434346,0.12770230259826765,0.17903030031487324,0.02238051154495476,0.22014672019357912,0.15143205260783427,0.1689415147449116,0.1286740100378947,0.15815091637814102,0.20104590258843577
C1,no,Insulin,34.84848484848485,0.12770230259953325,0.1790303003060867,0.02238051090608845,0.22014672019441606,0.15143205260854709,0.16894151475299674,0.12867401003750595,0.158150916377649,0.2010459025889147
C1,no,Insulin,35.35353535353536,0.12770230260003346,0.17903030030271908,0.022380510426366317,0.2201467201947585,0.15143205260884035,0.16894151475611033,0.12867401003738016,0.1581509163774819,0.20104590258912056
C1,no,Insulin,35.85858585858586,0.12770230260125115,0.1790303002942429,0.022380509913030054,0.22014672019556658,0.15143205260952886,0.16894151476392244,0.12867401003700712,0.1581509163770091,0.201045902589584
C1,no,Insulin,36.36363636363637,0.12770230260153562,0.1790303002926086,0.022380509412568816,0.2201467201957849,0.1514320526097192,0.16894151476545233,0.1286740100370001,0.1581509163769781,0.20104590258973654
C1,no,Insulin,36.86868686868687,0.1277023026012667,0.17903030029501024,0.022380508940601156,0.22014672019565185,0.15143205260961248,0.16894151476327537,0.12867401003720538,0.15815091637720433,0.20104590258970212
C1,no,Insulin,37.37373737373738,0.1277023026030698,0.17903030028205189,0.022380508605091286,0.22014672019681492,0.1514320526105985,0.16894151477519412,0.12867401003656043,0.15815091637641226,0.20104590259033778
C1,no,Insulin,37.87878787878788,0.1277023026045061,0.17903030027175096,0.022380508305748295,0.2201467201977437,0.15143205261138623,0.16894151478467131,0.12867401003605225,0.15815091637578682,0.20104590259084743
C1,no,Insulin,38.38383838383839,0.1277023026055756,0.17903030026410746,0.022380508042572186,0.22014672019843817,0.15143205261197562,0.16894151479170694,0.12867401003568085,0.15815091637532797,0.20104590259123103
C1,no,Insulin,38.88888888888889,0.12770230260627832,0.1790303002591214,0.022380507815562955,0.22014672019889833,0.15143205261236672,0.16894151479630098,0.12867401003544623,0.15815091637503573,0.2010459025914886
C1,no,Insulin,39.3939393939394,0.12770230260661425,0.17903030025679276,0.02238050762472061,0.2201467201991242,0.15143205261255954,0.1689415147984535,0.12867401003534837,0.1581509163749101,0.20104590259162017
C1,no,Insulin,39.8989898989899,0.12770230260658336,0.17903030025712155,0.022380507470045143,0.22014672019911574,0.15143205261255402,0.16894151479816444,0.12867401003538728,0.1581509163749511,0.2010459025916257
C1,no,Insulin,40.40404040404041,0.12770230260618565,0.17903030026010777,0.022380507351536558,0.220146720198873,0.1514320526123502,0.16894151479543384,0.128674010035563,0.15815091637515868,0.2010459025915052
C1,no,Insulin,40.909090909090914,0.12770230260542118,0.17903030026575142,0.022380507269194855,0.22014672019839593,0.1514320526119481,0.16894151479026165,0.12867401003587547,0.15815091637553289,0.20104590259125868
C1,no,Insulin,41.41414141414142,0.12770230260428989,0.1790303002740525,0.02238050722302003,0.22014672019768455,0.15143205261134765,0.16894151478264793,0.1286740100363247,0.1581509163760737,0.20104590259088614
C1,no,Insulin,41.919191919191924,0.1277023026027918,0.17903030028501102,0.022380507213012088,0.22014672019673887,0.1514320526105489,0.16894151477259262,0.12867401003691073,0.15815091637678114,0.20104590259038757
C1,no,Insulin,42.42424242424243,0.1277023026017408,0.1790303002927005,0.02238050718821532,0.22014672019607592,0.15143205260998904,0.16894151476553806,0.12867401003732276,0.15815091637727824,0.20104590259003846
C1,no,Insulin,42.929292929292934,0.12770230260170057,0.17903030029301603,0.022380507113335363,0.22014672019605386,0.15143205260997086,0.16894151476525388,0.12867401003734547,0.158150916377304,0.20104590259002958
C1,no,Insulin,43.43434343434344,0.12770230260164298,0.1790303002934444,0.022380507052743918,0.22014672019601947,0.1514320526099421,0.16894151476486483,0.1286740100373715,0.15815091637733453,0.20104590259001295
C1,no,Insulin,43.939393939393945,0.12770230260156804,0.17903030029398564,0.022380507006440977,0.2201467201959728,0.15143205260990275,0.16894151476437091,0.1286740100374009,0.15815091637736986,0.20104590258998856
C1,no,Insulin,44.44444444444445,0.12770230260147572,0.1790303002946397,0.022380506974426544,0.2201467201959138,0.1514320526098528,0.16894151476377217,0.12867401003743362,0.15815091637740994,0.20104590258995644
C1,no,Insulin,44.949494949494955,0.12770230260136606,0.17903030029540662,0.02238050695670062,0.22014672019584253,0.15143205260979223,0.16894151476306857,0.12867401003746964,0.15815091637745482,0.20104590258991656
C1,no,Insulin,45.45454545454546,0.12770230260123902,0.1790303002962864,0.022380506953263202,0.22014672019575893,0.15143205260972106,0.16894151476226013,0.12867401003750903,0.15815091637750447,0.20104590258986893
C1,no,Insulin,45.959595959595966,0.12770230260109464,0.17903030029727898,0.02238050696411429,0.220146720195663,0.15143205260963932,0.16894151476134683,0.12867401003755174,0.15815091637755893,0.20104590258981356
C1,no,Insulin,46.46464646464647,0.1277023026009329,0.17903030029838443,0.02238050698925389,0.2201467201955548,0.15143205260954698,0.1689415147603287,0.12867401003759776,0.15815091637761813,0.2010459025897504
C1,no,Insulin,46.969696969696976,0.1277023026007538,0.17903030029960273,0.022380507028681995,0.2201467201954343,0.15143205260944403,0.1689415147592057,0.12867401003764714,0.15815091637768214,0.20104590258967953
C1,no,Insulin,47.47474747474748,0.12770230260055734,0.17903030030093386,0.022380507082398606,0.22014672019530146,0.1514320526093305,0.16894151475797786,0.12867401003769985,0.15815091637775092,0.20104590258960092
C1,no,Insulin,47.979797979797986,0.12770230259998983,0.1790303003049477,0.022380506987867445,0.22014672019493758,0.15143205260902212,0.16894151475430158,0.12867401003789838,0.15815091637799497,0.20104590258940172
C1,no,Insulin,48.484848484848484,0.1277023026000213,0.1790303003047023,0.022380507012882155,0.22014672019495515,0.1514320526090366,0.1689415147545231,0.1286740100378812,0.15815091637797538,0.20104590258940905
C1,no,Insulin,48.98989898989899,0.12770230260005278,0.17903030030445688,0.022380507037896867,0.2201467201949727,0.15143205260905113,0.16894151475474461,0.12867401003786402,0.15815091637795578,0.2010459025894164
C1,no,Insulin,49.494949494949495,0.12770230260008425,0.17903030030421146,0.02238050706291158,0.22014672019499026,0.15143205260906561,0.16894151475496616,0.12867401003784684,0.15815091637793618,0.20104590258942373
C1,no,Insulin,50.0,0.12770230260011572,0.17903030030396608,0.022380507087926292,0.22014672019500783,0.15143205260908013,0.16894151475518768,0.12867401003782963,0.1581509163779166,0.20104590258943106
