,,,Slide ID,f,a,g,e,b,d,c
,,,Antibody Name,f,a,g,e,b,d,c
,,,HUGO ID,f,a,g,e,b,d,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,31.81818181818182,0.024677171713756836,0.20685887839180994,0.1380908602133167,0.219499190177918,0.12754134279525967,0.21460777149352347,0.12604954484391168
C1,no,Insulin,32.323232323232325,0.024677171713763324,0.20685887839181,0.13809086021331693,0.2194991901779178,0.1275413427953381,0.21460777149352353,0.12604954484456654
C1,no,Insulin,32.82828282828283,0.02467717171376981,0.20685887839181005,0.13809086021331715,0.2194991901779176,0.1275413427954165,0.2146077714935236,0.1260495448452214
C1,no,Insulin,33.333333333333336,0.024677171713776296,0.2068588783918101,0.1380908602133174,0.2194991901779174,0.12754134279549492,0.21460777149352367,0.12604954484587627
C1,no,Insulin,33.83838383838384,0.02467717171378278,0.2068588783918102,0.13809086021331762,0.21949919017791722,0.12754134279557333,0.21460777149352372,0.12604954484653114
C1,no,Insulin,34.343434343434346,0.02467717171378927,0.20685887839181025,0.13809086021331785,0.21949919017791703,0.12754134279565174,0.21460777149352378,0.126049544847186
C1,no,Insulin,34.84848484848485,0.024677171713795753,0.2068588783918103,0.1380908602133181,0.21949919017791683,0.12754134279573015,0.21460777149352384,0.1260495448478409
C1,no,Insulin,35.35353535353536,0.024677171713802237,0.20685887839181036,0.13809086021331832,0.21949919017791664,0.1275413427958086,0.21460777149352392,0.12604954484849576
C1,no,Insulin,35.85858585858586,0.024677171713808725,0.2068588783918104,0.13809086021331857,0.21949919017791644,0.127541342795887,0.21460777149352397,0.12604954484915062
C1,no,Insulin,36.36363636363637,0.02467717171381521,0.20685887839181047,0.1380908602133188,0.21949919017791625,0.1275413427959654,0.21460777149352403,0.1260495448498055
C1,no,Insulin,36.86868686868687,0.024677171713821697,0.20685887839181055,0.138090860213319,0.21949919017791605,0.12754134279604382,0.21460777149352409,0.12604954485046035
C1,no,Insulin,37.37373737373738,0.024677171713828182,0.2068588783918106,0.13809086021331926,0.21949919017791586,0.12754134279612223,0.21460777149352414,0.12604954485111522
C1,no,Insulin,37.87878787878788,0.02467717171383467,0.20685887839181066,0.13809086021331948,0.21949919017791567,0.12754134279620064,0.21460777149352422,0.1260495448517701
C1,no,Insulin,38.38383838383839,0.024677171713841154,0.20685887839181072,0.13809086021331973,0.2194991901779155,0.12754134279627907,0.21460777149352428,0.12604954485242498
C1,no,Insulin,38.88888888888889,0.024677171713847642,0.20685887839181077,0.13809086021331995,0.2194991901779153,0.12754134279635748,0.21460777149352434,0.12604954485307984
C1,no,Insulin,39.3939393939394,0.024677171713854126,0.20685887839181083,0.13809086021332018,0.2194991901779151,0.1275413427964359,0.2146077714935244,0.1260495448537347
C1,no,Insulin,39.8989898989899,0.024677171713860614,0.2068588783918109,0.13809086021332043,0.21949919017791492,0.1275413427965143,0.21460777149352445,0.12604954485438957
C1,no,Insulin,40.40404040404041,0.0246771717138671,0.20685887839181097,0.13809086021332065,0.21949919017791472,0.1275413427965927,0.21460777149352453,0.12604954485504444
C1,no,Insulin,40.909090909090914,0.024677171713873586,0.20685887839181102,0.1380908602133209,0.21949919017791453,0.12754134279667112,0.21460777149352459,0.1260495448556993
C1,no,Insulin,41.41414141414142,0.02467717171388007,0.20685887839181108,0.13809086021332112,0.21949919017791433,0.12754134279674953,0.21460777149352464,0.1260495448563542
C1,no,Insulin,41.919191919191924,0.024677171713886555,0.20685887839181114,0.13809086021332134,0.21949919017791414,0.12754134279682797,0.2146077714935247,0.12604954485700906
C1,no,Insulin,42.42424242424243,0.024677171713893043,0.2068588783918112,0.1380908602133216,0.21949919017791394,0.12754134279690638,0.21460777149352475,0.12604954485766393
C1,no,Insulin,42.929292929292934,0.024677171713899528,0.20685887839181125,0.13809086021332181,0.21949919017791375,0.12754134279698479,0.2146077714935248,0.1260495448583188
C1,no,Insulin,43.43434343434344,0.024677171713906015,0.20685887839181133,0.13809086021332204,0.21949919017791356,0.1275413427970632,0.2146077714935249,0.12604954485897366
C1,no,Insulin,43.939393939393945,0.0246771717139125,0.20685887839181138,0.1380908602133223,0.21949919017791336,0.1275413427971416,0.21460777149352495,0.12604954485962852
C1,no,Insulin,44.44444444444445,0.024677171713918988,0.20685887839181144,0.1380908602133225,0.21949919017791317,0.12754134279722001,0.214607771493525,0.1260495448602834
C1,no,Insulin,44.949494949494955,0.024677171713925472,0.2068588783918115,0.13809086021332276,0.21949919017791297,0.12754134279729845,0.21460777149352506,0.12604954486093828
C1,no,Insulin,45.45454545454546,0.02467717171393196,0.20685887839181155,0.13809086021332298,0.21949919017791278,0.12754134279737686,0.2146077714935251,0.12604954486159314
C1,no,Insulin,45.959595959595966,0.024677171713938444,0.2068588783918116,0.1380908602133232,0.21949919017791258,0.12754134279745527,0.2146077714935252,0.126049544862248
C1,no,Insulin,46.46464646464647,0.024677171713944932,0.2068588783918117,0.13809086021332345,0.2194991901779124,0.12754134279753368,0.21460777149352525,0.12604954486290287
C1,no,Insulin,46.969696969696976,0.024677171713951417,0.20685887839181175,0.13809086021332367,0.2194991901779122,0.1275413427976121,0.2146077714935253,0.12604954486355774
C1,no,Insulin,47.47474747474748,0.024677171713957904,0.2068588783918118,0.13809086021332392,0.219499190177912,0.1275413427976905,0.21460777149352536,0.1260495448642126
C1,no,Insulin,47.979797979797986,0.02467717171396439,0.20685887839181186,0.13809086021332415,0.21949919017791183,0.1275413427977689,0.21460777149352542,0.1260495448648675
C1,no,Insulin,48.484848484848484,0.024677171713970873,0.2068588783918119,0.13809086021332437,0.21949919017791164,0.12754134279784735,0.2146077714935255,0.12604954486552236
C1,no,Insulin,48.98989898989899,0.02467717171397736,0.20685887839181197,0.13809086021332462,0.21949919017791145,0.12754134279792576,0.21460777149352556,0.12604954486617723
C1,no,Insulin,49.494949494949495,0.024677171713983845,0.20685887839181205,0.13809086021332484,0.21949919017791125,0.12754134279800416,0.2146077714935256,0.1260495448668321
C1,no,Insulin,50.0,0.024677171713990333,0.2068588783918121,0.1380908602133251,0.21949919017791106,0.12754134279808257,0.21460777149352567,0.12604954486748696
