Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_14_38.sif,5,KM3,BESTFIT,100,0,1,12,4,8,0.2,0.1111111111111111,0.52,0.26,-0.16666666666666666
Gold_6_16_10_2018_14_38.sif,6,KM3,BESTFIT,100,2,4,21,5,6,0.4444444444444444,0.4,0.6944444444444444,0.3472222222222222,0.21483446221182986
Gold_4_16_10_2018_14_38.sif,4,KM3,BESTFIT,100,1,2,9,1,4,0.6666666666666666,0.3333333333333333,0.6875,0.34375,0.28941438070815306
