Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_4_14_10_2018_12_55.sif,Namespace(dir='100'),4,8,0,4,1.0,0.5,0.75,0.75,0.5773502691896258
Gold_5_14_10_2018_12_55.sif,Namespace(dir='100'),3,14,2,6,0.6,0.3333333333333333,0.68,0.6041666666666666,0.25
