NON $ % + - .
#NON	a	c	e	d	b
0.0	0.698471389902356	0.6574344116230856	0.8724556353203672	0.5660870253669252	0.6094917447764894
0.5050505050505051	0.3196478247553445	0.26896599272682314	0.5002484700701794	0.2415906412800346	0.4241424013146049
1.0101010101010102	0.15472204001068643	0.1245530520639716	0.3228122502243741	0.11419228669715836	0.30738274984085856
1.5151515151515151	0.08000846158123909	0.06531280240184413	0.23445407933586182	0.06069206894811966	0.2296145256091216
2.0202020202020203	0.04471961108386581	0.03841943202424656	0.18856580710887308	0.03642519031100763	0.17707004558219575
2.5252525252525255	0.02729534380265666	0.025035298410293602	0.16393786857338766	0.02448783360469765	0.14142375056782028
3.0303030303030303	0.018283530454868382	0.017851703885476446	0.1504524002008003	0.018145411822718692	0.11716101023227786
3.5353535353535355	0.01340431662262931	0.013768393900593293	0.14301735497822582	0.014550252543988836	0.10060930973958788
4.040404040404041	0.01065018580088194	0.011350799979628979	0.13894019452822115	0.012412442056635484	0.08932871344843522
4.545454545454546	0.009040732378810392	0.009879977481788593	0.13674223175384248	0.011100988775090432	0.08167911850574246
5.050505050505051	0.008075051050549424	0.008969888399832851	0.13559221320098505	0.01028209563058764	0.0765352349167086
5.555555555555556	0.007484896568518306	0.008401372654225489	0.13501846567515385	0.009766523268243656	0.07311202082357995
6.0606060606060606	0.007120040870408424	0.008044668929981784	0.13475400177067273	0.009441196441412822	0.07085879397325504
6.565656565656566	0.006893045693512914	0.007820655504853391	0.13464950060779238	0.009236197746217254	0.0693914063194871
7.070707070707071	0.006751472091344852	0.007680168932881688	0.13462315583799903	0.0091074679468522	0.06844519143145028
7.575757575757576	0.00666318626503259	0.007592312810318181	0.13463145748892202	0.009026996302051971	0.06784045977249165
8.080808080808081	0.006608242381599435	0.0075375824515866606	0.13465227288197706	0.008976953402367236	0.0674570823329651
8.585858585858587	0.00657415955900061	0.007503641877173589	0.13467506825076273	0.008946006309527237	0.06721582138369812
9.090909090909092	0.006553102497759191	0.007482697218633128	0.13469539995432914	0.00892697804965017	0.06706501820447071
9.595959595959597	0.006540160469884968	0.007469847566292259	0.13471187062998818	0.008915354600592324	0.06697140625847112
10.101010101010102	0.006532244038017192	0.007462005653699579	0.13472447092387552	0.008908296000235176	0.06691363596619053
10.606060606060607	0.006527431056908664	0.007457250794326028	0.1347337542313316	0.008904039802879706	0.06687821775723436
11.111111111111112	0.006524523329035177	0.00745438702407585	0.13474040834818107	0.008901492231935884	0.06685664382719601
11.616161616161618	0.006522779470554753	0.007452675432639632	0.134745080555299	0.008899980182384085	0.06684359547368883
12.121212121212121	0.006521740637862865	0.007451659863625473	0.13474830466192703	0.00889909002001298	0.06683575486718735
12.626262626262626	0.006521126217593954	0.0074510618311589725	0.1347504998272952	0.008898570433294941	0.06683107313969305
13.131313131313131	0.00652076756636599	0.007450714341214617	0.1347519800544661	0.008898271667427909	0.06682831024538091
13.636363636363637	0.006520559666233089	0.007450514420810766	0.13475296555870084	0.008898101925238345	0.0668266890239873
14.141414141414142	0.0065204410194652715	0.007450400913983127	0.13475361781593553	0.008898006879403087	0.06682574728447097
14.646464646464647	0.006520374373634559	0.007450337221579688	0.13475404566415583	0.008897954591838095	0.0668252158858563
15.151515151515152	0.00652033769612742	0.0074503033381134775	0.13475432374472038	0.008897927691613025	0.06682491650404898
15.656565656565657	0.006520317566144158	0.007450285637776638	0.1347545043732406	0.008897914110748948	0.06682473998000375
16.161616161616163	0.006520306698462698	0.007450275676605366	0.13475462098292648	0.008897906708778661	0.06682464609306284
16.666666666666668	0.006520301254938076	0.0074502704215513695	0.13475469557531655	0.00889790299189976	0.06682459894613249
17.171717171717173	0.006520298938403661	0.007450268186814943	0.1347547426712787	0.008897901634723383	0.0668245769555959
17.67676767676768	0.006520298287559652	0.007450267730914616	0.13475477197025212	0.008897901653411533	0.06682456782731705
18.181818181818183	0.00652029837357587	0.007450268075552397	0.13475479001048268	0.008897902250520335	0.06682456494153301
18.68686868686869	0.006520298614506736	0.00745026863444474	0.13475480160652525	0.008897902956508792	0.06682456370157779
19.191919191919194	0.006520298896583047	0.007450269000614444	0.13475480861252187	0.008897903416300854	0.06682456493349245
19.6969696969697	0.006520299020573306	0.007450269178843982	0.13475481350998497	0.008897903667937381	0.06682456537890384
20.202020202020204	0.006520299223478764	0.007450269298550628	0.134754816056921	0.00889790381809009	0.06682456716344516
20.70707070707071	0.006520299356985517	0.007450269350693721	0.13475481770783337	0.008897903887037576	0.06682456834512507
21.212121212121215	0.006520299561275079	0.007450269515465838	0.13475481825667918	0.008897904038258752	0.06682456965837662
21.71717171717172	0.006520299735414197	0.007450269679976201	0.13475481841985995	0.008897904185767953	0.0668245706785987
22.222222222222225	0.00652029989804573	0.0074502698710434195	0.13475481828839148	0.00889790435726897	0.06682457152671077
