,,,Slide ID,a,c,b,d
,,,Antibody Name,a,c,b,d
,,,HUGO ID,a,c,b,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,17.171717171717173,2.8389534422480684e-05,2.3514652824177883e-05,3.934045108410752e-10,3.122659387779501e-08
C1,no,Insulin,17.67676767676768,2.2344679366614015e-05,1.8337758972111844e-05,2.349769085167486e-10,2.0761703634810323e-08
C1,no,Insulin,18.181818181818183,1.762845225818813e-05,1.432833159839101e-05,1.4073789421835036e-10,1.3848471976168487e-08
C1,no,Insulin,18.68686868686869,1.393322095658132e-05,1.121731072282196e-05,8.447229228983965e-11,9.274473887809061e-09
C1,no,Insulin,19.191919191919194,1.1027400076628564e-05,8.797932197166102e-06,5.118566287692041e-11,6.229706767022923e-09
C1,no,Insulin,19.6969696969697,8.747129403474497e-06,6.913128202608102e-06,3.1145296883093294e-11,4.193563251030084e-09
C1,no,Insulin,20.202020202020204,6.957378302416717e-06,5.443951406026473e-06,1.8928807982040606e-11,2.837710598749333e-09
C1,no,Insulin,20.70707070707071,5.539557779003978e-06,4.294799946349931e-06,1.1612225288997085e-11,1.9283837868348923e-09
C1,no,Insulin,21.212121212121215,4.421156670524574e-06,3.3954414366129097e-06,7.211745204098571e-12,1.313357457829308e-09
C1,no,Insulin,21.71717171717172,3.5394242528339025e-06,2.6905635684495e-06,4.45680681705565e-12,8.970627389098533e-10
C1,no,Insulin,22.222222222222225,2.8389193223927023e-06,2.13645136486388e-06,2.7357332596059418e-12,6.150006470039725e-10
C1,no,Insulin,22.72727272727273,2.279129433693099e-06,1.6993647250822173e-06,1.682381756349497e-12,4.227626974284127e-10
C1,no,Insulin,23.232323232323235,1.830095511646801e-06,1.353226510598084e-06,1.0378749999958073e-12,2.9012616609745783e-10
C1,no,Insulin,23.73737373737374,1.4713070480139298e-06,1.0788846856969478e-06,6.418925760896728e-13,1.990696774436869e-10
C1,no,Insulin,24.242424242424242,1.1882840183712433e-06,8.622962340836656e-07,3.947327640891775e-13,1.367126204143102e-10
C1,no,Insulin,24.747474747474747,9.66119537997652e-07,6.920003969057875e-07,2.422211918650521e-13,9.480643767877031e-11
C1,no,Insulin,25.252525252525253,7.871501574793616e-07,5.571649718701503e-07,1.4927648410657165e-13,6.639910190647623e-11
C1,no,Insulin,25.757575757575758,6.398812743690762e-07,4.4922030866712257e-07,9.110927357280695e-14,4.6750106805996675e-11
C1,no,Insulin,26.262626262626263,5.191625332415653e-07,3.6247976752653935e-07,5.1567972925977244e-14,3.259554286422236e-11
C1,no,Insulin,26.767676767676768,4.1696097638522766e-07,2.9157665601247093e-07,3.1410604058669284e-14,2.2438011684970204e-11
C1,no,Insulin,27.272727272727273,3.3601566484011423e-07,2.3512286727165353e-07,1.9728554457340317e-14,1.5699428825604253e-11
C1,no,Insulin,27.77777777777778,2.684421656510699e-07,1.884000234986625e-07,1.432134875396509e-14,1.0982605332277165e-11
C1,no,Insulin,28.282828282828284,2.0718232714665918e-07,1.486835643344174e-07,1.2101511963075252e-14,7.934315617174813e-12
C1,no,Insulin,28.78787878787879,nan,nan,nan,nan
C1,no,Insulin,29.292929292929294,nan,nan,nan,nan
C1,no,Insulin,29.7979797979798,nan,nan,nan,nan
C1,no,Insulin,30.303030303030305,nan,nan,nan,nan
C1,no,Insulin,30.80808080808081,nan,nan,nan,nan
C1,no,Insulin,31.313131313131315,nan,nan,nan,nan
C1,no,Insulin,31.81818181818182,nan,nan,nan,nan
C1,no,Insulin,32.323232323232325,nan,nan,nan,nan
C1,no,Insulin,32.82828282828283,nan,nan,nan,nan
C1,no,Insulin,33.333333333333336,nan,nan,nan,nan
C1,no,Insulin,33.83838383838384,nan,nan,nan,nan
C1,no,Insulin,34.343434343434346,nan,nan,nan,nan
C1,no,Insulin,34.84848484848485,nan,nan,nan,nan
C1,no,Insulin,35.35353535353536,nan,nan,nan,nan
C1,no,Insulin,35.85858585858586,nan,nan,nan,nan
C1,no,Insulin,36.36363636363637,nan,nan,nan,nan
C1,no,Insulin,36.86868686868687,nan,nan,nan,nan
C1,no,Insulin,37.37373737373738,nan,nan,nan,nan
C1,no,Insulin,37.87878787878788,nan,nan,nan,nan
C1,no,Insulin,38.38383838383839,nan,nan,nan,nan
C1,no,Insulin,38.88888888888889,nan,nan,nan,nan
C1,no,Insulin,39.3939393939394,nan,nan,nan,nan
C1,no,Insulin,39.8989898989899,nan,nan,nan,nan
C1,no,Insulin,40.40404040404041,nan,nan,nan,nan
C1,no,Insulin,40.909090909090914,nan,nan,nan,nan
C1,no,Insulin,41.41414141414142,nan,nan,nan,nan
C1,no,Insulin,41.919191919191924,nan,nan,nan,nan
C1,no,Insulin,42.42424242424243,nan,nan,nan,nan
C1,no,Insulin,42.929292929292934,nan,nan,nan,nan
C1,no,Insulin,43.43434343434344,nan,nan,nan,nan
C1,no,Insulin,43.939393939393945,nan,nan,nan,nan
C1,no,Insulin,44.44444444444445,nan,nan,nan,nan
C1,no,Insulin,44.949494949494955,nan,nan,nan,nan
C1,no,Insulin,45.45454545454546,nan,nan,nan,nan
C1,no,Insulin,45.959595959595966,nan,nan,nan,nan
C1,no,Insulin,46.46464646464647,nan,nan,nan,nan
C1,no,Insulin,46.969696969696976,nan,nan,nan,nan
C1,no,Insulin,47.47474747474748,nan,nan,nan,nan
C1,no,Insulin,47.979797979797986,nan,nan,nan,nan
C1,no,Insulin,48.484848484848484,nan,nan,nan,nan
C1,no,Insulin,48.98989898989899,nan,nan,nan,nan
C1,no,Insulin,49.494949494949495,nan,nan,nan,nan
C1,no,Insulin,50.0,nan,nan,nan,nan
