NON $ % + - . 0
#NON	c	e	d	a	b	f
27.272727272727273	0.07286799173215351	0.22434488317488227	0.23236580312768518	0.242419080742788	0.23209245470067902	0.03372171948418109
27.77777777777778	0.07286799178881836	0.22434488316135545	0.23236580312769692	0.24241908074279894	0.23209245470069043	0.03372171951518813
28.282828282828284	0.07286799184548322	0.22434488314782866	0.23236580312770866	0.24241908074280985	0.2320924547007018	0.033721719546195184
28.78787878787879	0.07286799190214807	0.22434488313430187	0.23236580312772043	0.24241908074282076	0.2320924547007132	0.03372171957720223
29.292929292929294	0.07286799193267263	0.22434488312700696	0.23236580312772667	0.2424190807428266	0.2320924547007193	0.03372171959390889
29.7979797979798	0.07286799193476798	0.22434488312648965	0.23236580312772698	0.24241908074282686	0.23209245470071954	0.033721719595062996
30.303030303030305	0.07286799193686333	0.22434488312597237	0.23236580312772728	0.24241908074282714	0.23209245470071982	0.033721719596217094
30.80808080808081	0.0728679919389587	0.22434488312545506	0.2323658031277276	0.24241908074282742	0.23209245470072007	0.0337217195973712
31.313131313131315	0.07286799194105405	0.22434488312493775	0.2323658031277279	0.2424190807428277	0.23209245470072035	0.033721719598525296
31.81818181818182	0.0728679919431494	0.22434488312442044	0.2323658031277282	0.242419080742828	0.2320924547007206	0.0337217195996794
32.323232323232325	0.07286799194524476	0.22434488312390313	0.2323658031277285	0.24241908074282828	0.23209245470072087	0.0337217196008335
32.82828282828283	0.07286799194734012	0.22434488312338582	0.2323658031277288	0.24241908074282856	0.23209245470072112	0.033721719601987596
33.333333333333336	0.07286799194943547	0.22434488312286852	0.2323658031277291	0.24241908074282884	0.2320924547007214	0.0337217196031417
33.83838383838384	0.07286799195153083	0.22434488312235124	0.2323658031277294	0.2424190807428291	0.23209245470072165	0.0337217196042958
34.343434343434346	0.07286799195362618	0.22434488312183393	0.2323658031277297	0.2424190807428294	0.23209245470072193	0.0337217196054499
34.84848484848485	0.07286799195572154	0.22434488312131662	0.23236580312773	0.24241908074282967	0.23209245470072218	0.033721719606604
35.35353535353536	0.07286799195781689	0.2243448831207993	0.2323658031277303	0.24241908074282997	0.23209245470072246	0.033721719607758105
35.85858585858586	0.07286799195991225	0.224344883120282	0.2323658031277306	0.24241908074283025	0.2320924547007227	0.0337217196089122
36.36363636363637	0.0728679919620076	0.2243448831197647	0.23236580312773092	0.24241908074283053	0.23209245470072298	0.03372171961006631
36.86868686868687	0.07286799196410296	0.22434488311924738	0.23236580312773122	0.2424190807428308	0.23209245470072323	0.033721719611220405
37.37373737373738	0.07286799196619832	0.2243448831187301	0.23236580312773153	0.24241908074283108	0.2320924547007235	0.03372171961237451
37.87878787878788	0.07286799196829367	0.2243448831182128	0.23236580312773183	0.24241908074283136	0.23209245470072376	0.03372171961352861
38.38383838383839	0.07286799197038903	0.2243448831176955	0.23236580312773214	0.24241908074283164	0.23209245470072404	0.03372171961468271
38.88888888888889	0.07286799197248438	0.22434488311717818	0.23236580312773245	0.24241908074283192	0.2320924547007243	0.03372171961583681
39.3939393939394	0.07286799197457974	0.22434488311666087	0.23236580312773272	0.24241908074283222	0.23209245470072457	0.03372171961699091
39.8989898989899	0.0728679919766751	0.22434488311614356	0.23236580312773303	0.2424190807428325	0.23209245470072482	0.03372171961814501
40.40404040404041	0.07286799197877045	0.22434488311562625	0.23236580312773333	0.24241908074283278	0.2320924547007251	0.03372171961929911
40.909090909090914	0.07286799198086581	0.22434488311510897	0.23236580312773364	0.24241908074283305	0.23209245470072534	0.033721719620453214
41.41414141414142	0.07286799198296116	0.22434488311459166	0.23236580312773394	0.24241908074283333	0.23209245470072562	0.03372171962160731
41.919191919191924	0.07286799198505652	0.22434488311407436	0.23236580312773425	0.2424190807428336	0.23209245470072587	0.033721719622761416
42.42424242424243	0.07286799198715188	0.22434488311355705	0.23236580312773455	0.2424190807428339	0.23209245470072615	0.033721719623915514
42.929292929292934	0.07286799198924723	0.22434488311303974	0.23236580312773486	0.24241908074283416	0.23209245470072642	0.03372171962506962
43.43434343434344	0.07286799199134258	0.22434488311252243	0.23236580312773517	0.24241908074283447	0.23209245470072667	0.033721719626223716
43.939393939393945	0.07286799199343794	0.22434488311200515	0.23236580312773547	0.24241908074283475	0.23209245470072695	0.03372171962737782
44.44444444444445	0.0728679919955333	0.22434488311148784	0.23236580312773578	0.24241908074283502	0.2320924547007272	0.03372171962853192
44.949494949494955	0.07286799199762865	0.22434488311097053	0.23236580312773608	0.2424190807428353	0.23209245470072748	0.033721719629686016
45.45454545454546	0.072867991999724	0.22434488311045322	0.23236580312773636	0.24241908074283558	0.23209245470072773	0.03372171963084012
45.959595959595966	0.07286799200181937	0.22434488310993592	0.23236580312773666	0.24241908074283586	0.232092454700728	0.03372171963199422
46.46464646464647	0.07286799200391472	0.2243448831094186	0.23236580312773697	0.24241908074283613	0.23209245470072826	0.03372171963314832
46.969696969696976	0.07286799200601007	0.2243448831089013	0.23236580312773727	0.24241908074283644	0.23209245470072853	0.03372171963430242
47.47474747474748	0.07286799200810544	0.22434488310838402	0.23236580312773758	0.24241908074283672	0.23209245470072878	0.033721719635456525
47.979797979797986	0.07286799201020079	0.2243448831078667	0.23236580312773789	0.242419080742837	0.23209245470072906	0.03372171963661062
48.484848484848484	0.07286799201229614	0.2243448831073494	0.2323658031277382	0.24241908074283727	0.2320924547007293	0.03372171963776473
48.98989898989899	0.0728679920143915	0.2243448831068321	0.2323658031277385	0.24241908074283755	0.2320924547007296	0.033721719638918825
49.494949494949495	0.07286799201648686	0.22434488310631479	0.2323658031277388	0.24241908074283783	0.23209245470072984	0.03372171964007293
50.0	0.07286799201858221	0.22434488310579748	0.2323658031277391	0.2424190807428381	0.23209245470073012	0.03372171964122703
