NON $ % + -
#NON	c	d	b	a
0.0	0.09118843925218145	0.8784514598173648	0.7091183963878065	0.823481990386626
0.5050505050505051	0.047955578339418124	0.292334872040651	0.5505553108936894	0.42294321839801485
1.0101010101010102	0.02521961658370476	0.12485938977394156	0.42985887187396005	0.24938133508700625
1.5151515151515151	0.013262879602154026	0.0682592295400294	0.3407415044174835	0.16826167752339544
2.0202020202020203	0.0069748869794044955	0.043535139307503794	0.2770672044433372	0.1274173427131915
2.5252525252525255	0.0036680607495900505	0.029748710875422982	0.23257558883512366	0.10428875374200325
3.0303030303030303	0.0019290161156053126	0.020848595761763938	0.20147811070726263	0.08892838153611844
3.5353535353535355	0.001014460958808166	0.014727727834580498	0.17914001369695326	0.0771435054952175
4.040404040404041	0.0005335006131197302	0.01042335898037401	0.1622825638496637	0.06726754038678755
4.545454545454546	0.0002805652538552885	0.0073767262791715705	0.1487874158442873	0.05866281718495213
5.050505050505051	0.0001475479458562086	0.005217904298277352	0.1373712116494143	0.05107563376576411
5.555555555555556	7.759460937209593e-05	0.003688885028143899	0.12729159904986376	0.04438115021129779
6.0606060606060606	4.080631437366819e-05	0.0026067491166681576	0.11813324831420297	0.038492188611105246
6.565656565656566	2.1459277448104814e-05	0.0018414387219608424	0.1096688454717776	0.033330932025996726
7.070707070707071	1.1284100003489689e-05	0.0013004528045663397	0.10177485562364375	0.02882264482824671
7.575757575757576	5.933366917777483e-06	0.0009182094158718377	0.09438279670193633	0.02489562494350294
8.080808080808081	3.1197825204152036e-06	0.0006482264217626074	0.0874524151833469	0.02148288916505602
8.585858585858587	1.6403574009078576e-06	0.0004575796789951979	0.08095718143715898	0.0185226967188935
9.090909090909092	8.624659524072703e-07	0.0003229783366140661	0.0748766856397345	0.015959028559049827
9.595959595959597	4.534549220663233e-07	0.00022795813031020656	0.06919287259270666	0.01374164457308035
10.101010101010102	2.3840789355114555e-07	0.00016088619294650654	0.06388830983082412	0.01182587155596459
10.606060606060607	1.2534273423584637e-07	0.00011354510707208008	0.058945496214753056	0.010172233312685975
11.111111111111112	6.589822417398291e-08	8.013233262810714e-05	0.0543466874436586	0.008746019373494486
11.616161616161618	3.464473218422686e-08	5.655069896425479e-05	0.050073951123681716	0.007516820800633877
12.121212121212121	1.821374211265785e-08	3.990819978322967e-05	0.04610932109372178	0.006458083877207863
12.626262626262626	9.575355802033795e-09	2.8163115248265485e-05	0.04243496485526843	0.00554667236303922
13.131313131313131	5.033697258401085e-09	1.9874174505846906e-05	0.039033344534727295	0.004762467000082447
13.636363636363637	2.6459279725902297e-09	1.4024116464869105e-05	0.03588732937922716	0.0040879853109043185
