NON $ % + - . 0 1 2
#NON	a	d	g	h	e	c	b	f
15.151515151515152	0.07534730096371486	0.20879438903267225	0.19444554684730153	0.29488701129886574	0.24083351690351062	0.2762008760163788	0.03868762967786979	0.2112186477133013
15.656565656565657	0.07534730104533298	0.20879439026627436	0.194445547493953	0.29488701099636216	0.24083351663318242	0.2762008769634398	0.038687628296028884	0.21121864758854958
16.161616161616163	0.07534730109469817	0.20879439103063777	0.19444554788420038	0.29488701083578095	0.2408335164895348	0.27620087749530037	0.03868762752687489	0.21121864752233488
16.666666666666668	0.07534730112819843	0.20879439156234306	0.19444554814941467	0.2948870107333879	0.24083351639795075	0.2762008778434735	0.03868762702540021	0.21121864748011282
17.171717171717173	0.0753473011609586	0.20879439207570313	0.1944455484089534	0.29488701063143435	0.24083351630668087	0.2762008781885729	0.03868762652797412	0.21121864743807692
17.67676767676768	0.07534730118300047	0.20879439242707248	0.1944455485846058	0.2948870105668257	0.2408335162488532	0.27620087841451285	0.03868762620398327	0.21121864741143784
18.181818181818183	0.075347301194324	0.20879439261645116	0.19444554867637187	0.29488701053956184	0.24083351622446772	0.2762008785212932	0.038687626053427675	0.2112186474001956
18.68686868686869	0.07534730119492923	0.20879439264383914	0.19444554868425162	0.29488701054964284	0.24083351623352445	0.27620087850891406	0.03868762607630733	0.2112186474043502
19.191919191919194	0.07534730119093451	0.20879439259974125	0.19444554865574235	0.29488701057413746	0.24083351625548527	0.27620087844791485	0.038687626169306724	0.21121864741444754
19.6969696969697	0.07534730119489413	0.20879439266986438	0.19444554868830388	0.29488701056599315	0.24083351624820812	0.27620087848303565	0.0386876261204327	0.21121864741108878
20.202020202020204	0.0753473011956687	0.20879439268943092	0.19444554869546019	0.29488701056695954	0.24083351624908564	0.27620087848584873	0.038687626117786644	0.21121864741148652
20.70707070707071	0.07534730119325819	0.20879439265844088	0.19444554867721128	0.29488701057703676	0.24083351625811783	0.2762008784563541	0.03868762616136855	0.21121864741564075
21.212121212121215	0.07534730118766261	0.20879439257689422	0.19444554863355715	0.2948870105962247	0.24083351627530472	0.27620087839455176	0.03868762625117843	0.21121864742355145
21.71717171717172	0.0753473011839209	0.2087943925365345	0.19444554860640242	0.2948870106171301	0.24083351629404257	0.2762008783403982	0.03868762633306791	0.21121864743216956
22.222222222222225	0.07534730118091174	0.208794392487085	0.19444554858207433	0.2948870106235728	0.24083351629981126	0.27620087831332774	0.038687626370878025	0.2112186474348258
22.72727272727273	0.07534730117790259	0.20879439243763553	0.19444554855774623	0.2948870106300155	0.24083351630557995	0.2762008782862573	0.03868762640868814	0.21121864743748206
23.232323232323235	0.07534730117489344	0.20879439238818603	0.19444554853341814	0.29488701063645817	0.2408335163113486	0.2762008782591868	0.03868762644649826	0.21121864744013832
23.73737373737374	0.07534730117188428	0.20879439233873656	0.19444554850909004	0.2948870106429009	0.2408335163171173	0.27620087823211636	0.038687626484308374	0.2112186474427946
24.242424242424242	0.07534730116996824	0.20879439230720645	0.19444554849359547	0.29488701064698525	0.24083351632077443	0.2762008782149089	0.038687626508334114	0.21121864744447855
24.747474747474747	0.0753473011698623	0.2087943923053494	0.1944455484927285	0.29488701064716455	0.24083351632093503	0.2762008782140339	0.03868762650953396	0.21121864744455246
25.252525252525253	0.07534730116975635	0.2087943923034924	0.19444554849186152	0.2948870106473438	0.24083351632109562	0.27620087821315886	0.0386876265107338	0.21121864744462635
25.757575757575758	0.07534730116965041	0.20879439230163538	0.19444554849099457	0.29488701064752304	0.24083351632125619	0.2762008782122838	0.038687626511933644	0.21121864744470026
26.262626262626263	0.07534730116954447	0.20879439229977834	0.1944455484901276	0.29488701064770234	0.24083351632141678	0.27620087821140876	0.03868762651313349	0.21121864744477417
26.767676767676768	0.07534730116943852	0.20879439229792132	0.19444554848926063	0.2948870106478816	0.24083351632157737	0.27620087821053374	0.038687626514333336	0.21121864744484808
27.272727272727273	0.07534730116933258	0.2087943922960643	0.19444554848839365	0.2948870106480609	0.24083351632173797	0.2762008782096587	0.038687626515533174	0.21121864744492197
27.77777777777778	0.07534730116922664	0.20879439229420726	0.1944455484875267	0.29488701064824013	0.24083351632189853	0.2762008782087837	0.03868762651673302	0.21121864744499588
28.282828282828284	0.0753473011691207	0.20879439229235025	0.19444554848665974	0.2948870106484194	0.24083351632205913	0.2762008782079087	0.038687626517932866	0.2112186474450698
28.78787878787879	0.07534730116901475	0.20879439229049324	0.19444554848579276	0.2948870106485987	0.24083351632221972	0.27620087820703365	0.038687626519132705	0.21121864744514368
29.292929292929294	0.07534730116890881	0.2087943922886362	0.1944455484849258	0.2948870106487779	0.2408335163223803	0.27620087820615863	0.03868762652033255	0.2112186474452176
29.7979797979798	0.07534730116880287	0.20879439228677918	0.19444554848405884	0.2948870106489572	0.24083351632254088	0.2762008782052836	0.038687626521532396	0.2112186474452915
30.303030303030305	0.07534730116869692	0.20879439228492214	0.19444554848319187	0.29488701064913647	0.24083351632270147	0.27620087820440853	0.03868762652273224	0.21121864744536542
30.80808080808081	0.07534730116859098	0.20879439228306512	0.1944455484823249	0.2948870106493157	0.24083351632286207	0.2762008782035335	0.03868762652393208	0.2112186474454393
31.313131313131315	0.07534730116848504	0.2087943922812081	0.19444554848145792	0.294887010649495	0.24083351632302263	0.2762008782026585	0.03868762652513193	0.21121864744551322
31.81818181818182	0.0753473011683791	0.20879439227935107	0.19444554848059095	0.29488701064967426	0.24083351632318323	0.27620087820178346	0.03868762652633177	0.21121864744558713
32.323232323232325	0.07534730116827315	0.20879439227749405	0.194445548479724	0.29488701064985356	0.24083351632334382	0.27620087820090844	0.03868762652753161	0.21121864744566105
32.82828282828283	0.07534730116816721	0.20879439227563704	0.19444554847885703	0.2948870106500328	0.2408335163235044	0.2762008782000334	0.03868762652873146	0.21121864744573493
33.333333333333336	0.07534730116806126	0.20879439227378	0.19444554847799006	0.29488701065021206	0.24083351632366498	0.2762008781991584	0.0386876265299313	0.21121864744580884
33.83838383838384	0.07534730116795532	0.20879439227192298	0.1944455484771231	0.29488701065039136	0.24083351632382557	0.2762008781982834	0.03868762653113115	0.21121864744588276
34.343434343434346	0.07534730116784938	0.20879439227006596	0.19444554847625614	0.2948870106505706	0.24083351632398617	0.27620087819740835	0.03868762653233099	0.21121864744595667
34.84848484848485	0.07534730116774344	0.20879439226820892	0.19444554847538917	0.2948870106507499	0.24083351632414673	0.27620087819653333	0.03868762653353083	0.21121864744603056
35.35353535353536	0.07534730116763749	0.2087943922663519	0.1944455484745222	0.29488701065092915	0.24083351632430733	0.27620087819565825	0.03868762653473068	0.21121864744610447
35.85858585858586	0.07534730116753155	0.20879439226449487	0.19444554847365522	0.2948870106511084	0.24083351632446792	0.27620087819478323	0.03868762653593052	0.21121864744617838
36.36363636363637	0.0753473011674256	0.20879439226263785	0.19444554847278828	0.2948870106512877	0.24083351632462852	0.2762008781939082	0.038687626537130364	0.2112186474462523
36.86868686868687	0.07534730116731966	0.20879439226078084	0.1944455484719213	0.29488701065146694	0.24083351632478908	0.2762008781930332	0.03868762653833021	0.21121864744632618
37.37373737373738	0.07534730116721372	0.2087943922589238	0.19444554847105433	0.29488701065164624	0.24083351632494968	0.27620087819215816	0.038687626539530055	0.2112186474464001
37.87878787878788	0.07534730116710778	0.20879439225706678	0.19444554847018736	0.2948870106518255	0.24083351632511027	0.27620087819128314	0.038687626540729894	0.211218647446474
38.38383838383839	0.07534730116700185	0.20879439225520977	0.1944455484693204	0.29488701065200473	0.24083351632527084	0.2762008781904081	0.03868762654192974	0.2112186474465479
38.88888888888889	0.0753473011668959	0.20879439225335272	0.19444554846845344	0.29488701065218403	0.24083351632543143	0.2762008781895331	0.038687626543129586	0.2112186474466218
39.3939393939394	0.07534730116678996	0.2087943922514957	0.19444554846758647	0.2948870106523633	0.24083351632559202	0.27620087818865807	0.03868762654432943	0.21121864744669572
39.8989898989899	0.07534730116668402	0.2087943922496387	0.1944455484667195	0.2948870106525426	0.24083351632575262	0.276200878187783	0.03868762654552927	0.21121864744676963
40.40404040404041	0.07534730116657808	0.20879439224778165	0.19444554846585255	0.2948870106527218	0.24083351632591318	0.27620087818690797	0.038687626546729116	0.21121864744684352
40.909090909090914	0.07534730116647213	0.20879439224592464	0.19444554846498557	0.29488701065290107	0.24083351632607378	0.27620087818603295	0.03868762654792896	0.21121864744691743
41.41414141414142	0.07534730116636619	0.2087943922440676	0.1944455484641186	0.2948870106530804	0.24083351632623437	0.2762008781851579	0.0386876265491288	0.21121864744699134
41.919191919191924	0.07534730116626025	0.20879439224221058	0.19444554846325163	0.2948870106532596	0.24083351632639494	0.2762008781842829	0.038687626550328647	0.21121864744706526
42.42424242424243	0.0753473011661543	0.20879439224035357	0.19444554846238465	0.2948870106534389	0.24083351632655553	0.2762008781834079	0.03868762655152849	0.21121864744713914
42.929292929292934	0.07534730116604836	0.20879439223849652	0.1944455484615177	0.29488701065361816	0.24083351632671612	0.27620087818253286	0.03868762655272834	0.21121864744721305
43.43434343434344	0.07534730116594242	0.2087943922366395	0.19444554846065074	0.2948870106537974	0.24083351632687672	0.27620087818165784	0.03868762655392818	0.21121864744728697
43.939393939393945	0.07534730116583647	0.2087943922347825	0.19444554845978376	0.2948870106539767	0.24083351632703728	0.2762008781807828	0.03868762655512802	0.21121864744736088
44.44444444444445	0.07534730116573053	0.20879439223292545	0.1944455484589168	0.29488701065415596	0.24083351632719788	0.2762008781799078	0.03868762655632787	0.21121864744743477
44.949494949494955	0.07534730116562459	0.20879439223106844	0.19444554845804984	0.29488701065433526	0.24083351632735847	0.2762008781790327	0.03868762655752771	0.21121864744750868
45.45454545454546	0.07534730116551865	0.20879439222921142	0.19444554845718287	0.2948870106545145	0.24083351632751904	0.2762008781781577	0.03868762655872755	0.2112186474475826
45.959595959595966	0.0753473011654127	0.20879439222735438	0.1944455484563159	0.29488701065469375	0.24083351632767963	0.27620087817728267	0.0386876265599274	0.2112186474476565
46.46464646464647	0.07534730116530676	0.20879439222549737	0.19444554845544892	0.29488701065487305	0.24083351632784022	0.27620087817640765	0.038687626561127245	0.2112186474477304
46.969696969696976	0.07534730116520082	0.20879439222364032	0.19444554845458198	0.2948870106550523	0.24083351632800082	0.2762008781755326	0.03868762656232708	0.2112186474478043
47.47474747474748	0.07534730116509487	0.2087943922217833	0.194445548453715	0.2948870106552316	0.24083351632816138	0.2762008781746576	0.03868762656352693	0.21121864744787822
47.979797979797986	0.07534730116498893	0.2087943922199263	0.19444554845284803	0.29488701065541084	0.24083351632832198	0.2762008781737826	0.038687626564726775	0.2112186474479521
48.484848484848484	0.07534730116488299	0.20879439221806925	0.19444554845198106	0.2948870106555901	0.24083351632848257	0.27620087817290756	0.038687626565926614	0.21121864744802601
48.98989898989899	0.07534730116477704	0.20879439221621224	0.19444554845111411	0.2948870106557694	0.24083351632864317	0.27620087817203254	0.03868762656712646	0.21121864744809993
49.494949494949495	0.07534730116474465	0.2087943922156414	0.19444554845084883	0.29488701065582335	0.2408335163286915	0.2762008781717664	0.03868762656749088	0.21121864744812216
50.0	0.075347301164741	0.20879439221557308	0.19444554845081866	0.29488701065582834	0.24083351632869596	0.2762008781717383	0.038687626567528895	0.2112186474481242
