NON $ % + - . 0 1 2
#NON	a	d	g	h	e	c	b	f
0.0	0.5092172356979289	0.18509567422087914	0.9480451658065097	0.9500413316395372	0.4163795234018314	0.24811225456910824	0.06511943014904087	0.5745505552311408
0.5050505050505051	0.22657726148232898	0.21704913172498994	0.591062075264081	0.6132242294578216	0.3607169080788675	0.305225994296397	0.05716385563078316	0.3692036042478288
1.0101010101010102	0.13240198457606256	0.22404830141723556	0.40251643342317667	0.45168950301750704	0.3147499790827679	0.3058882149076711	0.05228550321881574	0.2839816833191302
1.5151515151515151	0.09895354917596433	0.2222815228090588	0.30296780108747123	0.37262243326152633	0.2836331480067757	0.2958406931074433	0.04844143254381538	0.2458889559003842
2.0202020202020203	0.08596736131659585	0.21852213042951246	0.2506482758593412	0.3335223358353837	0.26461029174724726	0.2872348414787722	0.04539296243347489	0.22804590787502918
2.5252525252525255	0.08041472370254285	0.2151386217764558	0.22333101259307775	0.3141011220915944	0.2536702577039977	0.2818328875004894	0.043114703982764055	0.21946427668956278
3.0303030303030303	0.07784401052217792	0.212683964039824	0.20917419783522662	0.30444043743463745	0.24762396511525073	0.2788719596148342	0.04151264639172137	0.215278771905995
3.5353535353535355	0.07659239699110354	0.2110787576608626	0.2018950229722984	0.299634473998939	0.2443722812678462	0.27738072853366474	0.040441061696703154	0.21322269902425062
4.040404040404041	0.07596820097463076	0.2100929731992836	0.198182110466206	0.2972447431251794	0.24265719896287724	0.27667845636349614	0.03975186075399047	0.21220903236641228
4.545454545454546	0.07565488603084279	0.20951321888100116	0.1963035927901721	0.2960572355160671	0.24176538056323726	0.27636893999431883	0.039321948605775474	0.21170838118969892
5.050505050505051	0.07549815570641404	0.209183189307062	0.19536102797229055	0.2954675268283859	0.24130656568510386	0.276243245349887	0.039060152234856704	0.21146088701831595
5.555555555555556	0.07542041337758944	0.20900021371754768	0.19489213039917785	0.2951748536353733	0.2410724260175916	0.2761984139206877	0.03890375522116608	0.21133848331553823
6.0606060606060606	0.07538227142308845	0.2089010593684857	0.19466098716034497	0.2950296824311384	0.24095369124065885	0.27618652193072296	0.03881175541427511	0.21127793555345994
6.565656565656566	0.07536378521193879	0.20884844807979655	0.194548159180443	0.29495770461571824	0.24089377340046234	0.2761865174572871	0.038758315266169845	0.21124798089342384
7.070707070707071	0.0753549436343114	0.20882110327675088	0.19449368476357345	0.294922030499131	0.2408636532150473	0.2761898017462224	0.038727594846191864	0.21123316079117047
7.575757575757576	0.07535077541973399	0.20880719378200988	0.1944677108556076	0.2949043541826057	0.24084855778493422	0.27619323855526823	0.038710087418235097	0.21122582803871331
8.080808080808081	0.07534884231971851	0.20880028667424388	0.19445550944403972	0.2948955983246821	0.24084101109973158	0.276195929273931	0.038700182750557074	0.21122220004927048
8.585858585858587	0.07534796258016671	0.2087969528918245	0.19444987949310616	0.294891260991602	0.240837244738708	0.27619779855543375	0.038694613148481424	0.21122040459025251
9.090909090909092	0.0753475726672754	0.20879540417068937	0.19444734747794074	0.29488911637282095	0.24083537084727685	0.27619901555945453	0.03869149928757686	0.21121951752528517
9.595959595959597	0.07534740463471822	0.20879472050098663	0.19444624030324453	0.29488805338552393	0.24083443774898186	0.2761997740570525	0.03868976591142964	0.2112190781121575
10.101010101010102	0.07534733574920277	0.20879444367551767	0.19444577995844925	0.29488752829432696	0.2408339749169352	0.2762002335526531	0.03868880605266882	0.2112188611689675
10.606060606060607	0.07534730895671961	0.2087943469391463	0.19444559882590665	0.29488726681327715	0.2408337438251159	0.276200505905568	0.03868827506529278	0.21121875317503375
11.111111111111112	0.07534729973417613	0.20879432525239566	0.19444553612199772	0.29488713652814186	0.2408336283665254	0.2762006655331692	0.03868798136032384	0.21121869938552704
11.616161616161618	0.07534729765650373	0.2087943319418256	0.19444552186426695	0.29488707209852877	0.2408335710939055	0.2762007586796175	0.03868781881517785	0.21121867279589618
12.121212121212121	0.07534729816457296	0.20879434713632217	0.19444552554735733	0.29488704161322987	0.24083354393313755	0.276200811170942	0.03868773167721597	0.21121866021866734
12.626262626262626	0.07534729903400536	0.20879436109986657	0.1944455320133282	0.2948870264232417	0.2408335303949109	0.2762008407423326	0.03868768411497502	0.2112186539520891
13.131313131313131	0.07534729980677711	0.20879437192840739	0.19444553784896576	0.2948870190505751	0.24083352382129627	0.2762008570229583	0.038687658689994034	0.21121865091068934
13.636363636363637	0.07534730033168922	0.20879437932528236	0.19444554186624732	0.2948870152110608	0.24083352039499306	0.2762008661652288	0.03868764464171747	0.21121864932697565
14.141414141414142	0.07534730064397561	0.2087943840568127	0.19444554430642028	0.2948870130644001	0.24083351847886658	0.2762008713734067	0.0386876366694303	0.21121864844155416
14.646464646464647	0.07534730083664586	0.2087943870837721	0.19444554583668278	0.2948870118953581	0.2408335174358112	0.2762008743380472	0.03868763217280801	0.21121864795933956
