NON $ % + - . 0 1 2 3 4 5 6 7 8
#NON	m	i	l	g	f	d	k	h	a	n	e	j	c	b
32.82828282828283	0.08092687437186567	0.16550389483333533	0.025816292568271823	0.12429016553440904	0.01036482063556166	0.12899041935785524	0.19937406916517209	0.01967046447911705	0.13876800832134487	0.23600688133287606	0.010349227657263895	0.19831889854966564	0.02107891979982928	0.14888258853078745
33.333333333333336	0.080926874371886	0.16550389483301334	0.025816292568280202	0.12429016553433009	0.010364820635566041	0.12899041935903227	0.1993740691651759	0.01967046447911981	0.13876800832109798	0.2360068813327846	0.01034922765726811	0.19831889854966817	0.021078919799830953	0.14888258853120787
33.83838383838384	0.08092687437190633	0.16550389483269135	0.02581629256828858	0.12429016553425115	0.010364820635570421	0.12899041936020927	0.1993740691651797	0.01967046447912257	0.13876800832085112	0.23600688133269312	0.010349227657272324	0.1983188985496707	0.02107891979983263	0.14888258853162828
34.343434343434346	0.08092687437192667	0.16550389483236935	0.02581629256829696	0.1242901655341722	0.010364820635574801	0.12899041936138628	0.1993740691651835	0.01967046447912533	0.13876800832060426	0.23600688133260164	0.01034922765727654	0.1983188985496732	0.0210789197998343	0.1488825885320487
34.84848484848485	0.08092687437194701	0.16550389483204733	0.025816292568305338	0.12429016553409325	0.010364820635579183	0.12899041936256328	0.1993740691651873	0.019670464479128087	0.1387680083203574	0.23600688133251016	0.010349227657280755	0.19831889854967572	0.021078919799835977	0.1488825885324691
35.35353535353536	0.08092687437196734	0.16550389483172534	0.025816292568313717	0.12429016553401431	0.010364820635583563	0.12899041936374028	0.1993740691651911	0.019670464479130848	0.13876800832011055	0.2360068813324187	0.010349227657284969	0.19831889854967824	0.02107891979983765	0.14888258853288952
35.85858585858586	0.08092687437198767	0.16550389483140335	0.025816292568322095	0.12429016553393536	0.010364820635587944	0.1289904193649173	0.1993740691651949	0.019670464479133606	0.1387680083198637	0.23600688133232722	0.010349227657289184	0.19831889854968077	0.02107891979983932	0.14888258853330993
36.36363636363637	0.080926874372008	0.16550389483108136	0.025816292568330474	0.12429016553385641	0.010364820635592324	0.12899041936609432	0.1993740691651987	0.019670464479136365	0.1387680083196168	0.23600688133223574	0.0103492276572934	0.1983188985496833	0.021078919799840997	0.14888258853373035
36.86868686868687	0.08092687437202835	0.16550389483075936	0.025816292568338853	0.12429016553377747	0.010364820635596706	0.12899041936727132	0.1993740691652025	0.019670464479139126	0.13876800831936995	0.23600688133214429	0.010349227657297613	0.19831889854968582	0.02107891979984267	0.14888258853415076
37.37373737373738	0.08092687437204868	0.16550389483043737	0.02581629256834723	0.12429016553369852	0.010364820635601086	0.12899041936844832	0.1993740691652063	0.019670464479141885	0.1387680083191231	0.2360068813320528	0.010349227657301828	0.19831889854968832	0.02107891979984434	0.14888258853457115
37.87878787878788	0.08092687437206901	0.16550389483011538	0.02581629256835561	0.12429016553361957	0.010364820635605466	0.12899041936962533	0.1993740691652101	0.019670464479144643	0.13876800831887623	0.23600688133196132	0.010349227657306042	0.19831889854969084	0.021078919799846017	0.14888258853499156
38.38383838383839	0.08092687437208934	0.16550389482979339	0.02581629256836399	0.12429016553354064	0.010364820635609848	0.12899041937080236	0.1993740691652139	0.019670464479147404	0.13876800831862937	0.23600688133186987	0.010349227657310257	0.19831889854969337	0.02107891979984769	0.14888258853541197
38.88888888888889	0.08092687437210969	0.1655038948294714	0.025816292568372368	0.12429016553346169	0.010364820635614228	0.12899041937197936	0.19937406916521772	0.019670464479150163	0.1387680083183825	0.23600688133177838	0.010349227657314473	0.1983188985496959	0.021078919799849365	0.1488825885358324
39.3939393939394	0.08092687437213002	0.1655038948291494	0.025816292568380746	0.12429016553338275	0.010364820635618608	0.12899041937315636	0.19937406916522152	0.01967046447915292	0.13876800831813563	0.2360068813316869	0.010349227657318686	0.19831889854969842	0.021078919799851038	0.1488825885362528
39.8989898989899	0.08092687437215035	0.1655038948288274	0.025816292568389125	0.1242901655333038	0.01036482063562299	0.12899041937433336	0.19937406916522532	0.019670464479155682	0.13876800831788877	0.23600688133159545	0.010349227657322902	0.19831889854970092	0.02107891979985271	0.14888258853667322
40.40404040404041	0.08092687437217068	0.16550389482850542	0.025816292568397504	0.12429016553322485	0.01036482063562737	0.12899041937551037	0.19937406916522915	0.01967046447915844	0.1387680083176419	0.23600688133150396	0.010349227657327117	0.19831889854970344	0.021078919799854386	0.14888258853709363
40.909090909090914	0.08092687437219102	0.1655038948281834	0.025816292568405882	0.12429016553314591	0.01036482063563175	0.1289904193766874	0.19937406916523295	0.019670464479161202	0.13876800831739505	0.23600688133141248	0.01034922765733133	0.19831889854970597	0.021078919799856058	0.14888258853751404
41.41414141414142	0.08092687437221135	0.1655038948278614	0.02581629256841426	0.12429016553306696	0.010364820635636133	0.1289904193778644	0.19937406916523676	0.01967046447916396	0.1387680083171482	0.23600688133132103	0.010349227657335546	0.1983188985497085	0.021078919799857734	0.14888258853793446
41.919191919191924	0.08092687437223169	0.1655038948275394	0.02581629256842264	0.12429016553298801	0.010364820635640513	0.1289904193790414	0.19937406916524056	0.01967046447916672	0.13876800831690134	0.23600688133122955	0.010349227657339762	0.19831889854971102	0.021078919799859406	0.14888258853835487
42.42424242424243	0.08092687437225202	0.16550389482721742	0.02581629256843102	0.12429016553290907	0.010364820635644893	0.1289904193802184	0.19937406916524436	0.01967046447916948	0.13876800831665445	0.23600688133113806	0.010349227657343975	0.19831889854971355	0.021078919799861078	0.14888258853877528
42.929292929292934	0.08092687437227236	0.16550389482689543	0.025816292568439397	0.12429016553283012	0.010364820635649273	0.12899041938139544	0.19937406916524816	0.01967046447917224	0.1387680083164076	0.2360068813310466	0.01034922765734819	0.19831889854971604	0.021078919799862754	0.1488825885391957
43.43434343434344	0.08092687437229269	0.16550389482657343	0.025816292568447776	0.12429016553275117	0.010364820635653655	0.12899041938257244	0.19937406916525197	0.019670464479174997	0.13876800831616073	0.23600688133095513	0.010349227657352406	0.19831889854971857	0.021078919799864426	0.1488825885396161
43.939393939393945	0.08092687437231302	0.16550389482625144	0.025816292568456155	0.12429016553267223	0.010364820635658035	0.12899041938374944	0.19937406916525577	0.01967046447917776	0.13876800831591388	0.23600688133086364	0.01034922765735662	0.1983188985497211	0.021078919799866102	0.14888258854003653
44.44444444444445	0.08092687437233335	0.16550389482592945	0.025816292568464533	0.12429016553259328	0.010364820635662415	0.12899041938492645	0.19937406916525957	0.019670464479180517	0.13876800831566702	0.2360068813307722	0.010349227657360835	0.19831889854972362	0.021078919799867774	0.14888258854045694
