NON $ % + - . 0 1 2 3 4 5 6 7
#NON	h	i	j	d	l	b	f	g	e	m	a	k	c
0.0	0.08935688544095588	0.36330809797038854	0.2112875000517599	0.8516159166251536	0.7111045971467722	0.3418927479491397	0.844164347551207	0.828534209535969	0.6266645748632419	0.3890089955839209	0.7633626481489673	0.24902108800981304	0.7617359797485814
0.5050505050505051	0.1459869450022797	0.15211127149900927	0.13611546327830862	0.5471482307219129	0.3432802869064347	0.27072999928386254	0.2859781693474853	0.41250204797615125	0.2641569469793638	0.29494911246531347	0.22953074589392175	0.2810685631080144	0.39245980685044246
1.0101010101010102	0.15034562174844968	0.08184141695117911	0.08850157056989179	0.3669798869282978	0.20170014721082055	0.21555100320550544	0.10415340432823948	0.27557528812457927	0.15604414795059962	0.24165479616193933	0.08369275483346415	0.2734889670838128	0.20519593473608136
1.5151515151515151	0.13958153613855398	0.05446420295857193	0.059489704608398156	0.2625117353603746	0.14671824241287315	0.17333699145276563	0.043294527442954596	0.2278973466410523	0.11541777277667457	0.21376325968603457	0.040512560423510646	0.2640019082794827	0.11018992182168463
2.0202020202020203	0.12607706785969391	0.0418154382752468	0.04211248289734767	0.20339287870121658	0.12595813838383935	0.14122177934053623	0.021946649461104122	0.21056892991254095	0.09484141560916844	0.20093626247739058	0.0257865960714327	0.25966569776818077	0.06182727435738436
2.5252525252525255	0.11388440915934402	0.03489782780113343	0.03164599064950454	0.17065704388260974	0.11865193799433651	0.11700692816159568	0.013802440376824897	0.20435864290034525	0.08195988235508708	0.19602880500502443	0.019573723862567356	0.25901478009182444	0.03698342187427482
3.0303030303030303	0.10403194029714613	0.030520816171875187	0.02518273583860181	0.1528625367745981	0.11645424893380686	0.09893419381439571	0.010245606277460136	0.2023981565422178	0.07310474688157989	0.19476091585752003	0.016252312422043	0.25990150353332225	0.02400036204505951
3.5353535353535355	0.09643953279492168	0.02744995703370818	0.021037029531189237	0.14334407373633345	0.11605984968728511	0.08555179727070467	0.008401103624223099	0.2020214914941773	0.06679630229634283	0.1949030990942755	0.014123517740430006	0.2610924594035234	0.017029608990983713
4.040404040404041	0.09068721697352349	0.025163452067444074	0.018261557307272927	0.13832572865079343	0.11620833486796717	0.07567733642669794	0.007278810960226268	0.20216204888779252	0.062208197631048116	0.1954365491433398	0.012614192478011384	0.2621017221766895	0.013143536288058533
4.545454545454546	0.08632922404669477	0.023411684296254596	0.01632741636686282	0.13571548219055532	0.11645352675776138	0.06838308448312153	0.00651628691877955	0.202410057965003	0.05880607156395873	0.19596376507916075	0.011493779480947904	0.26282300461420915	0.010873415762324506
5.050505050505051	0.08300069622962881	0.022053895979576677	0.014934473211995456	0.13437540409888749	0.11666089587139454	0.06296881015137333	0.005965317118280946	0.20262821243754028	0.056236102009049854	0.1963688505619638	0.01064588452627745	0.26329350285227826	0.009476339858979974
5.555555555555556	0.0804323473230183	0.02099718416756558	0.01390622894259138	0.13369631489433267	0.11680655714371256	0.05892144717590158	0.005554674018131694	0.20278614153575664	0.05426444963985335	0.19664622001340173	0.009998689764133777	0.26358328151593735	0.008570540878679292
6.0606060606060606	0.0784328047748693	0.02017364642555262	0.013133756827372608	0.13335673722682315	0.11690006236342605	0.05587170911039344	0.005243748224715479	0.20288997489210514	0.05273476102104637	0.19682364582228598	0.0095022636259445	0.2637547755228009	0.007954895406719526
6.565656565656566	0.07686609914292544	0.019531315409586206	0.012546286130344008	0.133189300742633	0.11695691120525518	0.05355562515763747	0.005006196668036458	0.2029543332111479	0.0515393861033203	0.19693204690412605	0.009120030823996513	0.2638532891369378	0.007519753555169083
7.070707070707071	0.07563364843578194	0.01902985845130345	0.01209564968988104	0.13310798510698862	0.11699020820760803	0.051784184821032114	0.0048236013308423165	0.2029926320876421	0.05060132858883439	0.19699607666180405	0.008824694989953911	0.2639085615213119	0.007202702462997812
7.575757575757576	0.07466205217565779	0.018637933795311982	0.011747828599898579	0.13306915923861723	0.11700917504781684	0.050421039599002286	0.004682592432318065	0.20301474143598908	0.04986353679917703	0.19703291349888058	0.00859575224565547	0.26393897305823766	0.006966442549908723
8.080808080808081	0.07389534649419921	0.01833123156219214	0.011478127058633847	0.1330509819051218	0.11701974182803122	0.04936678301238119	0.00457327903013455	0.2030272010090578	0.049282596162399224	0.1970536531281176	0.00841774579655022	0.263955425675707	0.006787519911305174
8.585858585858587	0.07329012719841715	0.01809091996801007	0.011268262610957543	0.13304267014496773	0.11702552014594647	0.04854808676131408	0.00448826214617381	0.20303408368079418	0.04882491143622562	0.19706511708506988	0.008278978051869793	0.26396419285453687	0.006650461726010944
