NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; <
#NON	o	c	n	d	j	r	i	h	f	g	a	p	k	e	q	b	m	l
6.0606060606060606	0.16137838614387257	0.2379265708079887	0.19028495219504196	0.22904183791416505	0.199982575178356	0.031917588012490956	0.22473168525412787	0.31733216046496443	0.2504687894566489	0.14734921504771709	0.03794033803851447	0.19155318654912065	0.29319589495105747	0.1754201541942561	0.04910781605583042	0.21036887945328828	0.19303803468706	0.021023719790206646
6.565656565656566	0.16151793863816757	0.23836698858754604	0.19066725858717798	0.22954143458083612	0.2003322831449152	0.03195305188365264	0.22503482672866154	0.31784085097467163	0.250798679115298	0.14748713236348904	0.037979543297872814	0.1917536496161035	0.2936728326344497	0.17570150591474737	0.049152032120731236	0.21053770682980125	0.19338838879760545	0.02085662475331729
7.070707070707071	0.16160342601472932	0.23862045815411875	0.1908734942994261	0.2298233104769982	0.2005242589639643	0.031977341373051936	0.22521118095061965	0.31812536048465007	0.25099003690845423	0.14757042495104375	0.038004384204941594	0.19186663186485117	0.2939350881354191	0.17586524417497826	0.04918013355353783	0.2106387584915388	0.19358065152714682	0.020773804839950692
7.575757575757576	0.16165399914144726	0.23876304925078407	0.19098268765065687	0.22997895700216373	0.2006276304857708	0.03199293207156948	0.2253111120122421	0.3182812963117368	0.25109820046396675	0.1476191314942655	0.03801948838436656	0.19192886158266223	0.29407650324897916	0.17595802075076622	0.04919726377484827	0.21069739986727917	0.19368409366116482	0.020733330973653857
8.080808080808081	0.16168308219642172	0.23884170244319788	0.19103955472678413	0.23006330473634048	0.20068234807849883	0.032002494692528666	0.22536649096831501	0.31836524684604134	0.25115800966645124	0.14764686443604888	0.038028376004236204	0.1919624683197007	0.29415145220433186	0.17600941934314515	0.04920736572866577	0.21073056640345397	0.19373879119109358	0.020713853915421902
8.585858585858587	0.1616994165281592	0.23888434282091625	0.19106873005561412	0.23010825879114766	0.20071086568997176	0.03200816196107501	0.22539659508379759	0.31840972043629157	0.2511904566343954	0.1476623041026399	0.0380334664205489	0.19198030463078125	0.29419055868245203	0.17603734766833465	0.04921316291769425	0.21074892069062762	0.19376726581776468	0.020704644232364202
9.090909090909092	0.16170840498896144	0.23890709743624503	0.1910834792315977	0.2301318508599985	0.20072551023903937	0.0320114291169037	0.2254126808477979	0.3184329282033682	0.2512077616781327	0.1476707326152927	0.038036316084158306	0.19198962328481267	0.29421066262312934	0.17605226318105652	0.04921641391407303	0.21075888550506242	0.19378187036632963	0.02070037740432729
9.595959595959597	0.16171326256181479	0.23891906354654568	0.1910908283333806	0.23014405347660424	0.20073292361535056	0.032013269551818456	0.2254211416463881	0.3184448662285899	0.2512168474441759	0.14767525396502088	0.03803787978859741	0.1919944195073101	0.2942208504080008	0.17606010403896905	0.04921820072452327	0.2107642038634431	0.1937892540586239	0.020698448361968803
10.101010101010102	0.1617158453910901	0.23892526919106058	0.19109443694552097	0.23015027687900738	0.20073662296615977	0.03201428585764133	0.22542552612893493	0.3184509213904793	0.25122154748580944	0.14767764132861833	0.03803872264379998	0.19199685194179328	0.2942259396257444	0.1760641648467783	0.04921916527467322	0.2107669987529722	0.1937929338761908	0.020697603162484195
10.606060606060607	0.16171719723579814	0.23892844407221644	0.19109617693056488	0.23015340654121197	0.2007384414404157	0.03201483742235114	0.22542776704679784	0.3184539495519839	0.25122394558596123	0.1476788821146246	0.038039170297720616	0.19199807159123466	0.29422844410550053	0.1760662390271983	0.04921967822460988	0.21076844400308137	0.19379473975131978	0.020697248099648236
11.111111111111112	0.1617178954592937	0.23893004655112743	0.19109700523776205	0.23015495805994587	0.20073932152977375	0.032015131737791525	0.22542889522885207	0.31845544192482034	0.2512251506668957	0.14767951903833962	0.03803940367118131	0.19199866982919592	0.29422965763952486	0.17606728256578094	0.04921994607041176	0.21076918303183162	0.19379561269350642	0.020697107861474724
11.616161616161618	0.16171825065728115	0.23893084408868293	0.19109739030086684	0.23015571549825195	0.20073973993069463	0.03201528651521716	0.22542945529649183	0.31845616590364323	0.25122574779952345	0.1476798408813661	0.03803952386702289	0.1919989600932895	0.2942302353314712	0.17606780024381702	0.04922008419984992	0.21076955471755235	0.19379602695235312	0.02069705799291111
12.121212121212121	0.1617184288068921	0.2389312353196363	0.19109756500977995	0.23015607930726056	0.20073993495771453	0.03201536676990605	0.22542972917703943	0.3184565112142757	0.2512260392264742	0.14768000117479205	0.03803958494487159	0.1919990987029635	0.294230505022252	0.1760680531999854	0.04922015447282142	0.21076973890430703	0.19379621964381863	0.020697043828881764
12.626262626262626	0.16171851722138797	0.2389314250678618	0.1910976423738542	0.23015625164892808	0.20074002416935766	0.03201540795154153	0.22542986150184405	0.3184566734925633	0.25122617972257116	0.14768008015882772	0.038039615624088606	0.19199916379153675	0.29423062861517085	0.1760681753109095	0.04922018982079557	0.21076982920873436	0.19379630756964936	0.020697042335188875
13.131313131313131	0.161718560441745	0.2389315154737163	0.19109767518001022	0.2301563314843535	0.2007400637089637	0.03201542881504818	0.22542992424645175	0.31845674793316714	0.2512262461721682	0.14768011846237403	0.03803963082052883	0.19199919361843393	0.2942306835252503	0.17606823315429468	0.04922020735595976	0.2107698727551905	0.19379634641354387	0.020697044573939883
13.636363636363637	0.16171858021868052	0.2389315554063293	0.1910976871115981	0.23015636530592207	0.2007400793017669	0.032015438813096306	0.2254299517630192	0.31845677899376573	0.25122627520603824	0.14768013580101788	0.03803963789810534	0.19199920605100962	0.2942307052690351	0.17606825848449909	0.049220215537824574	0.21076989231351012	0.1937963616468107	0.02069704741981133
14.141414141414142	0.16171858954347712	0.23893157367438664	0.19109769151066908	0.23015638017432016	0.2007400856578718	0.0320154437089034	0.22542996425990772	0.3184567924430951	0.2512262883470767	0.14768014390158293	0.0380396412830164	0.19199921143433482	0.2942307141737644	0.17606826997285382	0.04922021945657618	0.21076990139062088	0.1937963678172231	0.020697049485723186
14.646464646464647	0.16171859408157466	0.23893158237586457	0.19109769322286285	0.23015638703287836	0.20074008840143706	0.032015446157368996	0.22542997017426383	0.3184567985692363	0.25122629454972567	0.1476801478173155	0.03803964294606344	0.19199921388291422	0.29423071803419487	0.17606827540408945	0.04922022138435391	0.2107699057574166	0.19379637046488687	0.020697050745379086
15.151515151515152	0.16171859622318802	0.23893158634572417	0.19109769373097632	0.23015639000465307	0.20074008945132218	0.03201544735824649	0.2254299728483046	0.31845680116641906	0.2512262973423093	0.14768014964625403	0.03803964374326861	0.19199921491365093	0.29423071952472657	0.17606827785561271	0.04922022231017196	0.21076990778109195	0.19379637146551856	0.02069705151835244
15.656565656565657	0.16171859719775658	0.23893158806053608	0.1910976937636816	0.23015639118223563	0.20074008976810795	0.03201544793373119	0.2254299739878679	0.3184568021547017	0.25122629852435124	0.14768015046642624	0.03803964411467514	0.19199921530310307	0.2942307199852038	0.1760682788975853	0.04922022274221523	0.21076990867795706	0.19379637175719652	0.020697051987165264
16.161616161616163	0.1617185976403632	0.23893158879317097	0.19109769367527202	0.23015639162715334	0.20074008982881597	0.032015448210242034	0.2254299744657567	0.31845680250380254	0.25122629901559196	0.1476801508328192	0.038039644287091834	0.19199921544266488	0.29423072008182055	0.1760682793330009	0.04922022294315146	0.21076990907362142	0.1937963718051347	0.02069705226057469
16.666666666666668	0.1617185979499349	0.23893158929327848	0.19109769358580006	0.23015639191426734	0.20074008984900218	0.03201544840769602	0.22542997478937501	0.3184568027212603	0.2512262993469562	0.1476801510874678	0.03803964440866084	0.19199921553018795	0.2942307201192606	0.17606827962740687	0.04922022308492371	0.21076990934728126	0.1937963718160248	0.02069705246799152
17.171717171717173	0.16171859818759157	0.23893158967434197	0.19109769351119893	0.23015639212935418	0.20074008985965472	0.03201544856009657	0.22542997503540788	0.3184568028823216	0.2512262995985891	0.14768015128262307	0.03803964450230677	0.19199921559456157	0.29423072014144547	0.1760682798511318	0.049220223194126535	0.2107699095566538	0.19379637181945822	0.02069705263068822
17.67676767676768	0.16171859828331453	0.23893158980959509	0.1910976934409475	0.2301563921804893	0.20074008983112773	0.03201544862756494	0.22542997511880272	0.3184568029078129	0.25122629968188925	0.14768015135870052	0.03803964454163537	0.1919992156041047	0.29423072010597956	0.17606827992627422	0.049220223240208694	0.2107699096360705	0.1937963717874943	0.020697052720127847
18.181818181818183	0.16171859823710377	0.2389315896990378	0.19109769337504579	0.23015639206767272	0.2007400897634212	0.032015448610101145	0.2254299750395595	0.31845680279773425	0.25122629959685655	0.1476801513157002	0.03803964452664666	0.1919992155588174	0.2942307200128628	0.17606827985283413	0.04922022322317017	0.21076990958553132	0.193796371720133	0.0206970527363104
18.68686868686869	0.1617185981748933	0.23893158956698368	0.19109769332330034	0.23015639194845694	0.20074008970246768	0.032015448580989786	0.22542997494732808	0.31845680268577714	0.25122629949899383	0.14768015126014045	0.03803964450498446	0.1919992155129648	0.29423071992835964	0.17606827976774078	0.049220223198296394	0.21076990952202404	0.19379637166013072	0.020697052736095855
19.191919191919194	0.1617185981796668	0.23893158956124308	0.19109769329217322	0.23015639192666038	0.20074008967853424	0.03201544858852139	0.22542997494071948	0.31845680266003673	0.25122629949076886	0.14768015126221104	0.03803964450804345	0.1919992155023047	0.2942307198961345	0.17606827976122308	0.0492202232020174	0.21076990952263713	0.19379637163566146	0.020697052756951818
19.6969696969697	0.16171859815199316	0.23893158950470947	0.1910976932739216	0.2301563918778877	0.2007400896553549	0.032015448574834196	0.22542997490157787	0.31845680261495724	0.2512262994494046	0.1476801512378105	0.038039644498206494	0.19199921548399207	0.2942307198638684	0.17606827972516867	0.049220223190682665	0.2107699094950031	0.19379637161296706	0.020697052753984563
20.202020202020204	0.1617185980918724	0.23893158939738288	0.19109769326854548	0.23015639180213884	0.20074008963292958	0.03201544853992819	0.22542997482990323	0.31845680255053865	0.25122629937490115	0.1476801511869389	0.038039644475473595	0.19199921545802692	0.2942307198315615	0.17606827965957755	0.04922022316429219	0.21076990943912194	0.1937963715920475	0.020697052727194087
20.70707070707071	0.16171859801504732	0.23893158924541866	0.19109769322894862	0.23015639167649365	0.20074008957760284	0.03201544850025671	0.2254299747255551	0.3184568024362161	0.25122629926502893	0.1476801511198909	0.0380396444477292	0.19199921541164613	0.29423071975419357	0.17606827956359888	0.049220223132259544	0.21076990936374546	0.19379637153821297	0.020697052712385196
21.212121212121215	0.161718597997203	0.23893158922283328	0.19109769324780665	0.2301563916720433	0.2007400895876157	0.032015448486814854	0.22542997471225648	0.3184568024371002	0.25122629925208384	0.14768015110606802	0.03803964444016491	0.19199921541219256	0.2942307197671572	0.17606827955173346	0.04922022312336864	0.21076990934964115	0.19379637154894272	0.020697052692293195
21.71717171717172	0.1617185979793587	0.2389315892002479	0.19109769326666465	0.2301563916675929	0.20074008959762857	0.032015448473372995	0.2254299746989579	0.31845680243798424	0.25122629923913875	0.14768015109224514	0.03803964443260061	0.191999215412739	0.29423071978012083	0.176068279539868	0.04922022311447774	0.21076990933553683	0.19379637155967244	0.020697052672201195
22.222222222222225	0.16171859796151442	0.23893158917766252	0.19109769328552265	0.23015639166314256	0.20074008960764142	0.032015448459931144	0.22542997468565928	0.3184568024388683	0.25122629922619366	0.14768015107842225	0.03803964442503632	0.19199921541328543	0.29423071979308446	0.17606827952800255	0.04922022310558684	0.2107699093214325	0.19379637157040216	0.02069705265210919
22.72727272727273	0.16171859794816557	0.2389315891608416	0.19109769329979506	0.23015639165995866	0.20074008961526607	0.03201544844985091	0.2254299746757752	0.3184568024396908	0.2512262992165837	0.14768015106809187	0.03803964441937111	0.19199921541375978	0.2942307198029639	0.1760682795191876	0.04922022309892738	0.21076990931090117	0.1937963715785653	0.02069705263698113
23.232323232323235	0.1617185979478238	0.23893158916069956	0.19109769330079954	0.2301563916604392	0.20074008961598072	0.03201544844949723	0.2254299746757707	0.31845680244033536	0.25122629921662337	0.14768015106786675	0.03803964441920073	0.1919992154140255	0.2942307198039196	0.17606827951919887	0.049220223098724404	0.21076990931070802	0.1937963715793022	0.020697052636215765
23.73737373737374	0.16171859794748206	0.2389315891605575	0.191097693301804	0.2301563916609197	0.20074008961669537	0.03201544844914355	0.22542997467576623	0.3184568024409799	0.25122629921666306	0.14768015106764162	0.038039644419030336	0.1919992154142912	0.29423071980487536	0.17606827951921014	0.04922022309852142	0.21076990931051487	0.19379637158003912	0.020697052635450398
24.242424242424242	0.16171859794714033	0.2389315891604155	0.1910976933028085	0.23015639166140023	0.20074008961741002	0.032015448448789875	0.22542997467576173	0.3184568024416244	0.2512262992167028	0.1476801510674165	0.03803964441885995	0.19199921541455695	0.2942307198058311	0.1760682795192214	0.049220223098318444	0.2107699093103217	0.19379637158077603	0.02069705263468503
24.747474747474747	0.16171859794679858	0.23893158916027346	0.191097693303813	0.23015639166188076	0.20074008961812467	0.03201544844843619	0.22542997467575726	0.3184568024422689	0.2512262992167425	0.14768015106719135	0.03803964441868957	0.19199921541482265	0.29423071980678683	0.17606827951923268	0.04922022309811546	0.21076990931012854	0.19379637158151294	0.020697052633919664
25.252525252525253	0.16171859794645682	0.2389315891601314	0.19109769330481746	0.23015639166236126	0.20074008961883932	0.03201544844808252	0.2254299746757528	0.31845680244291347	0.2512262992167822	0.14768015106696622	0.038039644418519175	0.19199921541508838	0.29423071980774257	0.17606827951924395	0.049220223097912484	0.2107699093099354	0.19379637158224983	0.020697052633154297
25.757575757575758	0.1617185979461151	0.23893158915998938	0.19109769330582194	0.2301563916628418	0.20074008961955397	0.03201544844772884	0.2254299746757483	0.318456802443558	0.2512262992168219	0.1476801510667411	0.03803964441834879	0.19199921541535409	0.2942307198086983	0.17606827951925522	0.0492202230977095	0.21076990930974224	0.19379637158298674	0.02069705263238893
26.262626262626263	0.16171859794577334	0.23893158915984733	0.1910976933068264	0.2301563916633223	0.20074008962026862	0.03201544844737516	0.22542997467574383	0.3184568024442025	0.25122629921686157	0.14768015106651597	0.038039644418178406	0.19199921541561982	0.29423071980965404	0.17606827951926649	0.049220223097506524	0.21076990930954909	0.19379637158372365	0.020697052631623563
26.767676767676768	0.16171859794543159	0.2389315891597053	0.19109769330783088	0.23015639166380283	0.20074008962098328	0.032015448447021484	0.22542997467573933	0.31845680244484703	0.25122629921690126	0.14768015106629084	0.038039644418008015	0.19199921541588552	0.2942307198106098	0.17606827951927775	0.04922022309730354	0.21076990930935594	0.19379637158446056	0.020697052630858196
27.272727272727273	0.16171859794508986	0.23893158915956328	0.19109769330883536	0.23015639166428337	0.20074008962169793	0.0320154484466678	0.22542997467573486	0.31845680244549157	0.25122629921694095	0.14768015106606572	0.03803964441783763	0.19199921541615125	0.2942307198115655	0.17606827951928902	0.049220223097100564	0.21076990930916278	0.19379637158519747	0.020697052630092833
27.77777777777778	0.1617185979447481	0.23893158915942123	0.19109769330983986	0.23015639166476387	0.20074008962241258	0.032015448446314126	0.2254299746757304	0.31845680244613606	0.2512262992169807	0.1476801510658406	0.03803964441766724	0.19199921541641696	0.29423071981252125	0.17606827951930032	0.04922022309689759	0.21076990930896963	0.19379637158593438	0.020697052629327466
28.282828282828284	0.16171859794440635	0.2389315891592792	0.19109769331084434	0.2301563916652444	0.20074008962312723	0.032015448445960444	0.2254299746757259	0.3184568024467806	0.2512262992170204	0.14768015106561547	0.038039644417496854	0.1919992154166827	0.294230719813477	0.1760682795193116	0.049220223096694604	0.21076990930877648	0.19379637158667126	0.0206970526285621
28.78787878787879	0.16171859794406462	0.23893158915913718	0.1910976933118488	0.23015639166572494	0.20074008962384188	0.03201544844560677	0.22542997467572143	0.31845680244742514	0.2512262992170601	0.14768015106539034	0.03803964441732647	0.19199921541694842	0.2942307198144327	0.17606827951932286	0.04922022309649163	0.21076990930858333	0.19379637158740817	0.020697052627796732
29.292929292929294	0.16171859794372287	0.23893158915899512	0.19109769331285328	0.23015639166620544	0.20074008962455653	0.032015448445253086	0.22542997467571693	0.3184568024480697	0.25122629921709977	0.14768015106516522	0.03803964441715608	0.19199921541721413	0.29423071981538845	0.17606827951933413	0.049220223096288644	0.21076990930839018	0.19379637158814508	0.020697052627031365
29.7979797979798	0.16171859794338111	0.2389315891588531	0.19109769331385776	0.23015639166668597	0.20074008962527118	0.03201544844489941	0.22542997467571246	0.31845680244871416	0.25122629921713946	0.1476801510649401	0.03803964441698569	0.19199921541747986	0.2942307198163442	0.1760682795193454	0.04922022309608567	0.21076990930819703	0.193796371588882	0.020697052626265998
30.303030303030305	0.16171859794303936	0.23893158915871107	0.19109769331486223	0.23015639166716648	0.20074008962598583	0.03201544844454573	0.225429974675708	0.3184568024493587	0.25122629921717915	0.14768015106471497	0.0380396444168153	0.19199921541774556	0.2942307198172999	0.17606827951935666	0.049220223095882684	0.21076990930800385	0.1937963715896189	0.02069705262550063
30.80808080808081	0.16171859794269763	0.23893158915856902	0.1910976933158667	0.230156391667647	0.20074008962670048	0.03201544844419205	0.2254299746757035	0.31845680245000324	0.2512262992172189	0.14768015106448984	0.03803964441664492	0.1919992154180113	0.29423071981825566	0.17606827951936793	0.04922022309567971	0.2107699093078107	0.19379637159035581	0.020697052624735264
31.313131313131315	0.16171859794235588	0.238931589158427	0.1910976933168712	0.23015639166812754	0.20074008962741513	0.03201544844383838	0.22542997467569903	0.3184568024506477	0.2512262992172586	0.14768015106426471	0.03803964441647453	0.191999215418277	0.2942307198192114	0.1760682795193792	0.04922022309547673	0.21076990930761755	0.1937963715910927	0.020697052623969897
31.81818181818182	0.16171859794201413	0.23893158915828497	0.19109769331787568	0.23015639166860805	0.2007400896281298	0.032015448443484695	0.22542997467569453	0.31845680245129226	0.2512262992172983	0.14768015106403956	0.03803964441630414	0.19199921541854273	0.29423071982016713	0.17606827951939047	0.04922022309527375	0.2107699093074244	0.1937963715918296	0.02069705262320453
32.323232323232325	0.1617185979416724	0.23893158915814292	0.19109769331888016	0.23015639166908858	0.20074008962884446	0.03201544844313102	0.22542997467569006	0.3184568024519368	0.25122629921733797	0.14768015106381444	0.03803964441613376	0.19199921541880843	0.29423071982112287	0.17606827951940174	0.04922022309507077	0.21076990930723125	0.19379637159256652	0.020697052622439167
32.82828282828283	0.16171859794133064	0.2389315891580009	0.19109769331988463	0.2301563916695691	0.2007400896295591	0.03201544844277734	0.22542997467568557	0.31845680245258134	0.25122629921737766	0.1476801510635893	0.038039644415963365	0.19199921541907417	0.2942307198220786	0.17606827951941303	0.04922022309486779	0.2107699093070381	0.19379637159330343	0.0206970526216738
33.333333333333336	0.1617185979409889	0.23893158915785886	0.1910976933208891	0.23015639167004961	0.20074008963027376	0.03201544844242366	0.2254299746756811	0.31845680245322583	0.25122629921741735	0.14768015106336418	0.03803964441579298	0.19199921541933987	0.29423071982303434	0.1760682795194243	0.04922022309466481	0.21076990930684494	0.19379637159404034	0.020697052620908433
33.83838383838384	0.16171859794064716	0.2389315891577168	0.19109769332189358	0.23015639167053015	0.2007400896309884	0.03201544844206998	0.22542997467567663	0.31845680245387037	0.25122629921745704	0.14768015106313906	0.038039644415622596	0.1919992154196056	0.2942307198239901	0.17606827951943557	0.04922022309446183	0.2107699093066518	0.19379637159477722	0.020697052620143066
34.343434343434346	0.1617185979403054	0.2389315891575748	0.19109769332289805	0.23015639167101065	0.20074008963170306	0.032015448441716304	0.22542997467567213	0.3184568024545149	0.2512262992174968	0.14768015106291393	0.038039644415452205	0.19199921541987133	0.2942307198249458	0.17606827951944684	0.04922022309425885	0.21076990930645864	0.19379637159551413	0.0206970526193777
34.84848484848485	0.16171859793996365	0.23893158915743276	0.19109769332390253	0.23015639167149118	0.2007400896324177	0.03201544844136262	0.22542997467566767	0.3184568024551594	0.2512262992175365	0.1476801510626888	0.03803964441528182	0.19199921542013704	0.2942307198259015	0.1760682795194581	0.04922022309405587	0.2107699093062655	0.19379637159625104	0.020697052618612332
35.35353535353536	0.16171859793962193	0.2389315891572907	0.19109769332490703	0.23015639167197172	0.20074008963313236	0.03201544844100895	0.22542997467566317	0.31845680245580393	0.25122629921757617	0.14768015106246368	0.03803964441511143	0.19199921542040277	0.2942307198268572	0.17606827951946938	0.04922022309385289	0.21076990930607234	0.19379637159698795	0.020697052617846965
35.85858585858586	0.16171859793928017	0.23893158915714868	0.1910976933259115	0.23015639167245222	0.200740089633847	0.03201544844065527	0.2254299746756587	0.3184568024564485	0.25122629921761586	0.14768015106223856	0.038039644414941044	0.19199921542066847	0.29423071982781296	0.17606827951948065	0.049220223093649915	0.21076990930587916	0.19379637159772486	0.020697052617081598
36.36363636363637	0.16171859793893842	0.23893158915700663	0.19109769332691598	0.23015639167293275	0.20074008963456166	0.03201544844030159	0.22542997467565423	0.318456802457093	0.25122629921765555	0.14768015106201343	0.03803964441477066	0.1919992154209342	0.2942307198287687	0.17606827951949192	0.04922022309344693	0.210769909305686	0.19379637159846178	0.02069705261631623
36.86868686868687	0.1617185979385967	0.2389315891568646	0.19109769332792045	0.23015639167341329	0.20074008963527631	0.03201544843994791	0.22542997467564974	0.3184568024577375	0.25122629921769524	0.1476801510617883	0.03803964441460027	0.1919992154211999	0.29423071982972443	0.17606827951950318	0.049220223093243955	0.21076990930549286	0.19379637159919866	0.020697052615550864
37.37373737373738	0.16171859793825494	0.23893158915672258	0.19109769332892493	0.2301563916738938	0.20074008963599096	0.03201544843959423	0.22542997467564527	0.31845680245838204	0.2512262992177349	0.14768015106156318	0.038039644414429884	0.19199921542146564	0.29423071983068017	0.17606827951951445	0.04922022309304097	0.2107699093052997	0.19379637159993557	0.020697052614785497
37.87878787878788	0.16171859793791318	0.23893158915658053	0.1910976933299294	0.23015639167437432	0.20074008963670562	0.032015448439240556	0.22542997467564077	0.3184568024590266	0.2512262992177747	0.14768015106133806	0.03803964441425949	0.19199921542173135	0.2942307198316359	0.17606827951952572	0.049220223092837995	0.21076990930510656	0.19379637160067248	0.020697052614020134
38.38383838383839	0.16171859793757146	0.2389315891564385	0.19109769333093388	0.23015639167485483	0.20074008963742027	0.03201544843888687	0.2254299746756363	0.31845680245967106	0.25122629921781436	0.14768015106111293	0.03803964441408911	0.19199921542199708	0.29423071983259164	0.17606827951953702	0.04922022309263501	0.2107699093049134	0.1937963716014094	0.020697052613254767
38.88888888888889	0.1617185979372297	0.23893158915629648	0.19109769333193838	0.23015639167533536	0.20074008963813492	0.0320154484385332	0.22542997467563183	0.3184568024603156	0.25122629921785405	0.14768015106088778	0.03803964441391872	0.19199921542226278	0.29423071983354737	0.1760682795195483	0.049220223092432035	0.21076990930472025	0.1937963716021463	0.0206970526124894
39.3939393939394	0.16171859793688795	0.23893158915615442	0.19109769333294285	0.2301563916758159	0.20074008963884957	0.032015448438179515	0.22542997467562734	0.31845680246096014	0.25122629921789374	0.14768015106066265	0.03803964441374833	0.1919992154225285	0.2942307198345031	0.17606827951955956	0.04922022309222905	0.2107699093045271	0.19379637160288318	0.020697052611724033
39.8989898989899	0.16171859793654622	0.2389315891560124	0.19109769333394733	0.2301563916762964	0.20074008963956422	0.03201544843782584	0.22542997467562287	0.3184568024616047	0.25122629921793344	0.14768015106043753	0.03803964441357795	0.19199921542279424	0.29423071983545884	0.17606827951957083	0.049220223092026075	0.21076990930433395	0.1937963716036201	0.020697052610958666
40.40404040404041	0.16171859793620447	0.23893158915587037	0.1910976933349518	0.23015639167677693	0.20074008964027887	0.032015448437472165	0.22542997467561837	0.31845680246224917	0.2512262992179731	0.1476801510602124	0.038039644413407556	0.19199921542305995	0.2942307198364146	0.1760682795195821	0.0492202230918231	0.2107699093041408	0.193796371604357	0.0206970526101933
