NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ;
#NON	i	c	e	q	g	d	p	h	f	o	a	n	l	m	k	b	j
7.575757575757576	0.2413503553423346	0.10725060757654764	0.027656611871857677	0.109510695198991	0.181738499252552	0.29628278285196935	0.14224818869253666	0.10322031208431127	0.023396017113194917	0.019703638892563418	0.026629495585887047	0.18075617519323492	0.17558838239647317	0.2337006248041572	0.03232453260272949	0.17638195569521992	0.27002180536331416
8.080808080808081	0.2412970778068564	0.10725113616620267	0.027655911982596933	0.10950730584302934	0.18173586874584297	0.29624852105004934	0.14224815915804512	0.10322104426565235	0.023391642325188255	0.01970340934401268	0.02661354557167783	0.1807431795979987	0.17557678333535653	0.23357489360096154	0.03232454329447394	0.17638515640084837	0.26995858032618436
8.585858585858587	0.24126462930948517	0.10725171927337007	0.027655659401146688	0.10950562214683537	0.18173475047879573	0.29622739976689233	0.1422483947542953	0.10322174932921675	0.023389253670893652	0.019703329022833116	0.02660495923238026	0.18073504001636573	0.17557028661985377	0.2334988700255681	0.0323246038410334	0.17638741374083183	0.26991956504453896
9.090909090909092	0.24124482530372146	0.10725226319999777	0.027655603200650403	0.10950484862077701	0.18173439336810998	0.29621437002438195	0.14224876107492296	0.10322236522613641	0.02338796978592129	0.01970332446850299	0.02660035971302756	0.1807299501648896	0.17556674285765983	0.23345282692340202	0.03232468731179428	0.1763890100222217	0.26989546859826036
9.595959595959597	0.24123271417688102	0.10725273002592124	0.027655627137479665	0.10950454810550225	0.18173439699876104	0.2962063194460979	0.14224916353493036	0.10322287405431951	0.023387296095859756	0.019703355085501938	0.026597912854254398	0.1807267768993194	0.1755648838286817	0.23342489457163862	0.03232477533118747	0.17639013993800035	0.26988057400161786
10.101010101010102	0.2412252931388244	0.10725311141384813	0.027655680369419695	0.10950448473994458	0.18173455463509552	0.29620134541949134	0.14224954587033845	0.1032232795570817	0.02338695603312968	0.019703399083686388	0.02659662523647217	0.18072479375468647	0.17556396788326092	0.23340792224404966	0.032324857539079335	0.17639094095741747	0.26987135919426064
10.606060606060607	0.24122073772328323	0.10725341300358163	0.027655738747356846	0.10950453012783477	0.18173475991357912	0.2961982671032766	0.142249881183035	0.10322359480372816	0.02338679531467263	0.019703444811921562	0.026595958321162533	0.18072355692725298	0.1755635660165404	0.2333975939550685	0.03232492896702294	0.17639150887547012	0.2698656539134525
11.111111111111112	0.24121793573650455	0.10725364605334084	0.027655792492877262	0.10950461734932364	0.1817349624418852	0.29619636145383815	0.14225016051871417	0.10322383529642244	0.023386728560009108	0.019703486706825216	0.026595621168742117	0.18072278281508627	0.17556343341463093	0.23339129908694514	0.03232498788697666	0.17639191153132047	0.26986211785288833
11.616161616161618	0.24121620667113244	0.10725382323234128	0.027655838117856574	0.10950471279315202	0.18173514088367004	0.2961951787716601	0.1422503851979038	0.10322401640517219	0.02338670894250269	0.01970352253518995	0.02659545681542967	0.1807222973437148	0.175563432785283	0.23338745165536784	0.03232503501879954	0.17639219728190342	0.26985992120725166
12.121212121212121	0.24121514345699974	0.10725395605744256	0.02765587510224527	0.10950480131354613	0.18173528888604332	0.2961944480709841	0.1422505612804153	0.10322415115812102	0.023386711822064823	0.019703551879877965	0.026595382979606046	0.18072199369730738	0.17556349097204774	0.23338511044346805	0.032325071799491095	0.1763923995691065	0.26985856237034567
12.626262626262626	0.241214482117664	0.10725405474125274	0.02765590413833087	0.10950487649135097	0.18173540672750882	0.29619399210119296	0.14225069661009518	0.10322425070449981	0.023386723356266657	0.019703575163670217	0.026595352828801655	0.18072180165597088	0.17556356688147884	0.2333836694794065	0.03232509997839459	0.1763925432131826	0.2698577132082565
13.131313131313131	0.24121407187857347	0.10725412750372225	0.0276559265051216	0.1095049376130242	0.18173549838015632	0.29619370844882825	0.14225079917864078	0.1032243237609933	0.023386737404435323	0.019703593260685905	0.026595344566450067	0.1807216804494183	0.17556364263025503	0.23338278613209454	0.032325121287269165	0.17639264510354508	0.2698571842034969
13.636363636363637	0.2412138177566358	0.10725418078178989	0.02765594346633672	0.10950498578729524	0.1817355683519584	0.2961935323519332	0.14225087599767558	0.1032243770491137	0.023386750930652678	0.019703607091636342	0.02659534626350685	0.18072160399983364	0.17556370999606963	0.2333822460787026	0.032325137215847975	0.17639271728930078	0.2698568552986794
14.141414141414142	0.24121365730841637	0.10725421962230575	0.027655956150137165	0.10950502275559659	0.1817356209072832	0.29619342119520226	0.14225093298772376	0.10322441578294009	0.023386762451787623	0.019703617511840417	0.02659535102170351	0.18072155488447772	0.17556376557432943	0.2333819093193426	0.03232514901106893	0.1763927685979218	0.26985664726149683
14.646464646464647	0.24121355641397402	0.10725424783755377	0.027655965568038773	0.10950505078347528	0.18173566006631467	0.2961933514113715	0.14225097500944736	0.10322444384646381	0.023386771867433036	0.0197036252951723	0.02659535667616839	0.18072152330353852	0.17556381004528912	0.23338170063466673	0.032325157695885176	0.17639280503634847	0.269856516205229
15.151515151515152	0.2412134934674616	0.10725426833957097	0.02765597255159314	0.10950507192922784	0.18173568917437694	0.29619330791330617	0.14225100593207163	0.10322446419071572	0.023386779416432375	0.01970363108725494	0.026595362358621175	0.180721503070761	0.17556384505906736	0.23338157283104544	0.032325164086731493	0.1763928309640058	0.26985643420453953
15.656565656565657	0.24121345473944908	0.10725428308927613	0.027655977665563103	0.10950508763525856	0.1817357105282496	0.29619328109356036	0.14225102843003204	0.10322447880070161	0.023386785278651043	0.019703635343781153	0.02659536733136776	0.18072149038317126	0.17556387195953335	0.2333814958591098	0.03232516874146763	0.17639284926987361	0.269856383646111
16.161616161616163	0.2412134300108093	0.1072542937986494	0.02765598142011324	0.10950509928861536	0.18173572623926623	0.2961932638182638	0.14225104490904533	0.10322448939956118	0.023386789735051088	0.019703638484005415	0.026595371245665064	0.18072148234380386	0.17556389237796519	0.23338144758623533	0.03232517215313048	0.17639286238274943	0.26985635138464464
16.666666666666668	0.241213414927078	0.10725430144348413	0.02765598412904083	0.10950510779408687	0.18173573760856107	0.29619325312545997	0.14225105677761044	0.10322449695903049	0.02338679306967451	0.019703640761303112	0.02659537429103843	0.18072147751884318	0.17556390762127652	0.23338141889987044	0.03232517460408908	0.1763928716092554	0.26985633171397216
17.171717171717173	0.24121340548471765	0.10725430690273367	0.027655986079532756	0.1095051139663386	0.18173574580891758	0.29619324636126804	0.1422510653058829	0.10322450235316745	0.02338679553010926	0.019703642406282754	0.0265953765901135	0.180721474530462	0.1755639188560326	0.2333814014014813	0.032325176350736166	0.17639287812785767	0.26985631941470023
17.67676767676768	0.24121339932112526	0.10725431079842443	0.027655987482097813	0.10950511841861962	0.18173575170122525	0.2961932420092431	0.1422510714168126	0.10322450619760755	0.02338679732048446	0.01970364359027745	0.026595378271447548	0.1807214724974517	0.17556392703560245	0.2333813902249422	0.03232517758349949	0.17639288274610196	0.2698563114087311
18.181818181818183	0.24121339523378557	0.10725431356732862	0.02765598848860157	0.10950512161425292	0.181735755916978	0.29619323932113106	0.14225107577933754	0.10322450892263293	0.02338679861334174	0.01970364443968327	0.02659537948227151	0.18072147092351568	0.17556393294843556	0.23338138299927533	0.032325178447294996	0.176392886006675	0.26985630612136247
18.68686868686869	0.2412133925095364	0.10725431553419765	0.02765598921168805	0.1095051239089122	0.1817357589344888	0.29619323784238305	0.14225107889728503	0.10322451084803047	0.023386799548518425	0.019703645049892648	0.026595380359122282	0.18072146951327436	0.17556393722535701	0.23338137837195827	0.03232517905992856	0.17639288830418873	0.26985630261222726
19.191919191919194	0.2412133906824271	0.10725431692962221	0.027655989729832242	0.10950512555427781	0.18173576109173228	0.29619323716588863	0.1422510811249492	0.10322451220421754	0.023386800224924367	0.019703645487784655	0.02659538099758932	0.18072146819917018	0.17556394031527867	0.23338137543264248	0.03232517951552401	0.17639288991985946	0.26985630026798574
19.6969696969697	0.24121338932319755	0.1072543180198429	0.02765599013490046	0.10950512684382675	0.1817357627802715	0.29619323665309266	0.1422510828672115	0.10322451326456006	0.023386800756562538	0.019703645830490654	0.026595381500826354	0.18072146722909715	0.17556394274477788	0.2333813732784992	0.032325179875037906	0.1763928911793246	0.26985629852673165
20.202020202020204	0.24121338834291012	0.10725431886153539	0.027655990446426436	0.10950512784000406	0.18173576408339193	0.29619323616175314	0.14225108421007399	0.103224514087496	0.023386801167639856	0.01970364609439382	0.026595381890582578	0.18072146666595384	0.17556394462589975	0.23338137171980478	0.0323251801508943	0.1763928921519971	0.26985629727207916
20.70707070707071	0.24121338781299562	0.10725431941471819	0.02765599064816708	0.10950512849435363	0.1817357649375672	0.296193235654916	0.14225108508793255	0.103224514636353	0.02338680143828996	0.01970364626622714	0.026595382148711346	0.1807214666290262	0.17556394586875548	0.23338137086012103	0.03232518035736967	0.1763928927925225	0.2698562965952194
21.212121212121215	0.24121338743778087	0.1072543198346397	0.0276559908012745	0.10950512899235972	0.18173576558687357	0.29619323526663477	0.14225108575463766	0.10322451505359598	0.023386801644757874	0.019703646396790838	0.02659538234599356	0.18072146663483418	0.17556394681745158	0.23338137026030922	0.032325180515547836	0.17639289327790775	0.26985629611719436
21.71717171717172	0.24121338714990695	0.10725432015666789	0.02765599091968011	0.10950512937627856	0.1817357660869154	0.2961932350274491	0.14225108626802038	0.10322451537168063	0.023386801804413413	0.019703646497657996	0.02659538249855422	0.18072146657323346	0.17556394755038093	0.2333813698203267	0.03232518063023202	0.17639289364847774	0.26985629575167147
22.222222222222225	0.241213387063996	0.1072543203206184	0.027655990979677365	0.10950512957420434	0.18173576634307287	0.29619323488539095	0.14225108652967178	0.1032245155353783	0.023386801887699035	0.019703646549135135	0.026595382578954028	0.18072146663165248	0.17556394793414537	0.23338136971041223	0.03232518069324877	0.1763928938356131	0.2698562956455596
22.72727272727273	0.24121338683441593	0.10725432062078603	0.027655991089611327	0.10950512993312413	0.1817357668096418	0.2961932346347008	0.14225108700784886	0.10322451583346343	0.023386802037469224	0.01970364664304665	0.02659538272262506	0.18072146664824618	0.17556394862272923	0.2333813693681268	0.032325180804277834	0.1763928941804733	0.2698562953555972
23.232323232323235	0.24121338691911162	0.10725432058278381	0.027655991076124032	0.10950512989135554	0.18173576675349312	0.296193234688514	0.1422510869490334	0.10322451579603528	0.023386802021242575	0.01970364663178668	0.0265953827076991	0.18072146668267383	0.17556394854907295	0.23338136953004662	0.03232518079123989	0.17639289413424736	0.2698562954666484
23.73737373737374	0.2412133870038073	0.10725432054478158	0.027655991062636734	0.10950512984958695	0.18173576669734443	0.29619323474232717	0.14225108689021793	0.10322451575860714	0.023386802005015927	0.01970364662052671	0.02659538269277314	0.18072146671710151	0.17556394847541668	0.23338136969196643	0.032325180778201935	0.17639289408802142	0.26985629557769963
24.242424242424242	0.2412133870420744	0.10725432052651751	0.027655991056130737	0.10950512982934206	0.18173576667022073	0.2961932347669106	0.1422510868618649	0.10322451574061622	0.023386801997087512	0.019703646615083677	0.02659538268543373	0.18072146673240136	0.17556394843939804	0.23338136976446394	0.032325180772008896	0.17639289406592562	0.2698562956278233
24.747474747474747	0.24121338705566658	0.10725432051874349	0.02765599105333502	0.10950512982053617	0.18173576665852267	0.2961932347759596	0.1422510868497015	0.10322451573295545	0.023386801993569285	0.019703646612732106	0.026595382682126273	0.18072146673753545	0.17556394842338235	0.23338136978943705	0.03232518076945366	0.176392894056654	0.2698562956455664
25.252525252525253	0.24121338706925874	0.10725432051096946	0.02765599105053931	0.1095051298117303	0.1817357666468246	0.29619323478500853	0.14225108683753807	0.10322451572529469	0.02338680199005106	0.01970364661038054	0.026595382678818818	0.18072146674266956	0.17556394840736667	0.23338136981441013	0.03232518076689843	0.17639289404738243	0.26985629566330943
25.757575757575758	0.24121338708285092	0.10725432050319543	0.027655991047743595	0.10950512980292443	0.18173576663512653	0.2961932347940575	0.14225108682537463	0.10322451571763391	0.023386801986532833	0.019703646608028973	0.02659538267551136	0.18072146674780368	0.17556394839135098	0.23338136983938323	0.03232518076434319	0.17639289403811081	0.2698562956810525
26.262626262626263	0.2412133870964431	0.10725432049542141	0.027655991044947884	0.10950512979411854	0.18173576662342844	0.29619323480310644	0.1422510868132112	0.10322451570997314	0.023386801983014606	0.019703646605677402	0.0265953826722039	0.1807214667529378	0.1755639483753353	0.23338136986435631	0.032325180761787954	0.1763928940288392	0.2698562956987956
26.767676767676768	0.2412133871100353	0.10725432048764738	0.02765599104215217	0.10950512978531267	0.18173576661173038	0.2961932348121554	0.14225108680104778	0.10322451570231236	0.02338680197949638	0.019703646603325835	0.026595382668896442	0.1807214667580719	0.1755639483593196	0.2333813698893294	0.03232518075923271	0.17639289401956762	0.2698562957165387
27.272727272727273	0.24121338712362744	0.10725432047987335	0.027655991039356457	0.1095051297765068	0.1817357666000323	0.2961932348212044	0.14225108678888435	0.1032245156946516	0.02338680197597815	0.01970364660097427	0.026595382665588984	0.18072146676320602	0.1755639483433039	0.2333813699143025	0.03232518075667748	0.176392894010296	0.2698562957342817
27.77777777777778	0.24121338713721963	0.10725432047209933	0.027655991036560742	0.10950512976770091	0.1817357665883342	0.29619323483025334	0.1422510867767209	0.10322451568699083	0.023386801972459927	0.019703646598622702	0.026595382662281526	0.18072146676834014	0.17556394832728825	0.23338136993927558	0.032325180754122246	0.1763928940010244	0.2698562957520248
28.282828282828284	0.2412133871508118	0.1072543204643253	0.02765599103376503	0.10950512975889504	0.18173576657663615	0.2961932348393023	0.14225108676455747	0.10322451567933005	0.0233868019689417	0.01970364659627113	0.026595382658974067	0.18072146677347425	0.17556394831127256	0.23338136996424869	0.032325180751567005	0.1763928939917528	0.2698562957697679
28.78787878787879	0.241213387164404	0.10725432045655127	0.027655991030969315	0.10950512975008916	0.18173576656493806	0.29619323484835125	0.14225108675239406	0.10322451567166928	0.023386801965423473	0.019703646593919565	0.02659538265566661	0.18072146677860837	0.17556394829525687	0.23338136998922177	0.03232518074901177	0.1763928939824812	0.26985629578751097
29.292929292929294	0.24121338717799615	0.10725432044877725	0.027655991028173604	0.10950512974128328	0.18173576655324	0.29619323485740023	0.14225108674023063	0.10322451566400852	0.023386801961905245	0.019703646591567998	0.02659538265235915	0.18072146678374248	0.17556394827924118	0.23338137001419487	0.03232518074645653	0.1763928939732096	0.269856295805254
29.7979797979798	0.24121338719158833	0.10725432044100322	0.02765599102537789	0.1095051297324774	0.18173576654154192	0.29619323486644916	0.1422510867280672	0.10322451565634774	0.023386801958387018	0.01970364658921643	0.02659538264905169	0.1807214667888766	0.1755639482632255	0.23338137003916795	0.0323251807439013	0.17639289396393798	0.2698562958229971
30.303030303030305	0.24121338719398247	0.10725432043933388	0.027655991024771065	0.10950512973054714	0.18173576653899745	0.2961932348680495	0.1422510867254342	0.1032245156547041	0.023386801957602548	0.019703646588703796	0.026595382648307086	0.18072146678978704	0.1755639482596466	0.23338137004336493	0.03232518074335591	0.17639289396197505	0.26985629582610426
30.80808080808081	0.24121338719621063	0.10725432043775501	0.027655991024196684	0.10950512972871879	0.18173576653658866	0.29619323486953936	0.14225108672294248	0.10322451565314965	0.02338680195685859	0.019703646588218413	0.026595382647600464	0.18072146679063492	0.17556394825625202	0.233381370047254	0.032325180742840305	0.17639289396012048	0.2698562958289945
31.313131313131315	0.2412133871984388	0.10725432043617615	0.0276559910236223	0.10950512972689043	0.18173576653417986	0.2961932348710293	0.14225108672045073	0.10322451565159518	0.023386801956114634	0.01970364658773303	0.026595382646893838	0.1807214667914828	0.17556394825285743	0.23338137005114307	0.03232518074232471	0.17639289395826588	0.2698562958318848
31.81818181818182	0.24121338720066696	0.10725432043459729	0.027655991023047916	0.10950512972506207	0.18173576653177104	0.29619323487251914	0.142251086717959	0.10322451565004073	0.023386801955370677	0.019703646587247648	0.026595382646187212	0.18072146679233067	0.17556394824946284	0.23338137005503212	0.03232518074180911	0.17639289395641128	0.26985629583477505
32.323232323232325	0.24121338720289512	0.10725432043301841	0.027655991022473535	0.10950512972323373	0.18173576652936224	0.296193234874009	0.14225108671546727	0.10322451564848627	0.02338680195462672	0.019703646586762266	0.026595382645480586	0.18072146679317855	0.17556394824606825	0.23338137005892118	0.03232518074129351	0.17639289395455668	0.26985629583766535
32.82828282828283	0.24121338720512328	0.10725432043143955	0.02765599102189915	0.10950512972140537	0.18173576652695345	0.2961932348754989	0.1422510867129755	0.10322451564693182	0.023386801953882767	0.019703646586276883	0.026595382644773964	0.18072146679402643	0.17556394824267366	0.23338137006281023	0.03232518074077791	0.17639289395270208	0.26985629584055565
33.333333333333336	0.24121338720735144	0.10725432042986069	0.02765599102132477	0.10950512971957702	0.18173576652454465	0.2961932348769888	0.14225108671048378	0.10322451564537735	0.02338680195313881	0.019703646585791504	0.02659538264406734	0.1807214667948743	0.17556394823927907	0.2333813700666993	0.03232518074026231	0.17639289395084748	0.2698562958434459
33.83838383838384	0.24121338720957958	0.10725432042828183	0.027655991020750385	0.10950512971774866	0.18173576652213583	0.2961932348784787	0.14225108670799202	0.1032245156438229	0.023386801952394853	0.01970364658530612	0.026595382643360713	0.18072146679572218	0.17556394823588448	0.23338137007058837	0.03232518073974671	0.17639289394899288	0.2698562958463362
34.343434343434346	0.24121338721180774	0.10725432042670296	0.027655991020176	0.1095051297159203	0.18173576651972703	0.29619323487996857	0.1422510867055003	0.10322451564226844	0.023386801951650896	0.01970364658482074	0.026595382642654087	0.18072146679657006	0.17556394823248989	0.23338137007447743	0.03232518073923111	0.17639289394713828	0.26985629584922644
34.84848484848485	0.2412133872140359	0.10725432042512409	0.02765599101960162	0.10950512971409194	0.18173576651731824	0.29619323488145843	0.14225108670300857	0.10322451564071398	0.02338680195090694	0.019703646584335356	0.026595382641947465	0.18072146679741793	0.1755639482290953	0.23338137007836648	0.032325180738715514	0.17639289394528368	0.26985629585211673
35.35353535353536	0.24121338721626406	0.10725432042354523	0.027655991019027236	0.10950512971226359	0.18173576651490944	0.29619323488294835	0.1422510867005168	0.10322451563915952	0.023386801950162982	0.019703646583849974	0.02659538264124084	0.1807214667982658	0.1755639482257007	0.23338137008225554	0.03232518073819991	0.17639289394342908	0.269856295855007
35.85858585858586	0.24121338721779806	0.10725432042245577	0.027655991018630848	0.1095051297110017	0.18173576651324705	0.296193234883974	0.14225108669879732	0.10322451563808692	0.023386801949649438	0.01970364658351499	0.026595382640753035	0.1807214667988498	0.17556394822335739	0.23338137008493134	0.032325180737844114	0.17639289394214955	0.2698562958569967
36.36363636363637	0.24121338721784216	0.10725432042241678	0.027655991018616512	0.1095051297109557	0.18173576651318687	0.29619323488400306	0.14225108669873532	0.10322451563804858	0.023386801949630456	0.019703646583502838	0.02659538264073491	0.18072146679886733	0.1755639482232706	0.23338137008500298	0.03232518073783135	0.17639289394210433	0.2698562958570534
36.86868686868687	0.24121338721788627	0.10725432042237779	0.027655991018602177	0.1095051297109097	0.18173576651312667	0.29619323488403215	0.1422510866986733	0.10322451563801022	0.023386801949611475	0.01970364658349068	0.026595382640716786	0.1807214667988849	0.17556394822318377	0.2333813700850746	0.03232518073781858	0.17639289394205915	0.26985629585711
37.37373737373738	0.24121338721793037	0.10725432042233879	0.027655991018587844	0.1095051297108637	0.18173576651306647	0.29619323488406124	0.1422510866986113	0.10322451563797187	0.023386801949592494	0.019703646583478524	0.026595382640698665	0.18072146679890244	0.17556394822309696	0.23338137008514623	0.032325180737805805	0.17639289394201393	0.2698562958571667
37.87878787878788	0.24121338721797447	0.10725432042229979	0.02765599101857351	0.10950512971081769	0.18173576651300627	0.29619323488409033	0.1422510866985493	0.10322451563793353	0.023386801949573512	0.019703646583466367	0.02659538264068054	0.18072146679891998	0.17556394822301014	0.23338137008521784	0.03232518073779304	0.17639289394196875	0.26985629585722337
38.38383838383839	0.24121338721801858	0.1072543204222608	0.027655991018559173	0.1095051297107717	0.1817357665129461	0.2961932348841194	0.1422510866984873	0.10322451563789518	0.02338680194955453	0.01970364658345421	0.026595382640662416	0.18072146679893755	0.17556394822292332	0.23338137008528947	0.03232518073778027	0.17639289394192353	0.26985629585728005
38.88888888888889	0.24121338721806265	0.1072543204222218	0.02765599101854484	0.1095051297107257	0.1817357665128859	0.2961932348841485	0.1422510866984253	0.10322451563785684	0.02338680194953555	0.019703646583442053	0.026595382640644295	0.1807214667989551	0.1755639482228365	0.23338137008536108	0.032325180737767495	0.17639289394187832	0.2698562958573367
39.3939393939394	0.24121338721810676	0.1072543204221828	0.027655991018530505	0.10950512971067969	0.1817357665128257	0.2961932348841776	0.14225108669836328	0.10322451563781848	0.02338680194951657	0.019703646583429896	0.02659538264062617	0.18072146679897266	0.1755639482227497	0.23338137008543272	0.03232518073775473	0.17639289394183313	0.2698562958573934
39.8989898989899	0.24121338721815086	0.1072543204221438	0.02765599101851617	0.10950512971063368	0.1817357665127655	0.2961932348842067	0.14225108669830128	0.10322451563778014	0.023386801949497587	0.01970364658341774	0.026595382640608047	0.1807214667989902	0.17556394822266289	0.23338137008550436	0.03232518073774195	0.17639289394178792	0.2698562958574501
40.40404040404041	0.24121338721819496	0.10725432042210482	0.027655991018501837	0.10950512971058769	0.1817357665127053	0.29619323488423577	0.14225108669823927	0.10322451563774179	0.023386801949478606	0.019703646583405586	0.026595382640589926	0.18072146679900775	0.17556394822257607	0.23338137008557597	0.032325180737729185	0.17639289394174273	0.26985629585750676
40.909090909090914	0.24121338721823907	0.10725432042206583	0.0276559910184875	0.10950512971054169	0.1817357665126451	0.29619323488426486	0.14225108669817726	0.10322451563770345	0.023386801949459624	0.01970364658339343	0.0265953826405718	0.18072146679902532	0.17556394822248925	0.2333813700856476	0.03232518073771642	0.17639289394169752	0.2698562958575634
41.41414141414142	0.24121338721828317	0.10725432042202683	0.027655991018473165	0.10950512971049568	0.1817357665125849	0.29619323488429394	0.14225108669811526	0.10322451563766509	0.023386801949440643	0.019703646583381272	0.026595382640553677	0.18072146679904286	0.17556394822240243	0.23338137008571921	0.03232518073770364	0.1763928939416523	0.26985629585762005
41.919191919191924	0.24121338721832725	0.10725432042198783	0.02765599101845883	0.10950512971044968	0.1817357665125247	0.296193234884323	0.14225108669805328	0.10322451563762675	0.02338680194942166	0.019703646583369115	0.026595382640535556	0.18072146679906043	0.1755639482223156	0.23338137008579085	0.032325180737690876	0.17639289394160712	0.26985629585767673
42.42424242424243	0.24121338721837135	0.10725432042194884	0.027655991018444497	0.10950512971040369	0.1817357665124645	0.29619323488435206	0.14225108669799127	0.1032245156375884	0.02338680194940268	0.019703646583356958	0.02659538264051743	0.18072146679907797	0.17556394822222882	0.23338137008586246	0.03232518073767811	0.1763928939415619	0.2698562958577334
42.929292929292934	0.24121338721841545	0.10725432042190984	0.02765599101843016	0.10950512971035768	0.18173576651240433	0.29619323488438115	0.14225108669792927	0.10322451563755006	0.0233868019493837	0.0197036465833448	0.026595382640499307	0.18072146679909554	0.175563948222142	0.2333813700859341	0.032325180737665334	0.17639289394151672	0.2698562958577901
