NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < >
#NON	q	g	e	b	f	d	l	m	h	o	j	c	p	k	r	i	n	a	s
5.555555555555556	0.00042250776468007645	0.025352013010021393	0.0004056330284959968	0.0327169014112782	0.02352436359001221	0.04438401176619871	0.010659802240187411	0.00034298927393878206	0.009897321830926249	0.016973093059179874	0.0074140464580559895	0.011729382866922796	0.0778328265950179	0.00026609368347359295	0.00833992409543011	0.01460802866927735	0.08796757132371194	0.000258599442911779	0.0009292110196594149
6.0606060606060606	0.0002734981743385331	0.020660086554278433	0.00024800243537205773	0.026692275557320833	0.018451839666291537	0.03895176421923331	0.007987888964723296	0.00022222911630758276	0.007720563217068061	0.013152501166184554	0.005595233104871161	0.008865510775325937	0.07050257486933081	0.0001720318893936302	0.006203022823107464	0.011351498881498185	0.08017427588550277	0.00015860975864761826	0.0006120695065019263
6.565656565656566	0.00017967916975566176	0.016958332276639235	0.00015472032184277838	0.021954179713639832	0.014603393541915956	0.034291724790706926	0.006057189305613832	0.00014607010874045763	0.0060752031169565	0.010288747415952888	0.004268176265208862	0.006777545199264669	0.06398331566347962	0.0001128771340409744	0.004668787308045952	0.008903749456800445	0.0732190153331323	9.900940881384358e-05	0.00040853285389818005
7.070707070707071	0.00011965471154359027	0.014010336025751201	9.834239500197083e-05	0.018190819008675814	0.011653815843511708	0.03028470926847539	0.004642809266538466	9.729748219983998e-05	0.00481868940432405	0.008117789450106492	0.0032877035744432242	0.005234165564920648	0.05818128105378236	7.507939522489547e-05	0.003551498751201612	0.007044363135393665	0.06700376900948925	6.280061119232464e-05	0.0002760699031765344
7.575757575757576	8.069098053035979e-05	0.011643813214299107	6.35877172772445e-05	0.015174460923874892	0.00937163190532221	0.026829806505292094	0.00359363130072302	6.562031625448397e-05	0.0038502748048500415	0.006455367846914882	0.0025550753807402258	0.004079392015614643	0.05301184051662726	5.057519768507229e-05	0.002727613461817157	0.005617894545829656	0.061441098844499074	4.042351921569104e-05	0.00018873689909529388
8.080808080808081	5.506000296286714e-05	0.009730708910053234	4.1766398404212655e-05	0.012736817279803546	0.007590278404461419	0.0238423107586614	0.0028064883972812975	4.4776403461338164e-05	0.0030976705694999423	0.0051707919423354095	0.0020020421789216	0.003206024470355954	0.048399744860563344	3.447550068559601e-05	0.002113303528791815	0.004513525783301741	0.056453916936526155	2.637767946283017e-05	0.00013045673025011676
8.585858585858587	3.799060137713978e-05	0.008174371285038768	2.7832522968651173e-05	0.010752054159452618	0.00618855318542519	0.02125136656072684	0.0022098470173800957	3.089313333149523e-05	0.0025083174224777402	0.004170008669388456	0.0015807093523508434	0.002539098788720468	0.04427864860339557	2.376566963798117e-05	0.0016506768906575054	0.0036513321751059937	0.05197468255940226	1.7434215908976654e-05	9.112004518259429e-05
9.090909090909092	2.649127515285829e-05	0.006900945684242629	1.8796385491688444e-05	0.009124993785795671	0.005077285210963337	0.01899774267012144	0.001753368652048469	2.153992036540576e-05	0.0020435486406248492	0.0033844455662226263	0.0012569954329660071	0.0020253710912820143	0.04059034376408405	1.6558099943637543e-05	0.001299121674792698	0.0029729973918854852	0.04794439713282646	1.1663383205974795e-05	6.428314090318991e-05
9.595959595959597	1.8659925308360067e-05	0.005853418688780846	1.2852525561649998e-05	0.007782855660064135	0.004190175782660781	0.01703187004682313	0.0014011405320378176	1.5170340507192503e-05	0.001674619758446871	0.0027635261258816242	0.0010063421099766182	0.0016264989304596155	0.03728388793230447	1.1654179897177559e-05	0.0010297516310507895	0.00243549827717264	0.04431156431883527	7.893032511566016e-06	4.5786789785509194e-05
10.101010101010102	1.3271452662613375e-05	0.004987392928530407	8.89108128634682e-06	0.006669415455607363	0.0034774417267204936	0.015312180704125152	0.0011272172750226154	1.0787999302717013e-05	0.0013799618483206887	0.002269559750319649	0.000810852381462999	0.0013145305967002352	0.034314745644971494	8.282878737125472e-06	0.0008217672291714874	0.0020067652312436867	0.041031216440574496	5.400553623209751e-06	3.291458887852057e-05
10.606060606060607	9.52734104439294e-06	0.0042680310518217555	6.21851077833358e-06	0.005740828669598548	0.0029013562042302424	0.013803727700767893	0.000912639053597343	7.743311569688891e-06	0.0011432527558459373	0.0018741971765916206	0.0006573504842052053	0.001068866386393598	0.031643989857606664	5.942226192219809e-06	0.0006600273223139846	0.0016626654482834987	0.03806404257005853	3.7343475189733118e-06	2.3872838973650116e-05
11.111111111111112	6.901138517650977e-06	0.003667789261826903	4.394718252546483e-06	0.004962588990234017	0.0024330701306013104	0.012477024040627257	0.0007433994466322104	5.607972462882837e-06	0.0009520343986006777	0.0015559226723310389	0.0005360411149144327	0.0008741690897734068	0.029237533411574625	4.301635747140115e-06	0.0005333954677197835	0.0013848687915883867	0.035375583297891484	2.6085057240749977e-06	1.7464416533215205e-05
11.616161616161618	5.042468455272706e-06	0.003164801710334295	3.1367935919102355e-06	0.004307367049310222	0.002050380775914177	0.01130714757503533	0.0006090686487754784	4.0969160536516676e-06	0.0007967559879769649	0.00129831062741209	0.0004395932943422567	0.0007189345085605117	0.02706556349379586	3.141302100179572e-06	0.00043361993695084416	0.0011593654765397763	0.03293562233763187	1.8400145282362463e-06	1.2883344440716285e-05
12.121212121212121	3.7157184121257244e-06	0.0027415934660694687	2.2604535541509663e-06	0.0037533531395291617	0.001736068993821103	0.010272985660302183	0.000501808264399529	3.0184564308643744e-06	0.0006700323743266818	0.0010887217406528374	0.000362472786445335	0.0005944602867733554	0.02510198676111377	2.3135509203475135e-06	0.00035453207130521224	0.0009753597823061653	0.030717639735733777	1.310360004326355e-06	9.581650121941657e-06
12.626262626262626	2.7605062630195275e-06	0.0023840896474136707	1.6438902764372627e-06	0.003282983042251736	0.0014766544054777334	0.009356589337154548	0.0004156643245793619	2.242122774853074e-06	0.0005661008535290186	0.000917339802737991	0.0003004600137739595	0.0004940968068610723	0.02332397084915785	1.7179441981248416e-06	0.0002914726210902296	0.0008244531742315487	0.028698338842825622	9.417607027468441e-07	7.182392213786745e-06
13.131313131313131	2.0673318502910683e-06	0.0020809723138967232	1.2061755699583845e-06	0.002882108626233452	0.0012615792632066018	0.008542650382632537	0.0003461095314013258	1.6788413585912165e-06	0.0004804798557028333	0.0007765451398567633	0.00025033791864744576	0.0004127583815291951	0.02171141929724128	1.2859587649808997e-06	0.0002409201655724093	0.0007001135390283969	0.026857147561847147	6.829488337454068e-07	5.425631436522153e-06
13.636363636363637	1.5602833001700172e-06	0.0018230017179757625	8.926306333629596e-07	0.002539178236769677	0.0010824625095835153	0.007818036571038495	0.00028964942815306227	1.2668719535264391e-06	0.0004096139992855959	0.0006603324499841455	0.00020961494628618128	0.00034650104316276273	0.02024656425578915	9.701262258963046e-07	0.00020017287114313572	0.0005971821790474721	0.02517581939030245	4.995899527368789e-07	4.129395933520877e-06
14.141414141414142	1.1865256582477422e-06	0.0016026817041069406	6.660942514894078e-07	0.002244778876615448	0.0009326569628031348	0.007171526089999941	0.0002435881862029796	9.632458756694233e-07	0.00035070834082465764	0.0005639842410948686	0.00017636629665504725	0.0002922665739215536	0.018913877702287255	7.374284630860184e-07	0.00016715973706213816	0.0005115973220155278	0.023638291101531747	3.685587453596897e-07	3.1658697582790603e-06
14.646464646464647	9.090101958038886e-07	0.001413870630477201	5.010976077015253e-07	0.0019911838679306905	0.0008068538629679261	0.006593425885981156	0.00020582960880829497	7.378372643432848e-07	0.00030153923806575307	0.00048376245863348427	0.00014909187242490262	0.0002476667648276193	0.017699500097976887	5.647270365029764e-07	0.00014028052557793234	0.00044013292646075624	0.022230204194503632	2.74157178967726e-07	2.4446144170504933e-06
15.151515151515152	7.01407875479627e-07	0.0012515111030941576	3.799261689799227e-07	0.0017720056553361518	0.0007007779209745837	0.006075415210911879	0.00017472817026982577	5.692402991500318e-07	0.00026032367154440013	0.0004166816035685697	0.00012661219961313186	0.00021081935440146898	0.01659132168250366	4.355879015358788e-07	0.00011828694521794253	0.00038020627184745705	0.020938905982521898	2.0557158357563843e-07	1.9008040996457722e-06
15.656565656565657	5.450598308281098e-07	0.001111457580094949	2.9028066812863113e-07	0.0015819851296077403	0.0006110003018732726	0.00561028043470976	0.00014899766651104126	4.4228613256468274e-07	0.00022564477386721193	0.0003603691526233543	0.00010800454552575177	0.00018024675302897802	0.015578512354247776	3.3837014323532007e-07	0.00010020963187547159	0.0003297596509398159	0.01975305717455068	1.5536664165039701e-07	1.4881160724774655e-06
16.161616161616163	4.264525639568326e-07	0.0009902452043735364	2.2342852596785863e-07	0.0014167156329147306	0.0005347201463747186	0.005191782444000727	0.000127612048724525	3.45991603334597e-07	0.0001963443803822364	0.0003129000107920096	9.253121851930658e-05	0.0001547667228734905	0.014651541615882255	2.6464775634699694e-07	8.527996454101332e-05	0.00028711941600149715	0.018662604827844567	1.1831566300693398e-07	1.1727257712246905e-06
16.666666666666668	3.3588754468589103e-07	0.0008850135342038933	1.732192316812656e-07	0.0012725412556112824	0.00046967263586535015	0.0048144681604772805	0.00010976200276048386	2.7247448502054634e-07	0.0001714956667680501	0.0002727319658570053	7.961011928568828e-05	0.00013344295726693307	0.013801810610180399	2.083758478492507e-07	7.289564847582494e-05	0.0002509411921592877	0.017658459050881363	9.077310137821187e-08	9.301683387217174e-07
17.171717171717173	2.6631062334394217e-07	0.0007934031866394763	1.3525683344438597e-07	0.0011464237846804954	0.00041401859788147246	0.004473661198808246	9.480510743599558e-05	2.1600223648153422e-07	0.00015035351499494143	0.00023862448761854656	6.877928824138165e-05	0.00011552948946975537	0.013021871237426035	1.6515944493919484e-07	6.258155254306358e-05	0.00022014088770130107	0.01673265912707416	7.015775109315277e-08	7.425197151574297e-07
17.67676767676768	2.1249927601278363e-07	0.0007134194231179264	1.0634405038703884e-07	0.0010357903352615193	0.0003662362947761858	0.004165304791182009	8.22208016646916e-05	1.7233205999459483e-07	0.0001322989388843919	0.00020955640811512528	5.9663482792438834e-05	0.0001004206537348443	0.012305167689984402	1.3174646444536567e-07	5.3954810942779615e-05	0.00019382407982456205	0.015878168654904795	5.461083016232116e-08	5.964093413297441e-07
18.181818181818183	1.7061584306903648e-07	0.000643372351065907	8.417226271491496e-08	0.0009384612249230567	0.00032506906724591114	0.003885759253399962	7.158901117970645e-05	1.38346614598181e-07	0.0001168219595784411	0.00018468970514817345	5.195929476542557e-05	8.76263064092821e-05	0.011645547051291612	1.0574813285887047e-07	4.6708355457688546e-05	0.00017125480760578297	0.015088425609012026	4.280355865772812e-08	4.819381931275394e-07
18.68686868686869	1.3782283716400638e-07	0.0005818571443159821	6.706062237808274e-08	0.0008526071078162091	0.0002894857577962078	0.003631859765136737	6.25727238040356e-05	1.1174094074212174e-07	0.00010351063108101292	0.00016334427839740016	4.542369552540402e-05	7.675162524557573e-05	0.011037606866180242	8.539867655572028e-08	4.0597414130418724e-05	0.0001518341934277078	0.014357579300611933	3.3777039241648787e-08	3.9173941445913043e-07
19.191919191919194	1.1200123906209128e-07	0.0005277018314224722	5.3772533899770106e-08	0.0007766893136595357	0.00025863669212924847	0.0034008742267442335	5.489979432682091e-05	9.079384656563457e-08	9.202908157194833e-05	0.00014496479807590674	3.9860571329004276e-05	6.747677046548547e-05	0.01047664951357282	6.93798312934575e-08	3.542546457124105e-05	0.00013507206715146144	0.013680495411805438	2.6832060339585012e-08	3.2027626476188105e-07
19.6969696969697	9.154218806542987e-08	0.0004798863921323204	4.338449905613496e-08	0.0007093755668139897	0.00023180317615976033	0.0031903787667978524	4.834420993336907e-05	7.419918573523448e-08	8.208795934902141e-05	0.00012908169345132768	3.5106219620312176e-05	5.953612235153318e-05	0.009958388125270438	5.6691327673906e-08	3.1030083984348094e-05	0.00012055306884472587	0.013052504702882871	2.1451737415344308e-08	2.633140485294766e-07
20.202020202020204	7.524288929992538e-08	0.00043755899113059296	3.5215505817881084e-08	0.0006495419555730675	0.00020839196031870885	0.002998206083474465	4.2723595245215786e-05	6.098020839426265e-08	7.345440900514505e-05	0.00011531225331713059	3.102893530391404e-05	5.271427581096554e-05	0.009478881494017169	4.6585384376169516e-08	2.7281068904099645e-05	0.00010793771027308253	0.012469295817452758	1.7258044215762475e-08	2.1766840392854882e-07
20.70707070707071	6.21951531203162e-08	0.00040001260032761384	2.8757968219727075e-08	0.0005962454257661793	0.0001879141888849949	0.002822499491284631	3.789044678465221e-05	5.0399414471986643e-08	6.59394985366468e-05	0.00010334433879094647	2.7522409844052158e-05	4.6836415434570706e-05	0.009034757269639409	3.849749783806589e-08	2.4073691764897096e-05	9.694847593201299e-05	0.011927128528639768	1.3971487005777734e-08	1.8092152159971113e-07
21.212121212121215	5.1686015621659693e-08	0.0003666154239965326	2.3619619971473115e-08	0.0005486511740933667	0.00016994610006819665	0.002661633126872137	3.3718636484391876e-05	4.187834742091487e-08	5.937323706795544e-05	9.290596834048259e-05	2.449502429420249e-05	4.175346522247412e-05	0.008623047548784946	3.198488438684271e-08	2.1318720778406207e-05	8.734316377613737e-05	0.011422692165129568	1.1378270277815358e-08	1.5116165468234312e-07
21.71717171717172	4.317805158373527e-08	0.00033683532773323347	1.9508406050670615e-08	0.0005060494206448571	0.00015413526074123637	0.0025140784684957555	3.010580924302159e-05	3.4980679131656324e-08	5.36197183266542e-05	8.377438681648724e-05	2.1872768855665786e-05	3.734362354518638e-05	0.008240777694812951	2.671368921170887e-08	1.8944252079983125e-05	7.892278307621513e-05	0.010952726531724863	9.320426802425163e-09	1.26940168012564e-07
22.222222222222225	3.6255247457257103e-08	0.0003102177849648235	1.6201109940093098e-08	0.00046783034315909345	0.00014018446324818795	0.0023785292923261107	2.6967021045091933e-05	2.9368795513506247e-08	4.856374354225736e-05	7.576268871492985e-05	1.9594157631252244e-05	3.350572085153291e-05	0.007885443837525789	2.2425602225356173e-08	1.689089455854802e-05	7.152003176075571e-05	0.010514412958781316	7.67822501746321e-09	1.0712931620698323e-07
22.72727272727273	3.0596741447712327e-08	0.0002863778255666191	1.352756648633009e-08	0.0004334736646039023	0.00012784461388263925	0.002253831824730935	2.4232324186404332e-05	2.4782287663461792e-08	4.41100719545135e-05	6.871558083601373e-05	1.7608624812593487e-05	3.0156192812935784e-05	0.0075547953148648785	1.892142155358623e-08	1.5109994461839718e-05	6.499559518013828e-05	0.010105214854021065	6.3610808265078795e-09	9.085483890307696e-08
23.232323232323235	2.594811568644516e-08	0.0002649830460391065	1.1354368462542895e-08	0.0004025268652374658	0.00011690240932368398	0.0021389680298900945	2.184273145815601e-05	2.1014691130710896e-08	4.017779800124805e-05	6.25010306677744e-05	1.587355857362106e-05	2.722441452571594e-05	0.007246845713598538	1.604323201878375e-08	1.356070897598633e-05	5.92308005512968e-05	0.009722876262594677	5.2985094205048205e-09	7.742004781680863e-08
23.73737373737374	2.211069468151921e-08	0.0002457348722748242	9.578904711362575e-09	0.0003745901666257335	0.00010717356413742881	0.0020330233919990484	1.9747946090365134e-05	1.7904926811821116e-08	3.6693934239640994e-05	5.7004006474027015e-05	1.4352267920220209e-05	2.4650381413490797e-05	0.006959740018456191	1.3667822456298548e-08	1.2208325766314783e-05	5.4122082349217236e-05	0.009365313131822667	4.4368569763810655e-09	6.627700134272105e-08
24.242424242424242	1.8928935895725552e-08	0.0002283843403869313	8.121464652313608e-09	0.0003493221427163357	9.850316591408739e-05	0.0019351582490013124	1.7906654938494765e-05	1.532675070653057e-08	3.360093606970057e-05	5.213004228010795e-05	1.3014936407721655e-05	2.2384342678107764e-05	0.006691749062059145	1.1698671196649798e-08	1.1024537470224746e-05	4.9584132752535444e-05	0.00903056187949872	3.734645047921608e-09	5.699539094535384e-08
24.747474747474747	1.6278866434350763e-08	0.00021271217119825392	6.919283430191072e-09	0.00032642330648342734	9.075762557893689e-05	0.0018446447237400014	1.6283621965983968e-05	1.317962045384636e-08	3.084779289561718e-05	4.779743067045459e-05	1.1835994720629284e-05	2.0383965312065414e-05	0.006441375005480649	1.0058901144273086e-08	9.985275823741815e-06	4.554306095229469e-05	0.008716903033101193	3.1594881436060254e-09	4.9230300149124373e-08
25.252525252525253	1.406147593757188e-08	0.00019852713618898714	5.9227443281656445e-09	0.0003056312433075545	8.382180673126619e-05	0.001760817916343625	1.4848969315917358e-05	1.1383230644757864e-08	2.839109323441057e-05	4.3936286989563896e-05	1.0793782074965317e-05	1.8613247291784865e-05	0.006207215264143386	8.687119655592076e-09	9.07022820338695e-06	4.193553602298865e-05	0.00842273173367698	2.6859625294084426e-09	4.2705001358738816e-08
25.757575757575758	1.219719747685283e-08	0.000185660394088618	5.092404866784979e-09	0.00028671409434126134	7.759569504076494e-05	0.0016830757228107496	1.357712231310719e-05	9.873060680884001e-09	2.6193040845479347e-05	4.0486135276444694e-05	9.869729029952648e-06	1.7041334621210062e-05	0.005987978831907407	7.534005329181084e-09	8.26207909858425e-06	3.870665082444411e-05	0.008146564476677814	2.2940094948691714e-09	3.719600456877213e-08
26.262626262626263	1.0623897557696845e-08	0.0001739658772274265	4.397819566915764e-09	0.00026947030298266837	7.19940349500642e-05	0.0016108745692937564	1.2446680856834344e-05	8.598725990964622e-09	2.4221713034948513e-05	3.7395833429614686e-05	9.04830551585074e-06	1.5642335143827767e-05	0.00578247433079752	6.56104908933173e-09	7.54641683519587e-06	3.5809861104083325e-05	0.007887026129960815	1.968268981397166e-09	3.25278727578349e-08
26.767676767676768	9.291720570192744e-09	0.00016331932226288653	3.814734386777116e-09	0.0002537259202272961	6.694425270367591e-05	0.001543742930652898	1.1439684173562207e-05	7.5197877250971e-09	2.2450465116603883e-05	3.462228783567252e-05	8.316530045684486e-06	1.4394461466109221e-05	0.0055896823519858245	5.737348907947127e-09	6.911205223202622e-06	3.32058668024295e-05	0.00764291810235829	1.6965627525825495e-09	2.8559394988539976e-08
27.272727272727273	8.15917405287916e-09	0.0001536105388115822	3.3231150266696116e-09	0.000239326732829297	6.238277838417684e-05	0.0014812608671898352	1.0540499746782208e-05	6.602607490084546e-09	2.0855606766929025e-05	3.212764679372568e-05	7.663069881346067e-06	1.327880517322091e-05	0.00540868675765452	5.037197944955822e-09	6.345993278184547e-06	3.086010943348532e-05	0.0074131646244047006	1.4688845339937346e-09	2.517263042299235e-08
27.77777777777778	7.192375657703945e-09	0.00014474209279542914	2.9067679705976733e-09	0.0002261366150372888	5.8254168039948176e-05	0.00142304466306804	9.735685787628116e-06	5.819724266137474e-09	1.9416585166410514e-05	2.9879120641633768e-05	7.078167893355111e-06	1.2279036336499204e-05	0.005238628373288345	4.439611315516789e-09	5.841819591010905e-06	2.874261658366943e-05	0.0071967657140202205	1.2772085584620146e-09	2.2270814344634818e-08
28.282828282828284	6.363944011655508e-09	0.00013662795390859649	2.552742195018576e-09	0.0002140352818539309	5.451013134394056e-05	0.0013687487550362322	9.013711786536136e-06	5.148943554742736e-09	1.811558857584824e-05	2.784832301886292e-05	6.553450154402813e-06	1.138110209183913e-05	0.005078729542458431	3.927631644930857e-09	5.39102748749507e-06	2.6827395790095e-05	0.006992810488211818	1.1151635513908992e-09	1.977537886499987e-08
28.78787878787879	5.6514146935245955e-09	0.00012919006451910818	2.2505164170769037e-09	0.00020291401515800541	5.110783946949127e-05	0.001318049284021598	8.364453555608286e-06	4.5720603546763355e-09	1.693652913448272e-05	2.6009947256410034e-05	6.081535982522404e-06	1.0572718136285225e-05	0.004928236944482032	3.487350509728317e-09	4.9869224425028965e-06	2.5091225218022035e-05	0.006800420301628689	9.776073436754423e-10	1.762156774889665e-08
29.292929292929294	5.0364683352006924e-09	0.00012235944086959644	1.991587601674222e-09	0.00019267614385835632	4.800980173329737e-05	0.0012706476319397579	7.779198325215211e-06	4.074227757298036e-09	1.586555659859284e-05	2.4342064122517726e-05	5.656086388937362e-06	9.843267120512013e-06	0.004786444313449834	3.1074266486893866e-09	4.6237701042004856e-06	2.351394047025473e-05	0.006618766331962021	8.604110644168602e-10	1.575635679143957e-08
29.7979797979798	4.504163830441703e-09	0.00011607959907240529	1.7690245426071818e-09	0.0001832396960718099	4.5184504230253416e-05	0.0012262854405597815	7.250777900266195e-06	3.643322918836475e-09	1.4891932483970167e-05	2.2826820740321356e-05	5.271969079104778e-06	9.183899770707106e-06	0.00465275545888947	2.7786030524619547e-09	4.296883691325748e-06	2.207908382417318e-05	0.0064471287048157916	7.602096261269879e-10	1.4136504035118198e-08
30.303030303030305	4.041787823162991e-09	0.00011029945644683304	1.5769856871319766e-09	0.00017453154527343379	4.260405316876417e-05	0.001184749695378486	6.772806906873654e-06	3.2690495977255307e-09	1.400539388592272e-05	2.1448074030028542e-05	4.924549158382465e-06	8.586826435310316e-06	0.004526697070612864	2.493013878488613e-09	4.002081137202987e-06	2.0771783729244973e-05	0.006284925036789379	6.741879804186317e-10	1.27250387253665e-08
30.80808080808081	3.6387719485479014e-09	0.00010496948819365102	1.4107018310558373e-09	0.00016648317752187885	4.0242790150288066e-05	0.0011458264124804133	6.339440728297211e-06	2.9428591189081395e-09	1.3195890482829113e-05	2.019065174414791e-05	4.60951367643136e-06	8.04497548376077e-06	0.004407743655262892	2.2441274457852168e-09	3.7355364173833323e-06	1.957805312345952e-05	0.0061315469362081924	6.000789526920628e-10	1.1490962431860411e-08
31.313131313131315	3.286374936602033e-09	0.00010004630934499284	1.2662322397462358e-09	0.0001590331534015023	3.8078055869276176e-05	0.001109293611393824	5.945683262836136e-06	2.6576581014711952e-09	1.245550707475398e-05	1.9041645024707982e-05	4.323245709465184e-06	7.552184925117093e-06	0.004295322521712639	2.026529609309112e-09	3.494011150900857e-06	1.8485940198156017e-05	0.005986339477628638	5.360083278098439e-10	1.0408635995514984e-08
31.81818181818182	2.9773130848999144e-09	9.549328166522816e-05	1.1403026706149651e-09	0.00015212802791757514	3.6090370005932504e-05	0.001074976292229428	5.587282032761754e-06	2.4075423735024984e-09	1.1777456062591866e-05	1.799008272731649e-05	4.062685178696123e-06	7.103212100842265e-06	0.004189030810611416	1.8357124039223498e-09	3.2747615679774963e-06	1.748526886669292e-05	0.005848786911738436	4.804219389814268e-10	9.456667025074135e-09
32.323232323232325	2.705440316925478e-09	9.127687985161761e-05	1.0301871237500545e-09	0.00014571981814943247	3.4262425516847626e-05	0.0010427231514042055	5.2604477008292235e-06	2.18754305069761e-09	1.1155203679827391e-05	1.7026025472610948e-05	3.825059792955849e-06	6.693431833343601e-06	0.004088504844015247	1.6678794924964098e-09	3.0753364909455865e-06	1.6566829581639407e-05	0.0057184398425348055	4.3204031505830496e-10	8.616883948229361e-09
32.82828282828283	2.4655850508430195e-09	8.736665762305122e-05	9.336014409899217e-10	0.00013976502771561848	3.2578708372566373e-05	0.0010123732813629796	4.961853579740624e-06	1.993465374254208e-09	1.0583303470761085e-05	1.614071303251604e-05	3.6079536501899508e-06	6.318734493446567e-06	0.003993316217129324	1.5198295998038891e-09	2.8935959784219585e-06	1.5722484671393185e-05	0.0055948129913198676	3.897937421829473e-10	7.873971113174685e-09
33.333333333333336	2.2533919129317405e-09	8.373592363173801e-05	8.486296636096418e-10	0.00013422480539245236	3.102552845643614e-05	0.0009837893561383184	4.68859364201597e-06	1.8217780044364969e-09	1.0056988699975188e-05	1.5326469609789198e-05	3.4092681133140307e-06	5.975532652959427e-06	0.0039031323756850223	1.3888674566387934e-09	2.7276806224923226e-06	1.4945087136793869e-05	0.005477488359682613	3.5278690680820446e-10	7.215007529678797e-09
