NON $ % + - . 0 1
#NON	e	c	a	g	d	b	f
0.0	0.9463318486182174	0.5256337967085344	0.6324656434346918	0.12231552169346116	0.7341845927712498	0.6252237780813226	0.194851818897539
0.5050505050505051	0.31218160653952354	0.2253122097620389	0.3332821198579244	0.17014001154210048	0.5290712657503487	0.45811478975714387	0.16103977520358834
1.0101010101010102	0.10983301172336984	0.1474582186373189	0.18180323134846116	0.20708313166328216	0.40399934365203716	0.330195788879196	0.16386886463779315
1.5151515151515151	0.04259125210931276	0.13113565916711525	0.1017766020941235	0.23107834244250253	0.3368427553560048	0.23515140581133034	0.17309391325315843
2.0202020202020203	0.018808879547360168	0.12981677602149877	0.05845421865972148	0.2449940869100104	0.30514996097013863	0.16692394964793766	0.18038023680368667
2.5252525252525255	0.009686717899056466	0.13119688347084513	0.034746871867217886	0.25258282424317247	0.2915675476549023	0.11946796005101891	0.18489756174290806
3.0303030303030303	0.005852576533878471	0.1324969274833362	0.021710056909713074	0.256591594185883	0.28620016471129445	0.08731932001842804	0.18744690778975054
3.5353535353535355	0.004089440864870495	0.13333248928577307	0.014513237510772534	0.2586741790141114	0.2842666059847896	0.06599886325503086	0.18882274243857894
4.040404040404041	0.0032132087424418298	0.13380841983603678	0.010520875618009734	0.25974644521294027	0.2836663770709847	0.05209704931514751	0.18954799050524443
4.545454545454546	0.0027508325671169852	0.1340654507255511	0.008292331882572463	0.2602958270542669	0.2835387413811726	0.04315419465064348	0.18992528230636196
5.050505050505051	0.0024962539268722304	0.13420060985818352	0.00703943018223827	0.2605765397515083	0.28355444655000933	0.03746360184744906	0.19012004353227357
5.555555555555556	0.0023520498094616146	0.1342706810637295	0.006329725538373815	0.2607197586121706	0.28359853906011695	0.03387440631381523	0.19022011059161212
6.0606060606060606	0.0022688653149787797	0.13430672637414195	0.005924748756757677	0.26079276583316935	0.2836370106462008	0.03162702009156735	0.19027137301644903
6.565656565656566	0.002220328172622886	0.13432518698221427	0.005692079353950114	0.2608299634225997	0.2836636700748138	0.030228325560521047	0.1902975834632748
7.070707070707071	0.0021918034682194055	0.1343346184902753	0.0055575826590453315	0.2608489117299895	0.28368035417159304	0.029362243382721098	0.19031096880837114
7.575757575757576	0.002174965347244854	0.13433943022095507	0.005479423415659936	0.26085856212137565	0.28369021525146754	0.028828273119560644	0.19031779860218778
8.080808080808081	0.0021649974300615204	0.13434188362996768	0.005433795632267177	0.26086347756328715	0.28369583408231325	0.02850027228420108	0.1903212820854184
8.585858585858587	0.002159087218000226	0.1343431331132206	0.005407064855032364	0.2608659790091953	0.2836989597322797	0.028299444667774377	0.19032305670267471
9.090909090909092	0.0021555782190939825	0.1343437691070843	0.005391352656623621	0.26086725318294385	0.283700664871739	0.02817682359445093	0.19032396116400754
9.595959595959597	0.002153493320271567	0.13434409385093882	0.0053820939795552625	0.260867902357404	0.28370158148258884	0.02810213566072441	0.19032442231601293
10.101010101010102	0.002152253952651021	0.13434425884730428	0.005376627256227641	0.26086823278131793	0.283702070885406	0.028056739776587417	0.19032465709238638
10.606060606060607	0.002151516917780758	0.13434434293731298	0.005373394003881884	0.2608684010555653	0.28370232951536606	0.028029199970616786	0.19032477670047626
11.111111111111112	0.0021510784723253037	0.1343443856181517	0.005371479076964229	0.2608684867168202	0.2837024657191314	0.028012519917628844	0.19032483758881918
11.616161616161618	0.002150817626915971	0.1343444074542027	0.005370343857923464	0.26086853034853025	0.2837025366698482	0.028002433379325384	0.19032486861779183
12.121212121212121	0.0021506624846917666	0.13434441858773866	0.005369670587176937	0.2608685525502933	0.2837025735252766	0.02799634465256856	0.19032488441167172
12.626262626262626	0.00215057011133232	0.13434442422833184	0.005369270617241477	0.2608685638666241	0.28370259272613674	0.027992670519424046	0.190324892458428
13.131313131313131	0.0021505151331896446	0.13434442711536876	0.005369033002110071	0.2608685696310737	0.2837026026327017	0.02799045675296665	0.19032489655943177
13.636363636363637	0.002150482376123305	0.13434442857895956	0.00536889163272316	0.26086857257023804	0.2837026077680458	0.027989122952251342	0.19032489864949148
14.141414141414142	0.002150462925078024	0.13434442932388577	0.005368807789918666	0.2608685740584534	0.28370261039130834	0.02798832262150408	0.19032489970831465
14.646464646464647	0.0021504512598008113	0.13434442972647442	0.005368757545107158	0.2608685748435992	0.2837026117621767	0.027987838603354003	0.19032490026816754
15.151515151515152	0.002150444264259048	0.13434442992902984	0.005368727434225501	0.2608685752526142	0.28370261249516243	0.027987546023432903	0.19032490055889908
15.656565656565657	0.0021504401319836016	0.1343444300076445	0.005368709668751243	0.26086857543917513	0.28370261286776627	0.027987371405951308	0.19032490068973607
16.161616161616163	0.00215043767080686	0.13434443004748045	0.005368699096856945	0.2608685755266642	0.2837026130409709	0.027987266456324794	0.19032490075148112
16.666666666666668	0.0021504362331578332	0.13434443008268565	0.005368692922889948	0.26086857557238946	0.2837026131004324	0.02798720466709718	0.19032490078562017
17.171717171717173	0.002150435423400032	0.13434443010680608	0.005368689446817605	0.2608685755927983	0.28370261310895145	0.027987169505508284	0.19032490080195796
17.67676767676768	0.0021504349426298753	0.13434443011418026	0.0053686873835057936	0.26086857560189075	0.28370261311989026	0.02798714852004331	0.1903249008088033
18.181818181818183	0.0021504346420781447	0.13434443010564834	0.005368686093423346	0.2608685756058021	0.28370261314919515	0.027987135416849822	0.19032490081022055
18.68686868686869	0.0021504344538368345	0.13434443009085956	0.00536868528515695	0.2608685756070143	0.28370261318360823	0.027987127222538568	0.19032490080906816
19.191919191919194	0.0021504343393483373	0.13434443008215383	0.005368684793546777	0.26086857560766274	0.28370261320356027	0.027987122224005255	0.1903249008083423
19.6969696969697	0.0021504342710082693	0.1343444300861607	0.005368684500249999	0.2608685756094882	0.2837026132004778	0.027987119220817206	0.19032490081004247
20.202020202020204	0.0021504342298790157	0.13434443009934888	0.005368684323884514	0.2608685756125589	0.28370261318204526	0.027987117404495932	0.19032490081375533
20.70707070707071	0.0021504342048200495	0.13434443011109143	0.005368684216469913	0.2608685756151938	0.2837026131654231	0.027987116296506038	0.19032490081700107
21.212121212121215	0.0021504341895245654	0.13434443011263575	0.005368684150850972	0.2608685756157121	0.28370261316377793	0.027987115619731866	0.19032490081754153
21.71717171717172	0.0021504341802354617	0.13434443010393823	0.005368684110919451	0.2608685756140791	0.28370261317703976	0.027987115207346768	0.19032490081534545
22.222222222222225	0.0021504341732748672	0.13434443009497027	0.005368684080978382	0.26086857561235455	0.28370261319058343	0.027987114897795474	0.19032490081305387
22.72727272727273	0.002150434165686516	0.13434443009218547	0.005368684048386935	0.2608685756119129	0.2837026131950952	0.027987114561491073	0.19032490081240522
23.232323232323235	0.002150434160107121	0.13434443009056785	0.005368684024428239	0.26086857561167043	0.28370261319775925	0.02798711431399911	0.19032490081203765
23.73737373737374	0.0021504341565366826	0.13434443009011737	0.005368684009102294	0.2608685756116272	0.28370261319857554	0.027987114155319577	0.1903249008119512
24.242424242424242	0.0021504341549752008	0.1343444300908341	0.005368684002409099	0.26086857561178317	0.2837026131975441	0.02798711408545248	0.1903249008121458
24.747474747474747	0.0021504341554226753	0.134344430092718	0.005368684004348655	0.2608685756121384	0.2837026131946649	0.027987114104397814	0.1903249008126215
25.252525252525253	0.0021504341578791066	0.13434443009576905	0.005368684014920963	0.26086857561269283	0.28370261318993795	0.027987114212155585	0.1903249008133783
25.757575757575758	0.002150434157777999	0.13434443009663227	0.0053686840144961554	0.2608685756128584	0.28370261318862705	0.0279871142071684	0.1903249008135981
26.262626262626263	0.002150434157334941	0.1343444300969354	0.005368684012598321	0.2608685756129205	0.2837026131881783	0.0279871141872286	0.19032490081367784
26.767676767676768	0.0021504341573867444	0.1343444300972933	0.005368684012824641	0.2608685756129868	0.2837026131876271	0.027987114189271644	0.1903249008137674
27.272727272727273	0.0021504341579334095	0.13434443009770594	0.005368684015175113	0.2608685756130574	0.2837026131869734	0.02798711421329753	0.19032490081386685
27.77777777777778	0.0021504341589749366	0.13434443009817337	0.005368684019649739	0.26086857561313215	0.28370261318621726	0.027987114259306257	0.19032490081397613
28.282828282828284	0.002150434160511325	0.1343444300986955	0.0053686840262485176	0.2608685756132112	0.28370261318535867	0.027987114327297825	0.19032490081409525
28.78787878787879	0.0021504341620278825	0.13434443010010114	0.005368684032772314	0.26086857561345517	0.2837026131831436	0.027987114393657735	0.19032490081443632
29.292929292929294	0.0021504341625042975	0.13434443010002078	0.00536868403481569	0.26086857561343463	0.2837026131832499	0.027987114414974285	0.19032490081441253
29.7979797979798	0.002150434162980713	0.13434443009994043	0.005368684036859066	0.26086857561341414	0.28370261318335627	0.027987114436290834	0.19032490081438874
30.303030303030305	0.0021504341634571277	0.13434443009986008	0.0053686840389024415	0.2608685756133936	0.28370261318346257	0.027987114457607386	0.19032490081436493
30.80808080808081	0.002150434163933543	0.1343444300997797	0.0053686840409458165	0.2608685756133731	0.2837026131835689	0.027987114478923936	0.19032490081434114
31.313131313131315	0.002150434164409958	0.13434443009969935	0.005368684042989192	0.2608685756133526	0.28370261318367523	0.027987114500240485	0.19032490081431735
31.81818181818182	0.002150434164886373	0.134344430099619	0.005368684045032568	0.2608685756133321	0.28370261318378154	0.027987114521557034	0.19032490081429357
32.323232323232325	0.0021504341649696336	0.13434443009960606	0.005368684045389682	0.26086857561332877	0.2837026131837986	0.02798711452528504	0.1903249008142897
32.82828282828283	0.0021504341649833908	0.13434443009960503	0.00536868404544869	0.2608685756133285	0.28370261318379986	0.027987114525903675	0.19032490081428938
33.333333333333336	0.002150434164997148	0.134344430099604	0.005368684045507698	0.26086857561332816	0.2837026131838011	0.02798711452652231	0.19032490081428904
33.83838383838384	0.002150434165010905	0.13434443009960298	0.005368684045566706	0.2608685756133279	0.2837026131838023	0.027987114527140942	0.1903249008142887
34.343434343434346	0.002150434165024662	0.13434443009960195	0.0053686840456257144	0.26086857561332755	0.2837026131838036	0.027987114527759576	0.19032490081428838
34.84848484848485	0.002150434165038419	0.13434443009960093	0.005368684045684723	0.26086857561332727	0.2837026131838048	0.027987114528378213	0.19032490081428804
35.35353535353536	0.002150434165052176	0.1343444300995999	0.005368684045743731	0.26086857561332694	0.283702613183806	0.027987114528996847	0.1903249008142877
35.85858585858586	0.0021504341650659333	0.13434443009959887	0.0053686840458027395	0.26086857561332666	0.2837026131838073	0.02798711452961548	0.1903249008142874
36.36363636363637	0.00215043416507969	0.13434443009959784	0.005368684045861748	0.2608685756133263	0.2837026131838085	0.027987114530234114	0.19032490081428707
36.86868686868687	0.0021504341650934473	0.13434443009959682	0.005368684045920756	0.26086857561332605	0.28370261318380974	0.027987114530852748	0.19032490081428674
37.37373737373738	0.002150434165107204	0.1343444300995958	0.005368684045979765	0.26086857561332577	0.283702613183811	0.02798711453147138	0.1903249008142864
37.87878787878788	0.0021504341651209613	0.13434443009959476	0.005368684046038773	0.26086857561332544	0.28370261318381224	0.027987114532090015	0.19032490081428607
38.38383838383839	0.0021504341651347185	0.13434443009959374	0.00536868404609778	0.26086857561332516	0.28370261318381346	0.02798711453270865	0.19032490081428574
38.88888888888889	0.0021504341651484753	0.1343444300995927	0.005368684046156789	0.2608685756133248	0.28370261318381473	0.027987114533327282	0.1903249008142854
39.3939393939394	0.0021504341651622325	0.13434443009959168	0.005368684046215797	0.26086857561332455	0.28370261318381595	0.027987114533945916	0.19032490081428508
39.8989898989899	0.0021504341651759893	0.13434443009959066	0.0053686840462748055	0.2608685756133242	0.2837026131838172	0.027987114534564553	0.19032490081428474
40.40404040404041	0.0021504341651897465	0.13434443009958963	0.005368684046333814	0.26086857561332394	0.28370261318381845	0.027987114535183186	0.1903249008142844
40.909090909090914	0.0021504341652035038	0.1343444300995886	0.005368684046392822	0.2608685756133236	0.2837026131838197	0.02798711453580182	0.1903249008142841
41.41414141414142	0.0021504341652172606	0.13434443009958758	0.0053686840464518305	0.26086857561332333	0.2837026131838209	0.027987114536420454	0.19032490081428377
41.919191919191924	0.0021504341652310178	0.13434443009958655	0.005368684046510839	0.26086857561332305	0.28370261318382217	0.027987114537039087	0.19032490081428344
42.42424242424243	0.0021504341652447746	0.13434443009958552	0.005368684046569847	0.2608685756133227	0.2837026131838234	0.02798711453765772	0.1903249008142831
42.929292929292934	0.002150434165258532	0.1343444300995845	0.005368684046628856	0.26086857561332244	0.2837026131838246	0.027987114538276354	0.19032490081428277
43.43434343434344	0.002150434165272289	0.13434443009958347	0.005368684046687864	0.2608685756133221	0.2837026131838259	0.027987114538894988	0.19032490081428244
43.939393939393945	0.002150434165286046	0.13434443009958244	0.0053686840467468714	0.26086857561332183	0.2837026131838271	0.02798711453951362	0.1903249008142821
44.44444444444445	0.002150434165299803	0.1343444300995814	0.00536868404680588	0.2608685756133215	0.2837026131838284	0.02798711454013226	0.19032490081428177
44.949494949494955	0.00215043416531356	0.1343444300995804	0.005368684046864888	0.2608685756133212	0.2837026131838296	0.027987114540750892	0.19032490081428144
45.45454545454546	0.002150434165327317	0.13434443009957936	0.0053686840469238965	0.2608685756133209	0.28370261318383083	0.027987114541369526	0.1903249008142811
45.959595959595966	0.0021504341653410743	0.13434443009957833	0.005368684046982905	0.2608685756133206	0.2837026131838321	0.02798711454198816	0.1903249008142808
46.46464646464647	0.002150434165354831	0.1343444300995773	0.005368684047041913	0.2608685756133203	0.28370261318383333	0.027987114542606793	0.19032490081428047
46.969696969696976	0.0021504341653685883	0.13434443009957628	0.0053686840471009216	0.26086857561332	0.28370261318383455	0.027987114543225427	0.19032490081428013
47.47474747474748	0.002150434165382345	0.13434443009957525	0.00536868404715993	0.2608685756133197	0.28370261318383583	0.02798711454384406	0.1903249008142798
47.979797979797986	0.0021504341653961023	0.13434443009957422	0.005368684047218938	0.2608685756133194	0.28370261318383705	0.027987114544462694	0.19032490081427947
48.484848484848484	0.0021504341654098595	0.1343444300995732	0.005368684047277947	0.2608685756133191	0.28370261318383827	0.027987114545081328	0.19032490081427914
48.98989898989899	0.0021504341654236163	0.13434443009957217	0.005368684047336955	0.2608685756133188	0.28370261318383955	0.02798711454569996	0.1903249008142788
49.494949494949495	0.0021504341654373735	0.13434443009957114	0.0053686840473959625	0.2608685756133185	0.28370261318384077	0.0279871145463186	0.19032490081427847
50.0	0.0021504341654511303	0.13434443009957012	0.005368684047454971	0.26086857561331817	0.283702613183842	0.027987114546937232	0.19032490081427814
