NON $ % + - . 0 1 2 3 4 5 6 7 8 9
#NON	c	f	h	i	a	d	j	n	l	g	b	k	m	e	o
6.0606060606060606	0.0493317131682243	0.011972221937693064	0.10254814657271026	0.0915438020869028	0.05239868253564137	0.015854212355560456	0.021181103401592585	0.0073641535016127245	0.1922186965656746	0.10912716243086547	0.08057369184418048	0.008396157965515934	0.2410146204114136	0.010239509935058275	0.19172679256867028
6.565656565656566	0.04708707501247776	0.012015779481744732	0.09871053712578151	0.08985584269653632	0.05115747471987271	0.015868820530584162	0.020902620501647238	0.007402564331555308	0.19320783627444058	0.10787833444390449	0.07949724956894645	0.008444622448982355	0.2422021550124961	0.010010880595035899	0.19247576480007464
7.070707070707071	0.045714502353822246	0.012057139193384026	0.09632251443394028	0.08893274128724223	0.050486180922948536	0.01590039466792147	0.0207797080420376	0.007434432881380368	0.19379966006913807	0.10726065192613696	0.07896096960998492	0.00848033341687231	0.24292870301003952	0.009900154570161452	0.19292596564639625
7.575757575757576	0.044895819644604575	0.012090018723091766	0.09486842417650722	0.08845080546405977	0.05013884455662853	0.015931634433317132	0.020732290351407046	0.007458252142033802	0.1941416487234409	0.1069771260063974	0.07871203126593276	0.008505095820226703	0.24335854586731262	0.009849407890559641	0.19318764684937642
8.080808080808081	0.044418585452681174	0.012113843577395604	0.09400050905616508	0.0882126477791147	0.049968546396085355	0.01595680372365354	0.02071917009163717	0.007474920700232861	0.19433291704515027	0.10686117662191955	0.07860818750392684	0.008521502944650289	0.24360501390970604	0.009828080712331863	0.19333499759798917
8.585858585858587	0.04414641637776975	0.012130109933912468	0.09349215925567547	0.08810338471602988	0.04989103253182879	0.0159751355164504	0.020720021788267984	0.00748604638996921	0.19443645034329507	0.10682391880812162	0.07857316208251941	0.008531985104326262	0.24374207261264924	0.00982048438772352	0.19341537659351166
9.090909090909092	0.04399453789432358	0.012140743632246757	0.09319984672436869	0.08805892478623999	0.04985981034409161	0.015987672303356563	0.02072537280859222	0.0074932016132836276	0.1944905489704429	0.10682022430171433	0.07856797051675538	0.008538478376563657	0.2438159032746321	0.009818826631363475	0.1934577576269687
9.595959595959597	0.04391167611473791	0.012147459645870108	0.09303485054513086	0.08804498754883464	0.049850228319152846	0.015995869505911586	0.020731197100202225	0.007497662721838027	0.19451767104270934	0.10682848191877457	0.07857377520492845	0.008542392098516967	0.2438542952088073	0.00981941256833303	0.19347924387203064
10.101010101010102	0.04386756239095703	0.012151579129022469	0.09294350068029668	0.0880440716776564	0.049849794280898634	0.01600104396293283	0.020736059401711006	0.0075003691114795415	0.1945305621042387	0.10683915140865585	0.07858214578251357	0.008544691889144036	0.2438734320618172	0.009820603209620006	0.19348961093049613
10.606060606060607	0.043844720711975316	0.01215404063289732	0.09289396239930503	0.08804774380413032	0.04985253154728629	0.016004215016915933	0.02073966484012479	0.007501970115359609	0.19453623380723548	0.10684857415879273	0.07858976426511258	0.008546010499581739	0.24388245689993182	0.009821748912376794	0.19349427767419072
11.111111111111112	0.043833273128919006	0.0121554762553387	0.09286769767817071	0.08805226519439556	0.049855812708431424	0.016006108394530733	0.020742157071993055	0.007502894880018816	0.19453842164533303	0.10685576625031055	0.07859566480357653	0.008546748336351861	0.24388638281009592	0.009822649404088384	0.19349615546280852
11.616161616161618	0.04382777560293235	0.01215629379163033	0.0928541406324801	0.088056215555559	0.0498586525570532	0.01600721162512083	0.020743798897021097	0.007503416351475367	0.19453903568417671	0.10686083239059652	0.07859985872844144	0.008547150604748446	0.24388785990771727	0.0098232898820244	0.1934967481312102
12.121212121212121	0.0438252856453654	0.012156748280625271	0.09284736417508017	0.08805922060281755	0.04986080157920332	0.016007839514802613	0.02074484165515532	0.007503703213332279	0.19453901497765222	0.10686421465656015	0.07860267657818133	0.008547363788740606	0.24388824416959673	0.009823717810830157	0.19349680391103818
12.626262626262626	0.04382425759371102	0.012156994426877676	0.09284411473059627	0.08806133549087682	0.04986230829920339	0.01600818818966821	0.020745483901809223	0.007503856783183778	0.19453879118693787	0.10686638563300174	0.07860449398496781	0.008547473064873226	0.24388819532261768	0.009823990796265013	0.19349667375758195
13.131313131313131	0.043823903282543125	0.012157124045226625	0.0928426461163357	0.08806274849733908	0.04986331225724799	0.016008377088280082	0.02074586976119534	0.00750393652968267	0.19453854594465825	0.10686773546584778	0.07860562870921776	0.008547526830864634	0.24388801475092617	0.009824159196165702	0.1934965086235698
13.636363636363637	0.043823835288014014	0.01215718996921195	0.09284204201936087	0.08806365709451755	0.049863956220469116	0.016008476445156013	0.020746095948710182	0.0075039763969150216	0.19453834217751573	0.1068685525075306	0.07860631812091697	0.008547551840929517	0.24388782693887998	0.009824259836877037	0.19349636478234308
14.141414141414142	0.04382387149360615	0.01215722210941228	0.0928418351432547	0.08806422305343085	0.04986435656053226	0.016008527025649318	0.02074622568938624	0.00750399538375983	0.1945381928222151	0.1068690379820607	0.07860672817440612	0.008547562502356642	0.24388767463847466	0.009824318445458315	0.19349625763689673
14.646464646464647	0.04382393316343486	0.012157236912871022	0.09284179659006943	0.08806456584763032	0.04986459861039566	0.016008551725635155	0.02074629843598061	0.00750400381732164	0.1945380910169389	0.10686931330419756	0.07860696285671318	0.008547566431659673	0.24388756353131366	0.009824351674307036	0.19349618187078177
15.151515151515152	0.04382399113164044	0.012157243077150728	0.0928418205697642	0.08806477052337773	0.0498647427952574	0.016008563046132743	0.020746338350225813	0.007504007111567311	0.19453802423274663	0.1068694734505493	0.07860709912474498	0.008547567350296107	0.24388748839724117	0.009824370063151887	0.19349613272344543
15.656565656565657	0.04382403544778865	0.012157245174293561	0.09284185953238126	0.08806488766551343	0.049864825197734	0.016008567715869764	0.02074635946487179	0.007504008071087889	0.19453798288151417	0.1068695615503887	0.07860717336376434	0.008547567054876146	0.24388743971590254	0.009824379841661141	0.19349610242441379
16.161616161616163	0.04382406615257671	0.012157245601944054	0.092841894524753	0.0880649543617059	0.04986487201354597	0.016008569376012378	0.0207463704603734	0.007504008104249044	0.19453795781772704	0.1068696067123837	0.07860721286921826	0.008547566519664429	0.2438874095267268	0.00982438493685936	0.1934960829553885
16.666666666666668	0.04382408632373565	0.012157245381121116	0.09284192146276762	0.08806499130942402	0.04986489789702795	0.016008569709578164	0.020746375971155667	0.007504007826715213	0.19453794306496452	0.10686963078499903	0.07860723377494035	0.008547565972265334	0.24388739130130457	0.009824387486025894	0.19349607161127297
17.171717171717173	0.043824099033502345	0.012157244993296753	0.09284194041558463	0.088065011368888	0.04986491191858099	0.016008569545950518	0.02074637862019254	0.007504007501785956	0.1945379345792899	0.10686964314776214	0.07860724452057188	0.008547565531787484	0.2438873805764874	0.009824388702544694	0.19349606508604003
17.67676767676768	0.043824106726570174	0.012157244624782482	0.09284195297108458	0.0880650218723974	0.04986491924096713	0.016008569246743064	0.020746379794897556	0.0075040072240373495	0.19453792985858978	0.10686964913570271	0.07860724974902863	0.008547565213545591	0.24388737446593198	0.009824389232578926	0.19349606144221032
18.181818181818183	0.04382411124668467	0.012157244337616767	0.09284196093454253	0.08806502724042636	0.04986492297125478	0.016008568965844766	0.020746380267899787	0.007504007017779976	0.19453792729129615	0.10686965188573239	0.07860725217549257	0.008547564999139102	0.243887371060831	0.009824389437257731	0.1934960594457759
18.68686868686869	0.0438241137722684	0.012157244130936265	0.0928419657752268	0.08806502973409513	0.04986492469517008	0.01600856874032983	0.020746380393093913	0.007504006874316848	0.1945379259877042	0.10686965293206202	0.07860725311926638	0.008547564861260707	0.24388736927423188	0.009824389482517688	0.19349605842180412
19.191919191919194	0.04382411513974871	0.012157243996411334	0.0928419685973111	0.0880650308657054	0.04986492547236997	0.016008568584996608	0.020746380397223565	0.007504006782796317	0.19453792533985267	0.10686965327957493	0.07860725344459571	0.008547564777525492	0.2438873683561425	0.009824389474309187	0.1934960579089059
19.6969696969697	0.04382411585635017	0.01215724391622871	0.0928419701707746	0.08806503139132194	0.04986492583102985	0.016008568489653513	0.020746380376110922	0.007504006728866102	0.1945379250196714	0.10686965338532214	0.07860725354940828	0.008547564729558187	0.24388736788933751	0.009824389456983476	0.19349605765451827
20.202020202020204	0.04382411622969674	0.012157243869374012	0.09284197104347068	0.0880650316346784	0.049864925995775966	0.01600856843270806	0.020746380353627206	0.007504006697614174	0.19453792486199614	0.106869653401398	0.07860725357170009	0.008547564702421486	0.24388736765244282	0.009824389441298783	0.19349605752798307
20.70707070707071	0.04382411642228972	0.012157243841481561	0.09284197153201236	0.08806503173101331	0.049864926059776646	0.016008568397914875	0.020746380332562295	0.00750400667917956	0.194537924788833	0.1068696533754707	0.07860725355612298	0.00854756468693093	0.24388736753668888	0.009824389428063305	0.19349605746720758
21.212121212121215	0.04382411651866571	0.012157243824894805	0.09284197180376041	0.08806503175749385	0.04986492607621507	0.01600856837666336	0.020746380315168726	0.007504006668322704	0.19453792475823517	0.10686965333830756	0.07860725352912622	0.008547564678135104	0.2438873674836041	0.009824389417765107	0.1934960574400758
21.71717171717172	0.04382411662990499	0.012157243807188653	0.09284197210251335	0.08806503179976334	0.049864926103590765	0.016008568354234455	0.02074638029881568	0.007504006656685568	0.1945379247196678	0.10686965330813951	0.07860725350810188	0.008547564668553461	0.24388736741973996	0.009824389407883778	0.19349605740705592
22.222222222222225	0.043824116730108095	0.012157243791451996	0.09284197236953029	0.08806503183983468	0.049864926129677335	0.016008568334345875	0.020746380284678064	0.007504006646337009	0.19453792468438946	0.10686965328312305	0.07860725349072709	0.00854756466000014	0.2438873673617602	0.009824389399290886	0.19349605737716466
22.72727272727273	0.04382411679590739	0.012157243780459298	0.09284197255193581	0.08806503186134722	0.04986492614334955	0.01600856832033329	0.020746380273778953	0.007504006639135832	0.1945379246625929	0.10686965326143569	0.07860725347479203	0.00854756465410743	0.2438873673247304	0.009824389392754216	0.19349605735855024
23.232323232323235	0.04382411682730288	0.01215724377421056	0.09284197264972992	0.08806503186430095	0.04986492614460741	0.016008568312196693	0.020746380266118344	0.007504006635082036	0.19453792465427808	0.10686965324307743	0.07860725346029669	0.00854756465087533	0.24388736730865052	0.009824389388273768	0.19349605735121264
23.73737373737374	0.043824116824294566	0.012157243772705781	0.09284197266291261	0.0880650318486959	0.04986492613345093	0.01600856830993609	0.020746380261696236	0.007504006634175622	0.194537924659445	0.10686965322804827	0.0786072534472411	0.00854756465030384	0.24388736731352056	0.009824389385849544	0.1934960573551519
24.242424242424242	0.043824116786882444	0.01215724377594496	0.09284197259148387	0.08806503181453201	0.04986492610988009	0.01600856831355148	0.020746380260512634	0.00750400663641659	0.19453792467809367	0.10686965321634823	0.07860725343562525	0.008547564652392961	0.24388736733934052	0.009824389385481544	0.19349605737036799
24.747474747474747	0.043824116715066516	0.012157243783928098	0.09284197243544372	0.08806503176180934	0.049864926073894894	0.01600856832304286	0.020746380262567535	0.00750400664180494	0.1945379247102241	0.10686965320797728	0.07860725342544912	0.008547564657142693	0.24388736738611042	0.009824389387169764	0.19349605739686093
25.252525252525253	0.04382411671708779	0.012157243782710377	0.09284197245072982	0.0880650317563073	0.049864926069870315	0.016008568321342682	0.02074638026011287	0.007504006641041236	0.1945379247113328	0.10686965320039456	0.07860725341903949	0.008547564656592087	0.24388736738630454	0.009824389385784123	0.19349605739758746
25.757575757575758	0.043824116715394455	0.01215724378228289	0.0928419724539696	0.08806503175089667	0.04986492606601286	0.016008568320679387	0.020746380258699924	0.007504006640788278	0.19453792471330533	0.10686965319542052	0.07860725341472928	0.008547564656444953	0.2438873673883033	0.009824389385000187	0.1934960573990881
26.262626262626263	0.04382411670788146	0.01215724378291683	0.09284197244018567	0.08806503174429818	0.04986492606145953	0.016008568321384902	0.020746380258479382	0.007504006641226919	0.1945379247170072	0.1068696531931046	0.07860725341247325	0.008547564656856112	0.24388736739341987	0.009824389384917727	0.1934960574020832
26.767676767676768	0.04382411669454881	0.012157243784612201	0.092841972409378	0.08806503173651185	0.049864926056210325	0.016008568323459232	0.02074638025945124	0.007504006642357159	0.19453792472243842	0.10686965319344678	0.07860725341227141	0.008547564657825564	0.2438873674016543	0.009824389385536744	0.19349605740657283
27.272727272727273	0.0438241166753965	0.012157243787369001	0.0928419723615466	0.08806503172753766	0.049864926050265254	0.016008568326902377	0.020746380261615502	0.007504006644178998	0.19453792472959897	0.10686965319644709	0.07860725341412376	0.00854756465935331	0.24388736741300654	0.009824389386857238	0.19349605741255696
27.77777777777778	0.04382411665042452	0.01215724379118723	0.09284197229669149	0.0880650317173756	0.049864926043624316	0.016008568331714337	0.020746380264972168	0.007504006646692435	0.19453792473848883	0.1068696532021055	0.07860725341803029	0.008547564661439352	0.24388736742747663	0.009824389388879206	0.19349605742003562
28.282828282828284	0.043824116602100095	0.01215724379667043	0.09284197219180551	0.08806503168406166	0.049864926020936944	0.016008568338273077	0.020746380266830004	0.007504006650380958	0.1945379247596043	0.1068696531977359	0.07860725341258624	0.008547564664680266	0.24388736745843795	0.009824389390214221	0.1934960574372924
28.78787878787879	0.04382411660004102	0.012157243797580607	0.09284197218012046	0.08806503168758378	0.049864926023529224	0.01600856833953097	0.02074638026857045	0.00750400665095538	0.19453792475909565	0.10686965320306742	0.07860725341702449	0.00854756466509997	0.24388736745868259	0.009824389391189955	0.19349605743703446
29.292929292929294	0.043824116597981945	0.012157243798490784	0.09284197216843539	0.0880650316911059	0.04986492602612151	0.016008568340788863	0.020746380270310893	0.0075040066515298	0.194537924758587	0.10686965320839895	0.07860725342146274	0.008547564665519675	0.2438873674589272	0.00982438939216569	0.19349605743677653
29.7979797979798	0.04382411659592287	0.012157243799400962	0.09284197215675033	0.08806503169462802	0.0498649260287138	0.016008568342046756	0.020746380272051338	0.007504006652104221	0.19453792475807835	0.10686965321373046	0.07860725342590098	0.008547564665939379	0.24388736745917183	0.009824389393141423	0.1934960574365186
30.303030303030305	0.043824116593863795	0.012157243800311138	0.09284197214506526	0.08806503169815014	0.04986492603130609	0.016008568343304646	0.020746380273791783	0.007504006652678642	0.19453792475756967	0.10686965321906199	0.07860725343033924	0.008547564666359081	0.24388736745941647	0.009824389394117158	0.19349605743626067
30.80808080808081	0.04382411659180472	0.012157243801221317	0.09284197213338019	0.08806503170167226	0.049864926033898374	0.01600856834456254	0.020746380275532227	0.0075040066532530625	0.19453792475706103	0.10686965322439351	0.07860725343477748	0.008547564666778786	0.2438873674596611	0.009824389395092892	0.19349605743600273
31.313131313131315	0.043824116589745644	0.012157243802131495	0.09284197212169513	0.08806503170519438	0.049864926036490655	0.016008568345820432	0.020746380277272672	0.007504006653827484	0.19453792475655238	0.10686965322972503	0.07860725343921572	0.00854756466719849	0.24388736745990572	0.009824389396068625	0.19349605743574483
31.81818181818182	0.043824116588615014	0.012157243802641684	0.09284197211516348	0.08806503170720056	0.049864926037966155	0.016008568346526166	0.020746380278253335	0.007504006654149334	0.19453792475625217	0.10686965323273609	0.07860725344172273	0.008547564667433293	0.24388736746002448	0.009824389396618404	0.19349605743558893
32.323232323232325	0.04382411658862281	0.012157243802661425	0.09284197211495075	0.08806503170734796	0.0498649260380723	0.01600856834655487	0.02074638027830239	0.007504006654161494	0.19453792475620757	0.1068696532329019	0.07860725344186174	0.008547564667441375	0.24388736745998885	0.009824389396645894	0.19349605743555814
32.82828282828283	0.043824116588630606	0.012157243802681168	0.09284197211473802	0.08806503170749536	0.04986492603817844	0.016008568346583568	0.02074638027835144	0.0075040066541736524	0.19453792475616297	0.10686965323306771	0.07860725344200076	0.008547564667449459	0.2438873674599532	0.009824389396673384	0.19349605743552736
33.333333333333336	0.043824116588638405	0.012157243802700909	0.09284197211452529	0.08806503170764275	0.04986492603828459	0.016008568346612267	0.020746380278400495	0.007504006654185812	0.19453792475611836	0.10686965323323352	0.07860725344213977	0.008547564667457541	0.24388736745991754	0.009824389396700875	0.19349605743549658
33.83838383838384	0.0438241165886462	0.012157243802720652	0.09284197211431254	0.08806503170779015	0.049864926038390725	0.01600856834664097	0.02074638027844955	0.007504006654197971	0.19453792475607376	0.10686965323339932	0.07860725344227877	0.008547564667465623	0.2438873674598819	0.009824389396728363	0.1934960574354658
34.343434343434346	0.043824116588654	0.012157243802740393	0.09284197211409981	0.08806503170793756	0.04986492603849687	0.01600856834666967	0.0207463802784986	0.00750400665421013	0.19453792475602916	0.10686965323356513	0.07860725344241778	0.008547564667473707	0.24388736745984627	0.009824389396755853	0.19349605743543502
34.84848484848485	0.04382411658866179	0.012157243802760136	0.09284197211388708	0.08806503170808495	0.049864926038603014	0.016008568346698372	0.020746380278547655	0.00750400665422229	0.19453792475598453	0.10686965323373095	0.0786072534425568	0.00854756466748179	0.24388736745981063	0.009824389396783343	0.19349605743540424
35.35353535353536	0.04382411658866959	0.012157243802779877	0.09284197211367434	0.08806503170823235	0.04986492603870916	0.01600856834672707	0.020746380278596706	0.007504006654234448	0.19453792475593992	0.10686965323389676	0.07860725344269581	0.008547564667489873	0.243887367459775	0.009824389396810834	0.19349605743537346
35.85858585858586	0.04382411658867738	0.012157243802799618	0.0928419721134616	0.08806503170837975	0.049864926038815295	0.016008568346755774	0.02074638027864576	0.007504006654246608	0.19453792475589532	0.10686965323406256	0.07860725344283481	0.008547564667497955	0.24388736745973935	0.009824389396838322	0.19349605743534268
36.36363636363637	0.04382411658868518	0.012157243802819361	0.09284197211324886	0.08806503170852714	0.04986492603892144	0.016008568346784473	0.020746380278694812	0.007504006654258767	0.19453792475585072	0.10686965323422837	0.07860725344297383	0.008547564667506039	0.2438873674597037	0.009824389396865812	0.1934960574353119
36.86868686868687	0.04382411658869298	0.012157243802839102	0.09284197211303613	0.08806503170867454	0.049864926039027584	0.016008568346813176	0.020746380278743867	0.007504006654270926	0.1945379247558061	0.10686965323439418	0.07860725344311284	0.008547564667514121	0.24388736745966808	0.009824389396893302	0.19349605743528112
37.37373737373738	0.04382411658870077	0.012157243802858845	0.09284197211282338	0.08806503170882193	0.04986492603913373	0.016008568346841875	0.02074638027879292	0.007504006654283085	0.19453792475576148	0.10686965323455999	0.07860725344325184	0.008547564667522205	0.24388736745963244	0.009824389396920792	0.19349605743525033
37.87878787878788	0.04382411658870857	0.012157243802878586	0.09284197211261065	0.08806503170896933	0.049864926039239865	0.016008568346870575	0.020746380278841972	0.007504006654295244	0.19453792475571688	0.10686965323472579	0.07860725344339085	0.008547564667530287	0.2438873674595968	0.009824389396948283	0.19349605743521955
38.38383838383839	0.043824116588716364	0.01215724380289833	0.09284197211239792	0.08806503170911673	0.04986492603934601	0.016008568346899277	0.020746380278891027	0.007504006654307404	0.19453792475567228	0.1068696532348916	0.07860725344352987	0.00854756466753837	0.24388736745956116	0.009824389396975771	0.19349605743518877
38.88888888888889	0.04382411658872416	0.01215724380291807	0.09284197211218519	0.08806503170926412	0.049864926039452154	0.016008568346927977	0.020746380278940078	0.007504006654319563	0.19453792475562767	0.10686965323505741	0.07860725344366888	0.008547564667546453	0.24388736745952552	0.009824389397003261	0.193496057435158
39.3939393939394	0.043824116588731955	0.012157243802937813	0.09284197211197244	0.08806503170941152	0.0498649260395583	0.01600856834695668	0.020746380278989132	0.007504006654331722	0.19453792475558307	0.10686965323522322	0.07860725344380788	0.008547564667554535	0.24388736745948986	0.009824389397030751	0.1934960574351272
39.8989898989899	0.043824116588739755	0.012157243802957554	0.09284197211175971	0.08806503170955891	0.049864926039664435	0.01600856834698538	0.020746380279038183	0.007504006654343881	0.19453792475553847	0.10686965323538902	0.0786072534439469	0.008547564667562619	0.24388736745945422	0.009824389397058242	0.19349605743509643
40.40404040404041	0.04382411658874755	0.012157243802977297	0.09284197211154697	0.08806503170970631	0.04986492603977058	0.01600856834701408	0.020746380279087238	0.00750400665435604	0.19453792475549384	0.10686965323555483	0.07860725344408591	0.0085475646675707	0.24388736745941858	0.00982438939708573	0.19349605743506565
40.909090909090914	0.043824116588755346	0.012157243802997039	0.09284197211133423	0.0880650317098537	0.049864926039876724	0.01600856834704278	0.020746380279136292	0.0075040066543682	0.19453792475544923	0.10686965323572065	0.07860725344422492	0.008547564667578784	0.24388736745938294	0.00982438939711322	0.19349605743503487
41.41414141414142	0.043824116588763146	0.012157243803016781	0.0928419721111215	0.08806503171000112	0.04986492603998287	0.016008568347071483	0.020746380279185343	0.007504006654380359	0.19453792475540463	0.10686965323588646	0.07860725344436392	0.008547564667586867	0.2438873674593473	0.00982438939714071	0.1934960574350041
41.919191919191924	0.04382411658877094	0.012157243803036523	0.09284197211090876	0.08806503171014851	0.049864926040089005	0.016008568347100183	0.020746380279234398	0.007504006654392518	0.19453792475536003	0.10686965323605226	0.07860725344450294	0.00854756466759495	0.24388736745931167	0.0098243893971682	0.1934960574349733
42.42424242424243	0.04382411658877874	0.012157243803056265	0.09284197211069603	0.08806503171029591	0.04986492604019515	0.016008568347128885	0.02074638027928345	0.007504006654404677	0.19453792475531542	0.10686965323621807	0.07860725344464195	0.008547564667603032	0.24388736745927603	0.009824389397195689	0.19349605743494253
42.929292929292934	0.04382411658878653	0.012157243803076007	0.09284197211048328	0.0880650317104433	0.049864926040301294	0.016008568347157585	0.020746380279332503	0.007504006654416836	0.1945379247552708	0.10686965323638388	0.07860725344478095	0.008547564667611116	0.2438873674592404	0.009824389397223179	0.19349605743491174
43.43434343434344	0.04382411658879433	0.01215724380309575	0.09284197211027055	0.0880650317105907	0.04986492604040744	0.016008568347186284	0.020746380279381558	0.007504006654428996	0.1945379247552262	0.10686965323654969	0.07860725344491996	0.008547564667619198	0.24388736745920475	0.00982438939725067	0.19349605743488096
43.939393939393945	0.04382411658880212	0.01215724380311549	0.09284197211005782	0.0880650317107381	0.049864926040513576	0.016008568347214987	0.02074638027943061	0.007504006654441155	0.19453792475518158	0.10686965323671549	0.07860725344505898	0.00854756466762728	0.2438873674591691	0.00982438939727816	0.19349605743485018
44.44444444444445	0.04382411658880992	0.012157243803135234	0.09284197210984507	0.08806503171088549	0.04986492604061972	0.016008568347243686	0.020746380279479663	0.007504006654453314	0.19453792475513698	0.1068696532368813	0.07860725344519799	0.008547564667635364	0.24388736745913348	0.00982438939730565	0.1934960574348194
44.949494949494955	0.04382411658881771	0.012157243803154975	0.09284197210963234	0.08806503171103289	0.049864926040725864	0.01600856834727239	0.020746380279528714	0.007504006654465473	0.19453792475509238	0.10686965323704711	0.07860725344533699	0.008547564667643446	0.24388736745909784	0.009824389397333138	0.19349605743478862
45.45454545454546	0.04382411658882551	0.012157243803174718	0.09284197210941961	0.08806503171118028	0.04986492604083201	0.016008568347301088	0.02074638027957777	0.007504006654477632	0.19453792475504778	0.10686965323721292	0.078607253445476	0.00854756466765153	0.24388736745906217	0.009824389397360628	0.19349605743475784
45.959595959595966	0.04382411658883331	0.012157243803194459	0.09284197210920687	0.08806503171132768	0.049864926040938146	0.01600856834732979	0.02074638027962682	0.007504006654489792	0.19453792475500314	0.10686965323737872	0.07860725344561502	0.008547564667659612	0.24388736745902653	0.009824389397388118	0.19349605743472706
46.46464646464647	0.043824116588841104	0.0121572438032142	0.09284197210899413	0.08806503171147508	0.04986492604104429	0.01600856834735849	0.020746380279675875	0.007504006654501951	0.19453792475495854	0.10686965323754453	0.07860725344575403	0.008547564667667696	0.2438873674589909	0.009824389397415608	0.19349605743469625
46.969696969696976	0.0438241165888489	0.012157243803233943	0.0928419721087814	0.08806503171162247	0.049864926041150434	0.016008568347387193	0.02074638027972493	0.00750400665451411	0.19453792475491394	0.10686965323771035	0.07860725344589303	0.008547564667675778	0.24388736745895526	0.009824389397443097	0.19349605743466547
47.47474747474748	0.043824116588856696	0.012157243803253684	0.09284197210856866	0.08806503171176987	0.04986492604125658	0.016008568347415892	0.02074638027977398	0.007504006654526269	0.19453792475486933	0.10686965323787616	0.07860725344603205	0.008547564667683862	0.24388736745891962	0.009824389397470587	0.1934960574346347
47.979797979797986	0.043824116588864495	0.012157243803273427	0.09284197210835593	0.08806503171191726	0.049864926041362716	0.01600856834744459	0.020746380279823035	0.007504006654538428	0.19453792475482473	0.10686965323804196	0.07860725344617106	0.008547564667691944	0.24388736745888398	0.009824389397498077	0.1934960574346039
48.484848484848484	0.04382411658887229	0.012157243803293168	0.09284197210814318	0.08806503171206467	0.04986492604146886	0.016008568347473294	0.020746380279872086	0.007504006654550588	0.1945379247547801	0.10686965323820777	0.07860725344631006	0.008547564667700028	0.24388736745884834	0.009824389397525567	0.19349605743457313
