NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @
#NON	e	g	j	t	k	f	i	l	a	s	b	u	q	c	o	p	n	h	m	r	d
0.0	0.9243761134555188	0.3238423241616851	0.9295691009290428	0.6477017298119985	0.8146967537058121	0.2766876949461261	0.6486070115696054	0.23934513848743177	0.08089476435808973	0.8077934500835504	0.8551536157597442	0.5990862604302911	0.5842139218661344	0.22842833471135948	0.07525487080769255	0.21733134113197927	0.5632883627722179	0.8057270101819534	0.7948838540796703	0.285714350881191	0.1896045876703112
0.5050505050505051	0.3299122101722229	0.22006288195348123	0.6268395204393301	0.4155574478769144	0.3328793663531777	0.169926974194733	0.45754940149518264	0.19825722576867857	0.1891257951343752	0.4629734657413059	0.4760677880549339	0.22800637623039183	0.2162775241805112	0.13833730561728091	0.11848886468483419	0.13771175678747796	0.40519916189763167	0.2600327013634287	0.5921544408697131	0.18005369657020662	0.1916731220450091
1.0101010101010102	0.19909044385170654	0.17392505922049298	0.4436150860204174	0.2991597079809366	0.23686387388369656	0.10208750231263237	0.34840653197088955	0.20029919372295488	0.19793515460126754	0.305401022454468	0.32147509576220923	0.10120891843255977	0.08888627763764931	0.08324580297876556	0.15258938948017753	0.08557169083143835	0.31732086671926407	0.09111190306975692	0.4623281225836775	0.11165921735563289	0.18111760061142318
1.5151515151515151	0.17704838757081928	0.1552856265562669	0.3321756772817813	0.2384340142741019	0.22475730317253803	0.062079069968603365	0.284888305218747	0.2105603118711968	0.18600714197924448	0.227872876624607	0.25417513720487345	0.05289715352865557	0.0419839757099272	0.05128282249302291	0.1780853502288526	0.05391251481542829	0.2663889038196442	0.036201875149147154	0.37749711381737994	0.06930419894552346	0.1669452011308686
2.0202020202020203	0.17840124015361894	0.1492913799689119	0.2640434009502426	0.205393455370408	0.2286493915054669	0.03946993939478612	0.2472176258598064	0.22013398819556762	0.17310243563091915	0.1870680696057622	0.22234985870537166	0.03236366792105459	0.02341330624407484	0.03327341279290415	0.19662504334786943	0.03546249272421319	0.23581909249620758	0.01715785624031237	0.32154804368248385	0.04383966864510268	0.1535088132835555
2.5252525252525255	0.18331340429039214	0.1487419291160794	0.22216493480543384	0.186661511823003	0.23403758467183727	0.02695496990579563	0.22446955803985522	0.22740069540342892	0.16323227941377313	0.16438376041143327	0.2059005371134945	0.022776743697450592	0.015442548624334404	0.0232557046651384	0.20989025867349803	0.024927554955051823	0.21695811921447808	0.009981669607683727	0.2845628783643652	0.028815615425182163	0.1424376470083999
3.0303030303030303	0.18764267733677792	0.15024245628533217	0.19628239299924533	0.17563633679537707	0.2383239462625551	0.020083224194785625	0.21050205999614416	0.23257091193312227	0.15641573618788232	0.15123863994071474	0.19668288182094076	0.017978618743327835	0.011743558483068496	0.017705782562495845	0.21928707917289167	0.018970357720652614	0.20507413408537042	0.0070110095371088595	0.2601422142100274	0.020058564181018944	0.13398260974066306
3.5353535353535355	0.1908469886737684	0.15226636701895963	0.18019604933953334	0.16893574491634047	0.24139019244891166	0.016313071821253227	0.2017959525320977	0.23616706078622607	0.15189088119136396	0.14338442732016032	0.19118014150120294	0.015462386142659991	0.00990984627688709	0.014629059812699347	0.22590088345308534	0.015614943105029127	0.19746650654817413	0.005663168469637026	0.24405559813183975	0.014994372553109248	0.1278185281474848
4.040404040404041	0.19310765361086138	0.15418477877378253	0.17014069039107257	0.1647555856360777	0.2435230487571079	0.014236123492320488	0.1962962398485412	0.2386504352400272	0.1489338657831099	0.1385841085110765	0.1877462378691684	0.014100565865421142	0.0089530096177	0.012916719932752313	0.23053617319026326	0.013724681416960325	0.19253733770947914	0.005001823570811284	0.2334840365565036	0.012079594141142742	0.12345835470163666
4.545454545454546	0.19468001675311333	0.15578526143873334	0.163818355183015	0.16209353327559944	0.24499686767841974	0.01308283870423036	0.19278084848327356	0.2403631314348985	0.14701081518638898	0.1355996960086964	0.18554028003761405	0.013345918246506872	0.008433795526472445	0.011957124452455755	0.23377557697412235	0.012655771850969827	0.1893136121099496	0.004656832697502219	0.2265498655054608	0.010405542457275846	0.1204361644951983
