Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_4_15_10_2018_14_16.sif,Namespace(dir='100'),2,7,1,6,0.6666666666666666,0.25,0.5625,0.6111111111111112,0.16012815380508713
Gold_5_15_10_2018_14_16.sif,Namespace(dir='100'),2,14,2,7,0.5,0.2222222222222222,0.64,0.8402777777777778,0.1272937693043289
