NON $ % + - .
#NON	e	a	c	b	d
0.0	0.6018133922609521	0.1745357867041345	0.03837842314459727	0.26387709677412696	0.21490119339139757
0.5050505050505051	0.23622947034231634	0.06393518515517031	0.12842419416179365	0.16140976245933283	0.20452740810379977
1.0101010101010102	0.09943244072429905	0.033449260536649476	0.1861650679407174	0.10099814052065086	0.1642031301812282
1.5151515151515151	0.04600890036097065	0.02155982265188607	0.2174280212865748	0.06439504173491889	0.12708214223406283
2.0202020202020203	0.023780085716338953	0.015101008635889904	0.23430026083156535	0.041787447475494496	0.09888711610235958
2.5252525252525255	0.013709717897157993	0.01095064222216957	0.2441622255748311	0.027613560638777346	0.07880612858482548
3.0303030303030303	0.008673593944192936	0.008125147900468185	0.25060321895893095	0.018611937755043627	0.06471088968553329
3.5353535353535355	0.005894153766773466	0.006158489950583057	0.2552383846729909	0.012822165301310634	0.0546600673814303
4.040404040404041	0.004222658318442606	0.00476691350247563	0.2587986608611801	0.009046454926835765	0.047256773409930446
4.545454545454546	0.003147166589609477	0.003765364778314233	0.26164041634762	0.006545727438837664	0.04160063726105184
5.050505050505051	0.0024195860492098402	0.003032170939388839	0.2639592738583787	0.004860884469208279	0.03713869618572611
5.555555555555556	0.001909041132552771	0.002486882204803027	0.26587644919320874	0.003704831394333743	0.0335329091364484
6.0606060606060606	0.001540914426032645	0.0020755526761154133	0.26747455761799493	0.0028965328000508457	0.030570527732863107
6.565656565656566	0.001269805654909572	0.0017613126675999262	0.2688137998644588	0.0023206241931576894	0.028110593187239633
7.070707070707071	0.0010666576145736753	0.0015184712332597702	0.26994013380220694	0.0019026690881472244	0.026053947892795228
7.575757575757576	0.0009121534275119724	0.001328813610707577	0.2708898180408215	0.0015939560742895765	0.02432685819645486
8.080808080808081	0.0007930830556908757	0.001179232984795007	0.2716921203439419	0.0013621195502477883	0.022872072787481098
8.585858585858587	0.0007002219606159278	0.0010601849430883342	0.27237100477761195	0.0011853272114536692	0.021643842031129314
9.090909090909092	0.0006270059654491798	0.0009646310184357923	0.2729462936279102	0.0010485896408364164	0.020604905490739532
9.595959595959597	0.0005687043727236734	0.0008873360609066444	0.27343445924155707	0.0009414736112408553	0.019724609720609892
10.101010101010102	0.0005218562359745558	0.0008243613523091752	0.2738492428975055	0.0008565861818422638	0.01897753303596164
10.606060606060607	0.0004838909792299202	0.0007727066071294071	0.2742021652406047	0.0007885932740414812	0.018342504237927645
11.111111111111112	0.00045290475373288786	0.000730095440773116	0.27450280843675556	0.0007336503928633756	0.01780198152524769
11.616161616161618	0.0004274432165724624	0.0006947551642486632	0.2747592194604544	0.0006888818996993784	0.017341310396426245
12.121212121212121	0.00040639689666415325	0.0006653055025650481	0.274978148588424	0.0006521398209707345	0.016948203943127668
12.626262626262626	0.00038890893516721026	0.0006406614526661489	0.27516526476806463	0.000621794715553784	0.016612382114253126
13.131313131313131	0.0003743095739446561	0.0006199614615529541	0.27532533958251276	0.0005965921642520195	0.016325210310666274
13.636363636363637	0.0003620726561176043	0.0006025179398834037	0.27546239607830386	0.0005755609177895336	0.016079411293709808
14.141414141414142	0.00035177746852962645	0.000587774177010989	0.275579841395123	0.0005579330117618973	0.015868836147409363
14.646464646464647	0.00034308763767549195	0.0005752798640763487	0.2756805534266551	0.0005431009436965359	0.015688310913995106
15.151515151515152	0.0003357331539066368	0.000564668863320371	0.27576696676305334	0.0005305822032276387	0.015533444189657986
15.656565656565657	0.00032949397021368563	0.0005556396908601581	0.2758411561367794	0.0005199869101801024	0.015400499749129846
16.161616161616163	0.00032418950424867624	0.0005479430645823982	0.2759048840758665	0.000510997104739505	0.015286314898377052
16.666666666666668	0.0003196712347728303	0.000541372580039199	0.27595964863544187	0.000503352777018447	0.01518820458409035
17.171717171717173	0.00031581643572270695	0.0005357561217590929	0.2760067293601929	0.0004968404717462377	0.015103869777766836
17.67676767676768	0.00031252332562530893	0.0005309499384048499	0.27604721771974344	0.0004912841355833703	0.015031347498942546
18.181818181818183	0.00030970676154680097	0.0005268332199924153	0.2760820467791483	0.00048653707960142283	0.01496896494553481
18.68686868686869	0.0003072952648191443	0.0005233040959018361	0.276112015302398	0.0004824765737169725	0.014915291188678258
19.191919191919194	0.00030522949586722766	0.000520277565456015	0.2761378005709529	0.00047900112756528825	0.014869113536571497
19.6969696969697	0.0003034584049697078	0.0005176803635858373	0.27615998972286904	0.0004760235217067085	0.014829380003131104
20.202020202020204	0.0003019384547229658	0.0005154497548635408	0.2761790902952718	0.0004734695690085043	0.014795178962211974
20.70707070707071	0.0003006326262299181	0.0005135322075034371	0.2761955397166576	0.00047127635460817195	0.014765724683134229
21.212121212121215	0.0002995103572815835	0.0005118831538241932	0.27620971028233876	0.00046939226417386926	0.014740346906918014
21.71717171717172	0.0002985458757608599	0.0005104650385148938	0.2762219175528401	0.00046777381433268434	0.014718483116894714
22.222222222222225	0.0002977168472689255	0.0005092455213765676	0.2762324307442046	0.00046638319610479355	0.014699658808421327
22.72727272727273	0.0002970038260839832	0.0005081964273595119	0.2762414835355898	0.0004651874367789454	0.014683456281522702
23.232323232323235	0.00029639025524251967	0.0005072934473103742	0.27624928124918197	0.0004641586011132621	0.014669496438192303
23.73737373737374	0.00029586222284743574	0.0005065159592100312	0.27625600176423043	0.00046327339583866246	0.014657453796268776
24.242424242424242	0.0002954077551953083	0.0005058464689938404	0.27626179428986736	0.0004625117686977944	0.014647075995508688
24.747474747474747	0.0002950164738197356	0.0005052700550096665	0.2762667840708061	0.00046185619500082096	0.014638152536515034
25.252525252525253	0.000294679590084907	0.0005047739105823941	0.27627108096587416	0.00046129173874340576	0.014630470283594032
25.757575757575758	0.0002943896115319012	0.0005043467697783612	0.276274782984819	0.00046080579227558764	0.014623832249001038
26.262626262626263	0.00029413988327940503	0.000503978595452994	0.27627797435939505	0.00046038739226208006	0.014618102396270656
26.767676767676768	0.0002939246066496926	0.0005036610278244251	0.2762807254796988	0.0004600269446679172	0.014613183627951576
27.272727272727273	0.00029373910252905187	0.0005033876288946881	0.27628309633145526	0.00045971638616582093	0.01460895891309257
27.77777777777778	0.0002935795217355604	0.0005031527091055662	0.27628513868321136	0.000459449003351418	0.014605298538628037
28.282828282828284	0.00029344201968467407	0.000502949905300939	0.27628689759309877	0.0004592186876736922	0.014602141628047478
28.78787878787879	0.00029332352463625584	0.0005027751609245073	0.27628841383672004	0.000459020248322264	0.014599425188764092
29.292929292929294	0.00029322149359014427	0.0005026246684793894	0.27628971958977844	0.00045884940379332836	0.014597087238038634
29.7979797979798	0.00029313362298913896	0.0005024950922587612	0.276290844612201	0.00045870226985709344	0.014595073170466375
30.303030303030305	0.00029305798847155173	0.0005023835646584795	0.2762918131736927	0.00045857562616207707	0.01459333923380602
30.80808080808081	0.00029299283360187216	0.0005022874985352821	0.27629264769436046	0.00045846652774549253	0.01459184505919069
31.313131313131315	0.00029293665749239575	0.0005022046640270396	0.2762933672228142	0.0004583724653638903	0.014590556665110724
31.81818181818182	0.00029288821932686753	0.0005021332325465898	0.27629398765324004	0.0004582913619850653	0.014589445714607657
32.323232323232325	0.0002928464252823389	0.0005020715940517698	0.2762945229974453	0.00045822138523141895	0.01458848712647769
32.82828282828283	0.0002928103319706119	0.0005020183629854415	0.27629498538029623	0.000458160954724562	0.014587659245396373
33.333333333333336	0.0002927790730591291	0.0005019722576389706	0.27629538581633295	0.00045810861933898275	0.014586942257907258
33.83838383838384	0.00029275214943441245	0.0005019325473525911	0.27629573075547526	0.0004580635430866711	0.014586324688680121
34.343434343434346	0.0002927288829918216	0.0005018982317756426	0.2762960288658386	0.00045802459002699186	0.014585790970513521
34.84848484848485	0.0002927089114793538	0.0005018687785756444	0.2762962848098574	0.0004579911535119339	0.014585332774519273
35.35353535353536	0.0002926917131916416	0.0005018434147707546	0.27629650522038457	0.000457962360193776	0.014584938188555016
35.85858585858586	0.00029267694672793125	0.0005018216367015992	0.2762966944691852	0.00045793763846087955	0.014584599381424219
36.36363636363637	0.00029266424076760197	0.0005018028977014861	0.27629685731978526	0.00045791636643408327	0.014584307831232797
36.86868686868687	0.0002926533043539027	0.0005017867679391894	0.2762969974894363	0.0004578980570344618	0.014584056878548536
37.37373737373738	0.0002926438811536188	0.0005017728692276699	0.2762971182587779	0.0004578822811160849	0.014583840652993578
37.87878787878788	0.00029263575634027385	0.0005017608847401993	0.27629722238022325	0.00045786867903136776	0.0145836542312941
38.38383838383839	0.00029262873675656447	0.0005017505304809612	0.2762973123378165	0.00045785692724849075	0.01458349316665751
38.88888888888889	0.0002926226900534807	0.0005017416116592081	0.2762973898330689	0.0004578468042053618	0.01458335442169605
39.3939393939394	0.0002926174646823619	0.000501733904401433	0.2762974568034053	0.00045783805618700927	0.01458323452216353
39.8989898989899	0.0002926129560959974	0.0005017272544752582	0.2762975145888009	0.00045783050816433434	0.014583131067032094
40.40404040404041	0.0002926090852606164	0.0005017215454433564	0.27629756420447626	0.00045782402782188077	0.014583042239508397
40.909090909090914	0.00029260573635775606	0.0005017166061918259	0.2762976071299113	0.000457818421272968	0.014582965389851807
41.41414141414142	0.00029260286644421774	0.0005017123732212735	0.27629764391466904	0.0004578136166466585	0.014582899531581166
41.919191919191924	0.0002926003931702824	0.0005017087252561505	0.2762976756156982	0.0004578094760552995	0.014582842774711767
42.42424242424243	0.00029259826563854765	0.0005017055871839928	0.27629770288468825	0.000457805914292012	0.014582793952546864
42.929292929292934	0.00029259643681904307	0.0005017028896161094	0.27629772632414223	0.00045780285262312845	0.014582751986178921
43.43434343434344	0.0002925948500672274	0.0005017005491122534	0.27629774666133566	0.00045780019620561297	0.014582715573805676
43.939393939393945	0.0002925934845657853	0.000501698534966496	0.27629776416283336	0.00045779791018832626	0.014582684238966189
44.44444444444445	0.00029259231879718943	0.0005016968155004617	0.27629777910496156	0.00045779595854203946	0.014582657487808915
44.949494949494955	0.0002925912981723912	0.0005016953100592117	0.2762977921861415	0.00045779424988939447	0.014582634067473971
45.45454545454546	0.0002925904189264486	0.0005016940131765139	0.27629780345548866	0.0004577927779195897	0.014582613891261257
45.959595959595966	0.0002925896697406663	0.0005016929081757908	0.27629781305833523	0.0004577915236823487	0.014582596699023162
46.46464646464647	0.0002925890241457857	0.0005016919559839703	0.276297821333564	0.0004577904428676224	0.014582581883808036
46.969696969696976	0.0002925884618949596	0.0005016911267071757	0.2762978285403489	0.000457789501582735	0.014582568981355438
47.47474747474748	0.0002925879827661621	0.0005016904200219247	0.27629783468168717	0.0004577886994568326	0.01458255798620626
47.979797979797986	0.0002925875780698812	0.0005016898231037499	0.27629783986889933	0.0004577880219437826	0.014582548698980097
48.484848484848484	0.0002925872234009731	0.0005016892999861451	0.2762978444149579	0.0004577874281813203	0.014582540559839426
48.98989898989899	0.0002925869207655598	0.0005016888536061891	0.2762978482940052	0.0004577869215314991	0.01458253361482625
49.494949494949495	0.0002925866660493755	0.0005016884778910548	0.27629785155873	0.00045778649510724	0.014582527769627967
50.0	0.00029258644544352875	0.000501688152489389	0.27629785438626714	0.00045778612578786695	0.014582522707152967
