NON $ % + - . 0 1
#NON	a	d	g	e	c	b	f
0.0	0.8503520605088082	0.3861405755363444	0.3119855021232979	0.4476917325718748	0.8423705341730422	0.0600984632541498	0.6355180244323084
0.5050505050505051	0.4202843323324796	0.1677575236903252	0.2488113895049389	0.29678119981710266	0.27782130404817673	0.1222390229076394	0.2154996556175308
1.0101010101010102	0.33440470247978415	0.13229922114250905	0.2197372235527775	0.2500420902973512	0.11144125589266361	0.17192313562522105	0.08671366358221794
1.5151515151515151	0.32767493320327423	0.13509862725965952	0.2052231106336418	0.24046226477901536	0.057756885555681675	0.20780199187110587	0.043670615981482266
2.0202020202020203	0.33552696042851515	0.1430911061398624	0.19746355274845476	0.2427390037423642	0.038498238983610315	0.23254888996063447	0.027899584605912908
2.5252525252525255	0.3435675779194017	0.14971623377680265	0.193077641687789	0.24770883865300589	0.03097757699427831	0.24920834805095374	0.021699809158864557
3.0303030303030303	0.349448995046689	0.1543336458370498	0.1904899061736004	0.25237328789058694	0.027925975658785823	0.2602682321988157	0.019183959428719935
3.5353535353535355	0.3533938683214246	0.15739289301523715	0.18891449760588264	0.2559941065981613	0.026709355665916458	0.26754940599606447	0.018178259352626677
4.040404040404041	0.355968187263634	0.15938705970035422	0.18793417538339072	0.2585889547299225	0.02626740245596225	0.27231811945448636	0.017807172034632637
4.545454545454546	0.35763442806779655	0.16068058763346285	0.18731508128692875	0.2603740706976667	0.026146258938680878	0.27543115531656037	0.017698776256333735
5.050505050505051	0.3587111916506024	0.16151872309229384	0.1869202859536281	0.26157429038655206	0.026148288455997325	0.27745914281639866	0.017692259958674728
5.555555555555556	0.3594073475195597	0.16206183453086964	0.18666692903987633	0.26237041311247894	0.02618919880721244	0.2787785194304165	0.017719167232155244
6.0606060606060606	0.35985784264207377	0.16241389513319512	0.18650367714500576	0.2628941717517089	0.02623524354918035	0.27963614653924057	0.01775190172795629
6.565656565656566	0.36014961571549914	0.16264219196187055	0.18639820995815262	0.26323700393312355	0.026274726388978677	0.28019332102955363	0.017780650981815978
7.070707070707071	0.3603387119818761	0.16279027288424633	0.1863299610875461	0.2634607011782194	0.026305080649099276	0.28055517059432095	0.017803002415422237
7.575757575757576	0.36046132104471	0.16288634143557593	0.1862857497900028	0.26360637385154134	0.026327109780111067	0.2807901145504734	0.017819326054756515
8.080808080808081	0.36054084567272987	0.16294867479634267	0.1862570905182722	0.2637011179705409	0.026342553206506372	0.2809426375632617	0.017830814481674225
8.585858585858587	0.36059243624187426	0.1629891226815404	0.18623850483545332	0.2637626892479025	0.02635314044385922	0.2810416427413112	0.01783871061757309
9.090909090909092	0.3606259082649126	0.1630153686930783	0.18622644852583586	0.26380268209815455	0.026360288406564406	0.28110590438709543	0.01784405133418868
9.595959595959597	0.36064763273083905	0.16303240631031896	0.18621862553760898	0.26382865367518715	0.026365063642618487	0.28114761761655277	0.01784762306571578
10.101010101010102	0.3606617272496495	0.16304346003962258	0.18621354988276992	0.26384551489531094	0.026368231288538064	0.28117469001142137	0.017849995199998022
10.606060606060607	0.36067087541709925	0.16305063423289273	0.18621025580715478	0.2638564601312653	0.026370319890287635	0.2811922611904091	0.01785155966711374
11.111111111111112	0.3606768124421214	0.1630552916871845	0.1862081182949314	0.26386356512065356	0.02637169237823885	0.2812036655236289	0.01785258859828732
11.616161616161618	0.36068066615591293	0.16305831477683091	0.18620673096998105	0.2638681768475082	0.02637259110534905	0.2812110675261492	0.01785326243398981
12.121212121212121	0.3606831655649097	0.16306027483404664	0.1862058308734528	0.26387116914060454	0.026373178140227948	0.28121587011189714	0.01785370283642866
12.626262626262626	0.3606847898686641	0.16306154889960944	0.18620524606714403	0.2638731133641937	0.026373561463716073	0.2812189904924518	0.017853990399369135
13.131313131313131	0.3606858451372557	0.1630623766300532	0.18620486613237247	0.2638743765145979	0.026373811457656784	0.2812210177590588	0.017854177969071707
13.636363636363637	0.36068652266643386	0.16306290804779366	0.18620462219018455	0.26387518755193806	0.026373972468703245	0.2812223194057621	0.01785429879213645
14.141414141414142	0.36068696708039205	0.1630632566440036	0.18620446218957631	0.2638757195105354	0.02637407824624293	0.2812231731527964	0.017854378169727823
14.646464646464647	0.36068725672143265	0.16306348385239114	0.18620435791211296	0.26387606620688603	0.02637414728791621	0.2812237295688053	0.017854429983366747
15.151515151515152	0.3606874434318472	0.16306363028210538	0.18620429067809866	0.26387628974696586	0.026374191902762165	0.28122408832796003	0.017854463472546166
15.656565656565657	0.36068756415429154	0.16306372490645255	0.18620424719688158	0.26387643431438296	0.0263742207861691	0.28122432034371153	0.017854485155368097
16.161616161616163	0.3606876439860165	0.16306378745139075	0.18620421844829083	0.2638765298964591	0.02637423986744463	0.28122447374418275	0.01785449947609441
16.666666666666668	0.3606876960060633	0.1630638282561842	0.18620419973669322	0.2638765921064586	0.02637425228785493	0.28122457358603864	0.017854508792126432
17.171717171717173	0.36068773001642646	0.16306385505620385	0.18620418752150278	0.2638766327192827	0.02637426041916837	0.2812246387654134	0.017854514890524982
17.67676767676768	0.36068775044707696	0.16306387129688096	0.1862041801895548	0.2638766570988127	0.026374265323962184	0.28122467789091055	0.01785451857323935
18.181818181818183	0.36068776447110185	0.16306388248726084	0.18620417512150056	0.26387667395171976	0.02637426870842283	0.28122470493732804	0.017854521125376922
18.68686868686869	0.3606877759299472	0.1630638915425849	0.18620417099132097	0.26387668768517164	0.026374271466927494	0.28122472697759504	0.017854523200109638
19.191919191919194	0.3606877841709525	0.16306389796430076	0.1862041680242769	0.26387669755028204	0.026374273447044672	0.2812247428099188	0.017854524685807737
19.6969696969697	0.36068778840021126	0.1630639011459615	0.18620416649437901	0.2638767026360938	0.026374274463354313	0.2812247509724202	0.017854525446683065
20.202020202020204	0.3606877905261338	0.16306390266838894	0.18620416572039172	0.26387670520837836	0.026374274974047075	0.2812247551010974	0.017854525827874747
20.70707070707071	0.360687792877086	0.16306390446027288	0.18620416487116992	0.26387670803150176	0.026374275538140864	0.281224759632069	0.017854526250471563
21.212121212121215	0.3606877935749193	0.16306390496585862	0.18620416461714692	0.26387670887562104	0.02637427570471054	0.28122476098699273	0.017854526374807257
21.71717171717172	0.3606877951538924	0.1630639061144574	0.18620416404263734	0.2638767107848072	0.02637427608225016	0.2812247640514445	0.017854526656736053
22.222222222222225	0.3606877940385908	0.16306390524996872	0.18620416444451976	0.2638767094485864	0.02637427581369353	0.2812247619069799	0.017854526455264186
22.72727272727273	0.36068779292328923	0.16306390438548007	0.18620416484640218	0.2638767081123656	0.026374275545136897	0.28122475976251543	0.01785452625379232
23.232323232323235	0.36068779180798766	0.1630639035209914	0.1862041652482846	0.2638767067761448	0.02637427527658026	0.2812247576180509	0.017854526052320456
23.73737373737374	0.3606877912443854	0.1630639030827403	0.18620416545132726	0.26387670610105113	0.02637427514096233	0.28122475653460816	0.01785452595056302
24.242424242424242	0.3606877908983605	0.1630639028125874	0.18620416557595212	0.2638767056866908	0.026374275057772352	0.2812247558696079	0.01785452588813065
24.747474747474747	0.3606877905523357	0.16306390254243452	0.18620416570057702	0.2638767052723304	0.026374274974582376	0.2812247552046076	0.017854525825698277
25.252525252525253	0.36068779020631087	0.16306390227228162	0.18620416582520188	0.2638767048579701	0.026374274891392397	0.28122475453960727	0.017854525763265905
25.757575757575758	0.360687789860286	0.16306390200212875	0.18620416594982678	0.2638767044436097	0.026374274808202418	0.281224753874607	0.017854525700833533
26.262626262626263	0.36068778965055126	0.16306390183824668	0.1862041660253608	0.26387670419247017	0.026374274757792793	0.2812247534715566	0.017854525663000484
26.767676767676768	0.360687789543227	0.1630639017542181	0.18620416606400722	0.26387670406397723	0.026374274732014827	0.28122475326533947	0.01785452564365174
27.272727272727273	0.3606877894359028	0.16306390167018953	0.1862041661026536	0.2638767039354843	0.02637427470623686	0.2812247530591223	0.017854525624302994
27.77777777777778	0.36068778932857853	0.16306390158616096	0.18620416614130003	0.26387670380699135	0.026374274680458894	0.28122475285290516	0.017854525604954253
28.282828282828284	0.3606877892212543	0.1630639015021324	0.18620416617994645	0.26387670367849836	0.026374274654680927	0.281224752646688	0.017854525585605508
28.78787878787879	0.360687789154126	0.1630639014495698	0.1862041662041185	0.26387670359813037	0.026374274638558463	0.281224752517706	0.017854525573504042
29.292929292929294	0.3606877891414324	0.1630639014396194	0.18620416620868896	0.2638767035829344	0.026374274635511757	0.2812247524933182	0.017854525571217066
29.7979797979798	0.3606877891287388	0.16306390142966898	0.1862041662132594	0.2638767035677385	0.026374274632465052	0.28122475246893036	0.01785452556893009
30.303030303030305	0.36068778911604515	0.16306390141971855	0.18620416621782984	0.2638767035525426	0.026374274629418347	0.28122475244454254	0.01785452556664311
30.80808080808081	0.36068778910335153	0.16306390140976812	0.18620416622240027	0.2638767035373467	0.02637427462637164	0.2812247524201547	0.017854525564356134
31.313131313131315	0.36068778909065785	0.1630639013998177	0.18620416622697072	0.2638767035221508	0.026374274623324936	0.2812247523957669	0.017854525562069155
31.81818181818182	0.3606877890779642	0.16306390138986726	0.18620416623154115	0.2638767035069549	0.026374274620278235	0.28122475237137906	0.01785452555978218
32.323232323232325	0.3606877890652706	0.16306390137991683	0.1862041662361116	0.263876703491759	0.02637427461723153	0.28122475234699124	0.017854525557495202
32.82828282828283	0.360687789052577	0.16306390136996643	0.18620416624068203	0.2638767034765631	0.026374274614184824	0.28122475232260336	0.017854525555208223
33.333333333333336	0.36068778903988336	0.163063901360016	0.1862041662452525	0.2638767034613672	0.02637427461113812	0.28122475229821553	0.017854525552921247
33.83838383838384	0.36068778902718973	0.16306390135006557	0.18620416624982292	0.2638767034461713	0.026374274608091414	0.2812247522738277	0.017854525550634267
34.343434343434346	0.36068778901449605	0.16306390134011514	0.18620416625439337	0.2638767034309754	0.02637427460504471	0.2812247522494399	0.01785452554834729
34.84848484848485	0.36068778900180243	0.1630639013301647	0.1862041662589638	0.2638767034157795	0.026374274601998003	0.28122475222505205	0.017854525546060315
35.35353535353536	0.3606877889891088	0.16306390132021428	0.18620416626353425	0.2638767034005836	0.0263742745989513	0.28122475220066423	0.017854525543773335
35.85858585858586	0.3606877889764152	0.16306390131026385	0.18620416626810468	0.2638767033853877	0.026374274595904596	0.2812247521762764	0.01785452554148636
36.36363636363637	0.36068778896372156	0.16306390130031345	0.18620416627267514	0.2638767033701918	0.02637427459285789	0.2812247521518886	0.01785452553919938
36.86868686868687	0.36068778895102793	0.16306390129036302	0.18620416627724556	0.2638767033549959	0.026374274589811186	0.28122475212750075	0.017854525536912403
37.37373737373738	0.36068778894033227	0.16306390128197867	0.18620416628109662	0.2638767033421919	0.026374274587244055	0.2812247521069515	0.01785452553498541
37.87878787878788	0.360687788938831	0.1630639012808014	0.18620416628163713	0.26387670334039476	0.026374274586883885	0.28122475210406733	0.017854525534715046
38.38383838383839	0.3606877889373298	0.1630639012796241	0.18620416628217765	0.26387670333859764	0.026374274586523715	0.28122475210118314	0.017854525534444683
38.88888888888889	0.36068778893582853	0.16306390127844683	0.1862041662827182	0.2638767033368005	0.026374274586163544	0.281224752098299	0.017854525534174322
39.3939393939394	0.3606877889343273	0.16306390127726955	0.1862041662832587	0.26387670333500346	0.026374274585803378	0.2812247520954148	0.01785452553390396
39.8989898989899	0.36068778893282605	0.16306390127609227	0.1862041662837992	0.26387670333320634	0.026374274585443207	0.28122475209253067	0.017854525533633595
40.40404040404041	0.36068778893132486	0.16306390127491496	0.18620416628433972	0.2638767033314092	0.026374274585083037	0.2812247520896465	0.01785452553336323
40.909090909090914	0.3606877889298236	0.16306390127373768	0.18620416628488023	0.2638767033296121	0.026374274584722867	0.2812247520867623	0.017854525533092868
41.41414141414142	0.3606877889283224	0.1630639012725604	0.18620416628542075	0.263876703327815	0.026374274584362697	0.28122475208387815	0.017854525532822508
41.919191919191924	0.36068778892682113	0.16306390127138312	0.1862041662859613	0.2638767033260179	0.026374274584002527	0.28122475208099396	0.017854525532552144
42.42424242424243	0.3606877889253199	0.16306390127020584	0.1862041662865018	0.2638767033242208	0.026374274583642356	0.28122475207810976	0.01785452553228178
42.929292929292934	0.36068778892381864	0.16306390126902856	0.1862041662870423	0.2638767033224237	0.026374274583282186	0.2812247520752256	0.017854525532011417
43.43434343434344	0.3606877889223174	0.16306390126785125	0.18620416628758282	0.26387670332062657	0.026374274582922016	0.28122475207234143	0.017854525531741054
43.939393939393945	0.3606877889208162	0.16306390126667397	0.18620416628812334	0.26387670331882945	0.02637427458256185	0.28122475206945724	0.017854525531470693
44.44444444444445	0.36068778891931497	0.1630639012654967	0.18620416628866385	0.2638767033170324	0.02637427458220168	0.2812247520665731	0.01785452553120033
44.949494949494955	0.3606877889178137	0.1630639012643194	0.18620416628920436	0.2638767033152353	0.02637427458184151	0.2812247520636889	0.017854525530929966
45.45454545454546	0.3606877889163125	0.16306390126314213	0.1862041662897449	0.26387670331343815	0.02637427458148134	0.2812247520608048	0.017854525530659603
45.959595959595966	0.36068778891481124	0.16306390126196485	0.1862041662902854	0.26387670331164104	0.026374274581121168	0.2812247520579206	0.01785452553038924
