NON $ % + - . 0 1 2
#NON	h	b	a	d	g	e	f	c
14.646464646464647	0.013376998630079668	0.025345421911541755	0.21953936351593561	0.07087271594862751	0.17985000718614114	0.008425721967184975	0.11279408307068324	0.13988688601522506
15.151515151515152	0.013375061645376416	0.025343359080724385	0.2195336921676734	0.07086876631477738	0.17984668560052888	0.008424669345184705	0.1127909872530963	0.13988121216240393
15.656565656565657	0.013373666369554837	0.025341874166887764	0.2195296034727164	0.07086592283610696	0.1798442916089752	0.008423910928043591	0.11278875403497853	0.1398771218843516
16.161616161616163	0.013372660364238592	0.025340802822981814	0.21952665283097023	0.07086387135645088	0.1798425638882999	0.008423364166200096	0.11278714528232832	0.13987417154218712
16.666666666666668	0.013371933531518396	0.025340027677184726	0.21952451912722584	0.07086238719801775	0.17984131418611415	0.008422969262367403	0.11278598564624288	0.13987203961775607
17.171717171717173	0.013371409390627349	0.025339470408144757	0.21952298083987146	0.07086131987062297	0.17984041387456406	0.008422684263575834	0.1127851449820474	0.13987050100689807
17.67676767676768	0.013371031070530805	0.025339071872997606	0.2195218726917431	0.0708605560494163	0.1798397668142249	0.008422478084219908	0.11278452847692419	0.13986938862108755
18.181818181818183	0.01337075691071906	0.02533878216940437	0.21952106890185044	0.07086000104506586	0.1798392972538226	0.008422328777490795	0.11278408375342701	0.13986858271318053
18.68686868686869	0.013370561682799455	0.02533857001958506	0.21952049231259307	0.07085959538793558	0.1798389580796557	0.008422223192566783	0.1127837823781074	0.13986801121696507
19.191919191919194	0.013370419619608017	0.025338419008492593	0.21952007496238524	0.07085930609656028	0.17983871380738126	0.008422145942030796	0.1127835545045389	0.13986759391294704
19.6969696969697	0.013370317209172481	0.025338309901346005	0.21951977391783256	0.07085909714790277	0.17983853755187204	0.008422090282507424	0.11278339079244404	0.13986729315921
20.202020202020204	0.013370243327390858	0.02533823126384327	0.2195195567739916	0.07085894654741152	0.1798384104576146	0.00842205011823626	0.11278327247066704	0.13986707614065053
20.70707070707071	0.013370189431796005	0.025338173825575842	0.21951939831007877	0.07085883655670233	0.17983831768144007	0.00842202082817497	0.11278318634516682	0.13986691785274033
21.212121212121215	0.01337015118506125	0.025338132877716243	0.219519285718618	0.07085875816861298	0.17983825168832634	0.008422000066125004	0.11278312571495394	0.13986680559834133
21.71717171717172	0.013370123842915005	0.025338103104904308	0.21951920487406382	0.07085870123532148	0.17983820410023904	0.008421985286599865	0.11278308368610596	0.13986672555909288
22.222222222222225	0.013370104153484462	0.02533808037288703	0.21951914574605796	0.07085865791900917	0.1798381687667908	0.008421974807039179	0.1127830568349969	0.13986666847195992
22.72727272727273	0.013370089688286582	0.02533806719053707	0.21951910478112233	0.0708586323995251	0.1798381456953218	0.008421966663771764	0.11278302783273343	0.13986662503604802
23.232323232323235	0.013370079289361935	0.025338056796870907	0.21951907468638435	0.07085861241075381	0.17983812835672197	0.008421960925433663	0.11278300940092346	0.13986659419991976
23.73737373737374	0.013370071665958267	0.02533804850347076	0.21951905214951123	0.07085859654899987	0.17983811509173128	0.008421956803828628	0.11278299766704117	0.13986657188060778
24.242424242424242	0.0133700661267447	0.025338042605046376	0.21951903586397178	0.07085858525316249	0.1798381055590913	0.008421953792870689	0.11278298880258442	0.139866555608601
24.747474747474747	0.013370061965530287	0.025338038180544205	0.219519023634355	0.07085857677923119	0.17983809840333975	0.00842195153011943	0.1127829821258434	0.13986654338171797
25.252525252525253	0.013370059172837989	0.025338035244877554	0.2195190154504401	0.07085857115281988	0.17983809362889097	0.008421950007255496	0.11278297755536375	0.13986653516144057
25.757575757575758	0.013370057068800317	0.02533803301173347	0.21951900926948695	0.07085856687538893	0.17983809001403	0.008421948862627197	0.1127829741686426	0.1398665289773306
26.262626262626263	0.01337005585374673	0.025338031751342464	0.21951900572057897	0.07085856445777675	0.17983808795070674	0.008421948197914607	0.11278297213526994	0.1398665253935085
26.767676767676768	0.013370055176770812	0.025338031056747895	0.21951900374859504	0.07085856312453345	0.17983808680742605	0.00842194782659563	0.11278297098204838	0.1398665233934279
27.272727272727273	0.013370054663290483	0.025338030500144472	0.2195190022318845	0.07085856205977073	0.17983808591556674	0.008421947548725932	0.1127829701863211	0.13986652188912826
27.77777777777778	0.013370054484230464	0.025338030305399856	0.21951900170245642	0.07085856168731129	0.179838085603997	0.008421947451908936	0.1127829699105256	0.13986652136477642
28.282828282828284	0.013370054491518325	0.025338030317032117	0.21951900172652591	0.07085856170914073	0.1798380856197164	0.008421947455378827	0.11278296991188393	0.13986652138446237
28.78787878787879	0.01337005433007347	0.025338030133386428	0.21951900124357127	0.07085856135881981	0.17983808533213003	0.008421947369109211	0.11278296968465987	0.13986652091520682
29.292929292929294	0.013370054127171817	0.025338029901274952	0.21951900063571744	0.07085856091618624	0.17983808496962547	0.008421947260852963	0.112782969402574	0.13986652032604294
29.7979797979798	0.013370054066941667	0.025338029830964125	0.21951900045428616	0.07085856078225615	0.17983808486084588	0.008421947228896649	0.11278296932258818	0.1398665201517596
30.303030303030305	0.013370053896015066	0.025338029644420532	0.21951899994857973	0.07085856042554103	0.17983808456293698	0.008421947136560791	0.11278296906109748	0.13986651965160463
30.80808080808081	0.01337005363561246	0.02533802936657439	0.21951899918259915	0.07085855989351489	0.17983808411434354	0.008421946995083893	0.1127829686458483	0.13986651888688845
31.313131313131315	0.013370053472949806	0.0253380291895079	0.2195189987016884	0.0708585595548688	0.17983808383122807	0.008421946907154356	0.11278296839578988	0.1398665184107354
31.81818181818182	0.013370053296018734	0.025338029000351783	0.21951899818099707	0.07085855919271097	0.17983808352612904	0.008421946811074986	0.11278296811464239	0.13986651789132076
32.323232323232325	0.013370053130797643	0.025338028823889348	0.21951899769488922	0.07085855885483627	0.17983808324136738	0.008421946721332363	0.11278296785163801	0.1398665174062073
32.82828282828283	0.0133700530896884	0.025338028767351608	0.2195189975651191	0.07085855874804106	0.17983808316005448	0.008421946700606189	0.11278296781979173	0.13986651729098937
33.333333333333336	0.013370053049975555	0.025338028713668425	0.2195189974404095	0.07085855864655413	0.17983808308227728	0.008421946680465501	0.11278296778654309	0.13986651717927967
33.83838383838384	0.013370053011659106	0.025338028662839795	0.21951899732076038	0.07085855855037547	0.17983808300803575	0.0084219466609103	0.11278296775189207	0.1398665170710783
34.343434343434346	0.013370052974739052	0.02533802861486572	0.21951899720617174	0.07085855845950509	0.1798380829373299	0.008421946641940585	0.11278296771583869	0.1398665169663852
34.84848484848485	0.013370052939215397	0.025338028569746197	0.21951899709664358	0.07085855837394299	0.17983808287015973	0.008421946623556357	0.11278296767838296	0.13986651686520038
35.35353535353536	0.013370052905088138	0.02533802852748123	0.21951899699217592	0.07085855829368917	0.17983808280652525	0.008421946605757616	0.11278296763952483	0.13986651676752387
35.85858585858586	0.013370052872357277	0.02533802848807082	0.21951899689276874	0.07085855821874364	0.17983808274642646	0.00842194658854436	0.11278296759926436	0.13986651667335565
36.36363636363637	0.013370052841022812	0.025338028451514963	0.21951899679842207	0.07085855814910638	0.17983808268986334	0.00842194657191659	0.11278296755760152	0.1398665165826957
36.86868686868687	0.013370052811084745	0.025338028417813657	0.21951899670913586	0.0708585580847774	0.1798380826368359	0.008421946555874308	0.1127829675145363	0.13986651649554402
37.37373737373738	0.013370052782543074	0.02533802838696691	0.21951899662491015	0.0708585580257567	0.17983808258734416	0.008421946540417512	0.11278296747006872	0.13986651641190065
37.87878787878788	0.013370052755397802	0.025338028358974713	0.21951899654574494	0.07085855797204428	0.17983808254138808	0.008421946525546203	0.11278296742419877	0.13986651633176558
38.38383838383839	0.013370052729648925	0.025338028333837075	0.2195189964716402	0.07085855792364014	0.1798380824989677	0.008421946511260379	0.11278296737692645	0.13986651625513877
38.88888888888889	0.013370052705296445	0.02533802831155399	0.21951899640259595	0.07085855788054428	0.179838082460083	0.008421946497560043	0.11278296732825177	0.13986651618202026
39.3939393939394	0.013370052682340362	0.025338028292125458	0.21951899633861222	0.0708585578427567	0.17983808242473398	0.008421946484445194	0.11278296727817472	0.13986651611241005
39.8989898989899	0.013370052660780675	0.02533802827555148	0.21951899627968893	0.0708585578102774	0.17983808239292065	0.008421946471915829	0.1127829672266953	0.13986651604630812
40.40404040404041	0.013370052640617388	0.025338028261832058	0.21951899622582616	0.07085855778310639	0.179838082364643	0.008421946459971952	0.11278296717381352	0.13986651598371447
40.909090909090914	0.013370052621850495	0.02533802825096719	0.21951899617702386	0.07085855776124364	0.179838082339901	0.008421946448613563	0.11278296711952937	0.1398665159246291
41.41414141414142	0.01337005260448	0.025338028242956875	0.21951899613328207	0.07085855774468917	0.17983808231869472	0.008421946437840657	0.11278296706384285	0.13986651586905202
41.919191919191924	0.013370052588505902	0.025338028237801118	0.21951899609460077	0.070858557733443	0.1798380823010241	0.00842194642765324	0.11278296700675396	0.13986651581698323
42.42424242424243	0.013370052573220055	0.025338028227756416	0.21951899605401418	0.07085855771348527	0.17983808227988088	0.008421946418553358	0.1127829669657168	0.13986651576937498
42.929292929292934	0.01337005255856787	0.02533802821222584	0.21951899601098532	0.07085855768373521	0.17983808225472472	0.008421946410579714	0.11278296694207689	0.13986651572630066
43.43434343434344	0.013370052545176422	0.025338028198066406	0.21951899597168253	0.07085855765660766	0.17983808223176168	0.008421946403287733	0.11278296692037826	0.13986651568691705
43.939393939393945	0.013370052533045712	0.025338028185278114	0.2195189959361058	0.07085855763210262	0.17983808221099173	0.008421946396677416	0.11278296690062094	0.13986651565122413
44.44444444444445	0.01337005252217574	0.025338028173860962	0.21951899590425514	0.07085855761022011	0.1798380821924149	0.008421946390748763	0.1127829668828049	0.13986651561922192
44.949494949494955	0.013370052512566507	0.025338028163814957	0.21951899587613055	0.07085855759096012	0.17983808217603117	0.008421946385501772	0.11278296686693015	0.13986651559091043
45.45454545454546	0.013370052504218011	0.02533802815514009	0.219518995851732	0.07085855757432263	0.17983808216184052	0.008421946380936445	0.1127829668529967	0.13986651556628962
45.959595959595966	0.013370052497130256	0.025338028147836367	0.21951899583105955	0.07085855756030766	0.179838082149843	0.008421946377052783	0.11278296684100454	0.13986651554535953
46.46464646464647	0.013370052491303236	0.02533802814190379	0.21951899581411316	0.07085855754891522	0.1798380821400386	0.008421946373850783	0.11278296683095367	0.13986651552812016
46.969696969696976	0.013370052486736957	0.02533802813734235	0.21951899580089282	0.07085855754014529	0.1798380821324273	0.008421946371330447	0.1127829668228441	0.13986651551457147
47.47474747474748	0.013370052483431415	0.025338028134152056	0.21951899579139855	0.07085855753399788	0.1798380821270091	0.008421946369491774	0.11278296681667581	0.13986651550471352
47.979797979797986	0.013370052481386611	0.0253380281323329	0.21951899578563036	0.07085855753047297	0.17983808212378402	0.008421946368334763	0.11278296681244883	0.13986651549854626
48.484848484848484	0.013370052480602546	0.02533802813188489	0.21951899578358822	0.0708585575295706	0.179838082122752	0.008421946367859418	0.11278296681016313	0.13986651549606968
48.98989898989899	0.013370052481079218	0.025338028132808024	0.21951899578527212	0.07085855753129074	0.17983808212391314	0.008421946368065735	0.11278296680981872	0.13986651549728385
49.494949494949495	0.013370052482816629	0.025338028135102296	0.21951899579068213	0.07085855753563339	0.17983808212726737	0.008421946368953716	0.11278296681141561	0.1398665155021887
50.0	0.01337005248581478	0.025338028138767715	0.21951899579981818	0.07085855754259855	0.17983808213281471	0.00842194637052336	0.1127829668149538	0.13986651551078427
