NON $ % + - . 0 1 2
#NON	h	b	a	d	g	e	f	c
0.0	0.49879318703967124	0.8072331352130409	0.9120370613302095	0.49018832633748266	0.9644069047506694	0.72289676090988	0.943525249441335	0.5743491998518305
0.5050505050505051	0.26729857740795465	0.2917568135366435	0.5442320360449437	0.2822294626065411	0.43341248860125187	0.22705437181300925	0.36298360089120135	0.4044282214172824
1.0101010101010102	0.15163362062245517	0.13782090438609382	0.39478483590675906	0.19424805166178513	0.28818928427782675	0.08987074638418391	0.21006092898227383	0.30692142881867485
1.5151515151515151	0.09191612700490595	0.08196479529897095	0.3255958174220526	0.14787884357325795	0.23989349616175648	0.0464172884614895	0.1637500264530358	0.2486470136585353
2.0202020202020203	0.05987548804434569	0.0581317296924018	0.2886870968314964	0.12157980800763424	0.2185215325011415	0.02957792475990635	0.1452594868948865	0.21238752151522153
2.5252525252525255	0.041993180029142846	0.046342014640469775	0.2665752213526054	0.10583242501403979	0.20640410691519523	0.02153356365443091	0.135486137446425	0.18921894917322815
3.0303030303030303	0.03160830907714182	0.03963517941180889	0.25232337530957877	0.09572325129836329	0.19856958689063983	0.017034857764449435	0.12933251767480955	0.1741186436867812
3.5353535353535355	0.025337530667956357	0.035381952046281244	0.24276125591150607	0.08881474831400324	0.19323277406845152	0.014263406229020918	0.12506823657384145	0.16406308757102192
4.040404040404041	0.02141124308695942	0.03249846690724563	0.2361888998091764	0.08390278142611139	0.18951344209174248	0.01245923565145314	0.121951535730603	0.15720296234161504
4.545454545454546	0.01887373973640239	0.03047543295362399	0.23158743865359385	0.08034405364725675	0.1868801871848017	0.011246366424717663	0.11961460382972408	0.15241126235298297
5.050505050505051	0.01719006553243746	0.02903374596734404	0.22831397736439563	0.07774950886567794	0.18498979480385833	0.010414409290025945	0.11784950055500755	0.14899840475820586
5.555555555555556	0.01604923528565869	0.027999556485911473	0.22595404053310425	0.0758571396503201	0.18361701779162148	0.009835917109921165	0.11651990272830742	0.14653360369760715
6.0606060606060606	0.015263578163241092	0.027255706407194942	0.2242358116082848	0.07447928361968474	0.18261205973128955	0.009429754107418944	0.1155251743021613	0.1447382589949383
6.565656565656566	0.014715828231678545	0.02672010446951731	0.22297696119261606	0.07347818919649261	0.1818730404191536	0.00914255548213755	0.11478662373121529	0.14342488336490414
7.070707070707071	0.014330429958983806	0.026334260326938603	0.22205181838919869	0.07275221486461983	0.18132871704997472	0.00893840883369429	0.11424203395961244	0.14246270337574063
7.575757575757576	0.014057425494923932	0.026056226493527547	0.22137142465825727	0.07222654621883104	0.1809279678981205	0.008792733008792034	0.11384272388472551	0.14175803046936178
8.080808080808081	0.013863081653315535	0.025855842783139186	0.2208714409314656	0.07184634526909697	0.1806334039046128	0.008688483548644889	0.11355121938335842	0.14124260298363528
8.585858585858587	0.013724228645947172	0.025711400934740166	0.22050464339301082	0.07157158351494253	0.18041736453737586	0.00861371983168377	0.11333911114325029	0.14086622260562442
9.090909090909092	0.013624764868243098	0.025607265060708415	0.22023611507775623	0.07137312118660136	0.1802592913060348	0.008560019528752376	0.11318515529682717	0.14059187436054693
9.595959595959597	0.01355338063631162	0.02553218352844513	0.22003995309842225	0.07122983653661896	0.18014389785460153	0.00852140426220512	0.11307360043300003	0.14039223692255734
10.101010101010102	0.013502079773205132	0.02547804671099978	0.21989695281621263	0.07112642191627683	0.1800598380480623	0.008493614485877472	0.11299287585191908	0.14024719187115783
10.606060606060607	0.013465176106750139	0.0254390100872393	0.2197929022949966	0.07105179976181401	0.1799987164822225	0.008473603716074803	0.11293451723463767	0.1401419546335913
11.111111111111112	0.01343860608753345	0.02541085613254887	0.21971730555074243	0.07099795340800182	0.17995433721293827	0.008459185965469027	0.11289235009283044	0.14006567717310145
11.616161616161618	0.01341946575637256	0.02539054968398379	0.2196624554587168	0.07095910151605812	0.17992215515240995	0.008448794378091706	0.11286189489504107	0.14001044089772477
12.121212121212121	0.013405676968405047	0.02537590670207237	0.21962271403827946	0.07093107751439529	0.17989884843063197	0.008441305443275027	0.11283991537294959	0.1399704848781741
12.626262626262626	0.01339573835860097	0.025365347485348067	0.21959394421249193	0.07091086616332837	0.17988198361927743	0.008435906121572433	0.11282404850997899	0.13994159412028698
13.131313131313131	0.013388573902564066	0.025357731019197534	0.21957313094226255	0.07089628427144493	0.17986978631229078	0.00843201314985379	0.11281260245967328	0.13992071735579967
13.636363636363637	0.01338340873703125	0.025352235751762767	0.21955808407855687	0.07088576368602173	0.17986096949664196	0.008429206596977835	0.11280435164214253	0.1399056385064352
14.141414141414142	0.013379683653960563	0.025348279086607545	0.2195472154601097	0.07087818794937736	0.17985460670844602	0.008427181257120293	0.11279837535239619	0.13989474462757956
