NON $ % + - . 0
#NON	d	a	f	b	c	e
41.919191919191924	0.0008462576611467571	0.3740775616369629	0.0011623009769561033	0.015822377934847205	0.22725950732581107	0.18133959584736756
42.42424242424243	0.0008462575082756268	0.3740775616368317	0.0011623007682989741	0.015822376280640885	0.22725950732578035	0.1813395967201415
42.929292929292934	0.000846257391339259	0.3740775616367454	0.0011623006083194929	0.015822374996237606	0.2272595073257732	0.18133959739169425
43.43434343434344	0.0008462572897814857	0.37407756163663725	0.0011623004695253858	0.015822373888264303	0.22725950732575206	0.1813395979733728
43.939393939393945	0.0008462572128801165	0.3740775616365956	0.0011623003644155865	0.0158223730486073	0.2272595073257496	0.18133959841398908
44.44444444444445	0.000846257159232708	0.37407756163664163	0.0011623002912900327	0.015822372473070584	0.2272595073257659	0.1813395987192915
44.949494949494955	0.0008462571132659021	0.3740775616367019	0.0011623002284406362	0.01582237197001081	0.2272595073257922	0.18133959898293778
45.45454545454546	0.0008462570800857651	0.3740775616367548	0.0011623001831258446	0.015822371609544278	0.22725950732581215	0.18133959917269846
45.959595959595966	0.0008462570539931605	0.3740775616368152	0.0011623001476388172	0.015822371333688464	0.2272595073258285	0.18133959932035598
46.46464646464647	0.0008462570337941989	0.37407756163691863	0.0011623001201653462	0.015822371119999647	0.227259507325859	0.18133959943470973
46.969696969696976	0.0008462570181290261	0.37407756163714506	0.0011623000985025002	0.015822370935861703	0.22725950732594113	0.18133959952725542
47.47474747474748	0.0008462570064226601	0.37407756163736455	0.0011623000822856826	0.015822370796765458	0.22725950732601916	0.18133959959673765
47.979797979797986	0.0008462569977071563	0.3740775616375522	0.001162300070229896	0.015822370694115972	0.2272595073260839	0.18133959964828514
48.484848484848484	0.0008462569910145698	0.3740775616376831	0.0011623000610501417	0.0158223706193183	0.22725950732612635	0.1813395996870266
48.98989898989899	0.0008462569853769556	0.3740775616377324	0.0011623000534614226	0.015822370563777496	0.22725950732613734	0.18133959971809077
49.494949494949495	0.0008462569798263688	0.3740775616376753	0.0011623000461787405	0.015822370518898624	0.22725950732610783	0.18133959974660632
50.0	0.0008462569744987016	0.3740775616375384	0.0011623000393300423	0.01582237048316838	0.22725950732604844	0.18133959977242542
