NON $ % + - .
#NON	d	a	e	b	c
0.0	0.6642870532615728	0.46285417777005344	0.7463855209404786	0.9332653724073857	0.47167124405507377
0.5050505050505051	0.2610768187076266	0.17312334142150004	0.4998577351868758	0.4792883385152964	0.28308901455316626
1.0101010101010102	0.11247395765231828	0.07723090061621611	0.35287086858434114	0.32219702165837294	0.17014827433724689
1.5151515151515151	0.05505458456024396	0.04109858185610195	0.2676188746872666	0.26707816358484915	0.10399891935495048
2.0202020202020203	0.031585759676143646	0.025803029559336135	0.2204113451881773	0.24985068030317523	0.06581724610998144
2.5252525252525255	0.02137765064319403	0.01870357244749462	0.19586111530668443	0.24711416052514387	0.0439750879059085
3.0303030303030303	0.01668082197180294	0.015216403828981625	0.18416890337464206	0.2494780495186411	0.03157251623537119
3.5353535353535355	0.014435528571767593	0.013466264706737998	0.1793465758809452	0.25304253755036044	0.024589508691549477
4.040404040404041	0.01334517423280237	0.012592627214386228	0.17791378103606695	0.2562849472663952	0.02069860312357239
4.545454545454546	0.012818418085593081	0.01216713492832768	0.17796490097627696	0.2587530233484098	0.018557083578483867
5.050505050505051	0.01256977820900908	0.011968163734486345	0.17853240458328185	0.26045243514480265	0.017394622192543223
5.555555555555556	0.012457144658731304	0.01188052822623794	0.17917400788624588	0.2615462010008931	0.016773118328787216
6.0606060606060606	0.012409360111569043	0.011845391268695616	0.1797203141983617	0.26221611756367674	0.016446266379015063
6.565656565656566	0.012391250969170793	0.011833615235786757	0.18013072571854907	0.26261092794971913	0.016277441923585673
7.070707070707071	0.012385898424251628	0.011831364412644334	0.1804172417960984	0.26283641052484347	0.016191974642547763
7.575757575757576	0.012385490827161881	0.011832426732243634	0.18060760986179905	0.2629617682691256	0.016149694234494073
8.080808080808081	0.012386629422283251	0.011834230438304479	0.18072957170773277	0.2630297931018113	0.016129345568662686
8.585858585858587	0.012387971268552067	0.011835853450333852	0.18080552214880669	0.26306587022060135	0.01611988631083437
9.090909090909092	0.012389075903809695	0.011837063962399894	0.18085173849783268	0.26308457207542874	0.016115689385592647
9.595959595959597	0.012389866799095905	0.011837885818292496	0.1808793184247687	0.2630940339798995	0.016113953444286403
10.101010101010102	0.012390390509355457	0.011838411644540513	0.18089549913761865	0.263098693385882	0.01611331694928868
10.606060606060607	0.012390720057340895	0.011838734294532745	0.1809048498679526	0.26310091504188643	0.016113141031814004
11.111111111111112	0.012390919669797117	0.011838926009885902	0.18091017996835498	0.2631019325103648	0.01611313718288599
11.616161616161618	0.012391037108942985	0.011839036899166454	0.1809131824690363	0.2631023741749902	0.016113183656201322
12.121212121212121	0.01239110456407994	0.011839099666276746	0.18091485083288344	0.26310254714852416	0.016113235258195188
12.626262626262626	0.0123911423523141	0.011839134563945758	0.18091576766908787	0.2631026046657877	0.01611327622912323
13.131313131313131	0.012391163047505111	0.011839153209133976	0.18091626698359978	0.26310261692551723	0.016113304485437303
13.636363636363637	0.01239117421631286	0.01183916312505347	0.1809165354071207	0.2631026127084942	0.016113323045897566
14.141414141414142	0.012391180095262553	0.01183916904139794	0.18091667801617725	0.2631026048129059	0.016113334548009478
14.646464646464647	0.01239118319978065	0.011839172466283935	0.18091675560958348	0.2631025984947442	0.016113341242139145
15.151515151515152	0.012391184826605176	0.011839173178866525	0.18091679748889866	0.263102593825966	0.016113345142169246
15.656565656565657	0.012391185615327175	0.011839172207319552	0.18091681811755217	0.263102590084692	0.016113347492024078
