NON $ % + - . 0
#NON	d	f	b	a	c	e
0.0	0.9283696320629669	0.4494517621504365	0.5072939483405786	0.6685508301348276	0.9769654248677245	0.43088757462848815
0.5050505050505051	0.6147611291295517	0.23158643819051625	0.27937524276825343	0.3722501424945249	0.4832856254127659	0.2561879525366754
1.0101010101010102	0.4288736590701124	0.12235552659756523	0.21198575645589982	0.27578395473684675	0.27866546931725267	0.20506004978600273
1.5151515151515151	0.32296020781898654	0.06756582793812066	0.1888350123972749	0.24120028822369896	0.19292069592746058	0.19360286884256506
2.0202020202020203	0.264731063382145	0.03965697898224353	0.17984288786351313	0.2276997551644962	0.15672441760303624	0.1940403918379104
2.5252525252525255	0.23358950896730385	0.025054155701960155	0.17598620866454867	0.2219904018788296	0.14128732423630708	0.1969066689182572
3.0303030303030303	0.21726350727094534	0.017148666424244074	0.17419617444168342	0.21939206749999401	0.13460200614491127	0.19941052463825035
3.5353535353535355	0.20882408612632058	0.012707584685817648	0.17331641501735973	0.21813730321206315	0.131647967992634	0.20107511375352935
4.040404040404041	0.20450447616111217	0.010121536329579786	0.17286807667096157	0.21750597060118299	0.13031184311210284	0.20206224755000016
4.545454545454546	0.20230909649395043	0.008567089387514671	0.17263505666714907	0.21718049470817846	0.12969256531263756	0.20261346720158155
5.050505050505051	0.20119906961060277	0.007608081662722898	0.17251290158915694	0.21701066335434877	0.12939875147656282	0.20291074437331685
5.555555555555556	0.20064001804203105	0.007004426236287042	0.17244873160569255	0.21692166000397434	0.12925644146602297	0.20306773695566394
6.0606060606060606	0.2003593479376759	0.006618794399771935	0.1724150662191831	0.21687501318056324	0.12918632484570128	0.2031495870816558
6.565656565656566	0.20021882320601825	0.0063698415746353074	0.17239745379120128	0.2168506150443125	0.12915131498495958	0.2031919300752062
7.070707070707071	0.2001486443006746	0.006207951127629256	0.17238826917894604	0.21683788966913695	0.1291336605495062	0.20321373525144934
7.575757575757576	0.2001136886460793	0.0061021549091905755	0.17238349454908206	0.21683127208952474	0.1291246961328135	0.20322493489553942
8.080808080808081	0.2000963213008869	0.006032785802981769	0.17238101889279722	0.2168278394681605	0.12912012117987282	0.2032306803961511
8.585858585858587	0.20008771989061236	0.005987200955289612	0.17237973830308412	0.21682606320658668	0.12911778002794874	0.2032336262182904
9.090909090909092	0.20008347437204893	0.005957201899226859	0.17237907711841813	0.21682514575439843	0.12911657948963703	0.20323513630050294
9.595959595959597	0.200081384984934	0.005937439151447332	0.1723787359565283	0.2168246723075879	0.12911596267039177	0.20323591107192868
10.101010101010102	0.20008036454828904	0.005924413402606151	0.17237856054018255	0.21682442870652677	0.1291156463416206	0.2032363077353401
10.606060606060607	0.20007986739058994	0.005915824764226161	0.17237847022562947	0.2168243033395272	0.12911548370649392	0.20323651126984982
11.111111111111112	0.20007962671018376	0.005910159838868406	0.1723784237857845	0.21682423881468346	0.12911540010883274	0.20323661571886445
11.616161616161618	0.2000795108605858	0.005906423094211929	0.1723783999031226	0.2168242056428047	0.1291153570911049	0.2032366693855942
12.121212121212121	0.2000794556041565	0.005903957689040247	0.17237838756754206	0.21682418855523897	0.12911533496540079	0.20323669694951116
12.626262626262626	0.20007942932272693	0.005902329447471715	0.17237838140452147	0.21682417975569243	0.12911532352919938	0.20323671121215556
13.131313131313131	0.20007941796449347	0.005901257187348361	0.172378378340826	0.21682417539677706	0.12911531771272602	0.20323671814978841
13.636363636363637	0.20007941338256896	0.0059005508254118075	0.17237837631746314	0.216824173191875	0.12911531492752715	0.20323672153098185
14.141414141414142	0.20007941041662022	0.00590008385760749	0.17237837494516922	0.2168241719445884	0.12911531355007344	0.20323672375781057
14.646464646464647	0.2000794085715314	0.005899775325960789	0.1723783751588869	0.21682417131728285	0.12911531260605622	0.20323672504599857
15.151515151515152	0.20007940833671248	0.005899572105039923	0.17237837638355655	0.216824170939805	0.12911531190733344	0.20323672527318085
15.656565656565657	0.20007940876648542	0.005899438314096831	0.17237837661407815	0.2168241705110045	0.12911531175287588	0.20323672515876356
16.161616161616163	0.20007940877541894	0.005899349818386265	0.17237837444703774	0.2168241701857596	0.1291153121135771	0.20323672541695123
16.666666666666668	0.20007940786179673	0.005899290075808181	0.17237836985932176	0.21682417028085413	0.12911531248632316	0.20323672624407121
17.171717171717173	0.20007940704282165	0.005899250058070073	0.17237836515358806	0.21682417074334642	0.12911531209744678	0.2032367267335214
17.67676767676768	0.2000794070486622	0.005899224792861852	0.17237836414507196	0.21682417098939336	0.12911531116348085	0.20323672638444418
18.181818181818183	0.20007940733229804	0.0058992080783472015	0.17237837252760962	0.21682417067679924	0.12911531143657853	0.2032367262565194
18.68686868686869	0.20007940746553496	0.005899197113262891	0.17237837406795958	0.21682417055465353	0.12911531151152375	0.20323672618145394
19.191919191919194	0.20007940755654186	0.005899188731664334	0.17237837488322402	0.21682417047554445	0.12911531155489353	0.20323672612842927
19.6969696969697	0.20007940759499157	0.00589918335073604	0.17237837504439643	0.21682417044961128	0.12911531156222641	0.20323672610452212
20.202020202020204	0.2000794076070805	0.005899179865788381	0.17237837494630456	0.21682417044801805	0.1291153115553109	0.20323672609593335
20.70707070707071	0.2000794076145134	0.005899177365350778	0.17237837491492966	0.21682417044684382	0.12911531155223555	0.20323672609123197
21.212121212121215	0.20007940761458148	0.005899174492301514	0.17237837473862458	0.21682417045594407	0.1291153115404706	0.2032367260903461
21.71717171717172	0.20007940760461598	0.005899174794736598	0.17237837468622652	0.2168241704642791	0.12911531153733904	0.20323672609691076
22.222222222222225	0.20007940759465045	0.005899175097171681	0.1723783746338285	0.21682417047261413	0.12911531153420752	0.20323672610347546
22.72727272727273	0.20007940759003082	0.005899175262033996	0.1723783746125942	0.21682417047627497	0.12911531153299338	0.2032367261065235
23.232323232323235	0.20007940758804343	0.005899175359156723	0.1723783746067047	0.21682417047763436	0.12911531153272332	0.20323672610784002
23.73737373737374	0.20007940758605605	0.00589917545627945	0.1723783746008152	0.21682417047899372	0.12911531153245326	0.20323672610915652
24.242424242424242	0.20007940758406864	0.005899175553402179	0.1723783745949257	0.2168241704803531	0.1291153115321832	0.20323672611047305
24.747474747474747	0.20007940758208126	0.005899175650524906	0.17237837458903618	0.21682417048171246	0.12911531153191314	0.20323672611178956
25.252525252525253	0.2000794075810393	0.005899175708422348	0.1723783745862632	0.21682417048239175	0.1291153115318	0.20323672611247415
25.757575757575758	0.20007940758064033	0.005899175739640203	0.17237837458560995	0.21682417048260852	0.12911531153179362	0.2032367261127289
26.262626262626263	0.2000794075802414	0.0058991757708580575	0.1723783745849567	0.21682417048282526	0.12911531153178724	0.20323672611298363
26.767676767676768	0.20007940757984244	0.005899175802075911	0.1723783745843034	0.216824170483042	0.12911531153178085	0.20323672611323837
27.272727272727273	0.20007940757944348	0.005899175833293766	0.17237837458365016	0.21682417048325878	0.12911531153177444	0.2032367261134931
27.77777777777778	0.20007940757924556	0.005899175849189535	0.1723783745833316	0.2168241704833653	0.1291153115317718	0.20323672611361912
28.282828282828284	0.200079407579233	0.005899175850958546	0.1723783745833216	0.2168241704833702	0.12911531153177258	0.2032367261136264
28.78787878787879	0.20007940757922046	0.005899175852727557	0.1723783745833116	0.2168241704833751	0.12911531153177339	0.2032367261136337
29.292929292929294	0.2000794075792079	0.0058991758544965685	0.1723783745833016	0.21682417048337999	0.12911531153177416	0.20323672611364096
29.7979797979798	0.20007940757919535	0.005899175856265579	0.1723783745832916	0.21682417048338487	0.12911531153177497	0.20323672611364826
30.303030303030305	0.2000794075791828	0.00589917585803459	0.17237837458328162	0.21682417048338978	0.12911531153177577	0.20323672611365556
30.80808080808081	0.20007940757917025	0.005899175859803601	0.17237837458327163	0.21682417048339467	0.12911531153177655	0.20323672611366284
31.313131313131315	0.20007940757915768	0.005899175861572612	0.1723783745832616	0.21682417048339955	0.12911531153177735	0.20323672611367014
31.81818181818182	0.20007940757914514	0.0058991758633416234	0.17237837458325161	0.21682417048340444	0.12911531153177813	0.2032367261136774
32.323232323232325	0.2000794075791326	0.005899175865110635	0.17237837458324162	0.21682417048340935	0.12911531153177894	0.2032367261136847
32.82828282828283	0.20007940757912002	0.005899175866879646	0.17237837458323163	0.21682417048341424	0.12911531153177974	0.203236726113692
33.333333333333336	0.20007940757910747	0.005899175868648657	0.17237837458322164	0.21682417048341912	0.12911531153178052	0.20323672611369928
33.83838383838384	0.20007940757909493	0.005899175870417668	0.17237837458321165	0.21682417048342403	0.12911531153178132	0.20323672611370658
34.343434343434346	0.20007940757908238	0.005899175872186679	0.17237837458320165	0.21682417048342892	0.1291153115317821	0.20323672611371385
34.84848484848485	0.2000794075790698	0.00589917587395569	0.17237837458319163	0.2168241704834338	0.1291153115317829	0.20323672611372115
35.35353535353536	0.20007940757905726	0.0058991758757247015	0.17237837458318164	0.21682417048343872	0.1291153115317837	0.20323672611372845
35.85858585858586	0.20007940757904472	0.005899175877493713	0.17237837458317165	0.2168241704834436	0.1291153115317845	0.20323672611373572
36.36363636363637	0.20007940757903214	0.005899175879262724	0.17237837458316166	0.2168241704834485	0.1291153115317853	0.20323672611374302
36.86868686868687	0.2000794075790196	0.005899175881031734	0.17237837458315167	0.2168241704834534	0.1291153115317861	0.2032367261137503
37.37373737373738	0.20007940757900705	0.005899175882800745	0.17237837458314167	0.21682417048345828	0.12911531153178687	0.2032367261137576
37.87878787878788	0.2000794075789945	0.005899175884569756	0.17237837458313165	0.21682417048346317	0.12911531153178768	0.2032367261137649
38.38383838383839	0.20007940757898193	0.0058991758863387676	0.17237837458312166	0.21682417048346808	0.12911531153178846	0.20323672611377216
38.88888888888889	0.2000794075789694	0.005899175888107779	0.17237837458311167	0.21682417048347297	0.12911531153178926	0.20323672611377946
39.3939393939394	0.20007940757895684	0.00589917588987679	0.17237837458310168	0.21682417048347785	0.12911531153179007	0.20323672611378674
39.8989898989899	0.20007940757894427	0.005899175891645801	0.1723783745830917	0.21682417048348276	0.12911531153179084	0.20323672611379404
40.40404040404041	0.20007940757893172	0.005899175893414812	0.1723783745830817	0.21682417048348765	0.12911531153179165	0.20323672611380134
40.909090909090914	0.20007940757891918	0.005899175895183823	0.17237837458307168	0.21682417048349253	0.12911531153179243	0.2032367261138086
41.41414141414142	0.20007940757890663	0.0058991758969528345	0.17237837458306168	0.21682417048349745	0.12911531153179323	0.2032367261138159
41.919191919191924	0.20007940757889406	0.005899175898721846	0.1723783745830517	0.21682417048350233	0.12911531153179404	0.20323672611382318
42.42424242424243	0.2000794075788815	0.005899175900490857	0.1723783745830417	0.21682417048350722	0.1291153115317948	0.20323672611383048
42.929292929292934	0.20007940757886897	0.005899175902259868	0.1723783745830317	0.21682417048351213	0.12911531153179562	0.20323672611383778
43.43434343434344	0.2000794075788564	0.005899175904028879	0.17237837458302172	0.21682417048351701	0.1291153115317964	0.20323672611384505
43.939393939393945	0.20007940757884385	0.005899175905797889	0.17237837458301172	0.2168241704835219	0.1291153115317972	0.20323672611385235
44.44444444444445	0.2000794075788313	0.0058991759075669005	0.1723783745830017	0.2168241704835268	0.129115311531798	0.20323672611385962
44.949494949494955	0.20007940757881876	0.005899175909335912	0.1723783745829917	0.2168241704835317	0.12911531153179878	0.20323672611386692
45.45454545454546	0.20007940757880618	0.005899175911104923	0.17237837458298172	0.21682417048353658	0.1291153115317996	0.20323672611387422
45.959595959595966	0.20007940757879364	0.005899175912873934	0.17237837458297173	0.2168241704835415	0.12911531153180036	0.2032367261138815
46.46464646464647	0.2000794075787811	0.005899175914642945	0.17237837458296174	0.21682417048354638	0.12911531153180117	0.2032367261138888
46.969696969696976	0.20007940757876852	0.005899175916411956	0.17237837458295174	0.21682417048355127	0.12911531153180197	0.20323672611389607
47.47474747474748	0.20007940757875597	0.0058991759181809674	0.17237837458294172	0.21682417048355618	0.12911531153180275	0.20323672611390337
47.979797979797986	0.20007940757874929	0.0058991759191450634	0.17237837458293648	0.21682417048355876	0.1291153115318032	0.20323672611390722
48.484848484848484	0.20007940757874887	0.005899175919245318	0.17237837458293634	0.21682417048355887	0.12911531153180322	0.20323672611390742
48.98989898989899	0.20007940757874848	0.005899175919345572	0.17237837458293617	0.21682417048355895	0.12911531153180325	0.20323672611390764
49.494949494949495	0.20007940757874806	0.005899175919445827	0.17237837458293603	0.21682417048355906	0.1291153115318033	0.20323672611390783
50.0	0.20007940757874768	0.005899175919546082	0.17237837458293587	0.21682417048355918	0.12911531153180333	0.20323672611390806
