NON $ % + -
#NON	c	a	b	d
39.8989898989899	0.24914285918587178	0.2482551403747491	0.24469926816735715	0.04760056823760261
40.40404040404041	0.2491428591870729	0.24825514037691046	0.24469926816837093	0.0476005682382489
40.909090909090914	0.249142859188274	0.2482551403790718	0.24469926816938473	0.047600568238895205
41.41414141414142	0.24914285918947512	0.24825514038123314	0.2446992681703985	0.0476005682395415
41.919191919191924	0.24914285919067622	0.2482551403833945	0.2446992681714123	0.047600568240187796
42.42424242424243	0.24914285919187734	0.24825514038555585	0.24469926817242607	0.0476005682408341
42.929292929292934	0.24914285919307844	0.24825514038771718	0.24469926817343984	0.047600568241480394
43.43434343434344	0.24914285919427956	0.24825514038987853	0.24469926817445364	0.047600568242126697
43.939393939393945	0.24914285919548065	0.24825514039203989	0.24469926817546742	0.04760056824277299
44.44444444444445	0.24914285919668178	0.24825514039420124	0.24469926817648122	0.047600568243419294
44.949494949494955	0.24914285919788287	0.2482551403963626	0.244699268177495	0.04760056824406559
45.45454545454546	0.249142859199084	0.24825514039852392	0.24469926817850876	0.047600568244711886
45.959595959595966	0.2491428592002851	0.24825514040068528	0.24469926817952256	0.04760056824535819
46.46464646464647	0.2491428592014862	0.24825514040284663	0.24469926818053633	0.047600568246004483
46.969696969696976	0.24914285920214013	0.24825514040402327	0.24469926818108828	0.047600568246356334
47.47474747474748	0.24914285920218407	0.24825514040410226	0.2446992681811254	0.04760056824637993
47.979797979797986	0.24914285920222803	0.24825514040418126	0.24469926818116253	0.04760056824640354
48.484848484848484	0.24914285920227197	0.24825514040426022	0.24469926818119966	0.047600568246427145
48.98989898989899	0.2491428592023159	0.24825514040433921	0.24469926818123677	0.04760056824645075
49.494949494949495	0.24914285920235987	0.24825514040441818	0.2446992681812739	0.04760056824647436
50.0	0.2491428592024038	0.24825514040449717	0.24469926818131105	0.047600568246497964
