Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_15_10_2018_14_13.sif,Namespace(dir='100'),0,23,5,8,0.0,0.0,0.6388888888888888,0.8846153846153846,-0.2146693953705459
Gold_8_15_10_2018_14_13.sif,Namespace(dir='100'),4,44,5,11,0.4444444444444444,0.26666666666666666,0.75,1.4166666666666667,0.20060377495847084
Gold_7_15_10_2018_14_13.sif,Namespace(dir='100'),4,34,3,8,0.5714285714285714,0.3333333333333333,0.7755102040816326,1.5980861244019138,0.30999370331685144
Gold_9_15_10_2018_14_13.sif,Namespace(dir='100'),3,61,5,12,0.375,0.2,0.7901234567901234,1.8175551470588236,0.16176370695145115
