NON $ % + - . 0
#NON	d	f	a	e	b	c
0.0	0.4133247260239328	0.7747916971021815	0.0012156584590511388	0.11417586306231398	0.9123259918475004	0.902622927550781
0.42016806722689076	0.22086985020378874	0.5946020768552022	0.0036344068978175622	0.13567029022316082	0.4769458723342026	0.5282130296087231
0.8403361344537815	0.17226339223579626	0.46775039397504925	0.005407208610453796	0.15330103903365602	0.29475005408102223	0.3584619219230157
1.2605042016806722	0.16305721485438243	0.38026045178883183	0.006394494758365267	0.16575058539995202	0.21919142830551697	0.2818111443487933
1.680672268907563	0.16323763972643002	0.3217709649811865	0.006886657850721288	0.17388605028935766	0.18817629948875772	0.24731671158658813
2.100840336134454	0.1649481364392955	0.28386568338829427	0.007128443780754654	0.17900900625551316	0.17567451980700902	0.2319332212038762
2.5210084033613445	0.1664255637851149	0.2599324039499117	0.007254472524594933	0.18217847302156476	0.17079740930146367	0.22519237970592168
2.9411764705882355	0.16744187911690367	0.24512548587314667	0.0073277263955578995	0.1841225296593714	0.16900549299595616	0.22232559926072043
3.361344537815126	0.1680911273337836	0.23610659332408832	0.00737574787670278	0.185309825099767	0.1684231827862244	0.22116647415383522
3.7815126050420167	0.16849397572760672	0.23067887909643206	0.007410375176372473	0.1860333424986465	0.16828885943571145	0.22073944315892408
4.201680672268908	0.16874091511869516	0.2274431000729706	0.007436832767170855	0.18647373131011336	0.16830252269088677	0.22061216937695263
4.621848739495799	0.16889151014257076	0.22552863092767103	0.007457624166583695	0.18674161994382088	0.16835223163343133	0.2205979470611758
5.042016806722689	0.16898315456185672	0.2244029599932223	0.007474132417699704	0.18690452129920418	0.1684004457685397	0.22061946079638273
5.46218487394958	0.16903887764245648	0.22374454855890868	0.007487258590391257	0.18700356215737082	0.16843757966491862	0.22064694849861133
5.882352941176471	0.1690727489460537	0.22336117830712865	0.00749767040822092	0.18706377088704956	0.16846355617426365	0.22067054451133206
6.302521008403361	0.16909333564110468	0.2231388488650149	0.007505898545911236	0.18710037056561313	0.16848082798622885	0.22068818086092712
