NON $ % + -
#NON	d	b	a	c
0.0	0.29952939156134795	0.4927863986549067	0.40590829617028745	0.8139481061449861
0.5050505050505051	0.24203392499025034	0.21213691517183597	0.3194250692625561	0.4464386708375705
1.0101010101010102	0.2100169597767545	0.14472841529773772	0.27295775303113157	0.29330080747034026
1.5151515151515151	0.1918655231412824	0.1270963461536626	0.24745809396190374	0.23146888878455069
2.0202020202020203	0.18109683669178886	0.12125350189851979	0.2327838878733984	0.20726369108075857
2.5252525252525255	0.1743630120158694	0.1184809078123347	0.22386519836220478	0.1977110363952939
3.0303030303030303	0.1699771176012862	0.11677091735028435	0.21820172594208626	0.19371092497449882
3.5353535353535355	0.16704713429492515	0.11560461885687283	0.21449939031233112	0.19184743806209595
4.040404040404041	0.16506196279337199	0.11479123552874058	0.21203598599833104	0.19086143689928614
4.545454545454546	0.1637068772397668	0.1142240961351447	0.21037959028872052	0.19027865601127927
5.050505050505051	0.162778308098343	0.11383024373958586	0.20925866401318535	0.1899075542898035
5.555555555555556	0.16214072852403041	0.11355765642692958	0.20849698792768345	0.18966116974677227
6.0606060606060606	0.16170248451318364	0.11336941428511063	0.20797798260476966	0.18949415343033912
6.565656565656566	0.16140107805680914	0.11323959001093019	0.20762362122967992	0.18937985108356015
7.070707070707071	0.16119371889484652	0.11315012501250768	0.20738131357009415	0.18930130743497225
7.575757575757576	0.16105103462141485	0.11308850051560114	0.20721543178834237	0.18924724780614574
8.080808080808081	0.1609528423403667	0.11304606422723758	0.20710176418892015	0.18921002067272463
8.585858585858587	0.1608852649257093	0.11301684654707644	0.2070238177295712	0.1891843832163739
9.090909090909092	0.16083875724826946	0.11299673326501707	0.20697033569422657	0.18916672876263352
9.595959595959597	0.16080674251695184	0.11298288537874328	0.20693361258960477	0.18915457061956276
10.101010101010102	0.16078470835848485	0.11297335243028606	0.20690839206966813	0.18914620134567323
10.606060606060607	0.16076954208330246	0.11296679226490616	0.20689106336046828	0.18914043634522332
11.111111111111112	0.1607591028811698	0.11296227362160478	0.2068791538700603	0.18913647183945834
11.616161616161618	0.1607519170010944	0.11295916308471952	0.20687096591600534	0.18913374354456797
12.121212121212121	0.1607469703113974	0.11295702939677627	0.20686533533524487	0.18913185101813215
12.626262626262626	0.16074356653873498	0.11295554813251583	0.20686146467958302	0.18913057119036775
13.131313131313131	0.16074122323826964	0.11295453398232022	0.20685880182425562	0.18912968173506473
13.636363636363637	0.1607396099664124	0.11295383874743699	0.20685696963921552	0.1891290632269453
14.141414141414142	0.16073849900500364	0.11295335866910469	0.20685570861483718	0.189128639776544
14.646464646464647	0.16073773468305597	0.11295302820044945	0.20685484143615382	0.1891283487237208
15.151515151515152	0.16073720983668338	0.11295280115172895	0.2068542461859546	0.18912814908506292
15.656565656565657	0.16073685102895865	0.1129526458934324	0.20685383937870963	0.1891280126783043
16.161616161616163	0.1607366008568415	0.11295253761945484	0.20685355578944586	0.18912791764182948
16.666666666666668	0.1607364261364798	0.11295246201362975	0.20685335775288083	0.18912785126116086
17.171717171717173	0.1607363055410655	0.11295240987762992	0.20685322110324775	0.18912780531561652
17.67676767676768	0.16073622573776414	0.11295237542767307	0.20685313071077374	0.1891277747465371
18.181818181818183	0.16073616850183495	0.11295235075569905	0.2068530658868163	0.189127752665706
18.68686868686869	0.16073613066046055	0.11295233448584749	0.20685302303141911	0.18912773789505027
19.191919191919194	0.16073610532229612	0.11295232363012993	0.2068529943343126	0.18912772786729692
19.6969696969697	0.16073608801723274	0.11295231624862122	0.2068529747331764	0.1891277209388158
20.202020202020204	0.16073607605099416	0.11295231117707513	0.20685296117748106	0.18912771611049042
20.70707070707071	0.16073606750812644	0.11295230760192362	0.20685295149968255	0.18912771264465925
21.212121212121215	0.16073606146845554	0.11295230515405219	0.20685294465762794	0.18912771013195645
21.71717171717172	0.1607360568061455	0.11295230320215419	0.2068529393788883	0.18912770836083076
22.222222222222225	0.16073605309316463	0.11295230143668321	0.20685293518077755	0.18912770736474319
22.72727272727273	0.16073605072590577	0.11295230014430489	0.20685293251030307	0.18912770711270607
