Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC,Mean_BACC,Mean_MCC
Gold_6_16_10_2018_16_24.sif,6,KM3,BESTFIT,100,1,1,22,5,8,0.16666666666666666,0.1111111111111111,0.6388888888888888,0.3194444444444444,-0.08606629658238704
Gold_5_16_10_2018_16_24.sif,5,KM3,BESTFIT,100,0,2,14,2,7,0.5,0.2222222222222222,0.64,0.32,0.1272937693043289
Gold_4_16_10_2018_16_24.sif,4,KM3,BESTFIT,100,1,4,8,0,4,0.5,0.2222222222222222,0.64,0.32,0.1272937693043289
