Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_16_29.sif,5,KM3,BESTFIT,100,0,2,12,3,8,0.4,0.2,0.56,0.28,0.0
Gold_6_16_10_2018_16_29.sif,6,KM3,BESTFIT,100,1,1,21,6,8,0.14285714285714285,0.1111111111111111,0.6111111111111112,0.3055555555555556,-0.12156613477096617
Gold_4_16_10_2018_16_29.sif,4,KM3,BESTFIT,100,1,2,7,2,5,0.5,0.2857142857142857,0.5625,0.28125,0.07273929674533079

Mean_Nodes,5.0
Mean_Timepoints,No Value
Mean_Runtime,0.6666666666666666
Mean_BACC,0.2889351851851852
Mean_MCC,-0.016275612675211795
Mean_ACC,0.5778703703703704
Mean_Precision,0.34761904761904766
Mean_Recall,0.19894179894179895
