,,,Slide ID,b,d,c,a
C1,no,Insulin,23.73737373737374,0.00700262663041045,0.03473263414925058,0.0664358674996643,0.08014977833317186
C1,no,Insulin,24.242424242424242,0.0070025679908099735,0.03473241256591357,0.06643554243774921,0.080149447013937
C1,no,Insulin,24.747474747474747,0.007002522319002387,0.03473224005800303,0.06643529002669714,0.08014918970175766
C1,no,Insulin,25.252525252525253,0.007002486760575336,0.03473210582370616,0.0664350937401907,0.08014898958429716
C1,no,Insulin,25.757575757575758,0.0070024587640160185,0.034732000162689146,0.0664349393420205,0.08014883216271969
C1,no,Insulin,26.262626262626263,0.00700243723727841,0.03473191895680993,0.06643482075107636,0.08014871123925484
C1,no,Insulin,26.767676767676768,0.007002420463510522,0.034731855723991685,0.06643472835342537,0.08014861701897102
C1,no,Insulin,27.272727272727273,0.00700240760897676,0.0347318072948779,0.06643465745617788,0.08014854472413023
C1,no,Insulin,27.77777777777778,0.007002397543984657,0.03473176932498895,0.06643460164435244,0.08014848783187006
C1,no,Insulin,28.282828282828284,0.007002389756386803,0.0347317397674606,0.06643455802536308,0.08014844340870605
C1,no,Insulin,28.78787878787879,0.007002383710139901,0.03473171645908863,0.06643452357588099,0.08014840839066209
C1,no,Insulin,29.292929292929294,0.007002379200120957,0.03473169852221287,0.06643449756528362,0.08014838202517557
C1,no,Insulin,29.7979797979798,0.007002375640608927,0.034731683448985695,0.06643447792201906,0.08014836217782542
C1,no,Insulin,30.303030303030305,0.00700237287084245,0.0347316718502449,0.06643446352946204,0.08014834758740917
C1,no,Insulin,30.80808080808081,0.007002370443675398,0.034731665320650716,0.06643444997132733,0.08014833348335314
C1,no,Insulin,31.313131313131315,0.007002368569337881,0.03473165922904549,0.0664344407227899,0.08014832389436036
C1,no,Insulin,31.81818181818182,0.007002366996324756,0.03473165393902798,0.06643443310190443,0.08014831600333051
C1,no,Insulin,32.323232323232325,0.0070023657266723525,0.034731649529244714,0.0664344267984722,0.0801483095014403
C1,no,Insulin,32.82828282828283,0.007002364801081115,0.034731646052819254,0.06643442194751373,0.08014830454161653
C1,no,Insulin,33.333333333333336,0.0070023641477346635,0.03473164337073188,0.06643441828753775,0.08014830083638634
C1,no,Insulin,33.83838383838384,0.007002363518109949,0.034731641001900085,0.06643441491364467,0.08014829739094
C1,no,Insulin,34.343434343434346,0.007002363075523518,0.0347316392624665,0.06643441242048789,0.08014829485901523
C1,no,Insulin,34.84848484848485,0.007002362819975372,0.034731638152431146,0.06643441080806742,0.08014829324061201
C1,no,Insulin,35.35353535353536,0.0070023622673792765,0.03473163594671795,0.06643440766599694,0.08014829005467135
C1,no,Insulin,35.85858585858586,0.007002362270002795,0.03473163592769033,0.06643440757201015,0.080148289967157
C1,no,Insulin,36.36363636363637,0.007002362272626313,0.03473163590866272,0.06643440747802336,0.08014828987964268
C1,no,Insulin,36.86868686868687,0.007002362274541625,0.03473163589309287,0.06643440740152498,0.08014828980827285
C1,no,Insulin,37.37373737373738,0.0070023622740796095,0.03473163588913019,0.06643440738373232,0.08014828979109752
C1,no,Insulin,37.87878787878788,0.007002362273617594,0.034731635885167506,0.06643440736593967,0.0801482897739222
C1,no,Insulin,38.38383838383839,0.007002362273155578,0.03473163588120483,0.06643440734814701,0.08014828975674687
C1,no,Insulin,38.88888888888889,0.007002362272693562,0.034731635877242144,0.06643440733035436,0.08014828973957154
C1,no,Insulin,39.3939393939394,0.007002362272231546,0.03473163587327946,0.0664344073125617,0.08014828972239621
C1,no,Insulin,39.8989898989899,0.00700236227176953,0.03473163586931678,0.06643440729476904,0.08014828970522088
C1,no,Insulin,40.40404040404041,0.007002362271386363,0.03473163586741493,0.06643440728824404,0.0801482896988271
C1,no,Insulin,40.909090909090914,0.007002362271021068,0.034731635865980215,0.06643440728427316,0.08014828969487732
C1,no,Insulin,41.41414141414142,0.007002362270655774,0.03473163586454551,0.0664344072803023,0.08014828969092752
C1,no,Insulin,41.919191919191924,0.007002362270290479,0.034731635863110795,0.06643440727633143,0.08014828968697772
C1,no,Insulin,42.42424242424243,0.007002362269925184,0.03473163586167608,0.06643440727236057,0.08014828968302792
C1,no,Insulin,42.929292929292934,0.007002362269559889,0.034731635860241375,0.0664344072683897,0.08014828967907812
C1,no,Insulin,43.43434343434344,0.007002362269331,0.034731635859345224,0.06643440726594532,0.08014828967664542
C1,no,Insulin,43.939393939393945,0.007002362269305958,0.03473163585925392,0.06643440726578217,0.08014828967647991
C1,no,Insulin,44.44444444444445,0.007002362269280918,0.03473163585916263,0.06643440726561903,0.0801482896763144
C1,no,Insulin,44.949494949494955,0.007002362269255876,0.034731635859071325,0.06643440726545588,0.0801482896761489
C1,no,Insulin,45.45454545454546,0.0070023622692308345,0.03473163585898002,0.06643440726529273,0.08014828967598338
C1,no,Insulin,45.959595959595966,0.007002362269205793,0.03473163585888872,0.06643440726512959,0.08014828967581787
C1,no,Insulin,46.46464646464647,0.007002362269180752,0.03473163585879742,0.06643440726496644,0.08014828967565236
C1,no,Insulin,46.969696969696976,0.0070023622691557106,0.034731635858706124,0.06643440726480328,0.08014828967548686
C1,no,Insulin,47.47474747474748,0.007002362269130669,0.03473163585861482,0.06643440726464013,0.08014828967532135
C1,no,Insulin,47.979797979797986,0.007002362269105627,0.03473163585852352,0.06643440726447698,0.08014828967515585
C1,no,Insulin,48.484848484848484,0.007002362269080587,0.03473163585843222,0.06643440726431384,0.08014828967499033
C1,no,Insulin,48.98989898989899,0.007002362269055545,0.034731635858340916,0.06643440726415069,0.08014828967482482
C1,no,Insulin,49.494949494949495,0.007002362269030503,0.034731635858249614,0.06643440726398754,0.08014828967465931
C1,no,Insulin,50.0,0.007002362269005462,0.03473163585815832,0.0664344072638244,0.0801482896744938
