,,,Slide ID,b,d,c,a
,,,Antibody Name,b,d,c,a
,,,HUGO ID,b,d,c,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.35004982006676577,0.20817184347325257,0.4612859546829846,0.04002541409501059
C1,no,Insulin,0.5050505050505051,0.1787273769783841,0.2065466137239507,0.29164514591964474,0.11672675690305134
C1,no,Insulin,1.0101010101010102,0.09782047610068764,0.17592177662763342,0.2154738781858756,0.14554177729838938
C1,no,Insulin,1.5151515151515151,0.058060228281022974,0.14201700628161126,0.1749636042958711,0.15058081710483312
C1,no,Insulin,2.0202020202020203,0.03754465394295103,0.1134014799769021,0.14903497869367893,0.14491915964375107
C1,no,Insulin,2.5252525252525255,0.026346105271919527,0.09165377625509996,0.13014928754848654,0.13533476917262044
C1,no,Insulin,3.0303030303030303,0.0198613572788827,0.07589604460749201,0.11558665448944833,0.12517916779561522
C1,no,Insulin,3.5353535353535355,0.015886901280715585,0.06469579634132071,0.10421856630459662,0.11595566862184149
C1,no,Insulin,4.040404040404041,0.013324586739992197,0.056756211987337664,0.09539271981972078,0.10819087131348464
C1,no,Insulin,4.545454545454546,0.011601261287349424,0.05108911450592212,0.08860129811338255,0.10192613502209857
C1,no,Insulin,5.050505050505051,0.01040246982891076,0.046996777198131556,0.08341016120681276,0.09699300280654444
C1,no,Insulin,5.555555555555556,0.0095465898139001,0.044002959936633244,0.07945478759845886,0.09315939798025713
C1,no,Insulin,6.0606060606060606,0.008923350190232276,0.04178573445394048,0.07644157448096565,0.09019906828313723
C1,no,Insulin,6.565656565656566,0.008462674374581819,0.04012618497963111,0.07414212755712109,0.08791822829391951
C1,no,Insulin,7.070707070707071,0.008118255637385144,0.038873299448486796,0.0723827033755817,0.08616096069446709
C1,no,Insulin,7.575757575757576,0.007858488269703841,0.03792099392270406,0.07103261774893538,0.08480571879715594
C1,no,Insulin,8.080808080808081,0.007661232700649146,0.037193347793727974,0.06999387116916363,0.08375911310658075
C1,no,Insulin,8.585858585858587,0.007510646179697062,0.036635087738732426,0.06919281314403924,0.08294974646131935
C1,no,Insulin,9.090909090909092,0.007395211431756004,0.03620544793789771,0.06857388127541984,0.08232308114231639
C1,no,Insulin,9.595959595959597,0.007306435242947564,0.03587399505740792,0.06809494724708506,0.0818373887388556
C1,no,Insulin,10.101010101010102,0.007237986979219879,0.03561781121563993,0.06772389943561291,0.08146064637302942
C1,no,Insulin,10.606060606060607,0.0071851077132503195,0.03541951726386596,0.0674361696530611,0.08116822681595605
C1,no,Insulin,11.111111111111112,0.0071441931390284225,0.035265861336833404,0.06721289021851089,0.08094114449643665
C1,no,Insulin,11.616161616161618,0.00711249784191771,0.03514668930951899,0.06703952771563357,0.08076473075321389
C1,no,Insulin,12.121212121212121,0.007087922718227778,0.03505420516227854,0.06690486948637261,0.08062764332013697
C1,no,Insulin,12.626262626262626,0.007068851157109471,0.03498238515412507,0.06680022610189858,0.08052107796773655
C1,no,Insulin,13.131313131313131,0.007054043977258981,0.03492658895428199,0.06671889490512747,0.08043822959390436
C1,no,Insulin,13.636363636363637,0.0070425423169596995,0.03488323052413096,0.0666556637511246,0.08037380658201104
C1,no,Insulin,14.141414141414142,0.007033605018527876,0.034849528722473135,0.06660649648942589,0.08032370491730957
C1,no,Insulin,14.646464646464647,0.007026658481073624,0.03482332647567435,0.06656826386546687,0.08028474053601829
C1,no,Insulin,15.151515151515152,0.007021258184794215,0.03480295275813185,0.06653853031245274,0.08025443497701659
C1,no,Insulin,15.656565656565657,0.007017059383288523,0.03478710937330622,0.06651540417253465,0.08023086234743972
C1,no,Insulin,16.161616161616163,0.007013794330949292,0.03477478788317997,0.06649741674968589,0.080212526592598
C1,no,Insulin,16.666666666666668,0.007011255003226536,0.034765204204882584,0.06648342483044603,0.08019826308214226
C1,no,Insulin,17.171717171717173,0.00700927954870194,0.034757748104144726,0.066472538368298,0.08018716492932802
C1,no,Insulin,17.67676767676768,0.0070077425927030325,0.03475194673058022,0.0664640674299801,0.08017852903696478
C1,no,Insulin,18.181818181818183,0.007006547832514749,0.034747436703395855,0.06645748180584048,0.08017181500090088
C1,no,Insulin,18.68686868686869,0.007005618438909446,0.03474392827201596,0.06645235875264725,0.08016659196838499
C1,no,Insulin,19.191919191919194,0.007004895331904778,0.034741198689631506,0.06644837265195264,0.08016252806115906
C1,no,Insulin,19.6969696969697,0.007004332763380619,0.034739074987878676,0.06644527095140912,0.08015936581140451
C1,no,Insulin,20.202020202020204,0.007003894843494929,0.0347374213229341,0.06644285640259755,0.08015690408027577
C1,no,Insulin,20.70707070707071,0.007003554710409316,0.03473613630008527,0.06644098204092372,0.08015499296079204
C1,no,Insulin,21.212121212121215,0.0070032900358031865,0.03473513708024191,0.06643952626081022,0.08015350842596876
C1,no,Insulin,21.71717171717172,0.007003083970023627,0.034734360972660173,0.06643839312369783,0.08015235285628311
C1,no,Insulin,22.222222222222225,0.007002923656026571,0.03473375935984064,0.06643750733947021,0.08015144975375399
C1,no,Insulin,22.72727272727273,0.007002798504226928,0.034733288405984816,0.0664368237137636,0.08015075230987002
C1,no,Insulin,23.232323232323235,0.007002701892850811,0.034732919603170875,0.06643628625312224,0.08015020495968701
