NON $ % + -
#NON	b	c	a	d
19.6969696969697	0.001370974471644373	0.015848369789246496	0.0015961959617659606	0.017691128955456405
20.202020202020204	0.001369286452363235	0.01583414231930934	0.0015940895215761834	0.01767672401627319
20.70707070707071	0.0013678670160689724	0.015822181034344716	0.001592318808932074	0.01766461295384636
21.212121212121215	0.0013666740296873461	0.015812121101938418	0.001590830357430587	0.017654424857021934
21.71717171717172	0.0013656712725793377	0.015803659895377024	0.0015895790528260261	0.017645854176567617
22.222222222222225	0.001364827906348357	0.01579654462284162	0.0015885268648435794	0.017638646643145215
22.72727272727273	0.0013641184617811252	0.015790560943338056	0.001587641985506388	0.01763258545336889
23.232323232323235	0.001363521872990426	0.015785528031810533	0.0015868978567365546	0.017627486937045356
23.73737373737374	0.0013630202861011095	0.015781295249727528	0.0015862721763843812	0.017623198573689016
24.242424242424242	0.0013625985465091364	0.0157777352817495	0.0015857460610215496	0.017619591549783868
24.747474747474747	0.0013622437077770542	0.015774739927972833	0.0015853034219477217	0.017616556505267004
25.252525252525253	0.0013619450697597085	0.0157722192642769	0.0015849309264010056	0.01761400245064573
25.757575757575758	0.0013616937763024214	0.015770098173821693	0.0015846174917888188	0.01761185322712313
26.262626262626263	0.001361482379306998	0.01576831364934334	0.0015843538130084162	0.017610044976594134
26.767676767676768	0.0013613046451646917	0.015766813048220495	0.0015841321076683233	0.017608524370466127
27.272727272727273	0.001361155144835421	0.01576555083774773	0.0015839456297041777	0.01760724531152041
27.77777777777778	0.001361029615837463	0.015764490729239307	0.0015837890359970928	0.01760617098116466
28.282828282828284	0.0013609241268329442	0.01576359987738219	0.001583657446282259	0.017605268170861874
28.78787878787879	0.0013608352271472486	0.015762849659976274	0.0015835465938510334	0.01760450797730602
29.292929292929294	0.0013607606556303687	0.015762220214477738	0.0015834535996952566	0.017603870125533425
29.7979797979798	0.001360697609750442	0.015761688262223985	0.001583374991384072	0.01760333111882584
30.303030303030305	0.0013606446391072218	0.015761241394733075	0.0015833089520993853	0.0176028783356782
30.80808080808081	0.001360599929293637	0.015760864084727242	0.001583253200554727	0.017602496009435635
31.313131313131315	0.001360562192968597	0.015760545449292538	0.0015832061304129881	0.017602173107717136
31.81818181818182	0.0013605304133616658	0.015760277078317154	0.0015831664879436902	0.017601901137310944
32.323232323232325	0.0013605036265011386	0.015760050811337332	0.0015831330705296698	0.017601671819619857
32.82828282828283	0.0013604811099060823	0.015759860558312695	0.0015831049763276855	0.017601478990195756
33.333333333333336	0.0013604621444568226	0.015759700427955572	0.001583081322626637	0.0176013167113348
33.83838383838384	0.001360446329677512	0.01575956684165129	0.001583061595386354	0.017601181317414314
34.343434343434346	0.0013604331222164382	0.015759455285628297	0.0015830451215782981	0.017601068251310727
34.84848484848485	0.001360421959383751	0.015759361094912945	0.0015830312041954708	0.0176009728074989
35.35353535353536	0.0013604125993979235	0.015759282190068873	0.0015830195395473388	0.017600892868873858
35.85858585858586	0.0013604048744549017	0.01575921707597621	0.0015830099136848914	0.017600826901027312
36.36363636363637	0.0013603983012526845	0.015759161641627956	0.0015830017199461792	0.017600770737050072
36.86868686868687	0.0013603926287843585	0.015759113738046646	0.0015829946429863388	0.017600722193567186
37.37373737373738	0.0013603879411325974	0.0157590741891587	0.0015829887974286945	0.017600682123991844
37.87878787878788	0.001360383921819947	0.015759040245382713	0.0015829837828058373	0.01760064772663576
38.38383838383839	0.001360380414791244	0.015759010583124945	0.001582979404755243	0.017600617656783384
38.88888888888889	0.0013603774497386591	0.01575898549102708	0.001582975701805031	0.017600592218598676
39.3939393939394	0.0013603749080280223	0.01575896398322594	0.0015829725280444818	0.01760057041343202
39.8989898989899	0.0013603727427558834	0.01575894570651696	0.0015829698283300645	0.01760055189130431
40.40404040404041	0.0013603709017947592	0.015758930165015256	0.0015829675331253022	0.01760053613977107
40.909090909090914	0.0013603693496405814	0.0157589170649694	0.0015829655983592755	0.01760052286303422
41.41414141414142	0.0013603680533784807	0.015758906139150947	0.0015829639833979021	0.01760051179350538
41.919191919191924	0.0013603669840663326	0.015758897139288953	0.0015829626519603764	0.017600502678466294
42.42424242424243	0.0013603661104399502	0.01575888979300623	0.0015829615647708563	0.017600495239162524
42.929292929292934	0.0013603653819744823	0.0157588836544012	0.0015829606570034612	0.017600489020967357
43.43434343434344	0.0013603647961203565	0.01575887870909884	0.0015829599260192163	0.01760048401071042
43.939393939393945	0.0013603644437903291	0.015758875785871245	0.001582959489920956	0.01760048106001406
44.44444444444445	0.0013603642021762995	0.015758873791091577	0.0015829591913383244	0.01760047904919873
44.949494949494955	0.001360364016557461	0.01575887224843	0.0015829589611353662	0.017600477492170228
45.45454545454546	0.0013603638147757643	0.015758870529861215	0.0015829587081817576	0.017600475747962484
45.959595959595966	0.0013603635289326883	0.015758868046298963	0.0015829583468698393	0.017600473215702107
46.46464646464647	0.0013603634868347156	0.015758867677418947	0.0015829582928987259	0.01760047284039033
46.969696969696976	0.0013603634587601133	0.015758867421406204	0.0015829582560943144	0.017600472578113695
47.47474747474748	0.0013603634118700347	0.01575886700454322	0.001582958195870073	0.01760047215190614
47.979797979797986	0.0013603633066583836	0.01575886609856592	0.0015829580634808332	0.017600471229799405
48.484848484848484	0.0013603630958674928	0.015758864311724075	0.0015829578006887738	0.017600469415800308
48.98989898989899	0.0013603629400209202	0.015758862978773637	0.001582957605476562	0.017600468060356065
49.494949494949495	0.0013603627944940588	0.015758861731803197	0.0015829574229877488	0.017600466792014935
50.0	0.001360362631560292	0.015758860344317532	0.0015829572192696275	0.01760046538260089
