NON $ % + -
#NON	b	c	a	d
0.0	0.9091158824964977	0.2910654704375152	0.3829711854438228	0.5265783488241113
0.5050505050505051	0.25749621158003566	0.2758539368614509	0.1640443397256192	0.3674548970494306
1.0101010101010102	0.08777041602561364	0.22225162783023347	0.08137499335495597	0.2517265456046295
1.5151515151515151	0.038657544378242044	0.16774108656399567	0.04593668000701646	0.1722607509626902
2.0202020202020203	0.021584410479295907	0.12484969995375621	0.028628593142316652	0.12097325238951473
2.5252525252525255	0.014087540558434978	0.09423392856461207	0.019181327133355044	0.08886818512497194
3.0303030303030303	0.010048910722071624	0.07304618948618162	0.013576073067370659	0.0686504693106021
3.5353535353535355	0.007567540312549167	0.05837034021984164	0.01004574063424462	0.055504175220119766
4.040404040404041	0.005926355703350984	0.04804984216982664	0.007722768407084777	0.04657401951964753
4.545454545454546	0.004792870725681486	0.040642950036117356	0.006141200674685734	0.040236899403003144
5.050505050505051	0.00398657641656175	0.035214046176333835	0.00503354070072993	0.03556933868570434
5.555555555555556	0.0033995963351472398	0.031155812896488604	0.004238643015100583	0.03203049740385882
6.0606060606060606	0.0029637979290724928	0.02806845566189344	0.0036558284484580115	0.029288907214258218
6.565656565656566	0.0026346386652191934	0.025683586576966594	0.003220338421960955	0.0271308792999999
7.070707070707071	0.0023822362233660707	0.0238170684070482	0.002889448752948451	0.0254118215969319
7.575757575757576	0.002186107552773118	0.022339840684809608	0.0026343260239783794	0.02402982986296507
8.080808080808081	0.002031931322257812	0.021159570889860674	0.0024350923479466973	0.022910706540878734
8.585858585858587	0.0019095094845008693	0.020208953555877446	0.002277774263869825	0.02199907382351516
9.090909090909092	0.0018114568313048916	0.019438073684897847	0.002152363234716955	0.021252802047469703
9.595959595959597	0.0017323321215303865	0.0188093460315557	0.0020515652285318917	0.020639380422603083
10.101010101010102	0.001668078837022076	0.01829403249981962	0.001969981886635439	0.02013335379492326
10.606060606060607	0.0016156116608339436	0.01786995989549195	0.001903555327992701	0.019714707297913445
11.111111111111112	0.001572573730508121	0.01751974218334069	0.0018491946482195893	0.019367446252183566
11.616161616161618	0.0015371294560686893	0.017229671643389892	0.0018045152313461736	0.01907878001935684
12.121212121212121	0.0015078418035310407	0.016988823654701068	0.0017676588866379903	0.018838376783113148
12.626262626262626	0.0014835724312526949	0.01678842366725404	0.0017371610077950154	0.018637847921739534
13.131313131313131	0.0014634129868237502	0.016621380813118865	0.0017118581830914256	0.01847035032816516
13.636363636363637	0.0014466344936771424	0.016481942248795452	0.0016908203479668732	0.018330289103168678
14.141414141414142	0.0014326457112696178	0.016365399877716198	0.0016732947893465017	0.018213060226593077
14.646464646464647	0.0014209660059010794	0.016267888242575426	0.0016586728339769085	0.01811485399064543
15.151515151515152	0.0014112023347658893	0.01618623552369028	0.0016464584650281936	0.0180325342118089
15.656565656565657	0.0014030303952221137	0.016117810641242243	0.0016362404708883764	0.017963501567322692
16.161616161616163	0.0013961889677986806	0.016060415782269896	0.0016276867141795566	0.017905549159745286
16.666666666666668	0.0013904538722931195	0.016012262559180354	0.001620519601365049	0.01785690185923211
17.171717171717173	0.0013856436979007437	0.01597184285170131	0.0016145106307345269	0.017816047204146878
17.67676767676768	0.0013816080860894506	0.015937896511123702	0.001609469914285093	0.01778171889763436
18.181818181818183	0.0013782193464590773	0.015909383533481557	0.0016052388411665706	0.01775287710750272
18.68686868686869	0.001375372352389993	0.015885431163220585	0.0016016859225049611	0.01772864461307507
19.191919191919194	0.0013729820472388227	0.015865297094962018	0.0015987023061968025	0.01770826689615181
