NON $ % + - . 0 1 2 3 4
#NON	cdh1	CycD	E2F	UbcH10	p27	CycA	CycE	Rb	Cdc20	CycB
0.0	0.4544128645489548	0.5281136721421795	0.7767208039328846	0.9486917563450418	0.21211784698457992	0.08968738493519646	0.6459777898069791	0.9626409684326646	0.6660397485328046	0.28795646558955046
0.25125628140703515	0.5915517900514129	0.40622300227949226	0.6742795454438796	0.6939652430897956	0.14671336893106135	0.10200274364934371	0.524490721193219	0.81364704380652	0.46802117833787965	0.3719908504038942
0.5025125628140703	0.6621332344139735	0.33020118334659365	0.5967784767471919	0.5149752378593567	0.10948243802591909	0.10967502715086767	0.4387629959396402	0.7146969602960569	0.3625265639915687	0.42920839053985155
0.7537688442211055	0.6969138178603964	0.28175420411645047	0.5383840533725013	0.38799336654479144	0.08781942377173745	0.11429649957161311	0.3778449672476012	0.6502783678565774	0.30688642193412347	0.46866183555865215
1.0050251256281406	0.7130555367342811	0.2502983723850578	0.4944297033544834	0.29705469895304293	0.07497613450467899	0.11685585937313431	0.33418031387502095	0.6093273238957594	0.2780308604918998	0.49580738183040374
1.2562814070351758	0.7199070954075604	0.2295602393568335	0.46132167244573513	0.23129589711160048	0.06726886352096918	0.11802230381989892	0.3025769083534606	0.5840716947706105	0.26343706330795374	0.5143193382345564
1.507537688442211	0.7223919734658897	0.2157237185624453	0.43634309607059846	0.18326874131933782	0.06262772855515918	0.11826684877132311	0.27947113617830166	0.5691339154069311	0.2563277740827692	0.5268046450683203
1.758793969849246	0.723000142226802	0.2064082919865536	0.41745920115580565	0.14783255167528206	0.05985154266223735	0.11792504221279182	0.26241058252292326	0.560847793806039	0.2530640573674306	0.5351317638765749
2.0100502512562812	0.7229277867743229	0.20009492677824636	0.4031520547902582	0.12141571649078801	0.058221985467183254	0.11723468687094718	0.2496970319495879	0.5567499704005257	0.2517163492677135	0.5406267285288258
2.2613065326633164	0.7227076555108637	0.19579561619857994	0.3922898880878375	0.10151942396590077	0.05729908510874004	0.11636146960318274	0.24014393286912158	0.5552097346528498	0.25127967789193123	0.5442159147682438
2.5125628140703515	0.722546569469686	0.1928578538720935	0.3840275837431891	0.08638239186542614	0.05680899399220878	0.1154177763002133	0.23291326564855544	0.5551648577174257	0.2512437946663473	0.5465364603901375
2.7638190954773867	0.7225005755290825	0.19084562607309324	0.3777324325129813	0.07475332030716836	0.056579886798866164	0.1144769953565043	0.2274062374399917	0.5559362472723507	0.25135913664028353	0.5480206133998284
3.015075376884422	0.7225627088454128	0.1894650284485414	0.37292929606109887	0.06573574671675433	0.05650388690654715	0.11358446398860654	0.2231899282824898	0.5570997665648263	0.251510610186956	0.5489582417516674
3.266331658291457	0.7227049657312093	0.18851668598365767	0.36926024460021967	0.05868175071381782	0.056513695685850455	0.11276577789005648	0.2199477741250121	0.5583986787989722	0.2516504065201457	0.5495418289042481
3.517587939698492	0.7228969383050302	0.187864733729411	0.3664548370309486	0.053118748033977335	0.05656789245984635	0.11203300640261253	0.21744584266874348	0.5596845147584355	0.25176288656741586	0.5498981033402217
3.7688442211055273	0.7231129932188386	0.18741628735423524	0.36430817797430165	0.04869878532512674	0.056641539805340826	0.11138925958153471	0.21550960947345008	0.56087756227997	0.25184667403564104	0.5501098610731788
4.0201005025125625	0.723334114160738	0.18710770347744046	0.3626646564398544	0.04516321060823339	0.05672013064925811	0.11083197929603887	0.21400777090692202	0.5619407621239698	0.2519058535281157	0.5502308018399407
4.271356783919598	0.7235474882815829	0.18689530445309369	0.3614058413121628	0.04231789235472647	0.056795678402914856	0.1103552615373843	0.21284081490578832	0.562862666626962	0.25194587861175133	0.5502955010866872
4.522613065326633	0.7237453146738219	0.18674908222924685	0.3604414361465265	0.04001572351200033	0.05686419967520839	0.10995145496142764	0.21193285188767053	0.5636464825891044	0.2519718535254775	0.5503260461781337
4.773869346733668	0.7239235121074085	0.1866484059004496	0.35970249313993935	0.0381441852922767	0.056924103981576275	0.10961222948925815	0.21122570426207704	0.56430315004517	0.2519879503374938	0.5503364183688099
5.025125628140703	0.7240805835604425	0.18657908170225926	0.35913629633016936	0.03661642072786923	0.05697517332548277	0.10932926490302161	0.21067457469186363	0.5648470684030352	0.2519973394922012	0.5503353724123751
5.276381909547738	0.7242167229299067	0.18653134345142333	0.3587025029728897	0.035364805503963495	0.05701792841232953	0.10909466847445251	0.2102448487234777	0.5652935579876738	0.2520023188075629	0.5503283092685832
5.527638190954773	0.724333150565882	0.18649846878063187	0.3583702133055118	0.034336253439794184	0.057053240489402295	0.1089012082882601	0.2099097016475118	0.5656574159917026	0.2520044966637569	0.5503184963581202
5.7788944723618085	0.7244316430271514	0.1864758268725868	0.3581157407345213	0.033488763729610724	0.057082101458311406	0.10874242154080882	0.20964829372741017	0.565952166947207	0.252004967372221	0.550307856780994
