NON $ % + - . 0 1 2 3 4
#NON	E2F	CycB	CycE	CycD	Cdc20	p27	cdh1	Rb	CycA	UbcH10
3.78619153674833	0.39487745532741525	0.47807141777820744	0.23264921349160558	0.2318564838190296	0.307032035415541	0.04510764675692358	0.7309225123175918	0.5609517993193341	0.14904681026341535	0.1475846760314403
3.8975501113585747	0.3948639886105854	0.47802243608142453	0.2326401085977811	0.23133631864633836	0.30700279874448005	0.04379241759346067	0.7312165965809226	0.5611592839304236	0.14790059656230603	0.14641351133373465
4.008908685968819	0.3948632736405313	0.4779776694964722	0.2326304923040531	0.2308643904475439	0.30697762694780173	0.042607454373870764	0.7314789793469674	0.5613536135747926	0.14689035348571125	0.14535930730713903
4.120267260579065	0.39487169527932636	0.47793685652662415	0.23262076401452955	0.23043618832658658	0.3069558700182735	0.041538834391503125	0.731712550962327	0.561534880030066	0.14600003168991904	0.14441035743892755
4.23162583518931	0.39488637977903046	0.477899743468491	0.23261120072997601	0.23004762995393593	0.30693699609363045	0.04057426974242407	0.7319200213371299	0.5617033745873579	0.14521545950026682	0.1435561526334606
4.342984409799555	0.39490506473275455	0.477866082308772	0.23260198684324213	0.22969501932791397	0.3069205677448953	0.03970289261761865	0.7321039161668254	0.561859529667	0.14452412367853892	0.1427872497191701
4.4543429844097995	0.3949259926349352	0.47783563169724463	0.2325932362802181	0.22937500950155018	0.30690622438402915	0.03891507707787234	0.7322665772997072	0.5620038774714082	0.14391497888629648	0.14209515909421044
4.565701559020045	0.3949478203941497	0.47780815760259515	0.2325850103815939	0.22908456898113855	0.30689366774566446	0.038202284059429145	0.7324101659172922	0.5621370162751691	0.14337827839865877	0.1414722447785572
4.67706013363029	0.3949695395969311	0.477783432517056	0.23257733327283697	0.2288209510177715	0.30688264920591635	0.03755692310360875	0.7325366665808775	0.5622595799535601	0.14290542110421317	0.14091163383073743
4.788418708240535	0.39499041423366815	0.47776123755154287	0.23257020215386248	0.22858166659132223	0.3068729609914713	0.03697223873976489	0.7326478947476665	0.5623722202896696	0.14248881994242332	0.14040713890546033
4.8997772828507795	0.39500992689083153	0.47774136334995854	0.2325635959484677	0.2283644597993538	0.3068644284978561	0.03644220935530201	0.7327455049307052	0.5624755913639817	0.14212178379644544	0.13995318803549456
5.011135857461025	0.3950277327519592	0.47772361079969355	0.23255748229864212	0.22816728546652665	0.3068569037556397	0.03596145789719166	0.7328309995322976	0.5625703369403906	0.1417984116464073	0.1395447613146048
5.12249443207127	0.3950436228660058	0.47770779147504355	0.23255182229165047	0.2279882891993352	0.30685026080803773	0.03552517644098041	0.7329057382289811	0.5626570821345487	0.14151350046574362	0.13917733551307043
5.233853006681515	0.39505749608982094	0.4776937279788315	0.23254657331931672	0.22782578979815557	0.3068443923829261	0.035129063487476596	0.7329709482808525	0.5627364286851148	0.14126246627164493	0.13884683602059605
5.3452115812917596	0.39506933054848303	0.47768125429651387	0.23254169278875558	0.22767826229037624	0.30683920587898783	0.034769261274708196	0.7330277334946146	0.5628089490504083	0.14104126768770492	0.1385495897929038
5.456570155902004	0.3950791646019535	0.4776702157163973	0.23253713960859823	0.2275443234886218	0.3068346210828637	0.03444230722469846	0.7330770840141634	0.5628751844115809	0.14084634370699242	0.1382822863597175
5.56792873051225	0.39508708003806425	0.4776604689713094	0.2325328753446808	0.22742271854699575	0.3068305680991918	0.03414508931663454	0.7331198860080099	0.5629356434767536	0.14067455640615004	0.1380419416557076
5.679287305122495	0.3950931901882841	0.477651882019981	0.23252886467043826	0.22731230920982984	0.30682698584309676	0.03387480907588224	0.733156930975468	0.5629908026437325	0.1405231427153128	0.13782586669240027
5.79064587973274	0.3950976278799444	0.4776443336460997	0.23252507602167966	0.22721206255047913	0.30682382074806286	0.033628945304870005	0.7331889240515501	0.56304110554243	0.1403896680977305	0.137631637396507
5.902004454342984	0.39510053896742403	0.4776377129993649	0.2325214812925641	0.22712104149953122	0.30682102600783145	0.03340522640908228	0.7332164924623561	0.5630869645868661	0.1402719898856138	0.13745706974199798
6.01336302895323	0.39510207359924227	0.4776319189619431	0.23251805644254478	0.2270383955101622	0.3068185600021122	0.03320160165462707	0.7332401921854972	0.5631287608265968	0.14016822021613362	0.1373001949809116
6.124721603563475	0.3951023827630505	0.47762685943831856	0.2325147810396147	0.22696335285475336	0.3068163857837333	0.03301621987051583	0.7332605149879681	0.5631668457615195	0.14007669782921744	0.13715923961737975
6.23608017817372	0.3951016139471514	0.4776224512337982	0.2325116379234508	0.2268952129701931	0.30681447054683514	0.032847407146250354	0.7332778957615254	0.5632015431604787	0.13999595943915868	0.13703260531800746
6.347438752783964	0.39509990962375774	0.47761861933178884	0.23250861275323637	0.2268333401911456	0.30681278516030897	0.032693650348631365	0.7332927183521666	0.5632331509511798	0.1399247181000021	0.13691885276632057
6.45879732739421	0.3950974038460651	0.4776152963275085	0.23250569397346552	0.2267771573606864	0.3068113036979835	0.0325535789654023	0.7333053206817896	0.5632619421545287	0.1398618400574737	0.13681668499944136
6.570155902004455	0.3950942222898109	0.47761242185438124	0.23250287224517927	0.22672614073709488	0.3068100032213657	0.03242595233552209	0.7333159998797059	0.5632881670491058	0.1398063283447499	0.13672493441170405
6.6815144766147	0.3950904802579617	0.47760994163092096	0.2325001403569437	0.22667981471824547	0.3068088630934844	0.032309645262132786	0.7333250162889324	0.563312054241302	0.13975730462365443	0.13664254915887275
6.7928730512249444	0.3950862835539674	0.47760780691656285	0.23249749275937576	0.22663774778725582	0.30680786492208384	0.03220363834890859	0.7333325974521876	0.5633338125528865	0.13971399716196106	0.1365685829230165
6.90423162583519	0.3950817275070924	0.47760597459978205	0.23249492528500473	0.22659954798707102	0.3068069923017822	0.03210700576770325	0.7333389428705955	0.5633536327217367	0.13967572571310158	0.1365021832502346
7.015590200445435	0.3950768980057649	0.477604406516126	0.23249243483706739	0.22656485961671294	0.3068062306203821	0.03201890760493499	0.7333442269181514	0.5633716889379401	0.13964189238574623	0.13644258330215397
7.12694877505568	0.39507187112804404	0.47760306886268833	0.23249001926685753	0.22653335963250423	0.30680556683593574	0.03193858064698491	0.733348601515292	0.5633881397911313	0.13961197047153262	0.13638909273875222
7.2383073496659245	0.3950667141083546	0.47760193189398087	0.23248767712257573	0.22650475484193247	0.3068049893669667	0.03186533180745707	0.7333521988258375	0.5634031297125641	0.13958549694380604	0.13634109073108033
7.349665924276169	0.39506148555364357	0.4776009691194309	0.23248540746974972	0.2264787789729277	0.3068044879130386	0.031798530852232026	0.7333551334710807	0.5634167901444477	0.139562063962681	0.13629801863315658
7.461024498886415	0.395056236196185	0.4776001567803189	0.23248320975697187	0.2264551903201317	0.3068040533495876	0.031737604903160244	0.733357504293072	0.5634292405718017	0.1395413128499492	0.1362593741854972
7.57238307349666	0.39505100953041583	0.47759947423015064	0.2324810836631506	0.226433769386681	0.306803677553013	0.031682032771597174	0.7333593971525331	0.5634405897906001	0.139522927736522	0.13622470563476546
7.6837416481069045	0.39504584252010505	0.4775989037798888	0.23247902899238745	0.22641431688913696	0.30680335326929914	0.03163134028951775	0.7333608867553079	0.5634509369398186	0.13950663062569882	0.13619360684504442
7.795100222717149	0.39504076611311345	0.47759842989575996	0.2324770456066517	0.22639665187301103	0.30680307404702417	0.03158509590062363	0.7333620374400109	0.5634603720997277	0.1394921767664803	0.13616571272349204
7.906458797327395	0.39503580581698067	0.4775980389576993	0.23247513336599265	0.22638061001893825	0.30680283413745135	0.03154290670739918	0.7333629044185744	0.5634689770190191	0.13947935062646435	0.13614069511150004
8.017817371937639	0.39503098230187766	0.4775977189928519	0.2324732920706426	0.22636604217997552	0.3068026285203671	0.03150441510179861	0.733363534912983	0.563476825997056	0.13946796260321437	0.13611825928552915
8.129175946547885	0.39502631185920367	0.4775974591582635	0.23247152141183272	0.22635281283471106	0.3068024529244345	0.031469295138929515	0.733363968993366	0.5634839865837761	0.13945784536883968	0.13609814024197653
8.24053452115813	0.3950218070373472	0.4775972502088779	0.23246982095431773	0.22634079896460807	0.30680230352747934	0.03143725000205095	0.7333642410475577	0.5634905201974103	0.13944885164342274	0.13608010001574158
8.351893095768375	0.3950174771539507	0.47759708451542693	0.2324681901109242	0.2263298888559599	0.30680217684472355	0.03140800924060319	0.7333643808800228	0.5634964827942739	0.13944085163978862	0.1360639248317161
8.46325167037862	0.39501332866251265	0.47759695526453455	0.23246662815921323	0.22631998120213895	0.3068020699081655	0.03138132677026224	0.7333644134500698	0.5635019252238145	0.1394337315187717	0.13604942309565635
8.574610244988865	0.39500936542583276	0.47759685685768777	0.2324651341884499	0.22631098387945872	0.3068019799087553	0.03135697791918053	0.7333643603806969	0.5635068936225958	0.13942739028291837	0.13603642239109412
8.68596881959911	0.3950055893085998	0.47759678444908593	0.23246370713085263	0.22630281311409517	0.3068019043448487	0.03133475765970601	0.7333642400723697	0.5635114300237639	0.1394217387011639	0.13602476764852678
8.797327394209354	0.39500200018773945	0.47759673370438466	0.23246234578806282	0.22629539303981164	0.3068018411875477	0.031314479536891066	0.7333640675194828	0.5635155725432538	0.13941669853188074	0.13601432019985576
8.908685968819599	0.3949985964002883	0.4775967006590424	0.23246104882223514	0.22628865465333112	0.30680178880434494	0.03129597328348613	0.7333638550120252	0.5635193558768707	0.13941220043490943	0.13600495533375792
9.020044543429844	0.3949953750835047	0.4775966818814878	0.2324598147614038	0.22628253519397049	0.30680174578330444	0.03127908341233905	0.7333636128344941	0.5635228116571563	0.13940818297099736	0.13599656088784498
9.13140311804009	0.39499233231050324	0.47759667477394807	0.23245864202612204	0.22627697797900262	0.3068017107850486	0.031263668837750586	0.7333633496532237	0.563525968627716	0.13940459270536681	0.13598903696620765
9.242761692650335	0.3949894634859511	0.47759667705286335	0.23245752892294125	0.2262719312033334	0.3068016826604698	0.03124960012352054	0.7333630728289697	0.5635288531456042	0.13940138167329813	0.13598229313454008
9.35412026726058	0.3949867631540007	0.4775966868780217	0.23245647367558564	0.22626734809902643	0.30680166031491557	0.03123675983656712	0.7333627883422835	0.5635314889750354	0.13939850804066953	0.1359762489344165
9.465478841870825	0.39498422552857104	0.4775967027451188	0.2324554744352357	0.2262631857925544	0.30680164268542337	0.03122503993382554	0.7333625014824052	0.5635338979369868	0.1393959340598939	0.1359708312675556
9.57683741648107	0.3949818441179827	0.477596723461465	0.23245452927141091	0.2262594062134197	0.30680162892070467	0.031214343838378022	0.7333622160697497	0.5635360994895403	0.13939362767494123	0.13596597645819403
9.688195991091314	0.3949796124824731	0.47759674754992143	0.23245363626945803	0.22625597370490394	0.30680161854700355	0.031204580932191507	0.733361934890672	0.5635381118771307	0.13939155892126526	0.1359616251120747
9.799554565701559	0.3949775238499294	0.47759677387450905	0.23245279345542266	0.22625285643145962	0.30680161113671206	0.03119566980508894	0.7333616599863606	0.56353995145932	0.13938970198404005	0.13595772510179366
9.910913140311804	0.39497557143298034	0.477596801725639	0.23245199883142492	0.22625002551152876	0.30680160620426367	0.03118753623399431	0.7333613931767756	0.5635416332284713	0.13938803415674758	0.1359542297718954
10.02227171492205	0.39497374847292105	0.477596830494595	0.23245125039552705	0.22624745461742055	0.30680160332318557	0.031180112267942272	0.7333611358817107	0.563543170883986	0.13938653510500487	0.13595109706273842
10.133630289532295	0.3949720482278902	0.47759685976871435	0.23245054614474878	0.22624511988170154	0.3068016019990776	0.031173336000245463	0.7333608893723139	0.5635445768344624	0.13938518681755394	0.1359482893515162
10.24498886414254	0.3949704640587843	0.4775968891445359	0.23244988409623082	0.226242999613286	0.30680160189396993	0.03116715089871389	0.733360654374799	0.5635458624231751	0.13938397329002558	0.1359457728849727
10.356347438752785	0.39496898945193437	0.47759691820641853	0.2324492622955368	0.22624107413356934	0.3068016028196053	0.031161505418616137	0.7333604311063086	0.5635470379958035	0.13938288033876725	0.13594351745725558
10.46770601336303	0.39496761809293207	0.4775969466654256	0.23244867881842712	0.22623932550941137	0.3068016045776037	0.03115635237297807	0.7333602197006872	0.5635481130359148	0.13938189528123052	0.13594149586841814
10.579064587973274	0.39496634385873447	0.4775969743151641	0.23244813177389273	0.22623773754295243	0.306801606998725	0.031151648907152784	0.7333600201175847	0.5635490961662264	0.13938100693159863	0.13593968391002526
10.690423162583519	0.3949651608564908	0.477597001014144	0.2324476193182345	0.2262362954188678	0.3068016099048828	0.03114735565769585	0.7333598322869699	0.563549995296902	0.13938020522170988	0.13593805968420516
10.801781737193764	0.39496406341638396	0.47759702666482107	0.2324471396548201	0.22623498569271544	0.30680161314493	0.031143436719897995	0.7333596560212889	0.5635508176463868	0.1393794812017376	0.13593660359178295
10.913140311804009	0.3949630461216261	0.47759705116118384	0.23244669104818164	0.2262337959040928	0.3068016166164718	0.03113985871763764	0.7333594910160505	0.5635515699335351	0.13937882664588405	0.13593529760276793
11.024498886414255	0.3949621037569663	0.47759707448504035	0.23244627179906296	0.22623271526286093	0.30680162022219076	0.031136592454101306	0.7333593368614905	0.563552258035328	0.13937823474969352	0.135934126548718
11.1358574610245	0.394961231330963	0.47759709666872563	0.2324458802548303	0.22623173435448185	0.3068016238838262	0.031133612203015963	0.7333591930487792	0.5635528871331907	0.1393776998305378	0.1359330775677213
11.247216035634745	0.3949604241807151	0.4775971176637531	0.23244551485606527	0.22623084363102025	0.3068016275514952	0.03113089207459965	0.733359059140682	0.5635534624594538	0.13937721580778747	0.13593213727315379
11.35857461024499	0.3949596778943306	0.4775971374376001	0.23244517410209678	0.2262300345295015	0.30680163119736953	0.031128408708891712	0.7333589346437733	0.5635539887441571	0.139376777329065	0.13593129385188316
11.469933184855234	0.3949589882834625	0.47759715600799296	0.23244485653879074	0.2262292998680778	0.30680163481343603	0.031126142229835525	0.7333588189631696	0.5635544700190867	0.13937638016920764	0.13593053780753442
11.58129175946548	0.3949583514011367	0.47759717340197244	0.23244456077550835	0.2262286330733622	0.30680163839267605	0.031124074368356795	0.7333587115297738	0.5635549099966367	0.1393760204947726	0.13592986054305722
11.692650334075724	0.39495776352797396	0.47759718963615627	0.2324442854968418	0.22622802735975303	0.30680164188784753	0.03112218645406534	0.7333586119710896	0.5635553124691587	0.13937569412186346	0.13592925288470029
11.804008908685969	0.39495722119635895	0.47759720475136114	0.23244402944202838	0.22622747716899352	0.30680164528378584	0.031120462938042184	0.7333585198115936	0.5635556806084573	0.13937539781798827	0.13592870767113074
11.915367483296215	0.3949567211785855	0.47759721880128203	0.23244379141140606	0.2262269776826602	0.30680164857319264	0.031118890198126675	0.733358434571813	0.5635560172030105	0.13937512886548564	0.13592821887987427
12.02672605790646	0.3949562603610452	0.477597231846555	0.23244357026146345	0.22622652405758736	0.3068016517266607	0.031117454615270115	0.7333583558538131	0.5635563250297642	0.1393748845026014	0.13592778035236303
12.138084632516705	0.39495583583210253	0.47759724395830866	0.2324433649086802	0.22622611193690897	0.30680165471242704	0.03111614386106205	0.7333582832865231	0.5635566066056328	0.1393746622926355	0.1359273866427585
12.24944320712695	0.394955444921977	0.47759725521977636	0.23244317433127	0.22622573768199536	0.3068016575053383	0.03111494748207527	0.7333582165009227	0.5635568640747186	0.1393744602914796	0.13592703340319087
12.360801781737194	0.394955085135209	0.477597265705284	0.23244299756237957	0.22622539797893373	0.30680166009065346	0.031113855910019472	0.7333581551277273	0.5635570994048332	0.13937427674311667	0.1359267167271876
12.47216035634744	0.39495475407149516	0.4775972754362225	0.2324428336780321	0.22622508937641678	0.30680166248864355	0.03111285930104683	0.7333580987476388	0.5635573146237477	0.13937410970060846	0.13592643237553662
12.583518930957684	0.39495444955822673	0.47759728445475913	0.2324426818173123	0.22622480905941406	0.30680166471340714	0.03111194947899794	0.7333580469746356	0.5635575114236601	0.13937395766064192	0.1359261770723537
12.694877505567929	0.3949541696052653	0.47759729280095253	0.23244254117518592	0.2262245545955721	0.30680166678517895	0.031111119297529764	0.7333579994310271	0.5635576912908187	0.13937381935697365	0.13592594808176586
12.806236080178174	0.39495391225650334	0.47759730050924937	0.23244241096966517	0.2262243234310888	0.30680166871561976	0.031110361342522333	0.7333579557753622	0.5635578557622706	0.13937369339722303	0.13592574241636002
12.91759465478842	0.3949536757136985	0.4775973076096173	0.23244229046943213	0.22622411330307068	0.30680167052146545	0.031109668994685872	0.7333579156764031	0.563558006215888	0.13937357855800642	0.13592555748258292
13.028953229398665	0.3949534583819959	0.47759731412796086	0.2324421790039933	0.226223922391118	0.3068016722295451	0.03110903682018299	0.7333578788035574	0.5635581437931806	0.13937347389343094	0.135925391317995
13.14031180400891	0.3949532588243879	0.4775973200857049	0.23244207595352107	0.22622374916567894	0.30680167387176094	0.031108460179850403	0.7333578448364498	0.5635582694765143	0.13937337862655738	0.13592524235392175
13.251670378619155	0.3949530757049608	0.4775973255082665	0.23244198073593447	0.22622359221794702	0.3068016754718165	0.031107934786216693	0.7333578134942176	0.5635583841748325	0.13937329204056847	0.13592510915623301
13.3630289532294	0.39495290759072804	0.4775973304546363	0.23244189276178912	0.2262234496659043	0.30680167699887395	0.031107455156716753	0.7333577846378054	0.5635584890229737	0.13937321309875397	0.1359249895202077
13.474387527839644	0.39495275328080665	0.47759733496824086	0.2324418115092099	0.22622332014094618	0.3068016784445338	0.03110701718306581	0.7333577581000438	0.5635585848844734	0.13937314107575532	0.13592488197405894
13.585746102449889	0.3949526117129542	0.47759733909089414	0.23244173650261554	0.22622320250774997	0.3068016798009789	0.031106617401739638	0.7333577337338939	0.5635586724927328	0.13937307537833682	0.13592478535203978
13.697104677060134	0.3949524819445427	0.47759734286563754	0.23244166730838728	0.226223095807249	0.3068016810565242	0.031106252845466992	0.7333577114222689	0.563558752479757	0.13937301550890066	0.13592469870754134
13.80846325167038	0.39495236301365316	0.4775973463345971	0.2324416034951871	0.22622299899202436	0.30680168220117904	0.031105920327300668	0.733357691045676	0.56355882551918	0.13937296091763288	0.13592462095153293
13.919821826280625	0.3949522539662915	0.47759734953940336	0.23244154464173258	0.2262229109781487	0.3068016832255564	0.03110561658088743	0.7333576724885555	0.5635588922982434	0.13937291103147167	0.13592455092340136
14.03118040089087	0.39495215402485945	0.47759735252379	0.23244149038492495	0.2262228309661178	0.30680168411412906	0.031105339128785756	0.7333576556785272	0.5635589533443257	0.13937286543343338	0.13592448782947064
14.142538975501115	0.3949520624996425	0.4775973553322288	0.23244144039456333	0.2262227582722385	0.30680168484877274	0.031105085826266202	0.7333576405657705	0.5635590091160806	0.13937282376839763	0.13592443101261112
14.25389755011136	0.3949519787709851	0.4775973580047174	0.2324413943683906	0.2262226923061658	0.30680168541456615	0.031104854798027156	0.7333576271026807	0.563559060016745	0.13937278573165746	0.13592437992571166
14.365256124721604	0.3949519021116361	0.4775973605248339	0.23244135198271676	0.22622263234702422	0.3068016858575983	0.031104643807466956	0.7333576150411069	0.5635591065267743	0.13937275095480411	0.13592433386728806
14.476614699331849	0.39495183190325567	0.4775973628830425	0.232441312952594	0.2262225778162479	0.3068016862145191	0.03110445102534949	0.7333576041794566	0.5635591490422004	0.13937271914479887	0.135924292303696
14.587973273942094	0.394951767618695	0.47759736507151235	0.23244127702689166	0.22622252825524986	0.3068016865183052	0.031104274966892668	0.7333575943424725	0.5635591878878612	0.1393726900725908	0.13592425484275952
14.699331848552339	0.3949517087896336	0.4775973670746548	0.23244124397930138	0.2262224832846383	0.30680168680879083	0.031104114376869618	0.7333575853442952	0.5635592233415625	0.13937266355232839	0.13592422118560724
14.810690423162585	0.3949516545833823	0.47759736891478044	0.23244121342576818	0.22622244210811876	0.30680168710637645	0.031103966754103318	0.7333575770056611	0.5635592559406205	0.13937263918874016	0.13592419058765937
14.92204899777283	0.3949516055593683	0.4775973704938151	0.23244118559455515	0.2262224053451805	0.3068016874503002	0.031103833934771	0.7333575692641747	0.5635592853073281	0.13937261724682307	0.13592416368927973
15.033407572383075	0.39495156050504804	0.4775973718729127	0.23244115993689327	0.22622237176974372	0.3068016878422163	0.031103712130344727	0.7333575619435678	0.5635593122474525	0.1393725971168051	0.13592413928992197
15.14476614699332	0.3949515191838447	0.4775973730211537	0.23244113633026303	0.22622234120394727	0.3068016883144058	0.03110360072604088	0.7333575549048416	0.5635593369012278	0.13937257869577163	0.13592411725993198
15.256124721603564	0.3949514813584907	0.4775973739097723	0.2324411146516395	0.22622231346809596	0.30680168889721127	0.03110349910206061	0.7333575480149812	0.5635593594097136	0.13937256187995872	0.13592409746714393
15.367483296213809	0.3949514467643599	0.4775973745952993	0.23244109475797825	0.2262222883098481	0.30680168954419695	0.03110340643995288	0.7333575413780064	0.5635593799466474	0.13937254653196404	0.1359240796799062
15.478841870824054	0.394951415140394	0.4775973751231427	0.23244107650884538	0.22622226548633514	0.30680169021893905	0.031103321947170904	0.7333575350670275	0.5635593986815058	0.13937253251877177	0.13592406367954007
15.590200445434299	0.3949513862364982	0.4775973755045281	0.23244105977182974	0.22622224478380148	0.3068016909157826	0.031103244910777515	0.7333575290601638	0.5635594157706694	0.13937251972084655	0.13592404928723578
15.701559020044545	0.3949513598025781	0.47759737575068106	0.23244104441452026	0.22622222598849157	0.30680169162907245	0.031103174617835544	0.7333575233355345	0.5635594313705187	0.1393725080186531	0.1359240363241834
