NON $ % + - . 0 1 2 3 4
#NON	E2F	CycB	CycE	CycD	Cdc20	p27	cdh1	Rb	CycA	UbcH10
0.0	0.7313622091572393	0.5828534249405803	0.14116892913214274	0.3958950774559168	0.39693695827163467	0.8174178588580078	0.6804467496943691	0.8386791414999327	0.81484101826418	0.6662591693357128
0.111358574610245	0.6793332711498978	0.559494865716493	0.15589561664079354	0.37856925179946455	0.3823714161656775	0.713464610741089	0.683747867495913	0.7803467928995693	0.7359055041807063	0.6019339811946655
0.22271714922049	0.6350538293933737	0.5413018106510621	0.1685162140574563	0.36313363064169035	0.3700165478857981	0.6239947784330702	0.6868613012901661	0.7335588765835055	0.6662722673630598	0.546089094495391
0.33407572383073497	0.5973931752853777	0.5271614666984679	0.17928607840208188	0.3493637485998226	0.3595667590924987	0.5469309871487368	0.6897922122305961	0.6960988123671364	0.604821349114024	0.4975258323097642
0.44543429844098	0.5653823557132519	0.5161939859720633	0.18843714834012043	0.33706430202406595	0.35075414640454905	0.48049625604938717	0.6925513350926427	0.6661654773965381	0.5505721580941723	0.4552226632473624
0.5567928730512249	0.5381925409935505	0.5077048787220402	0.1961791038200736	0.32606506970792615	0.34334390473627047	0.42317132260669515	0.6951523203951964	0.6422989555318623	0.5026657380998135	0.4183083430464575
0.6681514476614699	0.5151155973725149	0.5011468117083983	0.20270046225690747	0.3162174140085549	0.3371306500276289	0.3736574365687982	0.6976096663162266	0.6233176022696089	0.4603491244739304	0.3860391623650351
0.779510022271715	0.49554698892733273	0.49608936861995717	0.20816969985687525	0.3073913115769469	0.3319353364000833	0.3308444571323852	0.6999372727932249	0.608266164498641	0.42296174130681613	0.3577798368588431
0.89086859688196	0.4789707553027469	0.49219474333599605	0.21273644548719073	0.29947280760523143	0.3276025214631369	0.29378334874123524	0.7021475084161923	0.5963729034298849	0.3899235165396934	0.33298725092770776
1.0022271714922049	0.46494652183587454	0.48919850204300935	0.21653275872955335	0.2923618475980189	0.32399786331131397	0.26166269637480505	0.7042507449308184	0.5870147631917034	0.36072459172424887	0.3111967151484505
1.1135857461024499	0.45309829707748805	0.48689419347099955	0.21967447402946796	0.2859704211877185	0.3210058067358745	0.23378859568042218	0.7062552087387234	0.5796889580983922	0.33491639480458246	0.2920102826065437
1.2249443207126949	0.4431048984504383	0.4851211239687658	0.222262586861183	0.2802209732737543	0.318527418960058	0.20956747824356076	0.7081670820192034	0.5739899583223071	0.3121039127052799	0.2750868213858894
1.3363028953229399	0.43469179009460357	0.4837546009930002	0.22438464650673354	0.2750450405718559	0.3164783876242156	0.18849143018205364	0.7099907429075786	0.5695908014505059	0.2919389943922325	0.2601335670213191
1.447661469933185	0.427624163543032	0.4826982043074206	0.2261161268872141	0.27038208150243476	0.3147871733543539	0.17012566650995484	0.7117290954761452	0.5662280012353997	0.27411455058120615	0.24689894416110325
1.55902004454343	0.4217010795791166	0.4818776574741607	0.22752174780623155	0.2661784699310183	0.3133933254991234	0.15409784060790777	0.7133839287831172	0.5636893493383276	0.2583595216113279	0.2351664648829411
1.670378619153675	0.41675050922502127	0.4812359674483637	0.22865672510242283	0.26238662824990105	0.3122459659723467	0.1400889188801254	0.714956261755186	0.5618040442502547	0.24443450377134165	0.22474954340336262
1.78173719376392	0.41262514242954185	0.4807295953626527	0.22956793600621228	0.2589642793956257	0.3113024297019739	0.12782539615568417	0.7164466626396874	0.5604347312315048	0.23212794271913673	0.21548709163015334
1.893095768374165	0.4091988358994623	0.48032543235105285	0.2302949897335014	0.25587380017172956	0.31052706387231577	0.11707265216217097	0.7178555168651664	0.5594710624323096	0.22125281259158555	0.20723977913991598
2.0044543429844097	0.40636360065415894	0.4799984257380709	0.23087119973493292	0.25308166121059655	0.3098901723468646	0.10762928420940113	0.7191832438380419	0.5588244989158143	0.2116437140235332	0.19988685860256972
2.115812917594655	0.404027039984204	0.47972971815456333	0.23132445718709543	0.25055794096332296	0.30936709560785725	0.09932227177679037	0.7204304604652311	0.5584241102656053	0.2031543329271678	0.19332347137817624
2.2271714922048997	0.40211016449187914	0.47950519334392794	0.23167800844312975	0.24827590316130135	0.30893741544676784	0.09200285178615185	0.7215980926440281	0.5582131797600777	0.19565521138353806	0.18745836139869004
2.338530066815145	0.4005455255987748	0.4793143474455723	0.23195114122994925	0.24621162905993746	0.30858427107220926	0.08554300391982915	0.7226874424529253	0.5581464663179398	0.1890317905745225	0.18221193747655756
2.4498886414253898	0.399275608055142	0.4791494046376424	0.2321597861216804	0.2443436955494431	0.3082937738253416	0.07983244254117043	0.7237002168822105	0.5581879744401885	0.18318268451173542	0.17751462279317753
2.561247216035635	0.39825145427834674	0.47900464459594533	0.23231703979483664	0.24265289452706398	0.30805451010845064	0.07477606146259239	0.7246385257362505	0.5583091698182661	0.17801816323488218	0.1733054595455343
2.6726057906458798	0.39743147420950203	0.4788758806709332	0.23243361774631316	0.24112198646450114	0.30785712004034044	0.07029174846498673	0.7255048564124372	0.5584875265354275	0.17345881233004085	0.16953092001881576
2.783964365256125	0.3967804162547504	0.47876005963170226	0.23251824365710727	0.23973548414954476	0.30769394380250364	0.0663085221731677	0.7263020301354403	0.5587053495478378	0.16943434962625883	0.16614389658044973
2.89532293986637	0.3962684785876134	0.4786549614040806	0.23257798253252232	0.23847946241456341	0.3075587234351824	0.06276494291401227	0.7270331492335438	0.5589488287610866	0.16588257951379157	0.16310284162280117
3.006681514476615	0.39587053730416605	0.47855896956823507	0.232618524302161	0.23734139039555147	0.30744635448780344	0.059607756042682786	0.7277015374788994	0.5592072683199145	0.1627484677509474	0.16037103430168356
3.11804008908686	0.39556547790386654	0.47847090062148795	0.2326444240716143	0.2363099834302234	0.3073526792884422	0.056790734559166105	0.7283106785047033	0.5594724651189984	0.15998332284062683	0.15791595461722863
3.229398663697105	0.39533561572228376	0.47838987755947937	0.23265930481438873	0.2353750720051763	0.3072743148094762	0.05427369062577024	0.7288641565469759	0.5597382065349473	0.1575440710267611	0.1557087476753565
3.34075723830735	0.39516619349067084	0.47831523668618076	0.23266602751618956	0.23452748563473708	0.3072085107444256	0.052021631554880855	0.7293656003444899	0.5599998636461716	0.1553926141524236	0.1537237645822286
3.452115812917595	0.39504494644521826	0.4782464602320769	0.23266683340900415	0.2337589497840374	0.3071530324471348	0.05000403869509257	0.7298186324481811	0.5602540629285953	0.15349526069009056	0.1519381679454868
3.56347438752784	0.3949617264036107	0.47818312840727617	0.2326634623634629	0.23306199422287166	0.3071060645196944	0.04819425095884253	0.7302268251564252	0.5604984215654057	0.1518222214874173	0.15033159201853008
3.6748329621380846	0.3949081772333994	0.4781248856869615	0.232657250978653	0.2324298714271562	0.3070661318993164	0.04656893756552655	0.730593663070629	0.560731333844357	0.15034716282985605	0.14888584922864986
