,,,Slide ID,g,e,c,a,d,h,f,b,i
C1,no,Insulin,6.0402684563758395,0.006187901248111665,0.012326913950021287,0.0002208324532542734,0.09546687034111084,4.0776815782929345e-05,0.0015627406496965524,1.9802118019657308e-05,0.09588158349401016,0.038521352748327894
C1,no,Insulin,6.375838926174497,0.004953184089964052,0.010429272107686927,0.00014292138478552312,0.0912875319675931,2.697337436213004e-05,0.001223448177093727,1.2802001984754655e-05,0.09163962161689161,0.03504586423401384
C1,no,Insulin,6.7114093959731544,0.003959146365890893,0.00881154716975898,9.277897677871555e-05,0.08720487916197944,1.7818028846133843e-05,0.000956774151833155,8.257922648909274e-06,0.08749407668756594,0.031848956955787086
C1,no,Insulin,7.046979865771813,0.0031600907286550017,0.007434618095431073,6.0400285790177715e-05,0.0832240273185859,1.1753959589796672e-05,0.0007473232986261337,5.315110620697774e-06,0.08345254798979182,0.02891224194208231
C1,no,Insulin,7.38255033557047,0.0025187509046637486,0.0062645293326962235,3.9425372098952334e-05,0.07935016252994084,7.742976370183738e-06,0.0005829832685113706,3.4137148208596326e-06,0.07952130687867719,0.026218477113277138
C1,no,Insulin,7.718120805369128,0.0020047808236496804,0.005271806275947395,2.579667185393004e-05,0.07558807459849938,5.093669590620134e-06,0.00045419323412553806,2.187968132244574e-06,0.07570548174153774,0.023751279347369963
C1,no,Insulin,8.053691275167786,0.0015934989486467714,0.004430877957955545,1.6915569883565285e-05,0.07194188100067905,3.3460977198882952e-06,0.00035339244575722714,1.3994608769123403e-06,0.07200916298746768,0.021494979999118705
C1,no,Insulin,8.389261744966444,0.001264863245576159,0.00371954904801521,1.1112681596834952e-05,0.06841484583084868,2.19487190394598e-06,0.000274597734691542,8.932713709432147e-07,0.06843544729137507,0.019434496032669682
C1,no,Insulin,8.724832214765101,0.0010026813914496618,0.0031187991346060006,7.313438403313436e-06,0.0650093150617946,1.4378177286159712e-06,0.0002131002990142215,5.691169750924737e-07,0.06498648446384242,0.017555488689647136
C1,no,Insulin,9.060402684563758,0.0007938187348161606,0.002612176187292163,4.8204554966791554e-06,0.0617268508778587,9.406311651858348e-07,0.0001651699571374827,3.6193303548705454e-07,0.06166362478535503,0.015844364221571643
C1,no,Insulin,9.395973154362416,0.000627669099390969,0.0021855167189483975,3.1814249919183284e-06,0.05856825162423229,6.145531601035094e-07,0.00012786459941333,2.2976451634663305e-07,0.05846747453613325,0.014288189069512314
C1,no,Insulin,9.731543624161075,0.000495680667448847,0.0018266631006408972,2.1019659124102057e-06,0.05553357177826992,4.009806910343661e-07,9.886720410543722e-05,1.4560560215193992e-07,0.05539793810158293,0.012874687366739654
C1,no,Insulin,10.067114093959733,0.00039097338591159665,0.0015252151820894992,1.3900066766302096e-06,0.05262218039122102,2.612882685233058e-07,7.635706828758663e-05,9.211600716929141e-08,0.05245427569008028,0.011592279735352944
C1,no,Insulin,10.40268456375839,0.0003080198949556141,0.001272292182180514,9.198567768785966e-07,0.04983284472770363,1.7004373706247504e-07,5.890523598110548e-05,5.8180571571756155e-08,0.04963517525921907,0.010430094008680604
C1,no,Insulin,10.738255033557047,0.00024238781399983994,0.0010603323007871532,6.090770942680007e-07,0.04716381699988406,1.1052602544406309e-07,4.539233228109836e-05,3.668910707629849e-08,0.04693882701545854,0.00937796266542613
C1,no,Insulin,11.073825503355705,0.0001905357030725149,0.0008829333223206739,4.035562307041673e-07,0.04461294943844758,7.177122679892913e-08,3.4944792556443146e-05,2.310799379004221e-08,0.044363019445302326,0.008426465087463678
C1,no,Insulin,11.409395973154362,0.0001496154441357731,0.0007346162212262635,2.674630694965061e-07,0.042177832969368764,4.655066128613227e-08,2.687543844178444e-05,1.4532548254448348e-08,0.0419052461045378,0.007566905351579567
C1,no,Insulin,11.74496644295302,0.00011736259721852163,0.0006107317194347831,1.7731342815337685e-07,0.03985577159035578,3.016152494710743e-08,2.064990437180257e-05,9.127638762940937e-09,0.03956272551785763,0.006791083105764362
C1,no,Insulin,12.080536912751679,9.19673281764344e-05,0.0005073366201170138,1.1754984612615402e-07,0.037643714237442255,1.9519455920260557e-08,1.5850968634555512e-05,5.724496043847515e-09,0.03733235888301267,0.0060914024219648685
C1,no,Insulin,12.416107382550337,7.199502994533204e-05,0.0004211287445400478,7.792341776989305e-08,0.035538368091087465,1.2617855786932855e-08,1.2155938608568194e-05,3.5850757820511168e-09,0.035210814538303846,0.005460873260452919
C1,no,Insulin,12.751677852348994,5.630513255511027e-05,0.00034931086442530784,5.1648402117760876e-08,0.03353628947815388,8.147751859162518e-09,9.31371686160307e-06,2.24225366514455e-09,0.033194598498608105,0.004893066649712648
C1,no,Insulin,13.087248322147651,4.399305618592029e-05,0.0002895300906560037,3.4227667016240093e-08,0.03163391649214454,5.256095956873943e-09,7.129653987848087e-06,1.4007074466951856e-09,0.0312800920253605,0.004382124740959016
C1,no,Insulin,13.422818791946309,3.434202121183732e-05,0.0002398194526767185,2.267799250933225e-08,0.029827620639858297,3.3874935812901744e-09,5.4532353121147415e-06,8.739843465947055e-10,0.029463595294972278,0.003922628960069518
C1,no,Insulin,13.758389261744966,2.6783899178117836e-05,0.00019851028769322593,1.501997765749205e-08,0.028113782507193607,2.180934919470205e-09,4.1674479528249555e-06,5.446347497089637e-10,0.02774139267091588,0.0035097127606167613
C1,no,Insulin,14.093959731543626,2.0868944207533165e-05,0.00016419687203834661,9.940343131631163e-09,0.026488764162945863,1.4021352704030054e-09,3.1817246630594805e-06,3.3880734105250826e-10,0.026109748297542652,0.0031388410400887863
C1,no,Insulin,14.429530201342283,1.6245536979956978e-05,0.00013571717490607835,6.5751927668643205e-09,0.024948844995952985,9.005087386894138e-10,2.4269345735703686e-06,2.105039566560729e-10,0.02456488523657754,0.0028058632737744172
C1,no,Insulin,14.76510067114094,1.2635468862487714e-05,0.00011210429415028202,4.3469757747986826e-09,0.02349031331882448,5.777778958846136e-10,1.8496680324699916e-06,1.3063241759147347e-10,0.023103023312442707,0.0025070807265490007
C1,no,Insulin,15.100671140939598,9.819584296144178e-06,9.254361512176265e-05,2.8725616131101786e-09,0.022109651252364925,3.704039262244414e-10,1.4086364807405477e-06,8.098527867964658e-11,0.021720520104220167,0.0022391678647811428
C1,no,Insulin,15.436241610738255,7.625043388887891e-06,7.635079326941431e-05,1.897201186691777e-09,0.02080347034307677,2.3725012750341417e-10,1.0719503353867828e-06,5.01526473988774e-11,0.02041384466060363,0.00199908799095859
C1,no,Insulin,15.771812080536913,5.916195705174878e-06,6.29547272468578e-05,1.2522377387752103e-09,0.01956846358452176,1.5182254403442461e-10,8.151214462897689e-07,3.1023643244570394e-11,0.01917955797491072,0.0017840650287278186
C1,no,Insulin,16.107382550335572,4.58678169429603e-06,5.188009491983795e-05,8.26053212571816e-10,0.018401386014936585,9.707518222422014e-11,6.193807066916283e-07,1.917150799003256e-11,0.018014301871475482,0.0015915839499082167
C1,no,Insulin,16.44295302013423,3.5533940204471894e-06,4.2730452749524604e-05,5.445660096234285e-10,0.017299058863554283,6.201646999407011e-11,4.703111075848027e-07,1.183488029167858e-11,0.01691479608972426,0.0014193623837763312
C1,no,Insulin,16.778523489932887,2.7507949795329075e-06,3.517575683625978e-05,3.5877427179278663e-10,0.016258390380937758,3.958752555423209e-11,3.568718504347502e-07,7.298749030160745e-12,0.015877854763008792,0.0012653434662267412
C1,no,Insulin,17.114093959731544,2.1279551565269555e-06,2.894232780376722e-05,2.3621839666670506e-10,0.015276377358095243,2.525029867927242e-11,2.706178357991311e-07,4.496878122272274e-12,0.01490038595337534,0.001127660511544946
C1,no,Insulin,17.449664429530202,1.6449829591297939e-06,2.3801519368985086e-05,1.5542647760625031e-10,0.014350121403261236,1.6093210138421022e-11,2.0507525899970967e-07,2.7680193690153004e-12,0.013979404823646511,0.0010046411552840529
C1,no,Insulin,17.78523489932886,1.2707800846616167e-06,1.9564849914672082e-05,1.022053404809978e-10,0.01347682165754193,1.0249883032153008e-11,1.5531376610233588e-07,1.702382765682683e-12,0.0131120294157684,0.0008947658870457773
C1,no,Insulin,18.120805369127517,9.8103462597147e-07,1.607457932509179e-05,6.716115998531046e-11,0.0126537778615514,6.523132168353852e-12,1.175513802758951e-07,1.045998089604175e-12,0.012295482060721088,0.0007966699563437591
C1,no,Insulin,18.456375838926174,7.56864627450929e-07,1.3201190896869653e-05,4.410388027132243e-11,0.01187838825977749,4.148424717260043e-12,8.891868531855972e-08,6.421259988422669e-13,0.011527090493045258,0.0007091253235397638
C1,no,Insulin,18.79194630872483,5.835610898126786e-07,1.0836744559392032e-05,2.8946283469404833e-11,0.011148167039095115,2.6367191788344317e-12,6.722255676524442e-08,3.9392039454719676e-13,0.010804298775430841,0.0006310248074164467
C1,no,Insulin,19.12751677852349,4.496553532587865e-07,8.89198755823445e-06,1.8984186372225202e-11,0.010460709649201306,1.6746017507254787e-12,5.079058644071984e-08,2.414262997740363e-13,0.010124640647147068,0.0005613773529079697
C1,no,Insulin,19.46308724832215,3.462735975902527e-07,7.293336930937263e-06,1.2443329889324535e-11,0.0098137365127952,1.0629421555933175e-12,3.8355212191832485e-08,1.4786038992571925e-13,0.009485774010298879,0.0004992840750552566
C1,no,Insulin,19.798657718120808,2.6649840268619154e-07,5.979600990565933e-06,8.15007890947386e-12,0.009205045253914195,6.741927547879789e-13,2.894778964767699e-08,9.04732224738818e-14,0.008885443655421408,0.00044395078392414405
C1,no,Insulin,20.134228187919465,2.0499544468448676e-07,4.9008201184290875e-06,5.335712396883883e-12,0.008632557964622678,4.2745655211041184e-13,2.1838225903161403e-08,5.533236481025053e-14,0.008321516973150648,0.0003946508938236219
C1,no,Insulin,20.469798657718123,1.5758960127663578e-07,4.014958784017819e-06,3.490243282648819e-12,0.008094262632097836,2.7078642622447717e-13,1.6464807217716548e-08,3.380489957124063e-14,0.00779193638240932,0.00035074614408133674
C1,no,Insulin,20.80536912751678,1.2108897178440776e-07,3.2882389970848727e-06,2.2821861431219243e-12,0.0075882721668101396,1.7148833722715796e-13,1.2408928283955686e-08,2.0645079103980183e-14,0.007294768735906015,0.0003116519348003237
C1,no,Insulin,21.140939597315437,9.298839030233082e-08,2.6919448530678346e-06,1.4910675852404506e-12,0.007112763455434838,1.085174628957072e-13,9.346672626692343e-09,1.2596044852714714e-14,0.00682815180017772,0.0002768571849522973
C1,no,Insulin,21.476510067114095,7.137554673125566e-08,2.2031758677770635e-06,9.73726502391344e-13,0.006666022394373498,6.864256831359367e-14,7.03758140758534e-09,7.681209580584543e-15,0.006390333444918479,0.0002458917568240927
C1,no,Insulin,21.812080536912752,5.475684670399934e-08,1.8024466909211848e-06,6.354492750184361e-13,0.006246408032885918,4.339272818339396e-14,5.29608219799118e-09,4.680559187898636e-15,0.00597963969225527,0.0002183474223211819
C1,no,Insulin,22.14765100671141,4.198872588460564e-08,1.4742330698961158e-06,4.14485945817217e-13,0.005852368472537451,2.741964819933924e-14,3.9841892815518195e-09,2.8505708678689447e-15,0.005594488078421442,0.00019384757067733804
C1,no,Insulin,22.483221476510067,3.218163691660073e-08,1.2053374367427653e-06,2.7018471989471817e-13,0.005482428234065293,1.731658639821328e-14,2.9957284736637264e-09,1.7348879396458977e-15,0.005233375650329444,0.00017206545945100272
C1,no,Insulin,22.818791946308725,2.4654776472759524e-08,9.852593243799484e-07,1.7603936190705462e-13,0.0051351896985161035,1.0932081582010199e-14,2.2518063118393045e-09,1.0553574859530886e-15,0.00489488075992148,0.00015270104881151778
C1,no,Insulin,23.154362416107382,1.887916261143379e-08,8.05079610683038e-07,1.1462403087845701e-13,0.004809327897868257,6.897545011423661e-15,1.6917821179849598e-09,6.415443770497756e-16,0.004577656122217424,0.00013549244696203414
C1,no,Insulin,23.48993288590604,1.4450736732600012e-08,6.577070422559346e-07,7.460012203535054e-14,0.004503587812858536,4.350390441375489e-15,1.2706622286845903e-09,3.898024479294019e-16,0.004280428512814593,0.00012020138147856403
C1,no,Insulin,23.8255033557047,1.1056045962134628e-08,5.371351637870725e-07,4.8522369916010706e-14,0.0042167842012246284,2.7424624589899846e-15,9.539312249847104e-10,2.36698003749364e-16,0.004001994886254582,0.0001066185072868264
C1,no,Insulin,24.161073825503358,8.455533014540511e-09,4.3857497803462114e-07,3.1545378483146155e-14,0.0039477921186694635,1.7281768330063789e-15,7.159433762634629e-10,1.4365705748535802e-16,0.0037412169668894104,9.455467174866207e-05
C1,no,Insulin,24.496644295302016,6.4639669700085984e-09,3.579912698273169e-07,2.0497199919488257e-14,0.0036955536593849857,1.0885471302466037e-15,5.37104252339245e-10,8.714280676348317e-17,0.0034970231830889387,8.384281643618332e-05
C1,no,Insulin,24.832214765100673,4.9396335410362355e-09,2.9215597464415315e-07,1.3311920729657963e-14,0.003459062418971525,6.853887487377261e-16,4.02825630707961e-10,5.283393425402805e-17,0.0032683980297750935,7.433294545653143e-05
C1,no,Insulin,25.16778523489933,3.773294544717556e-09,2.3836136298332705e-07,8.641231046119099e-15,0.0032373762538382153,4.313868474751963e-16,3.020020548305511e-10,3.2018526839411675e-17,0.0030543890969615744,6.589206640204911e-05
C1,no,Insulin,25.503355704697988,2.8813045233536188e-09,1.9443460146162778e-07,5.606506751872099e-15,0.0030295971554644956,2.7140684031645237e-16,2.2635121618948185e-10,1.939360938831824e-17,0.0028540926880987636,5.84013151412184e-05
C1,no,Insulin,25.838926174496645,2.1993799375780847e-09,1.5856204954784773e-07,3.635962651755452e-15,0.0028348870506268702,1.7070277736840864e-16,1.6959159425932118e-10,1.1742334700955303e-17,0.0026666636266553623,5.175492133223485e-05
C1,no,Insulin,26.174496644295303,1.678263954561616e-09,1.2928453202576164e-07,2.356829154388837e-15,0.002652445938201922,1.0732067062473795e-16,1.270314238043561e-10,7.105875792884598e-18,0.002491299145834249,4.585882458992571e-05
C1,no,Insulin,26.51006711409396,1.2801892670775727e-09,1.0538787711127769e-07,1.5270930863270352e-15,0.0024815300164553436,6.745486590088644e-17,9.512170816814502e-11,4.2987784286002306e-18,0.0023272507104024963,4.0629120996786694e-05
C1,no,Insulin,26.845637583892618,9.762060744084036e-10,8.589310749492666e-08,9.88964057054299e-16,0.002321428348762245,4.237997127759112e-17,7.120889694913883e-11,2.59916391334249e-18,0.00217380684498657,3.5991383804348005e-05
C1,no,Insulin,27.181208053691275,7.441717491650034e-10,6.998907869172421e-08,6.402390108505542e-16,0.002171480983506372,2.6620462542114028e-17,5.329201003106078e-11,1.5711292710532054e-18,0.0020303052466034933,3.1879063660077804e-05
C1,no,Insulin,27.516778523489933,5.671082125234989e-10,5.702069471048062e-08,4.1427367108718745e-16,0.0020310567190374314,1.6714511448948144e-17,3.987351966293583e-11,9.491994121417158e-19,0.0018961160970078935,2.8233385364570663e-05
C1,no,Insulin,27.85234899328859,4.320481406625447e-10,4.6445761005168996e-08,2.6797336811911133e-16,0.0018995716722409865,1.0492831232193627e-17,2.982567131179541e-11,5.733354289216508e-19,0.0017706546099379443,2.5001735377348517e-05
C1,no,Insulin,28.18791946308725,3.290505641487263e-10,3.782595223538264e-08,1.7325049426698107e-16,0.0017764669219128917,6.5842740697471486e-18,2.230430703601621e-11,3.4611474875358003e-19,0.0016533645578425662,2.2137649289165797e-05
C1,no,Insulin,28.52348993288591,2.5053920033202745e-10,3.0800014621072465e-08,1.1197799417027865e-16,0.0016612252567269196,4.1310654352420996e-18,1.667553865222678e-11,2.089104048177015e-19,0.001543729678941642,1.9599472560061798e-05
C1,no,Insulin,28.859060402684566,1.9070559864354627e-10,2.5075680784216762e-08,7.234116556639711e-17,0.001553351697815669,2.5908923998665904e-18,1.2464617795950136e-11,1.2603143824424313e-19,0.0014412589047622072,1.735059940413055e-05
C1,no,Insulin,29.194630872483224,1.451243892879015e-10,2.0411606790921036e-08,4.672165828927627e-17,0.0014523901766071471,1.6247214603650264e-18,9.314878641267855e-12,7.602034500064194e-20,0.001345497701230563,1.535821856778704e-05
C1,no,Insulin,29.53020134228188,1.1040576847248471e-10,1.66125830407002e-08,3.016011576157381e-17,0.001357903908338924,1.0184176073101952e-18,6.959434501178886e-12,4.582929710323423e-20,0.0012560138002123058,1.359338900253456e-05
C1,no,Insulin,29.86577181208054,8.397324077310671e-11,1.3518367420927802e-08,1.946463514777733e-17,0.0012694889998762385,6.383162853963784e-19,5.1985006946452464e-12,2.7625858868004267e-20,0.0011724064818134266,1.2030143372876437e-05
C1,no,Insulin,30.201342281879196,6.385294458547847e-11,1.0999329331729231e-08,1.2556728777172542e-17,0.0011867591766167376,3.9994619289148167e-19,3.882488545637005e-12,1.664535966509919e-20,0.0010942947715325165,1.0645760087959433e-05
C1,no,Insulin,30.536912751677853,4.854250840349185e-11,8.94827255341696e-09,8.09836158434684e-18,0.0011093599156386628,2.5056343318648096e-19,2.8990254032330324e-12,1.0027965885841624e-20,0.001021326985550208,9.419888399261595e-06
C1,no,Insulin,30.87248322147651,3.689311615326359e-11,7.278616915514405e-09,5.220356829205098e-18,0.001036951731286907,1.569093717602297e-19,2.1641756110387455e-12,6.0380165229255166e-21,0.0009531689669405259,8.334525402451145e-06
C1,no,Insulin,31.20805369127517,2.8033609684483402e-11,5.919599302291388e-09,3.3645095301686557e-18,0.0009692198590159303,9.825695911625456e-20,1.6152916387540143e-12,3.635480136592801e-21,0.0008895106445512983,7.373522197966889e-06
C1,no,Insulin,31.543624161073826,2.1297319399409225e-11,4.814072298525319e-09,2.167707733598352e-18,0.0009058638933064447,6.151428452765914e-20,1.2055086249386259e-12,2.188176761158519e-21,0.0008300575642553947,6.52283108605137e-06
C1,no,Insulin,31.879194630872483,1.617633084630266e-11,3.914440405394156e-09,1.3962611740426015e-18,0.0008466097543235192,3.850615886827074e-20,8.995065286478472e-13,1.3168420258394442e-21,0.0007745388342427467,5.769912792431745e-06
C1,no,Insulin,32.214765100671144,1.2283384463981668e-11,3.1823973290159868e-09,8.98881581300752e-19,0.0007911950663070203,2.4092555898182363e-20,6.70999760080828e-13,7.920124266759038e-22,0.0007226974897677241,5.103560933535126e-06
C1,no,Insulin,32.5503355704698,9.325598583692862e-12,2.5868731706076684e-09,5.785958568401012e-19,0.0007393743756112125,1.5074315924822364e-20,5.004532302514743e-13,4.763690281082402e-22,0.0006742939610258804,4.5137328320007515e-06
C1,no,Insulin,32.88590604026846,7.079145149865517e-12,2.102867171340307e-09,3.7237707228701367e-19,0.0006909144622552321,9.431370758146155e-21,3.7327295697521356e-13,2.8648559403772077e-22,0.000629101204556909,3.99178752521942e-06
C1,no,Insulin,33.22147651006711,5.3727247452602115e-12,1.7091738303991747e-09,2.395779736281734e-19,0.0006456049096777018,5.899455705801418e-21,2.7835435844627314e-13,1.7224231441206752e-22,0.0005869115209522785,3.530076362073445e-06
C1,no,Insulin,33.557046979865774,4.076481659251345e-12,1.3888905326046574e-09,1.540471000821723e-19,0.0006032443870437572,3.688202832502862e-21,2.0750218154097244e-13,1.0348874466202573e-22,0.0005475285348918432,3.1215862211494693e-06
C1,no,Insulin,33.89261744966443,3.092511020643391e-12,1.1284806259327417e-09,9.904454841115591e-20,0.0005636411730020483,2.3059792035766248e-21,1.546627896514903e-13,6.218789012569867e-23,0.0005107673075037653,2.7600847588991297e-06
C1,no,Insulin,34.22818791946309,2.345903549727102e-12,9.169976187507709e-10,6.368047310536659e-20,0.0005266144677349883,1.4419388860864827e-21,1.1529779228182912e-13,3.737171822001074e-23,0.0004764530665008078,2.440283610588424e-06
C1,no,Insulin,34.56375838926175,1.779210053606361e-12,7.450546267995072e-10,4.0929820858328556e-20,0.0004920032409955595,9.014358343743755e-22,8.593557965450111e-14,2.2451842900676738e-23,0.0004444270917070683,2.157516475020997e-06
C1,no,Insulin,34.899328859060404,1.3490572983715443e-12,6.052307375041121e-10,2.629194943325285e-20,0.00045965355309073426,5.632378891753153e-22,6.40302066800992e-14,1.347970530731991e-23,0.0004145397501408514,1.907427194574583e-06
C1,no,Insulin,35.234899328859065,1.022780233288153e-12,4.916073984304484e-10,1.688835752092262e-20,0.0004294175714319913,3.519590951166292e-22,4.7704707974371246e-14,8.094074989143377e-24,0.00038664942235850324,1.6861805149022426e-06
C1,no,Insulin,35.57046979865772,7.752897754491439e-13,3.992953220592009e-10,1.0844631102586139e-20,0.0004011555559068367,2.198803265443834e-22,3.553846940233558e-14,4.8585571181345476e-24,0.000360622044042133,1.4905181862184168e-06
C1,no,Insulin,35.90604026845638,5.876130738030516e-13,3.242874078165676e-10,6.963048626724979e-21,0.00037474153665099594,1.3737016066814302e-22,2.6472145954423212e-14,2.9165343593508514e-24,0.0003363353104515603,1.3174914934919845e-06
C1,no,Insulin,36.241610738255034,4.452997147301731e-13,2.6335758854606306e-10,4.46941700611146e-21,0.00035005549398009673,8.5801585386066e-23,1.9717048177166754e-14,1.75018886499017e-24,0.0003136735700736985,1.1645031207852556e-06
C1,no,Insulin,36.577181208053695,3.374096854003613e-13,2.138543563305608e-10,2.8684398906714243e-21,0.0003269867015504685,5.359099497067434e-23,1.4683856718899167e-14,1.0502702305026122e-24,0.00029252994417398745,1.0292326912040127e-06
C1,no,Insulin,36.91275167785235,2.5561913407704563e-13,1.7364498552059174e-10,1.840327663877063e-21,0.0003054294342024458,3.346339427068034e-23,1.093423396606727e-14,6.300282961029608e-25,0.0002728031831789392,9.096385072829299e-07
C1,no,Insulin,37.24832214765101,1.9363164023295076e-13,1.4098118192149158e-10,1.1805847881347564e-21,0.00028528597546437895,2.0895436720020707e-23,8.141069344984655e-15,3.77948227764502e-25,0.00025439956627576927,8.038986925874738e-07
C1,no,Insulin,37.58389261744966,1.4665978649084675e-13,1.1446186691766621e-10,7.571921473378805e-22,0.00026646348847669755,1.3045815265066174e-23,6.061346694444435e-15,2.266778146288694e-25,0.00023723050654142792,7.104209454296987e-07
C1,no,Insulin,37.919463087248324,1.1106895984696074e-13,9.292188771590538e-11,4.855677203747529e-22,0.00024887700537517946,8.14460315154711e-24,4.512331011509995e-15,1.3594580948888443e-25,0.0002212144222943818,6.27792885897044e-07
C1,no,Insulin,38.25503355704698,8.410223448712702e-14,7.542962696916217e-11,3.112780391231056e-22,0.00023244570409709317,5.083329310558402e-24,3.3587340531360003e-15,8.150176082055299e-26,0.000206274296720549,5.54755961513739e-07
C1,no,Insulin,38.59060402684564,6.367541903924613e-14,6.122339992450083e-11,1.9952589288311654e-22,0.00021709426858670914,3.172678434480043e-24,2.499715500735593e-15,4.886299095276808e-26,0.00019233850191682113,4.901896487332616e-07
C1,no,Insulin,38.9261744966443,4.8207045612420835e-14,4.9695971128586494e-11,1.2788262823488573e-22,0.0002027514211369581,1.9801584014292125e-24,1.8605574511870795e-15,2.929287787165787e-26,0.0001793394832921305,4.331197877854038e-07
C1,no,Insulin,39.261744966442954,3.649200011401914e-14,4.033523806738243e-11,8.194893280677485e-23,0.00018935235435745814,1.2357479406527238e-24,1.3846450770630727e-15,1.7558773783842992e-26,0.00016721521856601676,3.826898259418331e-07
C1,no,Insulin,39.597315436241615,2.7619223473667186e-14,3.2733687630512414e-11,5.249393447010676e-23,0.0001768355182182536,7.709287258540345e-25,1.030261871347655e-15,1.052079218368776e-26,0.00015590732054829323,3.381222937186837e-07
C1,no,Insulin,39.93288590604027,2.0901384548870483e-14,2.656133447557416e-11,3.3622247293655044e-23,0.00016514268227829353,4.809451321403848e-25,7.664577356989994e-16,6.304013110244308e-27,0.0001453610152338005,2.9872589237322167e-07
C1,no,Insulin,40.26845637583893,1.581791338195586e-14,2.1556574109411788e-11,2.1537803732795987e-23,0.0001542190810408187,3.001073657761386e-25,5.703487028518666e-16,3.778072844953963e-27,0.00013552479374698867,2.6390705199940865e-07
C1,no,Insulin,40.604026845637584,1.1969489456479559e-14,1.7493414400330484e-11,1.3793894811225304e-23,0.00014401557290187836,1.8724007019830468e-25,4.2436404314889955e-16,2.2638747971027137e-27,0.0001263516642241304,2.3315142938614248e-07
