,,,Slide ID,a,b,e,c,d
,,,Antibody Name,a,b,e,c,d
,,,HUGO ID,a,b,e,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.30867383735178866,0.9837511887177731,0.14490078344128832,0.8480991339652217,0.8677048408818377
C1,no,Insulin,0.33557046979865773,0.2806455129265565,0.6840418338145018,0.182212555665176,0.5198611667669275,0.49716238947769226
C1,no,Insulin,0.6711409395973155,0.25190370689624253,0.4848152254356657,0.1816724620329095,0.3471130666576091,0.312639309026933
C1,no,Insulin,1.0067114093959733,0.22523089453418435,0.35170678017136814,0.1684474572193492,0.25212330205573036,0.21696714421863833
C1,no,Insulin,1.342281879194631,0.2020417589214628,0.26262955017074435,0.15342130441084306,0.197870047978602,0.16521361891244257
C1,no,Insulin,1.6778523489932886,0.18282129143839546,0.20307769013936447,0.1406214074964192,0.16601358774838426,0.13609905935408909
C1,no,Insulin,2.0134228187919465,0.16747944363223435,0.16337376706152737,0.13098601724866904,0.1469917020905701,0.11920608976751211
C1,no,Insulin,2.348993288590604,0.15560886481053493,0.13700549174647983,0.12423441726822122,0.1355523898071064,0.10920829296261378
C1,no,Insulin,2.684563758389262,0.14666294715347122,0.11957581346996428,0.11973154287682017,0.1286795571572186,0.10324100845409435
C1,no,Insulin,3.0201342281879198,0.14007165699831609,0.10811567454460283,0.11684329991406225,0.1245821686881904,0.09968504381514445
C1,no,Insulin,3.3557046979865772,0.13530918165811368,0.10062419160587541,0.1150539624276598,0.12217320589123574,0.09758739895189011
C1,no,Insulin,3.691275167785235,0.13192629063456587,0.09575747287177148,0.1139831238626054,0.12078551700432949,0.09637201954123818
C1,no,Insulin,4.026845637583893,0.12955928130792763,0.0926168448188127,0.11336643923071259,0.12000864352781274,0.09568618685675821
C1,no,Insulin,4.3624161073825505,0.12792530074036768,0.09060440671091147,0.11302786027552578,0.11959111269030892,0.09531354727683733
C1,no,Insulin,4.697986577181208,0.12681114323013978,0.08932461558109071,0.11285407628519037,0.11938030658804505,0.09512226117556492
C1,no,Insulin,5.033557046979866,0.12606008068495939,0.08851736169115447,0.11277433301477276,0.11928486209546119,0.09503298855817001
C1,no,Insulin,5.369127516778524,0.12555924726341897,0.0880126961945609,0.11274573564848542,0.11925108871796437,0.09499883457929482
C1,no,Insulin,5.704697986577181,0.12522877489084322,0.08770029534109108,0.11274309480423593,0.1192481610760901,0.09499270922578487
C1,no,Insulin,6.0402684563758395,0.12501297584248244,0.08750905000182707,0.11275215093184429,0.11925894896723502,0.0949994419432471
C1,no,Insulin,6.375838926174497,0.12487354066689892,0.08739346136281217,0.11276521981733836,0.11927435032599508,0.09501089121808734
C1,no,Insulin,6.7114093959731544,0.1247844292210496,0.08732464330795656,0.11277844841105074,0.11928985732083722,0.09502295879834638
C1,no,Insulin,7.046979865771813,0.12472813787126569,0.08728441174789511,0.11279013329530878,0.11930350580062128,0.09503379989503166
C1,no,Insulin,7.38255033557047,0.12469302635577935,0.08726142524859157,0.11279972024440428,0.11931467424286958,0.09504277036157638
C1,no,Insulin,7.718120805369128,0.12467143642314757,0.08724868495416015,0.11280722427785668,0.119323398210589,0.09504982495181491
C1,no,Insulin,8.053691275167786,0.1246583745485614,0.08724191471138987,0.11281290612713221,0.11932999301157897,0.0950551801217622
C1,no,Insulin,8.389261744966444,0.12465062913864082,0.0872385469926296,0.11281710224793517,0.11933485708274673,0.09505914090023725
C1,no,Insulin,8.724832214765101,0.1246461466943607,0.08723705304206675,0.11282013954936247,0.11933837409837056,0.09506200935463507
C1,no,Insulin,9.060402684563758,0.12464363266200493,0.08723654541282219,0.11282230247489004,0.11934087646050924,0.09506405204735527
C1,no,Insulin,9.395973154362416,0.12464228661897284,0.08723652521704771,0.11282382138025868,0.11934263258327196,0.0950654866712605
C1,no,Insulin,9.731543624161075,0.12464161554439945,0.08723671658080343,0.11282487537929273,0.11934385036686875,0.09506648098219585
C1,no,Insulin,10.067114093959733,0.12464131908612291,0.08723697173158443,0.11282559832241547,0.11934468510480217,0.09506716145691628
C1,no,Insulin,10.40268456375839,0.12464122319759488,0.08723722256262106,0.11282608842052311,0.11934525095132265,0.09506762337921638
C1,no,Insulin,10.738255033557047,0.12464122757338812,0.08723744039335701,0.11282641713464311,0.11934563044373912,0.09506793342951532
C1,no,Insulin,11.073825503355705,0.12464127460874891,0.08723761661295724,0.11282663691956508,0.11934588385585208,0.09506813880221301
C1,no,Insulin,11.409395973154362,0.12464133247377487,0.08723775146823225,0.11282678326508096,0.1193460523362128,0.09506827378843116
C1,no,Insulin,11.74496644295302,0.12464138879515396,0.08723785258537313,0.11282687981649032,0.11934616365435537,0.09506836376992048
C1,no,Insulin,12.080536912751679,0.1246414398755851,0.08723792611792641,0.11282693927261345,0.11934623258190866,0.09506842156236604
C1,no,Insulin,12.416107382550337,0.12464148221675816,0.0872379802313996,0.11282697837834575,0.11934627797725826,0.09506845996211566
C1,no,Insulin,12.751677852348994,0.12464151554313731,0.08723801878780599,0.11282700391605524,0.11934630733818917,0.09506848311894905
C1,no,Insulin,13.087248322147651,0.12464154046431215,0.0872380456354009,0.112827020707344,0.11934632642458634,0.09506849683676383
C1,no,Insulin,13.422818791946309,0.12464155870456939,0.0872380636804254,0.11282703050983785,0.11934633772759576,0.09506850584095397
C1,no,Insulin,13.758389261744966,0.12464157192432276,0.08723807590815097,0.11282703646407444,0.11934634461385299,0.09506851140817335
C1,no,Insulin,14.093959731543626,0.12464158134118661,0.08723808413200518,0.11282704012491424,0.11934634883153399,0.09506851469682193
C1,no,Insulin,14.429530201342283,0.12464158799293058,0.08723808960838766,0.11282704228631646,0.11934635132765957,0.09506851665466126
C1,no,Insulin,14.76510067114094,0.12464159261162443,0.08723809319344934,0.11282704352234905,0.11934635275696197,0.09506851776798957
C1,no,Insulin,15.100671140939598,0.12464159578216105,0.08723809552556602,0.11282704422705112,0.11934635356995699,0.0950685183767133
C1,no,Insulin,15.436241610738255,0.12464159795992678,0.0872380970451432,0.11282704462353767,0.11934635402511175,0.09506851869387366
C1,no,Insulin,15.771812080536913,0.12464159939833301,0.08723809798258926,0.11282704481545272,0.1193463542433906,0.09506851882370353
C1,no,Insulin,16.107382550335572,0.12464160035453736,0.08723809856902157,0.11282704490411853,0.11934635434365283,0.09506851887187272
C1,no,Insulin,16.44295302013423,0.12464160099250335,0.08723809893837337,0.11282704493722766,0.11934635438250514,0.09506851889160434
C1,no,Insulin,16.778523489932887,0.12464160141485568,0.08723809916595346,0.11282704493546569,0.11934635438411724,0.0950685189027762
C1,no,Insulin,17.114093959731544,0.12464160168699595,0.08723809929694935,0.1128270449093657,0.11934635436044819,0.09506851891290383
C1,no,Insulin,17.449664429530202,0.12464160187073245,0.08723809937458969,0.11282704487118614,0.11934635432476993,0.09506851892667204
C1,no,Insulin,17.78523489932886,0.1246416021081091,0.08723809949522675,0.1128270448663348,0.11934635432024396,0.09506851892223839
C1,no,Insulin,18.120805369127517,0.12464160230627479,0.08723809959603714,0.11282704486420764,0.11934635431797937,0.09506851891562497
C1,no,Insulin,18.456375838926174,0.12464160245748365,0.08723809967178002,0.11282704486225163,0.11934635431556599,0.09506851890816839
C1,no,Insulin,18.79194630872483,0.1246416025617357,0.08723809972245539,0.11282704486046677,0.11934635431300386,0.09506851889986866
C1,no,Insulin,19.12751677852349,0.12464160261903096,0.08723809974806324,0.11282704485885306,0.11934635431029295,0.09506851889072575
C1,no,Insulin,19.46308724832215,0.12464160262936938,0.08723809974860358,0.1128270448574105,0.11934635430743327,0.09506851888073968
C1,no,Insulin,19.798657718120808,0.12464160259275099,0.08723809972407642,0.1128270448561391,0.11934635430442483,0.09506851886991045
C1,no,Insulin,20.134228187919465,0.12464160250917579,0.08723809967448175,0.11282704485503885,0.11934635430126761,0.09506851885823805
C1,no,Insulin,20.469798657718123,0.12464160250004828,0.08723809966632672,0.1128270448540689,0.11934635429928872,0.09506851885159805
C1,no,Insulin,20.80536912751678,0.1246416025146498,0.0872380996718269,0.11282704485324635,0.11934635429793375,0.0950685188475358
C1,no,Insulin,21.140939597315437,0.12464160251821917,0.08723809967193964,0.11282704485258285,0.11934635429682271,0.09506851884436901
C1,no,Insulin,21.476510067114095,0.1246416025107564,0.08723809966666493,0.11282704485207844,0.11934635429595558,0.09506851884209769
C1,no,Insulin,21.812080536912752,0.1246416024922615,0.08723809965600277,0.11282704485173307,0.1193463542953324,0.09506851884072183
C1,no,Insulin,22.14765100671141,0.12464160246273445,0.08723809963995315,0.11282704485154679,0.11934635429495315,0.09506851884024142
C1,no,Insulin,22.483221476510067,0.12464160242217527,0.08723809961851609,0.11282704485151958,0.11934635429481782,0.0950685188406565
C1,no,Insulin,22.818791946308725,0.12464160237058394,0.08723809959169156,0.11282704485165142,0.11934635429492643,0.095068518841967
C1,no,Insulin,23.154362416107382,0.12464160232656182,0.08723809956181128,0.1128270448473191,0.1193463542891186,0.09506851883325579
C1,no,Insulin,23.48993288590604,0.12464160231414152,0.08723809955725222,0.11282704484890925,0.11934635429103177,0.09506851883575694
C1,no,Insulin,23.8255033557047,0.12464160230172122,0.08723809955269317,0.11282704485049938,0.11934635429294492,0.0950685188382581
C1,no,Insulin,24.161073825503358,0.12464160228930093,0.08723809954813411,0.11282704485208953,0.11934635429485808,0.09506851884075927
C1,no,Insulin,24.496644295302016,0.12464160227688063,0.08723809954357505,0.11282704485367967,0.11934635429677125,0.09506851884326042
C1,no,Insulin,24.832214765100673,0.12464160226446033,0.08723809953901598,0.11282704485526981,0.1193463542986844,0.09506851884576159
C1,no,Insulin,25.16778523489933,0.12464160225204005,0.08723809953445694,0.11282704485685996,0.11934635430059756,0.09506851884826276
C1,no,Insulin,25.503355704697988,0.12464160223961974,0.08723809952989788,0.11282704485845009,0.11934635430251073,0.09506851885076391
C1,no,Insulin,25.838926174496645,0.12464160223195733,0.08723809952710208,0.11282704485944786,0.11934635430370961,0.09506851885231893
C1,no,Insulin,26.174496644295303,0.12464160223164693,0.08723809952703095,0.11282704485953028,0.11934635430380477,0.09506851885241192
C1,no,Insulin,26.51006711409396,0.12464160223133654,0.08723809952695981,0.11282704485961272,0.11934635430389995,0.09506851885250492
C1,no,Insulin,26.845637583892618,0.12464160223102613,0.08723809952688867,0.11282704485969515,0.11934635430399511,0.09506851885259791
C1,no,Insulin,27.181208053691275,0.12464160223071574,0.08723809952681753,0.11282704485977757,0.11934635430409027,0.09506851885269091
C1,no,Insulin,27.516778523489933,0.12464160223040534,0.0872380995267464,0.11282704485986,0.11934635430418544,0.0950685188527839
C1,no,Insulin,27.85234899328859,0.12464160223009495,0.08723809952667526,0.11282704485994242,0.1193463543042806,0.0950685188528769
C1,no,Insulin,28.18791946308725,0.12464160222978456,0.08723809952660412,0.11282704486002486,0.11934635430437578,0.0950685188529699
C1,no,Insulin,28.52348993288591,0.12464160222947415,0.08723809952653298,0.11282704486010728,0.11934635430447094,0.0950685188530629
C1,no,Insulin,28.859060402684566,0.12464160222916376,0.08723809952646185,0.11282704486018971,0.11934635430456611,0.0950685188531559
C1,no,Insulin,29.194630872483224,0.12464160222885336,0.08723809952639071,0.11282704486027213,0.11934635430466127,0.09506851885324889
C1,no,Insulin,29.53020134228188,0.12464160222854297,0.08723809952631956,0.11282704486035457,0.11934635430475643,0.09506851885334189
C1,no,Insulin,29.86577181208054,0.12464160222823256,0.08723809952624842,0.11282704486043699,0.1193463543048516,0.09506851885343488
C1,no,Insulin,30.201342281879196,0.12464160222792217,0.08723809952617728,0.11282704486051942,0.11934635430494676,0.09506851885352788
C1,no,Insulin,30.536912751677853,0.12464160222761178,0.08723809952610614,0.11282704486060184,0.11934635430504194,0.09506851885362087
C1,no,Insulin,30.87248322147651,0.12464160222730138,0.087238099526035,0.11282704486068428,0.1193463543051371,0.09506851885371387
C1,no,Insulin,31.20805369127517,0.12464160222699099,0.08723809952596387,0.1128270448607667,0.11934635430523227,0.09506851885380686
C1,no,Insulin,31.543624161073826,0.12464160222668058,0.08723809952589273,0.11282704486084913,0.11934635430532743,0.09506851885389986
C1,no,Insulin,31.879194630872483,0.12464160222637019,0.0872380995258216,0.11282704486093155,0.11934635430542259,0.09506851885399285
C1,no,Insulin,32.214765100671144,0.12464160222605979,0.08723809952575046,0.11282704486101398,0.11934635430551777,0.09506851885408585
C1,no,Insulin,32.5503355704698,0.1246416022257494,0.08723809952567932,0.1128270448610964,0.11934635430561293,0.09506851885417884
C1,no,Insulin,32.88590604026846,0.124641602225439,0.08723809952560818,0.11282704486117884,0.1193463543057081,0.09506851885427185
C1,no,Insulin,33.22147651006711,0.1246416022251286,0.08723809952553704,0.11282704486126126,0.11934635430580326,0.09506851885436485
C1,no,Insulin,33.557046979865774,0.12464160222481821,0.0872380995254659,0.11282704486134369,0.11934635430589842,0.09506851885445784
C1,no,Insulin,33.89261744966443,0.1246416022245078,0.08723809952539477,0.11282704486142611,0.1193463543059936,0.09506851885455084
C1,no,Insulin,34.22818791946309,0.12464160222419741,0.08723809952532363,0.11282704486150855,0.11934635430608875,0.09506851885464383
C1,no,Insulin,34.56375838926175,0.12464160222388701,0.0872380995252525,0.11282704486159097,0.11934635430618393,0.09506851885473683
C1,no,Insulin,34.899328859060404,0.12464160222357662,0.08723809952518136,0.1128270448616734,0.11934635430627909,0.09506851885482982
C1,no,Insulin,35.234899328859065,0.12464160222326623,0.08723809952511022,0.11282704486175582,0.11934635430637426,0.09506851885492282
C1,no,Insulin,35.57046979865772,0.12464160222295582,0.08723809952503908,0.11282704486183825,0.11934635430646942,0.09506851885501581
C1,no,Insulin,35.90604026845638,0.12464160222264543,0.08723809952496794,0.11282704486192068,0.11934635430656458,0.09506851885510881
C1,no,Insulin,36.241610738255034,0.12464160222233503,0.0872380995248968,0.11282704486200311,0.11934635430665975,0.0950685188552018
C1,no,Insulin,36.577181208053695,0.12464160222202464,0.08723809952482567,0.11282704486208553,0.11934635430675491,0.0950685188552948
C1,no,Insulin,36.91275167785235,0.12464160222171423,0.08723809952475453,0.11282704486216796,0.11934635430685009,0.09506851885538779
C1,no,Insulin,37.24832214765101,0.12464160222140384,0.0872380995246834,0.11282704486225038,0.11934635430694525,0.09506851885548079
C1,no,Insulin,37.58389261744966,0.12464160222109345,0.08723809952461226,0.11282704486233282,0.11934635430704041,0.0950685188555738
C1,no,Insulin,37.919463087248324,0.12464160222078305,0.0872380995245411,0.11282704486241525,0.11934635430713558,0.09506851885566679
C1,no,Insulin,38.25503355704698,0.12464160222047266,0.08723809952446997,0.11282704486249767,0.11934635430723074,0.09506851885575979
C1,no,Insulin,38.59060402684564,0.12464160222016225,0.08723809952439883,0.1128270448625801,0.11934635430732592,0.09506851885585278
C1,no,Insulin,38.9261744966443,0.12464160221985186,0.08723809952432769,0.11282704486266253,0.11934635430742108,0.09506851885594578
C1,no,Insulin,39.261744966442954,0.12464160221954146,0.08723809952425655,0.11282704486274496,0.11934635430751625,0.09506851885603877
C1,no,Insulin,39.597315436241615,0.12464160221923107,0.08723809952418542,0.11282704486282738,0.11934635430761141,0.09506851885613177
C1,no,Insulin,39.93288590604027,0.12464160221892068,0.08723809952411428,0.11282704486290981,0.11934635430770657,0.09506851885622476
C1,no,Insulin,40.26845637583893,0.12464160221861027,0.08723809952404314,0.11282704486299223,0.11934635430780174,0.09506851885631776
C1,no,Insulin,40.604026845637584,0.12464160221829988,0.087238099523972,0.11282704486307467,0.1193463543078969,0.09506851885641075
C1,no,Insulin,40.939597315436245,0.12464160221798948,0.08723809952390087,0.11282704486315709,0.11934635430799208,0.09506851885650375
C1,no,Insulin,41.2751677852349,0.12464160221767909,0.08723809952382973,0.11282704486323952,0.11934635430808724,0.09506851885659674
C1,no,Insulin,41.61073825503356,0.12464160221736868,0.08723809952375859,0.11282704486332194,0.11934635430818241,0.09506851885668974
C1,no,Insulin,41.946308724832214,0.12464160221705829,0.08723809952368745,0.11282704486340438,0.11934635430827757,0.09506851885678275
C1,no,Insulin,42.281879194630875,0.1246416022167479,0.08723809952361632,0.1128270448634868,0.11934635430837273,0.09506851885687574
