,,,Slide ID,g,a,h,j,b,d,e,f,c,i
,,,Antibody Name,g,a,h,j,b,d,e,f,c,i
,,,HUGO ID,g,a,h,j,b,d,e,f,c,i
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,42.61744966442953,0.046156109845556056,0.16835311628884286,0.19047369039319992,0.14871029958777765,0.2459475761139251,0.1789396087256477,0.22956379172869906,0.04292108033410892,0.25107190649660227,0.14376895745582516
C1,no,Insulin,42.95302013422819,0.04615610984591679,0.1683531162896036,0.19047369039438877,0.14871029958864748,0.24594757611503826,0.1789396087263695,0.22956379172962543,0.0429210803345078,0.2510719064972092,0.14376895745670049
C1,no,Insulin,43.28859060402685,0.04615610984627752,0.1683531162903643,0.19047369039557763,0.14871029958951731,0.24594757611615145,0.1789396087270913,0.2295637917305518,0.04292108033490667,0.25107190649781613,0.1437689574575758
C1,no,Insulin,43.624161073825505,0.046156109846638246,0.16835311629112504,0.19047369039676648,0.14871029959038715,0.24594757611726462,0.17893960872781312,0.2295637917314782,0.042921080335305554,0.25107190649842304,0.1437689574584511
C1,no,Insulin,43.959731543624166,0.04615610984699898,0.16835311629188576,0.19047369039795534,0.14871029959125695,0.2459475761183778,0.1789396087285349,0.22956379173240457,0.04292108033570443,0.25107190649902994,0.14376895745932644
C1,no,Insulin,44.29530201342282,0.04615610984735971,0.16835311629264652,0.1904736903991442,0.14871029959212678,0.245947576119491,0.1789396087292567,0.22956379173333094,0.042921080336103305,0.25107190649963684,0.14376895746020177
C1,no,Insulin,44.63087248322148,0.04615610984772044,0.16835311629340724,0.19047369040033305,0.14871029959299661,0.24594757612060417,0.1789396087299785,0.2295637917342573,0.04292108033650218,0.2510719065002438,0.14376895746107707
C1,no,Insulin,44.966442953020135,0.04615610984779929,0.1683531162935735,0.1904736904005929,0.1487102995931868,0.2459475761208475,0.1789396087301363,0.22956379173445984,0.04292108033658937,0.2510719065003764,0.14376895746126842
C1,no,Insulin,45.302013422818796,0.046156109847811315,0.1683531162935988,0.19047369040063253,0.1487102995932158,0.24594757612088464,0.1789396087301604,0.22956379173449076,0.04292108033660267,0.2510719065003966,0.1437689574612976
C1,no,Insulin,45.63758389261745,0.04615610984782333,0.16835311629362415,0.19047369040067216,0.1487102995932448,0.24594757612092177,0.17893960873018452,0.2295637917345217,0.042921080336615965,0.25107190650041683,0.14376895746132673
C1,no,Insulin,45.97315436241611,0.04615610984783536,0.1683531162936495,0.1904736904007118,0.14871029959327384,0.2459475761209589,0.17893960873020862,0.22956379173455263,0.04292108033662926,0.25107190650043704,0.1437689574613559
C1,no,Insulin,46.308724832214764,0.04615610984784738,0.1683531162936748,0.1904736904007514,0.14871029959330284,0.24594757612099605,0.1789396087302327,0.22956379173458358,0.04292108033664256,0.2510719065004572,0.14376895746138507
C1,no,Insulin,46.644295302013425,0.04615610984785941,0.16835311629370014,0.19047369040079104,0.14871029959333185,0.2459475761210332,0.17893960873025683,0.2295637917346145,0.042921080336655856,0.2510719065004774,0.14376895746141424
C1,no,Insulin,46.97986577181208,0.04615610984787143,0.16835311629372549,0.19047369040083068,0.14871029959336088,0.24594757612107035,0.17893960873028092,0.22956379173464544,0.04292108033666915,0.2510719065004976,0.1437689574614434
C1,no,Insulin,47.31543624161074,0.04615610984788345,0.1683531162937508,0.19047369040087028,0.14871029959338988,0.2459475761211075,0.17893960873030504,0.22956379173467636,0.04292108033668245,0.2510719065005178,0.14376895746147256
C1,no,Insulin,47.6510067114094,0.04615610984789548,0.16835311629377614,0.19047369040090992,0.14871029959341892,0.24594757612114462,0.17893960873032913,0.2295637917347073,0.04292108033669575,0.251071906500538,0.14376895746150173
C1,no,Insulin,47.986577181208055,0.046156109847907495,0.16835311629380148,0.19047369040094955,0.14871029959344792,0.24594757612118176,0.17893960873035325,0.22956379173473823,0.04292108033670905,0.25107190650055816,0.1437689574615309
C1,no,Insulin,48.322147651006716,0.04615610984791952,0.1683531162938268,0.19047369040098916,0.14871029959347692,0.2459475761212189,0.17893960873037734,0.22956379173476918,0.042921080336722345,0.25107190650057837,0.14376895746156004
C1,no,Insulin,48.65771812080537,0.046156109847931545,0.16835311629385213,0.1904736904010288,0.14871029959350596,0.24594757612125603,0.17893960873040146,0.2295637917348001,0.04292108033673564,0.2510719065005986,0.14376895746158921
C1,no,Insulin,48.99328859060403,0.04615610984794356,0.16835311629387745,0.19047369040106843,0.14871029959353496,0.24594757612129317,0.17893960873042555,0.22956379173483105,0.04292108033674894,0.2510719065006188,0.14376895746161839
C1,no,Insulin,49.328859060402685,0.04615610984795559,0.1683531162939028,0.19047369040110804,0.148710299593564,0.2459475761213303,0.17893960873044965,0.22956379173486197,0.042921080336762236,0.251071906500639,0.14376895746164756
C1,no,Insulin,49.664429530201346,0.046156109847967614,0.16835311629392813,0.19047369040114767,0.148710299593593,0.24594757612136744,0.17893960873047376,0.2295637917348929,0.04292108033677553,0.25107190650065914,0.1437689574616767
C1,no,Insulin,50.0,0.04615610984797964,0.16835311629395344,0.1904736904011873,0.148710299593622,0.24594757612140458,0.17893960873049786,0.22956379173492383,0.04292108033678883,0.25107190650067934,0.14376895746170587
