,,,Slide ID,g,d,i,c,a,e,f,j,h,k,b
,,,Antibody Name,g,d,i,c,a,e,f,j,h,k,b
,,,HUGO ID,g,d,i,c,a,e,f,j,h,k,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,2.684563758389262,0.11986328808170069,0.16508962319327738,0.20720815753182148,0.09771561940849599,0.050133397134680055,0.17588879136814012,0.05988152045129352,0.041718876510308,0.03787636365970205,0.2685754416653713,0.2096756821332565
C1,no,Insulin,3.0201342281879198,0.11686296740672215,0.1665618742637972,0.20371863145034982,0.09558081590304209,0.048859332300568104,0.17719541717838128,0.05381555295536454,0.04055096159653788,0.037237747929108805,0.2653074774984418,0.21114166345620733
C1,no,Insulin,3.3557046979865772,0.1147591891651376,0.16746201149123477,0.20132714969143553,0.09428030406144047,0.04814642645720232,0.1781951350337435,0.04991223559852595,0.03987814832594278,0.03685308346182364,0.26291437932199035,0.21230339137054804
C1,no,Insulin,3.691275167785235,0.11332637312007456,0.16801179245785805,0.19974334833681207,0.0934982651630522,0.04773772611444047,0.17891653596502183,0.04739985949575683,0.039485820596429445,0.03661690463588803,0.26123564370363195,0.21318412893520586
C1,no,Insulin,4.026845637583893,0.11237277303330298,0.1683476478459621,0.19872131982061872,0.0930310985526683,0.04749940968371205,0.17941835193105177,0.04578322146849908,0.03925525635050094,0.03647076500107386,0.26009473944903727,0.21383233334238713
C1,no,Insulin,4.3624161073825505,0.11174955269499558,0.16855293953761996,0.19807455568938895,0.09275299827267368,0.047359079217794434,0.17975875287276694,0.0447437065987708,0.03911927352640752,0.03638038493580268,0.25933760192474975,0.21429934069466405
C1,no,Insulin,4.697986577181208,0.1113481169207689,0.16867847899669602,0.19767128481536655,0.09258786027932435,0.04727612913165117,0.17998544459108298,0.04407597130818038,0.039039074318388496,0.036324801780407256,0.2588442710332212,0.21463041708551728
C1,no,Insulin,5.033557046979866,0.11109258067847878,0.1687552506724956,0.19742271529705568,0.09249005801559124,0.04722711994388707,0.18013427698380488,0.04364756063142767,0.038991903539348526,0.0362909016309175,0.2585274699464737,0.21486215914800438
C1,no,Insulin,5.369127516778524,0.1109315228138774,0.1688021728583299,0.19727091808301042,0.09243233434378234,0.04719826661582114,0.18023087744736077,0.04337305403075227,0.038964293173558075,0.03627042432798834,0.25832643638527397,0.21502270019157782
C1,no,Insulin,5.704697986577181,0.11083088439298529,0.16883081777972855,0.19717895306354807,0.09239841752049234,0.04718137550865526,0.1802929776042285,0.04319739879977242,0.038948236506751534,0.036258180683515044,0.2582001506698307,0.21513295938036828
C1,no,Insulin,6.0402684563758395,0.110768480217985,0.16884827638165478,0.19712362866337324,0.092378598068918,0.04717155743330098,0.18033257160255997,0.043085142741482584,0.03893897123622761,0.036250936123955455,0.25812151827330454,0.2152081309363137
C1,no,Insulin,6.375838926174497,0.11073005906878615,0.16885889289782502,0.19709057164971064,0.09236709473113686,0.04716589997475654,0.18035763352058712,0.04301349839187861,0.038933674850142944,0.03624669559365421,0.2580729490483972,0.21525905703403167
C1,no,Insulin,6.7114093959731544,0.11070656388364067,0.1688653315810734,0.1970709526441325,0.09236047069195247,0.047162672668823555,0.1803733931178026,0.04296783160976102,0.03893068031976846,0.03624424156753295,0.25804317435428437,0.21529336642255995
C1,no,Insulin,7.046979865771813,0.11069229038868567,0.1688692248849897,0.19705938944932294,0.09235669199985518,0.04716085216240018,0.1803832431305022,0.042938757439488946,0.03892900849786415,0.03624283818623593,0.25802505276266563,0.21531636724724795
C1,no,Insulin,7.38255033557047,0.11068367324900326,0.16887157159837382,0.19705261994191872,0.09235455903298588,0.047159840109687975,0.18038936617637752,0.04292026705726352,0.03892809005063057,0.03624204703991742,0.2580140980632489,0.21533172052998537
C1,no,Insulin,7.718120805369128,0.11067850802764119,0.1688729797890394,0.19704869478365605,0.09235337100824205,0.04715928622360099,0.18039315171131967,0.04290852262948891,0.038927595061298975,0.0362416070933836,0.2580075258923413,0.21534192868327545
C1,no,Insulin,8.053691275167786,0.11067542997215585,0.1688738219519121,0.19704643113161988,0.09235272159823942,0.047158990789217335,0.1803954799816907,0.04290107080400657,0.03892733590437364,0.03624136840448853,0.25800360767743946,0.21534869172681376
C1,no,Insulin,8.389261744966444,0.11067361219107931,0.16887432291455565,0.19704514734515208,0.09235237112304544,0.047158836408032215,0.18039690504265793,0.04289634682375392,0.03892720414022805,0.03624124069492373,0.25800129368170627,0.2153531582867965
C1,no,Insulin,8.724832214765101,0.11067254439366257,0.1688746196225213,0.19704442178653295,0.09235218930642564,0.04715875965614131,0.1803977727052738,0.042893355536281,0.03892714115898101,0.03624117530363497,0.2579999348292338,0.21535609935416705
C1,no,Insulin,9.060402684563758,0.11067192402201073,0.1688747942664354,0.19704402111967287,0.09235209742705963,0.047158723211377825,0.18039829826047193,0.04289146304799744,0.038927113239837975,0.036241142808033644,0.25799914602556306,0.21535803053891003
C1,no,Insulin,9.395973154362416,0.11067156628075762,0.16887489654315743,0.1970438017618746,0.092352053773144,0.04715870807901365,0.18039861497684873,0.042890267190101826,0.038927103152888436,0.03624112817032697,0.2579986916964142,0.21535929528826317
C1,no,Insulin,9.731543624161075,0.11067136213836264,0.16887495605941466,0.19704368475290318,0.09235203485678362,0.04715870302403126,0.1803988049924226,0.04288951147437075,0.0389271011573888,0.03624112227831716,0.2579984328951762,0.21536012220494039
C1,no,Insulin,10.067114093959733,0.11067124677034447,0.16887499051006952,0.19704362387925062,0.09235202814381795,0.04715870257812127,0.18039891859506546,0.04288903351092914,0.038927102545173495,0.03624112061494998,0.25799828698149185,0.21536066255441966
C1,no,Insulin,10.40268456375839,0.11067118443087115,0.16887500974881378,0.1970435947572762,0.09235202740606208,0.04715870409120958,0.180398984550674,0.04288873676974026,0.03892710512414802,0.03624112093022858,0.2579982084103766,0.21536100976168673
C1,no,Insulin,10.738255033557047,0.11067114943107616,0.16887502092496223,0.19704358048297985,0.09235202858322436,0.04715870590203821,0.1803990241677153,0.04288854739068404,0.038927107578091265,0.03624112177269461,0.2579981644718067,0.2153612374005904
C1,no,Insulin,11.073825503355705,0.11067112896603455,0.1688750276635197,0.19704357311867812,0.0923520300457858,0.047158707427696935,0.180399048629447,0.04288842439943005,0.038927109501774096,0.03624112258917775,0.2579981388816021,0.21536138814320085
C1,no,Insulin,11.409395973154362,0.110671117713571,0.16887503156283118,0.19704357011844545,0.09235203166676177,0.04715870877197018,0.18039906341389553,0.042888344747754034,0.03892711108403063,0.03624112338886507,0.25799812490011614,0.21536148838848385
C1,no,Insulin,11.74496644295302,0.11067111407347588,0.16887503311971494,0.19704357083745258,0.09235203348972039,0.04715871001566345,0.18039907029999622,0.04288830050788292,0.038927112434024885,0.03624112420850701,0.25799812050699467,0.21536154749910436
C1,no,Insulin,12.080536912751679,0.11067111230499525,0.1688750340091423,0.1970435719417051,0.09235203492848722,0.04715871096062851,0.18039907457221638,0.04288827071568671,0.038927113446585004,0.036241124841846065,0.25799811843166376,0.21536158821929702
C1,no,Insulin,12.416107382550337,0.11067111187626506,0.16887503439661714,0.1970435731307156,0.09235203597753963,0.04715871160867283,0.1803990767673402,0.04288825279549289,0.038927114132825916,0.0362411252845667,0.25799811800971084,0.21536161355318692
C1,no,Insulin,12.751677852348994,0.11067111200922179,0.16887503453556196,0.19704357412972823,0.09235203673088846,0.047158712044744776,0.18039907783343778,0.042888242058859265,0.03892711458966547,0.036241125587602875,0.2579981182656086,0.21536162926992755
C1,no,Insulin,13.087248322147651,0.11067111220762114,0.16887503459404427,0.19704357481132379,0.092352037245211,0.04715871234073502,0.18039907841933206,0.04288823527087545,0.03892711489468272,0.03624112579581486,0.2579981185758841,0.21536163940873715
C1,no,Insulin,13.422818791946309,0.11067111235386322,0.16887503462985873,0.19704357525077562,0.09235203756614224,0.04715871254081456,0.18039907878511696,0.04288823083054868,0.038927115096397236,0.03624112593781935,0.25799811879936574,0.21536164609650732
C1,no,Insulin,13.758389261744966,0.11067111246400889,0.16887503465375475,0.19704357556038085,0.09235203774838784,0.04715871266949559,0.18039907901900992,0.0428882279279869,0.038927115224721504,0.03624112602942663,0.2579981189639613,0.21536165049107875
C1,no,Insulin,14.093959731543626,0.11067111257170256,0.16887503466315534,0.19704357581865756,0.09235203785500572,0.047158712744142774,0.1803990791540592,0.04288822606239486,0.03892711530193989,0.03624112608190993,0.25799811911804754,0.21536165334875312
C1,no,Insulin,14.429530201342283,0.11067111266442123,0.16887503466005663,0.19704357601516792,0.09235203794389109,0.04715871278343348,0.18039907922173404,0.04288822487448352,0.03892711534765064,0.0362411261083395,0.2579981192475944,0.2153616552035172
C1,no,Insulin,14.76510067114094,0.11067111271725226,0.168875034652588,0.1970435761104998,0.09235203803277103,0.047158712810748155,0.1803990792538614,0.04288822412028782,0.03892711537999291,0.036241126126573826,0.25799811932104977,0.2153616564099523
C1,no,Insulin,15.100671140939598,0.11067111273847671,0.16887503464756548,0.19704357612539897,0.09235203810220735,0.04715871284012952,0.18039907927097507,0.04288822364295799,0.038927115408589466,0.036241126147754266,0.25799811935062017,0.21536165719534087
C1,no,Insulin,15.436241610738255,0.11067111277703418,0.16887503464013767,0.1970435761925891,0.09235203816682937,0.04715871285449236,0.1803990792862028,0.04288822316338448,0.03892711542781737,0.03624112615681701,0.25799811940378214,0.2153616579719656
C1,no,Insulin,15.771812080536913,0.11067111281420461,0.16887503463394338,0.19704357625922087,0.09235203821367206,0.04715871286424438,0.1803990792974219,0.04288822277950183,0.038927115441912664,0.03624112616274718,0.257998119454788,0.21536165859430065
C1,no,Insulin,16.107382550335572,0.11067111284344715,0.16887503463025397,0.19704357630682845,0.09235203823820537,0.04715871287302212,0.18039907930389074,0.042888222525528874,0.03892711545235543,0.03624112616868422,0.25799811949464146,0.21536165901149856
C1,no,Insulin,16.44295302013423,0.11067111286476176,0.1688750346290695,0.19704357633541184,0.0923520382404293,0.04715871288082556,0.18039907930560925,0.042888222401465614,0.038927115459145664,0.036241126174628116,0.25799811952334245,0.21536165922355938
C1,no,Insulin,16.778523489932887,0.11067111287814849,0.16887503463038991,0.19704357634497105,0.09235203822034384,0.047158712887654705,0.18039907930257745,0.04288822240731205,0.038927115462283376,0.03624112618057888,0.257998119540891,0.21536165923048306
C1,no,Insulin,17.114093959731544,0.11067111288773276,0.16887503463185052,0.19704357634926503,0.09235203820041571,0.04715871289316198,0.1803990792992085,0.04288822243324124,0.03892711546430519,0.03624112618551194,0.25799811955331803,0.21536165920327868
C1,no,Insulin,17.449664429530202,0.11067111289752801,0.1688750346311508,0.19704357636167888,0.09235203820250111,0.04715871289700927,0.1803990792997957,0.04288822237241057,0.03892711546767882,0.036241126188430575,0.25799811956649066,0.21536165930830847
C1,no,Insulin,17.78523489932886,0.11067111290277501,0.16887503463101874,0.1970435763663401,0.09235203820068218,0.04715871289959753,0.18039907929924795,0.04288822235151775,0.03892711546947797,0.03624112619051674,0.2579981195734514,0.21536165934829432
C1,no,Insulin,18.120805369127517,0.11067111290347374,0.16887503463145434,0.19704357636324868,0.09235203819495894,0.047158712900926755,0.1803990792975652,0.04288822237056277,0.038927115469702636,0.03624112619177043,0.2579981195742004,0.21536165932323617
C1,no,Insulin,18.456375838926174,0.11067111289962422,0.16887503463245765,0.1970435763524046,0.09235203818533136,0.047158712900996956,0.1803990792947475,0.04288822242954564,0.03892711546835283,0.03624112619219164,0.2579981195687375,0.21536165923313408
C1,no,Insulin,18.79194630872483,0.11067111289122647,0.1688750346340286,0.1970435763338079,0.09235203817179946,0.04715871289980813,0.18039907929079482,0.042888222528466344,0.038927115465428534,0.03624112619178039,0.25799811955706287,0.21536165907798802
C1,no,Insulin,19.12751677852349,0.11067111289918762,0.1688750346340939,0.19704357633827804,0.09235203816514444,0.04715871290425212,0.1803990792886188,0.04288822251525347,0.038927115468011635,0.036241126195496645,0.25799811956748536,0.21536165911201424
C1,no,Insulin,19.46308724832215,0.11067111289298012,0.1688750346347302,0.1970435763293566,0.09235203816233133,0.047158712902307394,0.18039907928805637,0.04288822255607342,0.03892711546603749,0.03624112619408843,0.25799811955910446,0.2153616590434162
C1,no,Insulin,19.798657718120808,0.11067111288677264,0.16887503463536652,0.19704357632043512,0.0923520381595182,0.04715871290036267,0.18039907928749394,0.04288822259689337,0.038927115464063355,0.036241126192680224,0.2579981195507236,0.21536165897481815
C1,no,Insulin,20.134228187919465,0.11067111288056515,0.1688750346360028,0.19704357631151367,0.09235203815670508,0.04715871289841795,0.1803990792869315,0.042888222637713316,0.03892711546208921,0.03624112619127201,0.25799811954234275,0.21536165890622014
C1,no,Insulin,20.469798657718123,0.11067111287435767,0.1688750346366391,0.19704357630259223,0.09235203815389195,0.04715871289647323,0.18039907928636909,0.04288822267853327,0.03892711546011507,0.0362411261898638,0.2579981195339619,0.2153616588376221
C1,no,Insulin,20.80536912751678,0.11067111287156702,0.1688750346369305,0.19704357629861194,0.09235203815262186,0.04715871289559972,0.1803990792861391,0.042888222696780255,0.038927115459229555,0.036241126189230914,0.2579981195301959,0.21536165880688868
C1,no,Insulin,21.140939597315437,0.11067111287130368,0.16887503463696674,0.19704357629828645,0.0923520381524931,0.04715871289551855,0.18039907928615506,0.042888222698331,0.03892711545914925,0.03624112618917151,0.2579981195298435,0.21536165880416205
C1,no,Insulin,21.476510067114095,0.11067111287104034,0.16887503463700299,0.19704357629796093,0.09235203815236434,0.047158712895437375,0.18039907928617102,0.04288822269988175,0.03892711545906894,0.03624112618911211,0.257998119529491,0.21536165880143543
C1,no,Insulin,21.812080536912752,0.110671112870777,0.16887503463703923,0.19704357629763541,0.09235203815223558,0.047158712895356204,0.18039907928618698,0.042888222701432506,0.03892711545898863,0.03624112618905271,0.2579981195291385,0.2153616587987088
C1,no,Insulin,22.14765100671141,0.11067111287051365,0.16887503463707548,0.1970435762973099,0.09235203815210682,0.04715871289527503,0.18039907928620294,0.04288822270298325,0.038927115458908326,0.03624112618899331,0.257998119528786,0.21536165879598218
C1,no,Insulin,22.483221476510067,0.11067111287025032,0.16887503463711176,0.1970435762969844,0.09235203815197807,0.04715871289519386,0.1803990792862189,0.042888222704534004,0.038927115458828015,0.03624112618893391,0.2579981195284335,0.21536165879325556
C1,no,Insulin,22.818791946308725,0.11067111286998697,0.168875034637148,0.1970435762966589,0.09235203815184931,0.04715871289511269,0.18039907928623486,0.04288822270608476,0.03892711545874771,0.036241126188874505,0.257998119528081,0.21536165879052893
C1,no,Insulin,23.154362416107382,0.11067111286972363,0.16887503463718426,0.19704357629633337,0.09235203815172055,0.04715871289503152,0.18039907928625082,0.0428882227076355,0.0389271154586674,0.03624112618881511,0.2579981195277285,0.2153616587878023
C1,no,Insulin,23.48993288590604,0.11067111286946028,0.1688750346372205,0.19704357629600788,0.09235203815159179,0.04715871289495035,0.18039907928626675,0.042888222709186255,0.0389271154585871,0.036241126188755704,0.25799811952737606,0.21536165878507568
C1,no,Insulin,23.8255033557047,0.11067111286919695,0.16887503463725675,0.19704357629568237,0.09235203815146303,0.04715871289486918,0.1803990792862827,0.04288822271073701,0.038927115458506786,0.03624112618869631,0.25799811952702356,0.21536165878234906
C1,no,Insulin,24.161073825503358,0.11067111286893361,0.168875034637293,0.19704357629535685,0.09235203815133428,0.047158712894788,0.18039907928629867,0.04288822271228776,0.03892711545842648,0.0362411261886369,0.25799811952667107,0.21536165877962243
C1,no,Insulin,24.496644295302016,0.11067111286867026,0.16887503463732925,0.19704357629503133,0.0923520381512055,0.04715871289470683,0.18039907928631463,0.042888222713838506,0.03892711545834617,0.0362411261885775,0.25799811952631857,0.2153616587768958
C1,no,Insulin,24.832214765100673,0.11067111286840692,0.1688750346373655,0.19704357629470584,0.09235203815107675,0.04715871289462566,0.1803990792863306,0.04288822271538926,0.03892711545826587,0.0362411261885181,0.2579981195259661,0.21536165877416918
C1,no,Insulin,25.16778523489933,0.11067111286814359,0.16887503463740178,0.19704357629438032,0.09235203815094799,0.047158712894544486,0.18039907928634655,0.04288822271694001,0.03892711545818556,0.0362411261884587,0.2579981195256136,0.21536165877144256
C1,no,Insulin,25.503355704697988,0.11067111286788024,0.16887503463743803,0.1970435762940548,0.09235203815081923,0.047158712894463314,0.1803990792863625,0.04288822271849076,0.038927115458105246,0.036241126188399295,0.25799811952526114,0.21536165876871594
C1,no,Insulin,25.838926174496645,0.1106711128676169,0.16887503463747428,0.19704357629372932,0.09235203815069047,0.04715871289438214,0.18039907928637847,0.04288822272004151,0.03892711545802494,0.0362411261883399,0.25799811952490864,0.2153616587659893
C1,no,Insulin,26.174496644295303,0.11067111286735355,0.16887503463751052,0.1970435762934038,0.09235203815056171,0.04715871289430097,0.18039907928639443,0.04288822272159226,0.03892711545794463,0.036241126188280494,0.25799811952455615,0.2153616587632627
C1,no,Insulin,26.51006711409396,0.11067111286709022,0.16887503463754677,0.19704357629307828,0.09235203815043296,0.0471587128942198,0.18039907928641039,0.04288822272314301,0.03892711545786433,0.0362411261882211,0.25799811952420365,0.21536165876053606
C1,no,Insulin,26.845637583892618,0.11067111286682688,0.16887503463758302,0.19704357629275276,0.0923520381503042,0.04715871289413863,0.18039907928642634,0.04288822272469376,0.03892711545778402,0.03624112618816169,0.25799811952385115,0.21536165875780944
C1,no,Insulin,27.181208053691275,0.11067111286656353,0.16887503463761927,0.19704357629242727,0.09235203815017544,0.04715871289405746,0.18039907928644228,0.04288822272624451,0.03892711545770371,0.03624112618810229,0.25799811952349866,0.2153616587550828
C1,no,Insulin,27.516778523489933,0.11067111286630019,0.16887503463765552,0.19704357629210176,0.09235203815004668,0.04715871289397629,0.18039907928645824,0.04288822272779526,0.0389271154576234,0.03624112618804289,0.25799811952314616,0.2153616587523562
C1,no,Insulin,27.85234899328859,0.11067111286603686,0.16887503463769177,0.19704357629177624,0.09235203814991792,0.047158712893895116,0.1803990792864742,0.04288822272934601,0.0389271154575431,0.03624112618798349,0.2579981195227937,0.21536165874962956
C1,no,Insulin,28.18791946308725,0.11067111286577351,0.16887503463772804,0.19704357629145075,0.09235203814978915,0.04715871289381394,0.18039907928649015,0.04288822273089676,0.03892711545746279,0.03624112618792409,0.2579981195224412,0.21536165874690294
C1,no,Insulin,28.52348993288591,0.11067111286551017,0.1688750346377643,0.19704357629112523,0.09235203814966039,0.04715871289373277,0.18039907928650611,0.04288822273244751,0.03892711545738248,0.03624112618786469,0.25799811952208873,0.21536165874417632
C1,no,Insulin,28.859060402684566,0.11067111286524682,0.16887503463780054,0.19704357629079972,0.09235203814953163,0.047158712893651596,0.18039907928652207,0.04288822273399826,0.038927115457302174,0.036241126187805284,0.25799811952173624,0.2153616587414497
C1,no,Insulin,29.194630872483224,0.11067111286498348,0.1688750346378368,0.19704357629047423,0.09235203814940288,0.047158712893570424,0.18039907928653803,0.042888222735549014,0.03892711545722186,0.03624112618774589,0.25799811952138374,0.21536165873872307
C1,no,Insulin,29.53020134228188,0.11067111286472014,0.16887503463787304,0.1970435762901487,0.09235203814927412,0.04715871289348925,0.180399079286554,0.04288822273709976,0.03892711545714156,0.03624112618768648,0.25799811952103124,0.21536165873599644
C1,no,Insulin,29.86577181208054,0.1106711128644568,0.1688750346379093,0.1970435762898232,0.09235203814914536,0.04715871289340808,0.18039907928656995,0.04288822273865051,0.03892711545706125,0.03624112618762708,0.2579981195206788,0.21536165873326982
C1,no,Insulin,30.201342281879196,0.11067111286419345,0.16887503463794554,0.19704357628949767,0.0923520381490166,0.04715871289332691,0.1803990792865859,0.042888222740201265,0.038927115456980944,0.03624112618756768,0.2579981195203263,0.2153616587305432
C1,no,Insulin,30.536912751677853,0.11067111286393011,0.16887503463798179,0.19704357628917218,0.09235203814888784,0.04715871289324574,0.18039907928660187,0.04288822274175202,0.038927115456900634,0.03624112618750828,0.2579981195199738,0.21536165872781657
C1,no,Insulin,30.87248322147651,0.11067111286366678,0.16887503463801806,0.19704357628884667,0.09235203814875909,0.04715871289316457,0.1803990792866178,0.04288822274330276,0.03892711545682033,0.03624112618744888,0.2579981195196213,0.21536165872508994
C1,no,Insulin,31.20805369127517,0.11067111286340343,0.1688750346380543,0.19704357628852115,0.09235203814863033,0.0471587128930834,0.18039907928663376,0.042888222744853516,0.03892711545674002,0.03624112618738948,0.2579981195192688,0.21536165872236332
C1,no,Insulin,31.543624161073826,0.11067111286314009,0.16887503463809056,0.19704357628819566,0.09235203814850157,0.047158712893002226,0.18039907928664972,0.04288822274640427,0.03892711545665971,0.036241126187330074,0.2579981195189163,0.2153616587196367
C1,no,Insulin,31.879194630872483,0.11067111286287674,0.1688750346381268,0.19704357628787014,0.0923520381483728,0.04715871289292105,0.18039907928666568,0.042888222747955014,0.038927115456579404,0.03624112618727068,0.25799811951856383,0.21536165871691007
C1,no,Insulin,32.214765100671144,0.11067111286261341,0.16887503463816306,0.19704357628754463,0.09235203814824404,0.04715871289283988,0.18039907928668164,0.04288822274950577,0.038927115456499094,0.03624112618721127,0.2579981195182114,0.21536165871418345
C1,no,Insulin,32.5503355704698,0.11067111286235007,0.1688750346381993,0.1970435762872191,0.09235203814811528,0.047158712892758706,0.1803990792866976,0.04288822275105652,0.03892711545641879,0.036241126187151876,0.2579981195178589,0.21536165871145682
C1,no,Insulin,32.88590604026846,0.11067111286208672,0.16887503463823555,0.19704357628689362,0.09235203814798652,0.047158712892677535,0.18039907928671356,0.042888222752607265,0.03892711545633848,0.03624112618709247,0.2579981195175064,0.2153616587087302
C1,no,Insulin,33.22147651006711,0.11067111286182338,0.1688750346382718,0.1970435762865681,0.09235203814785777,0.04715871289259636,0.18039907928672952,0.04288822275415802,0.038927115456258175,0.03624112618703307,0.2579981195171539,0.21536165870600357
C1,no,Insulin,33.557046979865774,0.11067111286156005,0.16887503463830808,0.19704357628624258,0.09235203814772901,0.04715871289251519,0.18039907928674548,0.04288822275570877,0.038927115456177865,0.03624112618697367,0.2579981195168014,0.21536165870327695
C1,no,Insulin,33.89261744966443,0.1106711128612967,0.16887503463834433,0.1970435762859171,0.09235203814760025,0.04715871289243402,0.18039907928676144,0.042888222757259516,0.03892711545609756,0.03624112618691427,0.2579981195164489,0.21536165870055032
C1,no,Insulin,34.22818791946309,0.11067111286103336,0.16887503463838058,0.19704357628559158,0.09235203814747149,0.04715871289235285,0.18039907928677737,0.04288822275881027,0.03892711545601725,0.03624112618685486,0.25799811951609647,0.2153616586978237
C1,no,Insulin,34.56375838926175,0.11067111286077001,0.16887503463841683,0.19704357628526606,0.09235203814734273,0.04715871289227168,0.18039907928679333,0.04288822276036102,0.03892711545593694,0.036241126186795466,0.257998119515744,0.21536165869509707
C1,no,Insulin,34.899328859060404,0.11067111286050668,0.16887503463845308,0.19704357628494057,0.09235203814721397,0.04715871289219051,0.1803990792868093,0.042888222761911766,0.038927115455856635,0.03624112618673606,0.2579981195153915,0.21536165869237045
C1,no,Insulin,35.234899328859065,0.11067111286024334,0.16887503463848932,0.19704357628461505,0.09235203814708522,0.047158712892109336,0.18039907928682525,0.04288822276346252,0.038927115455776325,0.036241126186676666,0.257998119515039,0.21536165868964383
C1,no,Insulin,35.57046979865772,0.11067111285997999,0.16887503463852557,0.19704357628428953,0.09235203814695644,0.047158712892028165,0.1803990792868412,0.04288822276501327,0.03892711545569602,0.03624112618661726,0.2579981195146865,0.2153616586869172
C1,no,Insulin,35.90604026845638,0.11067111285971665,0.16887503463856182,0.19704357628396402,0.09235203814682769,0.04715871289194699,0.18039907928685717,0.04288822276656402,0.03892711545561571,0.03624112618655786,0.257998119514334,0.21536165868419058
C1,no,Insulin,36.241610738255034,0.11067111285945332,0.16887503463859807,0.19704357628363853,0.09235203814669893,0.047158712891865816,0.18039907928687313,0.04288822276811477,0.038927115455535406,0.03624112618649846,0.2579981195139815,0.21536165868146395
C1,no,Insulin,36.577181208053695,0.11067111285918997,0.16887503463863435,0.197043576283313,0.09235203814657017,0.047158712891784645,0.18039907928688909,0.04288822276966552,0.038927115455455095,0.03624112618643906,0.25799811951362905,0.21536165867873733
C1,no,Insulin,36.91275167785235,0.11067111285892663,0.1688750346386706,0.1970435762829875,0.09235203814644141,0.04715871289170347,0.18039907928690505,0.042888222771216275,0.03892711545537479,0.03624112618637966,0.25799811951327656,0.2153616586760107
C1,no,Insulin,37.24832214765101,0.11067111285866328,0.16887503463870684,0.197043576282662,0.09235203814631265,0.0471587128916223,0.180399079286921,0.04288822277276702,0.03892711545529448,0.036241126186320256,0.25799811951292406,0.21536165867328408
C1,no,Insulin,37.58389261744966,0.11067111285839995,0.1688750346387431,0.19704357628233649,0.0923520381461839,0.04715871289154113,0.18039907928693696,0.04288822277431777,0.03892711545521418,0.03624112618626085,0.25799811951257157,0.21536165867055745
C1,no,Insulin,37.919463087248324,0.1106711128581366,0.16887503463877934,0.19704357628201097,0.09235203814605514,0.04715871289145996,0.1803990792869529,0.042888222775868526,0.038927115455133866,0.036241126186201456,0.25799811951221907,0.21536165866783083
C1,no,Insulin,38.25503355704698,0.11067111285787326,0.1688750346388156,0.19704357628168545,0.09235203814592638,0.04715871289137879,0.18039907928696886,0.04288822277741927,0.038927115455053556,0.03624112618614205,0.2579981195118666,0.2153616586651042
C1,no,Insulin,38.59060402684564,0.11067111285760992,0.16887503463885184,0.19704357628135996,0.09235203814579762,0.04715871289129762,0.18039907928698481,0.042888222778970024,0.03892711545497325,0.03624112618608265,0.25799811951151413,0.21536165866237758
C1,no,Insulin,38.9261744966443,0.11067111285743704,0.16887503463887574,0.19704357628114672,0.09235203814571312,0.04715871289124442,0.18039907928699572,0.042888222779985774,0.038927115454920634,0.03624112618604372,0.25799811951128276,0.21536165866058998
