,,,Slide ID,d,h,c,b,a,i,e,m,l,n,k,g,j,f
,,,Antibody Name,d,h,c,b,a,i,e,m,l,n,k,g,j,f
,,,HUGO ID,d,h,c,b,a,i,e,m,l,n,k,g,j,f
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,31.879194630872483,0.13907174169675596,0.0918107946958231,0.1614443731198849,0.09697040337851587,0.09997405581918822,0.07956127621844816,0.11867611729527881,0.14019048539329043,0.07770131442042763,0.05245903388753345,0.023558502995550283,0.10902226097554896,0.05388979470193633,0.015703252555079268
C1,no,Insulin,32.214765100671144,0.139071741696823,0.0918107946956036,0.16144437311996168,0.09697040337841456,0.09997405581922426,0.07956127621828059,0.11867611729532797,0.14019048539334109,0.0777013144204414,0.052459033887562276,0.02355850299544979,0.10902226097529458,0.05388979470177227,0.015703252555024243
C1,no,Insulin,32.5503355704698,0.13907174169689002,0.09181079469538411,0.16144437312003843,0.09697040337831325,0.0999740558192603,0.079561276218113,0.11867611729537711,0.14019048539339174,0.07770131442045515,0.05245903388759111,0.023558502995349295,0.1090222609750402,0.053889794701608214,0.015703252554969217
C1,no,Insulin,32.88590604026846,0.13907174169695705,0.09181079469516462,0.1614443731201152,0.09697040337821193,0.09997405581929635,0.07956127621794541,0.11867611729542625,0.1401904853934424,0.0777013144204689,0.05245903388761993,0.023558502995248802,0.10902226097478583,0.05388979470144416,0.01570325255491419
C1,no,Insulin,33.22147651006711,0.13907174169702408,0.09181079469494513,0.16144437312019197,0.09697040337811062,0.09997405581933239,0.07956127621777782,0.1186761172954754,0.14019048539349308,0.07770131442048267,0.052459033887648755,0.02355850299514831,0.10902226097453145,0.0538897947012801,0.015703252554859163
C1,no,Insulin,33.557046979865774,0.13907174169709113,0.09181079469472564,0.16144437312026874,0.09697040337800931,0.09997405581936843,0.07956127621761025,0.11867611729552455,0.14019048539354373,0.07770131442049642,0.052459033887677586,0.023558502995047817,0.10902226097427707,0.053889794701116045,0.015703252554804138
C1,no,Insulin,33.89261744966443,0.13907174169715816,0.09181079469450613,0.16144437312034549,0.09697040337790801,0.09997405581940447,0.07956127621744266,0.11867611729557369,0.14019048539359438,0.07770131442051019,0.05245903388770641,0.02355850299494732,0.1090222609740227,0.05388979470095199,0.015703252554749112
C1,no,Insulin,34.22818791946309,0.1390717416972252,0.09181079469428664,0.16144437312042226,0.09697040337780669,0.0999740558194405,0.07956127621727507,0.11867611729562284,0.14019048539364504,0.07770131442052394,0.05245903388773524,0.02355850299484683,0.10902226097376833,0.053889794700787925,0.015703252554694087
C1,no,Insulin,34.56375838926175,0.13907174169729222,0.09181079469406715,0.16144437312049903,0.09697040337770538,0.09997405581947653,0.0795612762171075,0.11867611729567198,0.1401904853936957,0.0777013144205377,0.052459033887764066,0.023558502994746336,0.10902226097351395,0.05388979470062387,0.01570325255463906
C1,no,Insulin,34.899328859060404,0.13907174169735925,0.09181079469384766,0.1614443731205758,0.09697040337760407,0.09997405581951258,0.07956127621693991,0.11867611729572113,0.14019048539374634,0.07770131442055146,0.05245903388779289,0.023558502994645843,0.10902226097325958,0.05388979470045981,0.015703252554584036
C1,no,Insulin,35.234899328859065,0.13907174169742628,0.09181079469362817,0.16144437312065255,0.09697040337750275,0.09997405581954862,0.07956127621677232,0.11867611729577028,0.140190485393797,0.07770131442056522,0.05245903388782172,0.023558502994545347,0.1090222609730052,0.05388979470029576,0.01570325255452901
C1,no,Insulin,35.57046979865772,0.13907174169749334,0.09181079469340868,0.16144437312072932,0.09697040337740144,0.09997405581958466,0.07956127621660473,0.11867611729581942,0.14019048539384765,0.07770131442057898,0.052459033887850545,0.023558502994444855,0.10902226097275082,0.0538897947001317,0.015703252554473985
C1,no,Insulin,35.90604026845638,0.13907174169756037,0.09181079469318919,0.1614443731208061,0.09697040337730013,0.0999740558196207,0.07956127621643716,0.11867611729586858,0.14019048539389833,0.07770131442059273,0.05245903388787937,0.023558502994344362,0.10902226097249645,0.053889794699967644,0.015703252554418956
C1,no,Insulin,36.241610738255034,0.1390717416976274,0.0918107946929697,0.16144437312088286,0.09697040337719882,0.09997405581965674,0.07956127621626957,0.11867611729591772,0.140190485393949,0.07770131442060649,0.0524590338879082,0.023558502994243866,0.10902226097224207,0.05388979469980359,0.01570325255436393
C1,no,Insulin,36.577181208053695,0.13907174169769443,0.0918107946927502,0.1614443731209596,0.0969704033770975,0.09997405581969278,0.07956127621610198,0.11867611729596686,0.14019048539399964,0.07770131442062025,0.052459033887937025,0.023558502994143374,0.1090222609719877,0.053889794699639525,0.015703252554308905
C1,no,Insulin,36.91275167785235,0.13907174169776146,0.0918107946925307,0.16144437312103638,0.0969704033769962,0.09997405581972882,0.07956127621593441,0.11867611729601601,0.1401904853940503,0.07770131442063401,0.05245903388796585,0.02355850299404288,0.10902226097173333,0.05388979469947547,0.01570325255425388
C1,no,Insulin,37.24832214765101,0.1390717416978285,0.09181079469231121,0.16144437312111315,0.09697040337689489,0.09997405581976486,0.07956127621576682,0.11867611729606516,0.14019048539410095,0.07770131442064777,0.05245903388799468,0.02355850299394239,0.10902226097147895,0.05388979469931141,0.015703252554198854
C1,no,Insulin,37.58389261744966,0.13907174169789555,0.09181079469209172,0.16144437312118992,0.09697040337679358,0.0999740558198009,0.07956127621559923,0.1186761172961143,0.1401904853941516,0.07770131442066153,0.052459033888023504,0.023558502993841893,0.10902226097122457,0.053889794699147356,0.01570325255414383
C1,no,Insulin,37.919463087248324,0.13907174169796258,0.09181079469187223,0.16144437312126667,0.09697040337669226,0.09997405581983694,0.07956127621543164,0.11867611729616345,0.14019048539420226,0.07770131442067528,0.05245903388805233,0.0235585029937414,0.1090222609709702,0.0538897946989833,0.015703252554088803
C1,no,Insulin,38.25503355704698,0.1390717416980296,0.09181079469165274,0.16144437312134344,0.09697040337659095,0.09997405581987298,0.07956127621526407,0.1186761172962126,0.14019048539425294,0.07770131442068905,0.05245903388808116,0.023558502993640908,0.10902226097071582,0.05388979469881924,0.015703252554033778
C1,no,Insulin,38.59060402684564,0.13907174169809663,0.09181079469143325,0.1614443731214202,0.09697040337648964,0.09997405581990902,0.07956127621509648,0.11867611729626174,0.1401904853943036,0.0777013144207028,0.052459033888109984,0.023558502993540415,0.10902226097046144,0.05388979469865519,0.015703252553978753
C1,no,Insulin,38.9261744966443,0.13907174169816366,0.09181079469121375,0.16144437312149698,0.09697040337638833,0.09997405581994506,0.0795612762149289,0.11867611729631089,0.14019048539435425,0.07770131442071657,0.05245903388813881,0.02355850299343992,0.10902226097020708,0.053889794698491124,0.015703252553923724
C1,no,Insulin,39.261744966442954,0.1390717416982307,0.09181079469099426,0.16144437312157373,0.09697040337628701,0.0999740558199811,0.07956127621476132,0.11867611729636003,0.1401904853944049,0.07770131442073032,0.05245903388816764,0.023558502993339427,0.1090222609699527,0.05388979469832707,0.0157032525538687
C1,no,Insulin,39.597315436241615,0.13907174169829772,0.09181079469077477,0.1614443731216505,0.0969704033761857,0.09997405582001714,0.07956127621459373,0.11867611729640919,0.14019048539445556,0.07770131442074407,0.05245903388819646,0.023558502993238934,0.10902226096969832,0.05388979469816301,0.015703252553813673
C1,no,Insulin,39.93288590604027,0.13907174169836478,0.09181079469055528,0.16144437312172727,0.0969704033760844,0.09997405582005318,0.07956127621442614,0.11867611729645833,0.1401904853945062,0.07770131442075784,0.05245903388822529,0.023558502993138438,0.10902226096944395,0.053889794697998955,0.015703252553758647
C1,no,Insulin,40.26845637583893,0.1390717416984318,0.09181079469033578,0.16144437312180404,0.09697040337598307,0.09997405582008922,0.07956127621425856,0.11867611729650747,0.14019048539455686,0.07770131442077159,0.05245903388825412,0.023558502993037946,0.10902226096918957,0.0538897946978349,0.015703252553703622
C1,no,Insulin,40.604026845637584,0.13907174169849884,0.09181079469011628,0.16144437312188079,0.09697040337588177,0.09997405582012527,0.07956127621409098,0.11867611729655662,0.14019048539460752,0.07770131442078536,0.05245903388828294,0.023558502992937453,0.10902226096893519,0.05388979469767084,0.015703252553648597
C1,no,Insulin,40.939597315436245,0.13907174169856587,0.0918107946898968,0.16144437312195756,0.09697040337578046,0.0999740558201613,0.0795612762139234,0.11867611729660577,0.1401904853946582,0.07770131442079911,0.05245903388831177,0.02355850299283696,0.10902226096868083,0.053889794697506786,0.01570325255359357
C1,no,Insulin,41.2751677852349,0.1390717416986329,0.0918107946896773,0.16144437312203433,0.09697040337567915,0.09997405582019735,0.0795612762137558,0.1186761172966549,0.14019048539470885,0.07770131442081286,0.0524590338883406,0.023558502992736464,0.10902226096842645,0.05388979469734272,0.015703252553538546
C1,no,Insulin,41.61073825503356,0.13907174169869993,0.09181079468945781,0.1614443731221111,0.09697040337557783,0.09997405582023337,0.07956127621358823,0.11867611729670406,0.1401904853947595,0.07770131442082663,0.05245903388836942,0.023558502992635972,0.10902226096817208,0.05388979469717867,0.015703252553483517
C1,no,Insulin,41.946308724832214,0.139071741698767,0.09181079468923832,0.16144437312218785,0.09697040337547652,0.09997405582026941,0.07956127621342064,0.1186761172967532,0.14019048539481016,0.07770131442084038,0.052459033888398246,0.02355850299253548,0.1090222609679177,0.05388979469701461,0.01570325255342849
C1,no,Insulin,42.281879194630875,0.13907174169883402,0.09181079468901883,0.16144437312226462,0.09697040337537521,0.09997405582030545,0.07956127621325305,0.11867611729680234,0.14019048539486081,0.07770131442085415,0.05245903388842708,0.023558502992434987,0.10902226096766332,0.053889794696850554,0.015703252553373466
C1,no,Insulin,42.61744966442953,0.13907174169890105,0.09181079468879934,0.1614443731223414,0.0969704033752739,0.0999740558203415,0.07956127621308547,0.1186761172968515,0.14019048539491147,0.0777013144208679,0.0524590338884559,0.02355850299233449,0.10902226096740895,0.0538897946966865,0.01570325255331844
C1,no,Insulin,42.95302013422819,0.13907174169896808,0.09181079468857985,0.16144437312241816,0.09697040337517258,0.09997405582037754,0.07956127621291789,0.11867611729690064,0.14019048539496212,0.07770131442088166,0.052459033888484725,0.023558502992234,0.10902226096715457,0.05388979469652244,0.015703252553263415
C1,no,Insulin,43.28859060402685,0.1390717416990351,0.09181079468836034,0.1614443731224949,0.09697040337507128,0.09997405582041358,0.0795612762127503,0.11867611729694978,0.1401904853950128,0.07770131442089542,0.05245903388851356,0.023558502992133506,0.1090222609669002,0.053889794696358385,0.01570325255320839
C1,no,Insulin,43.624161073825505,0.13907174169910214,0.09181079468814085,0.16144437312257168,0.09697040337496997,0.09997405582044962,0.07956127621258272,0.11867611729699894,0.14019048539506346,0.07770131442090918,0.05245903388854238,0.02355850299203301,0.10902226096664583,0.05388979469619432,0.015703252553153364
C1,no,Insulin,43.959731543624166,0.13907174169916917,0.09181079468792136,0.16144437312264845,0.09697040337486866,0.09997405582048566,0.07956127621241514,0.11867611729704808,0.1401904853951141,0.07770131442092294,0.052459033888571205,0.023558502991932517,0.10902226096639145,0.053889794696030266,0.01570325255309834
C1,no,Insulin,44.29530201342282,0.13907174169923622,0.09181079468770187,0.16144437312272522,0.09697040337476734,0.0999740558205217,0.07956127621224755,0.11867611729709723,0.14019048539516477,0.0777013144209367,0.052459033888600036,0.023558502991832025,0.10902226096613707,0.05388979469586621,0.015703252553043313
C1,no,Insulin,44.63087248322148,0.13907174169930325,0.09181079468748238,0.16144437312280197,0.09697040337466603,0.09997405582055774,0.07956127621207996,0.11867611729714637,0.14019048539521542,0.07770131442095045,0.05245903388862886,0.023558502991731532,0.1090222609658827,0.05388979469570215,0.015703252552988285
C1,no,Insulin,44.966442953020135,0.13907174169937028,0.09181079468726289,0.16144437312287874,0.09697040337456472,0.09997405582059378,0.07956127621191239,0.11867611729719552,0.14019048539526607,0.07770131442096422,0.052459033888657684,0.023558502991631036,0.10902226096562832,0.0538897946955381,0.01570325255293326
C1,no,Insulin,45.302013422818796,0.1390717416994373,0.0918107946870434,0.1614443731229555,0.09697040337446342,0.09997405582062982,0.0795612762117448,0.11867611729724467,0.14019048539531673,0.07770131442097797,0.052459033888686515,0.023558502991530544,0.10902226096537394,0.05388979469537404,0.015703252552878234
C1,no,Insulin,45.63758389261745,0.13907174169950434,0.0918107946868239,0.16144437312303228,0.0969704033743621,0.09997405582066586,0.07956127621157721,0.11867611729729381,0.14019048539536738,0.07770131442099174,0.05245903388871534,0.02355850299143005,0.10902226096511958,0.053889794695209985,0.015703252552823208
C1,no,Insulin,45.97315436241611,0.13907174169957137,0.09181079468660441,0.16144437312310903,0.09697040337426079,0.0999740558207019,0.07956127621140963,0.11867611729734295,0.14019048539541806,0.07770131442100549,0.05245903388874417,0.02355850299132956,0.1090222609648652,0.05388979469504592,0.015703252552768183
C1,no,Insulin,46.308724832214764,0.13907174169963843,0.09181079468638491,0.1614443731231858,0.09697040337415948,0.09997405582073794,0.07956127621124205,0.11867611729739211,0.14019048539546872,0.07770131442101924,0.052459033888772995,0.023558502991229063,0.10902226096461082,0.053889794694881865,0.015703252552713157
C1,no,Insulin,46.644295302013425,0.13907174169970546,0.09181079468616542,0.16144437312326257,0.09697040337405816,0.09997405582077398,0.07956127621107446,0.11867611729744125,0.14019048539551937,0.07770131442103301,0.05245903388880182,0.02355850299112857,0.10902226096435645,0.05388979469471781,0.015703252552658132
C1,no,Insulin,46.97986577181208,0.1390717416997725,0.09181079468594593,0.16144437312333934,0.09697040337395685,0.09997405582081002,0.07956127621090688,0.11867611729749039,0.14019048539557002,0.07770131442104676,0.05245903388883065,0.023558502991028078,0.10902226096410207,0.05388979469455375,0.015703252552603107
C1,no,Insulin,47.31543624161074,0.13907174169983952,0.09181079468572644,0.16144437312341609,0.09697040337385554,0.09997405582084606,0.0795612762107393,0.11867611729753955,0.14019048539562068,0.07770131442106053,0.052459033888859474,0.02355850299092758,0.10902226096384769,0.053889794694389696,0.01570325255254808
C1,no,Insulin,47.6510067114094,0.13907174169990655,0.09181079468550694,0.16144437312349286,0.09697040337375423,0.0999740558208821,0.07956127621057171,0.11867611729758869,0.14019048539567133,0.07770131442107428,0.0524590338888883,0.02355850299082709,0.10902226096359333,0.05388979469422564,0.015703252552493052
C1,no,Insulin,47.986577181208055,0.13907174169997358,0.09181079468528745,0.16144437312356963,0.09697040337365291,0.09997405582091815,0.07956127621040412,0.11867611729763784,0.140190485395722,0.07770131442108803,0.05245903388891713,0.023558502990726597,0.10902226096333895,0.053889794694061584,0.015703252552438027
C1,no,Insulin,48.322147651006716,0.13907174170004064,0.09181079468506796,0.1614443731236464,0.0969704033735516,0.09997405582095419,0.07956127621023654,0.11867611729768698,0.14019048539577267,0.0777013144211018,0.052459033888945954,0.023558502990626104,0.10902226096308457,0.05388979469389752,0.015703252552383
C1,no,Insulin,48.65771812080537,0.13907174170010767,0.09181079468484847,0.16144437312372314,0.0969704033734503,0.09997405582099023,0.07956127621006896,0.11867611729773613,0.14019048539582332,0.07770131442111555,0.05245903388897478,0.023558502990525608,0.1090222609628302,0.053889794693733464,0.015703252552327976
C1,no,Insulin,48.99328859060403,0.1390717417001747,0.09181079468462898,0.16144437312379992,0.09697040337334899,0.09997405582102625,0.07956127620990137,0.11867611729778528,0.14019048539587398,0.07770131442112932,0.05245903388900361,0.023558502990425115,0.10902226096257582,0.05388979469356941,0.01570325255227295
C1,no,Insulin,49.328859060402685,0.13907174170024172,0.09181079468440947,0.1614443731238767,0.09697040337324767,0.0999740558210623,0.07956127620973379,0.11867611729783442,0.14019048539592463,0.07770131442114307,0.05245903388903243,0.023558502990324623,0.10902226096232144,0.05388979469340535,0.015703252552217925
C1,no,Insulin,49.664429530201346,0.13907174170030875,0.09181079468418998,0.16144437312395346,0.09697040337314636,0.09997405582109833,0.07956127620956621,0.11867611729788356,0.14019048539597528,0.07770131442115683,0.05245903388906126,0.02355850299022413,0.10902226096206707,0.053889794693241296,0.0157032525521629
C1,no,Insulin,50.0,0.13907174170037578,0.09181079468397049,0.1614443731240302,0.09697040337304505,0.09997405582113437,0.07956127620939862,0.11867611729793272,0.14019048539602594,0.07770131442117059,0.05245903388909009,0.023558502990123634,0.1090222609618127,0.05388979469307724,0.015703252552107874
