,,,Slide ID,d,h,c,b,a,i,e,m,l,n,k,g,j,f
,,,Antibody Name,d,h,c,b,a,i,e,m,l,n,k,g,j,f
,,,HUGO ID,d,h,c,b,a,i,e,m,l,n,k,g,j,f
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,5.369127516778524,0.13926732027244226,0.09496338478228462,0.16149193793882236,0.09907780856376193,0.10017524963508885,0.08088315163968289,0.11877534836937673,0.1403100243045867,0.07813456505634168,0.052590939827301925,0.02487134832576968,0.11253583039896195,0.05618904540155201,0.01728845887442374
C1,no,Insulin,5.704697986577181,0.13912355942445082,0.09414670863494459,0.16140520351463997,0.09835114158856263,0.10005518833185617,0.08044079634936692,0.1186893397323124,0.1402136274034621,0.0779302511784026,0.05250758658320921,0.024503242071397854,0.11161596175294322,0.05558590106584459,0.01681219516913664
C1,no,Insulin,6.0402684563758395,0.1390507406833008,0.0935213178632861,0.16136905367446752,0.09786662455549473,0.09999040158464209,0.08013855604234224,0.11864780511688655,0.14016619675153286,0.07781031198368187,0.05246355942399986,0.024232173232850294,0.11091459214715249,0.055126785683651966,0.01647550841651257
C1,no,Insulin,6.375838926174497,0.1390190822418853,0.09304983112020034,0.16136049803523206,0.09754622233972411,0.09995847978491837,0.07993465820113574,0.11863158326384222,0.14014680803156174,0.07774269040068033,0.05244263115329139,0.02403474291461673,0.11038807864382194,0.054782503828530796,0.016238504103646276
C1,no,Insulin,6.7114093959731544,0.13901012085143086,0.0926993041216423,0.16136575031396144,0.09733621423559195,0.09994536557975316,0.07979887468728872,0.11862894256058208,0.14014260972473364,0.07770678520283615,0.05243473541358248,0.023892389603873014,0.10999825864401157,0.054527767554888085,0.01607242769207335
C1,no,Insulin,7.046979865771813,0.13901273234308098,0.09244195883027151,0.16137686056940195,0.09719985904644493,0.09994244413380163,0.07970967590702037,0.11863291731177861,0.14014594579693035,0.07768954119324042,0.05243375621151546,0.02379071436943358,0.10971320809947305,0.05434154901612239,0.015956598162003673
C1,no,Insulin,7.38255033557047,0.13902043938626465,0.0922551802164831,0.16138945987091974,0.09711223406747144,0.09994457278960248,0.07965192634618731,0.11863952405772539,0.14015240345942423,0.07768285121830748,0.05243609409391893,0.02371873550024288,0.1095071126192697,0.054206914960205334,0.01587620860623397
C1,no,Insulin,7.718120805369128,0.1390296741974011,0.09212102515703002,0.16140137061865717,0.09705656395641914,0.09994881742225532,0.0796151391442433,0.11864662999903432,0.1401596075581076,0.07768179167215197,0.05243971230532374,0.023668211259365635,0.10935962868120001,0.05411055294955812,0.015820695527543244
C1,no,Insulin,8.053691275167786,0.1390385998073637,0.09202560230198485,0.1614116437672744,0.09702164817573636,0.0999535731346932,0.0795921338955154,0.11865318175844144,0.14016635897727248,0.07768345871455253,0.05244352463655239,0.023633036232648737,0.10925509774190689,0.05404223365146055,0.015782559532482424
C1,no,Insulin,8.389261744966444,0.13904639813826278,0.09195834483948868,0.1614200229677558,0.09700007227485072,0.09995804085569833,0.07957805961006512,0.1186587532425744,0.1401721547696999,0.07768620513514798,0.052447005806964375,0.023608742636844496,0.10918167449618571,0.0539942251943159,0.01575650037371914
C1,no,Insulin,8.724832214765101,0.13905281304955133,0.09191134784671752,0.16142659816456698,0.09698697209326335,0.09996188150518005,0.0795696805394803,0.11866325473929168,0.14017686704761437,0.07768914818853248,0.052449948788178935,0.023592096316637928,0.10913054193236886,0.05396077459888484,0.01573879089824247
C1,no,Insulin,9.060402684563758,0.13905787843941086,0.09187878311664313,0.16143161063898281,0.09697918944594643,0.09996500742283791,0.0795648687434996,0.11866676300212461,0.14018055659476378,0.07769185746438408,0.05245231718332117,0.023580780842908777,0.10909522942183682,0.05393766003282684,0.015726825035279616
C1,no,Insulin,9.395973154362416,0.13906175828475847,0.09185640247682775,0.161435344401371,0.09697469163535156,0.09996745638466202,0.07956224251652351,0.11866942290977596,0.14018336407203183,0.07769415868369497,0.05245415730873159,0.023573150606157885,0.10907104067952583,0.053921816765383976,0.015718787675823423
C1,no,Insulin,9.731543624161075,0.13906465973962923,0.0918411371813632,0.1614380728652519,0.09697218310251327,0.09996932065551645,0.07956091705974587,0.11867139557086905,0.14018545228440868,0.07769601576266487,0.05245554906434425,0.023568044507808594,0.1090545968668078,0.05391103903528989,0.0157134189185318
C1,no,Insulin,10.067114093959733,0.1390667873827241,0.09183080363708354,0.16144003422234374,0.09697085450412204,0.09997070804667535,0.07956033980174755,0.11867283191519576,0.14018697660002033,0.07769746169454224,0.05245657929976793,0.023564654464396918,0.10904350298408703,0.053903762586744904,0.015709853661298175
C1,no,Insulin,10.40268456375839,0.13906832221319496,0.09182387505503845,0.16144142361273509,0.09697021565805328,0.0999717219791088,0.07956017825351026,0.11867386145363719,0.14018807167033917,0.07769855907016962,0.05245732871713041,0.02356242777063034,0.10903609088478755,0.05389889726910823,0.015707506954878506
C1,no,Insulin,10.738255033557047,0.13906941128070893,0.09181926440187459,0.16144239339015637,0.09696995480048384,0.09997244969212322,0.07956022439221921,0.11867458780637268,0.14018884582702817,0.0776993719775209,0.052457864400586536,0.02356097702627435,0.1090311763749825,0.05389566870126078,0.015705970784926533
C1,no,Insulin,11.073825503355705,0.13907017366866034,0.09181622185839503,0.16144306175107428,0.09696989312485811,0.09997296452209821,0.07956036180176324,0.11867509354978342,0.14018938590219066,0.0776999634299352,0.05245824196121792,0.023560041108352348,0.10902794575627137,0.05389354448336046,0.015704972660720698
C1,no,Insulin,11.409395973154362,0.1390707008009145,0.09181423142766425,0.1614435168830728,0.09696992773443239,0.09997332406482815,0.07956052659858102,0.11867544141820607,0.1401897580665785,0.07770038723962841,0.05245850471789671,0.023559443799670666,0.10902584085799522,0.05389215920513408,0.015704329387364564
C1,no,Insulin,11.74496644295302,0.1390710604589049,0.09181294441824041,0.16144382263917173,0.09697000201162383,0.09997357182039918,0.07956068671874174,0.11867567752536418,0.14019001112561436,0.07770068655429992,0.052458685155628446,0.023559068164204926,0.10902448602628735,0.05389126661765265,0.015703919420282122
C1,no,Insulin,12.080536912751679,0.13907130241267432,0.09181212066111004,0.16144402513523606,0.09697008399232236,0.09997374014444599,0.07956082637086319,0.11867583553182603,0.14019018081452125,0.07770089470738523,0.05245880731623157,0.023558834916151888,0.10902362340139438,0.053890697521177706,0.01570366021807544
C1,no,Insulin,12.416107382550337,0.13907146294776176,0.09181159866969425,0.16144415733073175,0.09697015888424824,0.09997385294821716,0.0795609406332336,0.11867593980729661,0.14019029304621294,0.07770103741530085,0.05245888889483178,0.02355869211015878,0.10902307989126339,0.05389033843913197,0.01570349775596961
C1,no,Insulin,12.751677852348994,0.13907156816970603,0.09181127207156917,0.16144424244629063,0.09697022203918247,0.09997392765182567,0.07956103077481397,0.1186760077561662,0.14019036631239,0.07770113420381722,0.05245894273929286,0.023558606484821557,0.10902274166903841,0.05389011479619118,0.015703397371850558
C1,no,Insulin,13.087248322147651,0.13907163599351902,0.09181107142232972,0.16144429621672365,0.09697027231241191,0.09997397634261197,0.07956109973493693,0.11867605127030803,0.14019041329887658,0.07770119890228193,0.05245897771004724,0.02355855650796344,0.10902253529605353,0.05388997814826011,0.015703336350753105
C1,no,Insulin,13.422818791946309,0.13907167899292167,0.09181095054894198,0.1614443295326049,0.09697031066927418,0.09997400761894368,0.07956115120980399,0.1186760786571675,0.14019044294639454,0.07770124156592448,0.05245900006633265,0.023558528195563748,0.10902241251910964,0.053889896499614724,0.01570329979037396
C1,no,Insulin,13.758389261744966,0.1390717058315865,0.09181087847761193,0.16144434979839972,0.0969703388168541,0.09997402744069699,0.0795611886944873,0.11867609561424466,0.14019046140117541,0.07770126933348188,0.05245901414949169,0.02355851255695208,0.10902234052702188,0.053889848327583915,0.015703278030460677
C1,no,Insulin,14.093959731543626,0.13907172237286963,0.09181083548173236,0.16144436192239434,0.09697035890581666,0.09997403986160487,0.07956121548959615,0.11867610596984615,0.1401904727593479,0.07770128723667867,0.0524590229212641,0.023558504134540588,0.10902229806275339,0.05388981985490368,0.015703265102110436
C1,no,Insulin,14.429530201342283,0.13907173231777756,0.09181081070443466,0.16144436890032704,0.09697037328490173,0.09997404746790313,0.0795612346375945,0.11867611211364251,0.14019047953150823,0.07770129865199588,0.052459028272054814,0.023558500110548747,0.10902227342180328,0.053889803512999115,0.01570325778830572
C1,no,Insulin,14.76510067114094,0.13907173797616174,0.0918107978964471,0.1614443725948237,0.09697038350113736,0.0999740519017141,0.0795612481965242,0.11867611553703562,0.14019048327927677,0.07770130571424846,0.05245903138139329,0.0235584987560556,0.10902226066320227,0.0538897951578545,0.01570325405974131
C1,no,Insulin,15.100671140939598,0.13907174102616465,0.09181079219813479,0.16144437436783896,0.0969703906396556,0.0999740544036851,0.07956125770848843,0.11867611732666085,0.14019048522667704,0.07770130998703724,0.05245903310904803,0.0235584987496696,0.10902225567471827,0.05388979172166159,0.015703252336152253
C1,no,Insulin,15.436241610738255,0.13907174245269086,0.09181079033577123,0.16144437500147907,0.09697039541562616,0.09997405569379243,0.07956126416711268,0.11867611811358662,0.14019048611855003,0.07770131241237498,0.05245903396536896,0.023558499348310405,0.10902225481028006,0.053889790900012946,0.01570325171177132
C1,no,Insulin,15.771812080536913,0.139071743014733,0.09181079006235172,0.16144437507596887,0.09697039852400438,0.09997405630176169,0.0795612684762528,0.11867611837796084,0.1401904864629717,0.07770131374394224,0.05245903434592957,0.023558500071196455,0.10902225521201961,0.05388979101454704,0.015703251570333206
C1,no,Insulin,16.107382550335572,0.13907174318693197,0.09181079034704133,0.16144437493200206,0.09697040060770469,0.09997405656866874,0.07956127144456512,0.11867611841532158,0.14019048654078445,0.07770131450304256,0.05245903450281589,0.023558500731033185,0.10902225579511424,0.05388979137119296,0.015703251602610737
C1,no,Insulin,16.44295302013423,0.1390717432936326,0.09181079065550873,0.16144437478258014,0.09697040231018549,0.09997405676672172,0.0795612738871914,0.11867611842278092,0.14019048658309696,0.07770131510190527,0.052459034614743806,0.023558501297015633,0.1090222563734405,0.05388979172159322,0.01570325164590888
C1,no,Insulin,16.778523489932887,0.1390717432074376,0.09181079123421873,0.16144437454676644,0.09697040337163415,0.09997405679073657,0.07956127546981663,0.1186761183238862,0.14019048649634064,0.07770131537532554,0.05245903461098865,0.023558501780684943,0.10902225716035634,0.0538897922170178,0.01570325176777764
C1,no,Insulin,17.114093959731544,0.139071742928347,0.09181079208317133,0.16144437422456098,0.0969704037920507,0.0999740566407133,0.0795612761924408,0.11867611811863746,0.14019048628051545,0.07770131532330338,0.05245903449155042,0.02355850218204111,0.10902225815586174,0.0538897928574667,0.015703251968217022
C1,no,Insulin,17.449664429530202,0.13907174273536932,0.09181079270000628,0.1614443739814657,0.09697040421723761,0.09997405654776316,0.07956127689473597,0.11867611797141359,0.140190486129516,0.07770131533049497,0.05245903441391144,0.02355850250800206,0.10902225889540183,0.05388979333190847,0.01570325210894367
C1,no,Insulin,17.78523489932886,0.13907174254424032,0.09181079323644292,0.1614443737674968,0.09697040445215412,0.09997405644208751,0.07956127732311019,0.11867611783257,0.14019048598478356,0.07770131528072911,0.05245903433051,0.02355850275647849,0.10902225951927827,0.053889793734278664,0.01570325223172097
C1,no,Insulin,18.120805369127517,0.13907174231640937,0.09181079376189247,0.16144437355978686,0.09697040440756956,0.09997405629175371,0.07956127736154588,0.11867611767939445,0.1401904858195277,0.0777013151208578,0.05245903421958674,0.023558502926514548,0.10902226009167865,0.053889794107552555,0.015703252355655544
C1,no,Insulin,18.456375838926174,0.13907174200975392,0.09181079456983142,0.16144437324685995,0.0969704045815156,0.09997405610644404,0.07956127774598068,0.1186761174645479,0.1401904855913067,0.077701314976511,0.052459034078388145,0.023558503250507835,0.10902226100634108,0.053889794699735406,0.015703252546441695
C1,no,Insulin,18.79194630872483,0.1390717419223297,0.09181079466675733,0.1614443731976244,0.09697040434740285,0.09997405603327528,0.0795612774567831,0.11867611741368934,0.14019048553360094,0.07770131485045563,0.05245903402842626,0.02355850322495423,0.10902226107953891,0.05388979475171688,0.015703252566997027
C1,no,Insulin,19.12751677852349,0.13907174183490553,0.09181079476368323,0.16144437314838886,0.09697040411329012,0.09997405596010651,0.07956127716758551,0.11867611736283078,0.1401904854758952,0.07770131472440026,0.05245903397846438,0.023558503199400626,0.10902226115273675,0.053889794803698356,0.01570325258755236
C1,no,Insulin,19.46308724832215,0.13907174175576673,0.09181079485008733,0.16144437310411103,0.09697040389919949,0.09997405589372257,0.07956127690288504,0.11867611731686799,0.14019048542370954,0.07770131460967174,0.05245903393316665,0.023558503175293087,0.10902226121723253,0.05388979484964501,0.015703252605763763
C1,no,Insulin,19.798657718120808,0.13907174175042175,0.09181079484277888,0.1614443731039892,0.09697040386343603,0.09997405588776771,0.07956127685636868,0.11867611731450933,0.14019048542068915,0.07770131459582595,0.0524590339294102,0.023558503164064944,0.1090222612042233,0.053889794841842364,0.01570325260309891
C1,no,Insulin,20.134228187919465,0.1390717417450768,0.09181079483547042,0.1614443731038674,0.09697040382767257,0.09997405588181285,0.07956127680985232,0.11867611731215069,0.14019048541766876,0.07770131458198018,0.05245903392565374,0.023558503152836797,0.10902226119121405,0.053889794834039724,0.015703252600434058
C1,no,Insulin,20.469798657718123,0.13907174173973183,0.09181079482816196,0.16144437310374557,0.09697040379190909,0.09997405587585798,0.07956127676333596,0.11867611730979205,0.14019048541464837,0.07770131456813441,0.05245903392189729,0.023558503141608653,0.10902226117820482,0.053889794826237084,0.015703252597769203
C1,no,Insulin,20.80536912751678,0.13907174173438688,0.0918107948208535,0.16144437310362375,0.09697040375614563,0.09997405586990311,0.0795612767168196,0.11867611730743341,0.14019048541162799,0.07770131455428862,0.052459033918140836,0.02355850313038051,0.10902226116519557,0.053889794818434436,0.01570325259510435
C1,no,Insulin,21.140939597315437,0.1390717417290419,0.09181079481354504,0.16144437310350193,0.09697040372038217,0.09997405586394825,0.07956127667030324,0.11867611730507477,0.14019048540860762,0.07770131454044285,0.05245903391438438,0.023558503119152363,0.10902226115218634,0.053889794810631796,0.015703252592439498
C1,no,Insulin,21.476510067114095,0.13907174172369696,0.09181079480623658,0.1614443731033801,0.0969704036846187,0.09997405585799339,0.07956127662378688,0.11867611730271611,0.14019048540558723,0.07770131452659707,0.052459033910627936,0.02355850310792422,0.10902226113917711,0.053889794802829155,0.015703252589774643
C1,no,Insulin,21.812080536912752,0.139071741718352,0.09181079479892812,0.1614443731032583,0.09697040364885524,0.09997405585203852,0.07956127657727052,0.11867611730035747,0.14019048540256684,0.0777013145127513,0.05245903390687148,0.023558503096696073,0.10902226112616786,0.05388979479502651,0.01570325258710979
C1,no,Insulin,22.14765100671141,0.139071741713007,0.09181079479161966,0.16144437310313647,0.09697040361309178,0.09997405584608365,0.07956127653075416,0.11867611729799883,0.14019048539954646,0.07770131449890552,0.05245903390311503,0.02355850308546793,0.10902226111315863,0.05388979478722387,0.015703252584444934
C1,no,Insulin,22.483221476510067,0.13907174170766207,0.0918107947843112,0.16144437310301465,0.0969704035773283,0.09997405584012879,0.0795612764842378,0.11867611729564019,0.14019048539652607,0.07770131448505974,0.052459033899358576,0.023558503074239786,0.10902226110014938,0.05388979477942123,0.015703252581780083
C1,no,Insulin,22.818791946308725,0.1390717417023171,0.09181079477700274,0.16144437310289284,0.09697040354156485,0.09997405583417393,0.07956127643772144,0.11867611729328155,0.14019048539350568,0.07770131447121396,0.05245903389560212,0.02355850306301164,0.10902226108714015,0.053889794771618586,0.01570325257911523
C1,no,Insulin,23.154362416107382,0.13907174169697215,0.0918107947696943,0.16144437310277102,0.09697040350580138,0.09997405582821906,0.07956127639120508,0.1186761172909229,0.1401904853904853,0.07770131445736818,0.05245903389184567,0.023558503051783496,0.10902226107413092,0.05388979476381594,0.015703252576450374
C1,no,Insulin,23.48993288590604,0.13907174169162717,0.09181079476238584,0.1614443731026492,0.09697040347003792,0.0999740558222642,0.07956127634468872,0.11867611728856425,0.1401904853874649,0.0777013144435224,0.052459033888089215,0.023558503040555352,0.10902226106112167,0.0538897947560133,0.015703252573785523
C1,no,Insulin,23.8255033557047,0.13907174168790276,0.09181079475581658,0.1614443731029072,0.09697040344259629,0.09997405581793874,0.07956127630885308,0.11867611728700989,0.14019048538541892,0.07770131443314583,0.05245903388538836,0.023558503031613304,0.10902226105008943,0.05388979474934113,0.015703252571501517
C1,no,Insulin,24.161073825503358,0.13907174168854658,0.09181079475123986,0.16144437310418905,0.09697040343758652,0.09997405581800539,0.07956127630180775,0.11867611728762349,0.1401904853859995,0.0777013144321207,0.05245903388553289,0.023558503028833524,0.10902226104438627,0.05388979474571622,0.01570325257024411
C1,no,Insulin,24.496644295302016,0.1390717416891904,0.09181079474666314,0.16144437310547088,0.09697040343257676,0.09997405581807205,0.07956127629476241,0.11867611728823708,0.14019048538658008,0.07770131443109554,0.05245903388567743,0.023558503026053744,0.1090222610386831,0.05388979474209132,0.0157032525689867
C1,no,Insulin,24.832214765100673,0.13907174168983424,0.09181079474208642,0.16144437310675272,0.09697040342756699,0.0999740558181387,0.07956127628771707,0.11867611728885069,0.14019048538716067,0.07770131443007039,0.05245903388582196,0.023558503023273964,0.10902226103297993,0.053889794738466404,0.01570325256772929
C1,no,Insulin,25.16778523489933,0.13907174169047806,0.09181079473750971,0.16144437310803456,0.09697040342255724,0.09997405581820536,0.07956127628067172,0.1186761172894643,0.14019048538774126,0.07770131442904524,0.0524590338859665,0.02355850302049418,0.10902226102727676,0.0538897947348415,0.015703252566471884
C1,no,Insulin,25.503355704697988,0.13907174169112188,0.091810794732933,0.16144437310931636,0.09697040341754747,0.09997405581827201,0.07956127627362639,0.11867611729007789,0.14019048538832182,0.0777013144280201,0.05245903388611103,0.0235585030177144,0.10902226102157359,0.05388979473121659,0.015703252565214473
C1,no,Insulin,25.838926174496645,0.13907174169176573,0.09181079472835628,0.1614443731105982,0.09697040341253771,0.09997405581833867,0.07956127626658105,0.1186761172906915,0.1401904853889024,0.07770131442699495,0.052459033886255564,0.02355850301493462,0.10902226101587043,0.05388979472759168,0.015703252563957066
C1,no,Insulin,26.174496644295303,0.13907174169240955,0.09181079472377955,0.16144437311188004,0.09697040340752794,0.09997405581840532,0.07956127625953571,0.1186761172913051,0.140190485389483,0.0777013144259698,0.0524590338864001,0.02355850301215484,0.10902226101016725,0.05388979472396677,0.015703252562699655
C1,no,Insulin,26.51006711409396,0.13907174169305336,0.09181079471920284,0.16144437311316187,0.09697040340251817,0.09997405581847198,0.07956127625249038,0.1186761172919187,0.1401904853900636,0.07770131442494466,0.05245903388654463,0.02355850300937506,0.10902226100446409,0.05388979472034187,0.015703252561442248
C1,no,Insulin,26.845637583892618,0.1390717416936972,0.09181079471462612,0.1614443731144437,0.09697040339750841,0.09997405581853863,0.07956127624544503,0.1186761172925323,0.14019048539064416,0.0777013144239195,0.05245903388668917,0.023558503006595278,0.10902226099876092,0.053889794716716954,0.015703252560184837
C1,no,Insulin,27.181208053691275,0.13907174169434103,0.09181079471004941,0.16144437311572554,0.09697040339249864,0.0999740558186053,0.07956127623839969,0.11867611729314591,0.14019048539122475,0.07770131442289435,0.0524590338868337,0.023558503003815498,0.10902226099305774,0.05388979471309205,0.01570325255892743
C1,no,Insulin,27.516778523489933,0.13907174169498485,0.0918107947054727,0.16144437311700735,0.09697040338748888,0.09997405581867196,0.07956127623135435,0.1186761172937595,0.14019048539180534,0.0777013144218692,0.052459033886978236,0.023558503001035718,0.10902226098735458,0.053889794709467136,0.01570325255767002
C1,no,Insulin,27.85234899328859,0.1390717416956287,0.09181079470089598,0.1614443731182892,0.09697040338247911,0.09997405581873861,0.07956127622430902,0.1186761172943731,0.1401904853923859,0.07770131442084406,0.05245903388712277,0.023558502998255938,0.10902226098165141,0.05388979470584223,0.01570325255641261
C1,no,Insulin,28.18791946308725,0.13907174169601857,0.09181079469823751,0.1614443731190405,0.0969704033796303,0.09997405581879178,0.07956127622029159,0.1186761172947382,0.1401904853927332,0.0777013144202763,0.05245903388721636,0.02355850299665571,0.10902226097834708,0.05388979470374096,0.01570325255568455
C1,no,Insulin,28.52348993288591,0.1390717416960856,0.09181079469801802,0.16144437311911725,0.09697040337952899,0.09997405581882782,0.079561276220124,0.11867611729478736,0.14019048539278386,0.07770131442029005,0.05245903388724519,0.02355850299655522,0.1090222609780927,0.0538897947035769,0.015703252555629526
C1,no,Insulin,28.859060402684566,0.13907174169615263,0.09181079469779853,0.16144437311919402,0.09697040337942768,0.09997405581886386,0.07956127621995643,0.1186761172948365,0.14019048539283452,0.07770131442030381,0.05245903388727401,0.023558502996454723,0.10902226097783833,0.05388979470341285,0.0157032525555745
C1,no,Insulin,29.194630872483224,0.1390717416962197,0.09181079469757904,0.1614443731192708,0.09697040337932636,0.0999740558188999,0.07956127621978884,0.11867611729488564,0.14019048539288517,0.07770131442031757,0.05245903388730284,0.02355850299635423,0.10902226097758395,0.05388979470324879,0.015703252555519475
C1,no,Insulin,29.53020134228188,0.13907174169628672,0.09181079469735955,0.16144437311934756,0.09697040337922505,0.09997405581893594,0.07956127621962125,0.1186761172949348,0.14019048539293583,0.07770131442033132,0.05245903388733167,0.023558502996253738,0.10902226097732957,0.053889794703084734,0.01570325255546445
C1,no,Insulin,29.86577181208054,0.13907174169635375,0.09181079469714006,0.1614443731194243,0.09697040337912374,0.09997405581897198,0.07956127621945368,0.11867611729498394,0.14019048539298648,0.07770131442034509,0.05245903388736049,0.023558502996153245,0.10902226097707521,0.05388979470292067,0.015703252555409424
C1,no,Insulin,30.201342281879196,0.13907174169642078,0.09181079469692056,0.16144437311950108,0.09697040337902242,0.09997405581900802,0.07956127621928609,0.11867611729503308,0.14019048539303713,0.07770131442035884,0.05245903388738932,0.02355850299605275,0.10902226097682083,0.053889794702756615,0.015703252555354395
C1,no,Insulin,30.536912751677853,0.1390717416964878,0.09181079469670107,0.16144437311957785,0.09697040337892111,0.09997405581904406,0.0795612762191185,0.11867611729508223,0.1401904853930878,0.0777013144203726,0.05245903388741815,0.023558502995952257,0.10902226097656645,0.05388979470259256,0.01570325255529937
C1,no,Insulin,30.87248322147651,0.13907174169655484,0.09181079469648157,0.16144437311965462,0.0969704033788198,0.0999740558190801,0.07956127621895091,0.11867611729513138,0.14019048539313847,0.07770131442038636,0.05245903388744697,0.023558502995851764,0.10902226097631208,0.0538897947024285,0.015703252555244344
C1,no,Insulin,31.20805369127517,0.1390717416966219,0.09181079469626208,0.16144437311973137,0.0969704033787185,0.09997405581911614,0.07956127621878334,0.11867611729518053,0.14019048539318912,0.07770131442040011,0.052459033887475796,0.02355850299575127,0.1090222609760577,0.053889794702264446,0.01570325255518932
C1,no,Insulin,31.543624161073826,0.13907174169668893,0.09181079469604259,0.16144437311980814,0.09697040337861718,0.09997405581915218,0.07956127621861575,0.11867611729522967,0.14019048539323978,0.07770131442041388,0.05245903388750463,0.023558502995650776,0.10902226097580332,0.05388979470210039,0.015703252555134294
