,,,Slide ID,a,d,b,c
,,,Antibody Name,a,d,b,c
,,,HUGO ID,a,d,b,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.6258935673829481,0.046449787749822335,0.17458278291006168,0.34414403314059794
C1,no,Insulin,0.33557046979865773,0.4302707854320531,0.07938862214083516,0.14521076808361522,0.16427716547071022
C1,no,Insulin,0.6711409395973155,0.30839797186741486,0.09442623018220607,0.12626613316417776,0.08573540175720913
C1,no,Insulin,1.0067114093959733,0.23201913757546713,0.10063176043476137,0.11379117796179214,0.04951710582716741
C1,no,Insulin,1.342281879194631,0.18385357724759116,0.10261379230312842,0.10540527185231854,0.031784964587661134
C1,no,Insulin,1.6778523489932886,0.1532847304649942,0.10269296460788914,0.09965652546423018,0.0225626622585025
C1,no,Insulin,2.0134228187919465,0.13375361960050816,0.10201078301177091,0.09564353002282307,0.017488557269230293
C1,no,Insulin,2.348993288590604,0.12118505756527176,0.10110642539310817,0.09279565323995391,0.014556717367405984
C1,no,Insulin,2.684563758389262,0.11303347422982508,0.10021740812384383,0.09074450720069042,0.01279254687661327
C1,no,Insulin,3.0201342281879198,0.10770073552946266,0.09943473655999209,0.08924768568340843,0.011695561570283395
C1,no,Insulin,3.3557046979865772,0.10417859337646408,0.09878152797454942,0.0881427365201627,0.010995038522714691
C1,no,Insulin,3.691275167785235,0.10182777577603037,0.09825185989426143,0.08731887712374446,0.010537698888186012
C1,no,Insulin,4.026845637583893,0.10024080952255307,0.09782930751764077,0.08669930787718616,0.010233396274485707
C1,no,Insulin,4.3624161073825505,0.09915644846078087,0.09749533733260161,0.08622995840285987,0.010027456048987795
C1,no,Insulin,4.697986577181208,0.09840610057048074,0.09723276823791116,0.08587221213353669,0.009885891713968715
C1,no,Insulin,5.033557046979866,0.09788015803220772,0.09702692855426652,0.08559812457176355,0.00978714743772238
C1,no,Insulin,5.369127516778524,0.09750676043979851,0.09686579697191891,0.08538723217728186,0.009717316374643273
C1,no,Insulin,5.704697986577181,0.0972383501388345,0.09673974236583609,0.08522439008713122,0.00966728985052603
C1,no,Insulin,6.0402684563758395,0.09704312409704369,0.09664114443938893,0.08509828487370036,0.00963101753983814
C1,no,Insulin,6.375838926174497,0.09689957224694865,0.09656401535210422,0.08500039652376759,0.009604425921899378
C1,no,Insulin,6.7114093959731544,0.09679296732202115,0.09650366724181697,0.0849242637169282,0.00958473518466788
C1,no,Insulin,7.046979865771813,0.09671310218308858,0.0964564362845419,0.08486495800763652,0.009570024135789352
C1,no,Insulin,7.38255033557047,0.09665280841337837,0.0964194613409323,0.08481870114168763,0.009558947047700057
C1,no,Insulin,7.718120805369128,0.09660698757416525,0.09639050768988322,0.08478258445702312,0.009550549336730428
C1,no,Insulin,8.053691275167786,0.09657197055434212,0.09636783009033946,0.08475436162744887,0.009544145967152562
C1,no,Insulin,8.389261744966444,0.0965450831597881,0.09635006450280896,0.08473229236040795,0.009539239123278568
C1,no,Insulin,8.724832214765101,0.09652435695118793,0.09633614454132573,0.08471502546920757,0.009535463476354032
C1,no,Insulin,9.060402684563758,0.09650832632674072,0.09632523571351104,0.08470150928860201,0.009532547839170782
C1,no,Insulin,9.395973154362416,0.09649589747164025,0.09631668623724364,0.08469092633597151,0.009530290436052446
C1,no,Insulin,9.731543624161075,0.09648623936485219,0.09630998514937485,0.08468263755273578,0.00952853838606381
C1,no,Insulin,10.067114093959733,0.09647872019759375,0.0963047322591964,0.0846761438530297,0.009527175764916945
C1,no,Insulin,10.40268456375839,0.0964728585262875,0.09630061427836979,0.08467105560721164,0.009526114455071153
C1,no,Insulin,10.738255033557047,0.09646828418033072,0.096297386116283,0.08466706838529875,0.009525286854135636
C1,no,Insulin,11.073825503355705,0.09646471033426984,0.09629485527060541,0.0846639433197213,0.009524640676131063
C1,no,Insulin,11.409395973154362,0.09646191616787331,0.09629287101064016,0.08466149374711654,0.009524135739156551
C1,no,Insulin,11.74496644295302,0.0964597305684367,0.09629131523621802,0.08465957357138824,0.009523740954407594
C1,no,Insulin,12.080536912751679,0.09645801947621317,0.09629009503277028,0.08465806780224498,0.009523431994918249
C1,no,Insulin,12.416107382550337,0.09645668042043988,0.09628913874802017,0.08465688781152737,0.009523190291642952
C1,no,Insulin,12.751677852348994,0.09645563186060815,0.09628838902416685,0.08465596278326999,0.009523001073976472
C1,no,Insulin,13.087248322147651,0.09645481034464873,0.09628780105317733,0.08465523743485713,0.009522852857728883
C1,no,Insulin,13.422818791946309,0.09645416656738606,0.096287339943682,0.08465466868725771,0.009522736727350312
C1,no,Insulin,13.758389261744966,0.09645366200468104,0.09628697838224592,0.08465422271435416,0.009522645724223115
C1,no,Insulin,14.093959731543626,0.09645326676701116,0.09628669507586309,0.08465387320283502,0.009522574448700027
C1,no,Insulin,14.429530201342283,0.09645295772666827,0.09628647349564724,0.0846535997933696,0.009522518723535853
C1,no,Insulin,14.76510067114094,0.0964527153141903,0.09628629961417474,0.08465338522958211,0.009522475015232122
