,,,Slide ID,a,c,d,b
,,,Antibody Name,a,c,d,b
,,,HUGO ID,a,c,d,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,22.222222222222225,0.11920303787139437,0.1617904323357782,0.26333989742092956,0.15979835457268088
C1,no,Insulin,22.72727272727273,0.11920303789672221,0.16179043237569182,0.26333989747320585,0.1597983545930487
C1,no,Insulin,23.232323232323235,0.11920303790397901,0.1617904323871226,0.2633398974881744,0.15979835459877562
C1,no,Insulin,23.73737373737374,0.11920303791123582,0.16179043239855337,0.26333989750314285,0.15979835460450253
C1,no,Insulin,24.242424242424242,0.11920303791849263,0.16179043240998411,0.2633398975181114,0.15979835461022945
C1,no,Insulin,24.747474747474747,0.11920303792574943,0.1617904324214149,0.2633398975330799,0.15979835461595637
C1,no,Insulin,25.252525252525253,0.11920303793300624,0.16179043243284566,0.26333989754804843,0.1597983546216833
C1,no,Insulin,25.757575757575758,0.11920303794026305,0.1617904324442764,0.26333989756301696,0.1597983546274102
C1,no,Insulin,26.262626262626263,0.11920303794751985,0.16179043245570718,0.2633398975779855,0.15979835463313713
C1,no,Insulin,26.767676767676768,0.11920303795477666,0.16179043246713795,0.26333989759295395,0.15979835463886405
C1,no,Insulin,27.272727272727273,0.11920303796203346,0.1617904324785687,0.2633398976079225,0.15979835464459097
C1,no,Insulin,27.77777777777778,0.11920303796929027,0.16179043248999947,0.263339897622891,0.1597983546503179
C1,no,Insulin,28.282828282828284,0.11920303797654708,0.16179043250143024,0.26333989763785953,0.1597983546560448
C1,no,Insulin,28.78787878787879,0.11920303798380388,0.161790432512861,0.26333989765282806,0.15979835466177172
C1,no,Insulin,29.292929292929294,0.11920303799106069,0.16179043252429176,0.26333989766779653,0.15979835466749864
C1,no,Insulin,29.7979797979798,0.1192030379983175,0.16179043253572253,0.26333989768276506,0.15979835467322556
C1,no,Insulin,30.303030303030305,0.1192030380055743,0.16179043254715328,0.2633398976977336,0.15979835467895248
C1,no,Insulin,30.80808080808081,0.11920303801283111,0.16179043255858405,0.2633398977127021,0.1597983546846794
C1,no,Insulin,31.313131313131315,0.11920303802008791,0.16179043257001482,0.26333989772767064,0.15979835469040632
C1,no,Insulin,31.81818181818182,0.11920303802642034,0.16179043257998946,0.26333989774073235,0.15979835469540304
C1,no,Insulin,32.323232323232325,0.11920303802710387,0.16179043258106582,0.26333989774214167,0.1597983546959376
C1,no,Insulin,32.82828282828283,0.11920303802778742,0.1617904325821422,0.26333989774355104,0.15979835469647216
C1,no,Insulin,33.333333333333336,0.11920303802847096,0.16179043258321857,0.26333989774496036,0.1597983546970067
C1,no,Insulin,33.83838383838384,0.11920303802915451,0.16179043258429496,0.26333989774636973,0.15979835469754128
C1,no,Insulin,34.343434343434346,0.11920303802983805,0.16179043258537132,0.26333989774777905,0.15979835469807585
C1,no,Insulin,34.84848484848485,0.1192030380305216,0.1617904325864477,0.2633398977491884,0.1597983546986104
C1,no,Insulin,35.35353535353536,0.11920303803120515,0.16179043258752407,0.26333989775059774,0.15979835469914497
C1,no,Insulin,35.85858585858586,0.11920303803188868,0.16179043258860046,0.2633398977520071,0.1597983546996795
C1,no,Insulin,36.36363636363637,0.11920303803257223,0.16179043258967685,0.26333989775341643,0.15979835470021408
C1,no,Insulin,36.86868686868687,0.11920303803325577,0.1617904325907532,0.2633398977548258,0.15979835470074866
C1,no,Insulin,37.37373737373738,0.11920303803393932,0.1617904325918296,0.2633398977562351,0.1597983547012832
C1,no,Insulin,37.87878787878788,0.11920303803462286,0.16179043259290596,0.2633398977576445,0.15979835470181777
C1,no,Insulin,38.38383838383839,0.11920303803530641,0.16179043259398235,0.2633398977590538,0.15979835470235232
C1,no,Insulin,38.88888888888889,0.11920303803598994,0.1617904325950587,0.2633398977604632,0.1597983547028869
C1,no,Insulin,39.3939393939394,0.1192030380366735,0.1617904325961351,0.2633398977618725,0.15979835470342146
C1,no,Insulin,39.8989898989899,0.11920303803735705,0.16179043259721146,0.26333989776328187,0.159798354703956
C1,no,Insulin,40.40404040404041,0.11920303803804058,0.16179043259828785,0.2633398977646912,0.15979835470449058
C1,no,Insulin,40.909090909090914,0.11920303803872413,0.16179043259936424,0.26333989776610056,0.15979835470502513
C1,no,Insulin,41.41414141414142,0.11920303803904217,0.161790432599865,0.26333989776675626,0.15979835470527384
C1,no,Insulin,41.919191919191924,0.11920303803904919,0.16179043259987608,0.26333989776677075,0.15979835470527934
C1,no,Insulin,42.42424242424243,0.11920303803905623,0.16179043259988715,0.2633398977667853,0.1597983547052848
C1,no,Insulin,42.929292929292934,0.11920303803906326,0.16179043259989823,0.2633398977667998,0.1597983547052903
C1,no,Insulin,43.43434343434344,0.1192030380390703,0.1617904325999093,0.26333989776681427,0.15979835470529577
C1,no,Insulin,43.939393939393945,0.11920303803907734,0.16179043259992038,0.26333989776682876,0.15979835470530124
C1,no,Insulin,44.44444444444445,0.11920303803908437,0.16179043259993145,0.26333989776684325,0.15979835470530673
C1,no,Insulin,44.949494949494955,0.1192030380390914,0.16179043259994252,0.2633398977668578,0.1597983547053122
C1,no,Insulin,45.45454545454546,0.11920303803909843,0.1617904325999536,0.2633398977668723,0.1597983547053177
C1,no,Insulin,45.959595959595966,0.11920303803910547,0.16179043259996467,0.26333989776688677,0.15979835470532316
C1,no,Insulin,46.46464646464647,0.1192030380391125,0.16179043259997575,0.26333989776690125,0.15979835470532866
C1,no,Insulin,46.969696969696976,0.11920303803911954,0.16179043259998682,0.26333989776691574,0.15979835470533413
C1,no,Insulin,47.47474747474748,0.11920303803912657,0.1617904325999979,0.26333989776693023,0.15979835470533962
C1,no,Insulin,47.979797979797986,0.11920303803913361,0.16179043260000897,0.2633398977669448,0.1597983547053451
C1,no,Insulin,48.484848484848484,0.11920303803914063,0.16179043260002005,0.26333989776695926,0.1597983547053506
C1,no,Insulin,48.98989898989899,0.11920303803914767,0.16179043260003112,0.26333989776697375,0.15979835470535605
C1,no,Insulin,49.494949494949495,0.1192030380391547,0.1617904326000422,0.26333989776698824,0.15979835470536155
C1,no,Insulin,50.0,0.11920303803916174,0.16179043260005327,0.26333989776700273,0.15979835470536702
