NON $ % + - .
#NON	a	b	d	e	c
18.456375838926174	0.1872697576858954	0.11142155035804015	0.126574722805438	0.02656717202320255	0.1630473942084311
18.79194630872483	0.18726975741809898	0.1114215501041925	0.12657472257837507	0.026567171938871443	0.16304739389871423
19.12751677852349	0.18726975721717948	0.11142154991272886	0.12657472240688367	0.026567171875425264	0.1630473936659015
19.46308724832215	0.18726975708313687	0.11142154978364927	0.12657472229096378	0.02656717183286401	0.16304739350999292
19.798657718120808	0.1872697570159712	0.11142154971695371	0.1265747222306154	0.02656717181118769	0.16304739343098845
20.134228187919465	0.18726975701568244	0.11142154971264219	0.12657472222583854	0.026567171810396296	0.1630473934288881
20.469798657718123	0.1872697570822706	0.1114215497707147	0.1265747222766332	0.02656717183048983	0.1630473935036919
20.80536912751678	0.18726975713817814	0.11142154981952855	0.12657472231934375	0.026567171847370577	0.163047393566521
21.140939597315437	0.18726975710083094	0.11142154978280693	0.12657472228619712	0.026567171835382094	0.16304739352274764
21.476510067114095	0.18726975708122606	0.11142154976308195	0.12657472226829464	0.026567171829012057	0.16304739349957154
21.812080536912752	0.18726975707936358	0.11142154976035365	0.12657472226563632	0.02656717182826046	0.16304739349699268
22.14765100671141	0.18726975709524346	0.11142154977462199	0.12657472227822214	0.026567171833127314	0.1630473935150111
22.483221476510067	0.1872697571288657	0.11142154980588699	0.1265747223060521	0.026567171843612607	0.1630473935536268
22.818791946308725	0.1872697571802303	0.11142154985414865	0.12657472234912623	0.02656717185971635	0.16304739361283974
23.154362416107382	0.18726975724933728	0.11142154991940698	0.1265747224074445	0.026567171881438534	0.16304739369264992
23.48993288590604	0.18726975728817155	0.11142154995289205	0.12657472243664514	0.026567171893099907	0.16304739373609278
23.8255033557047	0.1872697573115358	0.11142154997560735	0.12657472245709275	0.02656717190055533	0.1630473937633634
24.161073825503358	0.18726975733490006	0.11142154999832267	0.12657472247754037	0.026567171908010747	0.16304739379063404
24.496644295302016	0.1872697573582643	0.11142155002103797	0.126574722497988	0.02656717191546617	0.16304739381790465
24.832214765100673	0.18726975738162854	0.11142155004375329	0.12657472251843563	0.02656717192292159	0.16304739384517528
25.16778523489933	0.1872697574049928	0.11142155006646859	0.12657472253888324	0.026567171930377012	0.1630473938724459
25.503355704697988	0.18726975742835705	0.1114215500891839	0.12657472255933086	0.026567171937832434	0.16304739389971654
25.838926174496645	0.1872697574517213	0.1114215501118992	0.1265747225797785	0.026567171945287855	0.16304739392698714
26.174496644295303	0.1872697574625871	0.11142155012246203	0.12657472258928654	0.02656717194875484	0.16304739393966916
26.51006711409396	0.18726975746334945	0.11142155012320114	0.12657472258995137	0.026567171948997693	0.16304739394055814
26.845637583892618	0.1872697574641118	0.11142155012394024	0.1265747225906162	0.026567171949240548	0.16304739394144713
27.181208053691275	0.18726975746487418	0.11142155012467934	0.126574722591281	0.026567171949483402	0.1630473939423361
27.516778523489933	0.18726975746563654	0.11142155012541845	0.12657472259194583	0.026567171949726257	0.1630473939432251
27.85234899328859	0.1872697574663989	0.11142155012615754	0.12657472259261066	0.02656717194996911	0.16304739394411408
28.18791946308725	0.18726975746716126	0.11142155012689664	0.12657472259327546	0.026567171950211965	0.16304739394500306
28.52348993288591	0.18726975746792363	0.11142155012763574	0.1265747225939403	0.026567171950454816	0.16304739394589204
28.859060402684566	0.187269757468686	0.11142155012837485	0.12657472259460512	0.02656717195069767	0.16304739394678103
29.194630872483224	0.18726975746944835	0.11142155012911395	0.12657472259526992	0.026567171950940525	0.16304739394767
29.53020134228188	0.1872697574702107	0.11142155012985305	0.12657472259593475	0.02656717195118338	0.16304739394855902
29.86577181208054	0.18726975747097308	0.11142155013059216	0.12657472259659958	0.026567171951426233	0.163047393949448
30.201342281879196	0.18726975747173544	0.11142155013133126	0.12657472259726438	0.026567171951669088	0.163047393950337
30.536912751677853	0.1872697574724978	0.11142155013207036	0.1265747225979292	0.026567171951911942	0.16304739395122597
30.87248322147651	0.18726975747326016	0.11142155013280947	0.12657472259859404	0.026567171952154797	0.16304739395211496
31.20805369127517	0.18726975747402252	0.11142155013354857	0.12657472259925884	0.026567171952397647	0.16304739395300394
31.543624161073826	0.1872697574747849	0.11142155013428767	0.12657472259992367	0.026567171952640502	0.16304739395389292
31.879194630872483	0.18726975747554725	0.11142155013502678	0.12657472260058847	0.026567171952883356	0.1630473939547819
32.214765100671144	0.1872697574763096	0.11142155013576588	0.1265747226012533	0.02656717195312621	0.1630473939556709
32.5503355704698	0.18726975747707197	0.11142155013650497	0.12657472260191813	0.026567171953369065	0.16304739395655987
32.88590604026846	0.18726975747783434	0.11142155013724407	0.12657472260258293	0.02656717195361192	0.16304739395744888
33.22147651006711	0.1872697574785967	0.11142155013798317	0.12657472260324776	0.026567171953854773	0.16304739395833787
