NON $ % + -
#NON	a	d	c	b
19.12751677852349	0.18814571043517064	0.1864738731510563	0.013695593880273487	0.018952746608346106
19.46308724832215	0.18814571043123485	0.186473873161186	0.013695593861996275	0.018952746579713145
19.798657718120808	0.18814571042729908	0.1864738731713157	0.013695593843719064	0.018952746551080188
20.134228187919465	0.18814571042336328	0.1864738731814454	0.013695593825441851	0.01895274652244723
20.469798657718123	0.18814571041942751	0.1864738731915751	0.01369559380716464	0.018952746493814274
20.80536912751678	0.18814571041549172	0.1864738732017048	0.013695593788887427	0.018952746465181317
21.140939597315437	0.18814571041155595	0.1864738732118345	0.013695593770610215	0.018952746436548356
21.476510067114095	0.18814571040762015	0.1864738732219642	0.013695593752333002	0.0189527464079154
21.812080536912752	0.18814571040368439	0.1864738732320939	0.01369559373405579	0.018952746379282442
22.14765100671141	0.1881457104024783	0.18647387323856926	0.013695593724272979	0.01895274636389383
22.483221476510067	0.18814571040362035	0.186473873241901	0.013695593721797301	0.018952746359898406
22.818791946308725	0.1881457104047624	0.18647387324523274	0.013695593719321626	0.018952746355902977
23.154362416107382	0.18814571040590447	0.1864738732485645	0.013695593716845948	0.018952746351907548
23.48993288590604	0.1881457104070465	0.1864738732518962	0.013695593714370272	0.018952746347912122
23.8255033557047	0.18814571040818856	0.18647387325522796	0.013695593711894594	0.018952746343916693
24.161073825503358	0.18814571040933062	0.18647387325855969	0.013695593709418918	0.018952746339921264
24.496644295302016	0.18814571041047268	0.18647387326189144	0.01369559370694324	0.01895274633592584
24.832214765100673	0.18814571041161474	0.18647387326522316	0.013695593704467563	0.01895274633193041
25.16778523489933	0.1881457104127568	0.1864738732685549	0.013695593701991887	0.01895274632793498
25.503355704697988	0.18814571041389885	0.18647387327188664	0.01369559369951621	0.018952746323939555
25.838926174496645	0.18814571041504088	0.1864738732752184	0.013695593697040534	0.018952746319944126
26.174496644295303	0.18814571041618294	0.1864738732785501	0.013695593694564856	0.018952746315948697
26.51006711409396	0.188145710417325	0.18647387328188186	0.01369559369208918	0.01895274631195327
26.845637583892618	0.18814571041815908	0.1864738732842971	0.013695593690303404	0.01895274630907054
27.181208053691275	0.18814571041821693	0.18647387328440237	0.013695593690256495	0.01895274630899231
27.516778523489933	0.18814571041827477	0.18647387328450765	0.013695593690209586	0.01895274630891408
27.85234899328859	0.1881457104183326	0.18647387328461293	0.013695593690162678	0.018952746308835856
28.18791946308725	0.18814571041839043	0.1864738732847182	0.013695593690115769	0.018952746308757627
28.52348993288591	0.18814571041844827	0.18647387328482348	0.01369559369006886	0.018952746308679397
28.859060402684566	0.1881457104185061	0.18647387328492876	0.013695593690021952	0.018952746308601172
29.194630872483224	0.18814571041856396	0.18647387328503404	0.013695593689975043	0.018952746308522943
29.53020134228188	0.1881457104186218	0.1864738732851393	0.013695593689928134	0.018952746308444714
29.86577181208054	0.18814571041867964	0.1864738732852446	0.013695593689881226	0.018952746308366488
30.201342281879196	0.18814571041873748	0.18647387328534987	0.013695593689834317	0.01895274630828826
30.536912751677853	0.18814571041879533	0.18647387328545514	0.013695593689787408	0.01895274630821003
30.87248322147651	0.18814571041885317	0.18647387328556045	0.0136955936897405	0.0189527463081318
31.20805369127517	0.188145710418911	0.18647387328566573	0.013695593689693591	0.018952746308053575
31.543624161073826	0.18814571041896883	0.186473873285771	0.01369559368964668	0.018952746307975346
31.879194630872483	0.18814571041902667	0.18647387328587628	0.013695593689599772	0.018952746307897117
32.214765100671144	0.1881457104190845	0.18647387328598156	0.013695593689552863	0.01895274630781889
32.5503355704698	0.18814571041914235	0.18647387328608683	0.013695593689505955	0.018952746307740662
32.88590604026846	0.1881457104192002	0.1864738732861921	0.013695593689459046	0.018952746307662433
33.22147651006711	0.18814571041925804	0.1864738732862974	0.013695593689412137	0.018952746307584204
