NON $ % + - . 0 1 2 3
#NON	c	i	f	b	a	h	d	g	e
9.060402684563758	0.12194286845918455	0.1564406240368624	0.14596383511448793	0.21779591184377337	0.10568318878747804	0.19268933481709635	0.2012807810482853	0.12428695408382379	0.21042288990054245
9.395973154362416	0.1219428653199945	0.15644052904133618	0.14596383271388075	0.21779090245910332	0.10567963873217166	0.19268933134867308	0.20128692304032852	0.12427184083557315	0.2104257970132421
9.731543624161075	0.12194286352149064	0.1564404738736486	0.14596383128394513	0.21778740339473618	0.10567749297602799	0.1926893292535259	0.20129141977722695	0.12426105722167081	0.21042788933528161
10.067114093959733	0.1219428624887838	0.15644044215708552	0.1459638304222393	0.21778496210876955	0.10567622604518977	0.19268932801632482	0.20129469834858996	0.12425336946280173	0.21042939183446333
10.40268456375839	0.12194286186875203	0.15644042382341386	0.14596382987699974	0.21778325854456504	0.10567549669438056	0.19268932731210633	0.20129708030718005	0.1242478882843172	0.21043046913591584
10.738255033557047	0.12194286151413587	0.15644041306974205	0.14596382957416854	0.21778206894220464	0.1056750907289988	0.19268932684697415	0.20129880615821985	0.12424397843038945	0.2104312409080001
11.073825503355705	0.12194286132076808	0.15644040686047547	0.14596382940872965	0.21778123782563516	0.1056748774813792	0.19268932654640508	0.2013000547702975	0.12424118806907376	0.210431793810361
11.409395973154362	0.12194286117672037	0.156440403452684	0.1459638292485676	0.21778065898828433	0.1056747792407935	0.19268932645855985	0.20130095524337885	0.12423920115498409	0.2104321889206333
11.74496644295302	0.12194286102878377	0.15644040150007935	0.14596382906459887	0.2177802554431921	0.10567474391257593	0.192689326522415	0.20130160339012185	0.12423778536995067	0.21043247103038304
12.080536912751679	0.12194286095315116	0.1564404002280952	0.14596382899209284	0.2177799734061476	0.10567474024946859	0.19268932649925052	0.20130206930962707	0.12423677500518318	0.21043267251332531
12.416107382550337	0.12194286104368862	0.15644039934012482	0.14596382916018336	0.21777977601928553	0.10567475154256852	0.19268932619400495	0.2013024040413794	0.12423605341208044	0.21043281662284552
12.751677852348994	0.12194286123264354	0.15644039882488991	0.14596382944759387	0.21777963833952999	0.10567476996408642	0.1926893257653202	0.20130264433013897	0.12423553911438624	0.21043291973353323
13.087248322147651	0.12194286118046571	0.15644039863928538	0.14596382936094596	0.21777954246886733	0.10567478990188071	0.19268932586137014	0.20130281643183237	0.12423517290841592	0.2104329931934974
13.422818791946309	0.1219428605871825	0.15644039880020932	0.14596382846479883	0.21777947579101067	0.10567480834994813	0.19268932705712602	0.20130293944273503	0.12423491213755745	0.21043304508530652
13.758389261744966	0.12194285953656955	0.15644039923780564	0.14596382688198042	0.21777942939173403	0.10567482406755342	0.19268932918418188	0.20130302731770272	0.12423472624945513	0.21043308154374699
14.093959731543626	0.12194285846820876	0.1564403997520187	0.14596382526217666	0.2177793964681215	0.10567483666603464	0.19268933136783503	0.20130309092543888	0.12423459186540495	0.21043310764977063
14.429530201342283	0.1219428584167347	0.15644039974393556	0.14596382518017167	0.21777937226004043	0.10567484712150402	0.1926893314755863	0.20130313821281906	0.12423449225798885	0.21043312756195323
14.76510067114094	0.12194285942940025	0.15644039920556838	0.14596382669987903	0.21777935663748763	0.10567485547159595	0.19268932942359351	0.2013031694038696	0.12423442699624364	0.2104331414370902
15.100671140939598	0.12194286190902563	0.1564403977808853	0.1459638304836999	0.21777934450486816	0.10567486255112155	0.19268932429764996	0.20130319317575926	0.1242343774788035	0.2104331531235729
15.436241610738255	0.12194286402299326	0.15644039654072459	0.14596383373000069	0.21777933605907643	0.10567486811744074	0.19268931989394497	0.2013032099961712	0.12423434256247473	0.210433161531539
15.771812080536913	0.12194286425831695	0.15644039639063254	0.14596383410214972	0.21777933067249514	0.10567487222360243	0.19268931938563835	0.20130322171396595	0.12423431825084476	0.21043316651552396
16.107382550335572	0.12194286249901358	0.1564403974070743	0.14596383141022284	0.2177793275792979	0.10567487511457248	0.19268932303371605	0.20130322981761423	0.12423430140271766	0.2104331687278712
16.44295302013423	0.12194286091165557	0.15644039832868115	0.14596382897517715	0.21777932539994727	0.10567487730685612	0.19268932633554292	0.2013032358378545	0.12423428887905974	0.2104331702504453
16.778523489932887	0.12194285960878261	0.15644039908518687	0.1459638269765474	0.21777932363283364	0.10567487912426783	0.19268932904560984	0.2013032407634154	0.1242342786349371	0.21043317149203672
17.114093959731544	0.1219428593488865	0.15644039923597194	0.1459638265774992	0.21777932221906587	0.10567488051401037	0.19268932958676274	0.20130324427159535	0.12423427136029454	0.21043317279312648
17.449664429530202	0.12194286001124967	0.15644039885114824	0.14596382759290644	0.21777932114912918	0.10567488149804556	0.19268932821001636	0.20130324645443917	0.12423426686074897	0.21043317411676501
17.78523489932886	0.12194285997748429	0.15644039887066358	0.14596382754089454	0.2177793202954644	0.10567488237080241	0.19268932828057345	0.20130324854593665	0.12423426253032392	0.21043317496759154
18.120805369127517	0.12194286014477336	0.15644039877344063	0.1459638277973362	0.21777931972878634	0.10567488296905882	0.19268932793287213	0.20130324986200288	0.12423425981369027	0.2104331756202184
18.456375838926174	0.12194286051311687	0.1564403985594794	0.14596382836223143	0.21777931944909493	0.10567488329281474	0.19268932716691237	0.20130325040263788	0.124234258710848	0.21043317607464557
18.79194630872483	0.12194286076258151	0.1564403984145184	0.14596382874467823	0.2177793187978337	0.10567488396972664	0.1926893266483603	0.2013032518773906	0.1242342556685235	0.21043317684463816
19.12751677852349	0.12194286083319904	0.1564403983735269	0.14596382885308523	0.2177793189280299	0.10567488391072312	0.19268932650134904	0.2013032515993998	0.1242342562505096	0.2104331767722017
19.46308724832215	0.12194286090381658	0.15644039833253545	0.14596382896149224	0.21777931905822615	0.10567488385171958	0.19268932635433778	0.20130325132140897	0.12423425683249568	0.21043317669976522
19.798657718120808	0.12194286093779698	0.15644039831281423	0.145963829013663	0.21777931914020313	0.10567488381169626	0.19268932628358804	0.20130325114921424	0.12423425719239486	0.2104331766488591
20.134228187919465	0.12194286094676153	0.15644039830761633	0.14596382902743563	0.217779319189256	0.10567488378463265	0.19268932626490973	0.2013032510492571	0.124234257400653	0.2104331766126539
20.469798657718123	0.12194286095572608	0.15644039830241843	0.14596382904120825	0.21777931923830887	0.10567488375756902	0.1926893262462314	0.20130325094929993	0.12423425760891112	0.2104331765764487
20.80536912751678	0.12194286096469063	0.15644039829722053	0.14596382905498087	0.21777931928736174	0.1056748837305054	0.19268932622755308	0.20130325084934278	0.12423425781716924	0.21043317654024346
21.140939597315437	0.1219428609736552	0.15644039829202264	0.1459638290687535	0.21777931933641462	0.10567488370344177	0.19268932620887477	0.20130325074938563	0.12423425802542735	0.21043317650403826
21.476510067114095	0.12194286098156107	0.15644039828743883	0.14596382908089992	0.21777931938115994	0.1056748836785233	0.1926893261924019	0.20130325065815227	0.12423425821548034	0.21043317647082382
21.812080536912752	0.12194286098269862	0.15644039828678094	0.1459638290826497	0.21777931939836612	0.10567488366731913	0.1926893261900287	0.2013032506226919	0.12423425828914457	0.21043317645672982
22.14765100671141	0.12194286098383617	0.15644039828612305	0.14596382908439953	0.2177793194155723	0.10567488365611497	0.19268932618765555	0.20130325058723153	0.12423425836280878	0.21043317644263582
22.483221476510067	0.12194286098497371	0.15644039828546516	0.14596382908614933	0.21777931943277848	0.1056748836449108	0.19268932618528237	0.20130325055177115	0.124234258436473	0.2104331764285418
22.818791946308725	0.12194286098611126	0.15644039828480724	0.14596382908789915	0.2177793194499847	0.10567488363370664	0.19268932618290918	0.2013032505163108	0.12423425851013721	0.21043317641444784
23.154362416107382	0.12194286098724881	0.15644039828414935	0.14596382908964894	0.21777931946719087	0.10567488362250246	0.19268932618053602	0.2013032504808504	0.12423425858380142	0.21043317640035383
23.48993288590604	0.12194286098763643	0.15644039828392528	0.14596382909024527	0.21777931947374243	0.10567488361809962	0.19268932617972725	0.20130325046725364	0.12423425861203577	0.21043317639492096
23.8255033557047	0.12194286098766505	0.15644039828390885	0.14596382909028938	0.21777931947519366	0.10567488361695256	0.19268932617966744	0.2013032504641229	0.12423425861852305	0.2104331763936341
24.161073825503358	0.12194286098769366	0.15644039828389242	0.1459638290903335	0.21777931947664492	0.1056748836158055	0.1926893261796076	0.20130325046099215	0.12423425862501034	0.21043317639234727
24.496644295302016	0.12194286098772229	0.156440398283876	0.1459638290903776	0.21777931947809614	0.10567488361465843	0.19268932617954776	0.20130325045786138	0.12423425863149763	0.2104331763910604
24.832214765100673	0.12194286098775091	0.15644039828385958	0.14596382909042174	0.2177793194795474	0.10567488361351136	0.19268932617948795	0.20130325045473063	0.12423425863798492	0.21043317638977355
25.16778523489933	0.12194286098777952	0.15644039828384315	0.14596382909046587	0.21777931948099866	0.1056748836123643	0.1926893261794281	0.20130325045159989	0.1242342586444722	0.21043317638848671
25.503355704697988	0.12194286098780814	0.15644039828382672	0.14596382909050998	0.21777931948244988	0.10567488361121723	0.19268932617936826	0.20130325044846914	0.12423425865095948	0.21043317638719986
25.838926174496645	0.12194286098783676	0.1564403982838103	0.1459638290905541	0.21777931948390114	0.10567488361007016	0.19268932617930845	0.20130325044533837	0.12423425865744676	0.21043317638591302
26.174496644295303	0.12194286098786539	0.15644039828379386	0.1459638290905982	0.2177793194853524	0.1056748836089231	0.1926893261792486	0.20130325044220762	0.12423425866393405	0.21043317638462616
26.51006711409396	0.121942860987894	0.15644039828377743	0.14596382909064234	0.21777931948680362	0.10567488360777604	0.1926893261791888	0.20130325043907688	0.12423425867042133	0.21043317638333933
26.845637583892618	0.12194286098792262	0.156440398283761	0.14596382909068648	0.21777931948825488	0.10567488360662897	0.19268932617912896	0.20130325043594613	0.12423425867690863	0.21043317638205247
27.181208053691275	0.12194286098795123	0.15644039828374456	0.14596382909073058	0.2177793194897061	0.1056748836054819	0.19268932617906911	0.20130325043281536	0.12423425868339591	0.2104331763807656
27.516778523489933	0.12194286098797985	0.15644039828372813	0.1459638290907747	0.21777931949115736	0.10567488360433483	0.1926893261790093	0.2013032504296846	0.12423425868988319	0.21043317637947878
27.85234899328859	0.12194286098800848	0.15644039828371173	0.14596382909081881	0.21777931949260862	0.10567488360318777	0.19268932617894946	0.20130325042655386	0.12423425869637048	0.21043317637819192
28.18791946308725	0.1219428609880371	0.1564403982836953	0.14596382909086295	0.21777931949405985	0.1056748836020407	0.19268932617888962	0.20130325042342312	0.12423425870285776	0.2104331763769051
28.52348993288591	0.12194286098806571	0.15644039828367887	0.14596382909090705	0.2177793194955111	0.10567488360089364	0.1926893261788298	0.20130325042029235	0.12423425870934504	0.21043317637561823
28.859060402684566	0.12194286098809433	0.15644039828366244	0.14596382909095118	0.21777931949696236	0.10567488359974657	0.19268932617876997	0.2013032504171616	0.12423425871583232	0.21043317637433137
29.194630872483224	0.12194286098812294	0.156440398283646	0.1459638290909953	0.2177793194984136	0.1056748835985995	0.19268932617871012	0.20130325041403085	0.12423425872231962	0.21043317637304454
29.53020134228188	0.12194286098815157	0.15644039828362957	0.14596382909103942	0.21777931949986484	0.10567488359745243	0.1926893261786503	0.2013032504109001	0.1242342587288069	0.21043317637175768
29.86577181208054	0.12194286098818019	0.15644039828361314	0.14596382909108355	0.21777931950131607	0.10567488359630538	0.19268932617859047	0.20130325040776934	0.12423425873529419	0.21043317637047085
30.201342281879196	0.1219428609882088	0.1564403982835967	0.14596382909112765	0.21777931950276733	0.10567488359515831	0.19268932617853063	0.2013032504046386	0.12423425874178147	0.210433176369184
30.536912751677853	0.12194286098823742	0.1564403982835803	0.14596382909117178	0.21777931950421858	0.10567488359401124	0.19268932617847082	0.20130325040150784	0.12423425874826875	0.21043317636789713
30.87248322147651	0.12194286098826604	0.15644039828356388	0.1459638290912159	0.2177793195056698	0.10567488359286417	0.19268932617841097	0.2013032503983771	0.12423425875475604	0.2104331763666103
31.20805369127517	0.12194286098829467	0.15644039828354744	0.14596382909126002	0.21777931950712107	0.1056748835917171	0.19268932617835116	0.20130325039524632	0.12423425876124332	0.21043317636532344
31.543624161073826	0.12194286098832328	0.156440398283531	0.14596382909130415	0.2177793195085723	0.10567488359057005	0.19268932617829132	0.20130325039211558	0.12423425876773062	0.2104331763640366
31.879194630872483	0.1219428609883519	0.15644039828351458	0.14596382909134825	0.21777931951002355	0.10567488358942298	0.19268932617823148	0.20130325038898483	0.1242342587742179	0.21043317636274975
32.214765100671144	0.12194286098838052	0.15644039828349815	0.14596382909139238	0.2177793195114748	0.10567488358827591	0.19268932617817167	0.2013032503858541	0.12423425878070518	0.21043317636146291
32.5503355704698	0.12194286098840913	0.15644039828348172	0.14596382909143651	0.21777931951292603	0.10567488358712884	0.19268932617811182	0.20130325038272331	0.12423425878719246	0.21043317636017606
32.88590604026846	0.12194286098843776	0.1564403982834653	0.14596382909148062	0.2177793195143773	0.10567488358598177	0.19268932617805198	0.20130325037959257	0.12423425879367975	0.2104331763588892
33.22147651006711	0.12194286098846638	0.15644039828344886	0.14596382909152475	0.21777931951582855	0.1056748835848347	0.19268932617799217	0.20130325037646182	0.12423425880016703	0.21043317635760236
