NON $ % + - . 0
#NON	a	b	d	f	e	c
5.369127516778524	0.0454497565915419	0.05580590746468103	0.07103334829152287	0.12082967601746863	0.021837904141437475	0.10302123268529359
5.704697986577181	0.04467135480141488	0.05433410683287103	0.06971245458323233	0.11966916623493043	0.02133973645936195	0.10115278491813418
6.0402684563758395	0.04403259904754097	0.05314774279907979	0.06863595256118826	0.11870327547306457	0.020933485577434754	0.09962673851432131
6.375838926174497	0.043508234687964914	0.05218869518015509	0.0677580188732698	0.1179004493170343	0.02060167515576741	0.0983800916264042
6.7114093959731544	0.04307768628017384	0.05141148840035815	0.06704151121760354	0.11723412812526769	0.020330349755620074	0.097361347872889
7.046979865771813	0.04272413458160531	0.050780317189905486	0.06645633537507631	0.1166818944968524	0.020108290454872918	0.09652850590976379
7.38255033557047	0.04243380048828324	0.05026682622065509	0.0659780990921801	0.11622483063044074	0.019926431810486023	0.09584734524304919
7.718120805369128	0.04219538229849361	0.0498484469156731	0.06558701985893002	0.11584699669795914	0.019777421790465665	0.09528999941474446
8.053691275167786	0.04199960246183836	0.049507132598139734	0.06526703780225328	0.1155349978431598	0.019655280377649437	0.09483377462835338
8.389261744966444	0.04183884231947094	0.049228394514742896	0.06500510096060891	0.11527760575089384	0.01955513348374751	0.09446018249343414
8.724832214765101	0.04170684300366719	0.049000559631707026	0.06479058844689631	0.11506543809671414	0.01947300148496887	0.09415415032109652
9.060402684563758	0.04159846420800433	0.04881419649782678	0.06461484902978655	0.11489066792914773	0.019405632230518347	0.09390338393243239
9.395973154362416	0.041509482440764654	0.04866166353244939	0.06447083094060903	0.1147467913027979	0.01935036426023399	0.0936978489832554
9.731543624161075	0.04143642890522489	0.04853675682112814	0.06435277529615178	0.11462840413085162	0.01930501905008602	0.09352934695802485
10.067114093959733	0.041376454451308074	0.0484344305712256	0.0642559812237276	0.11453103231585286	0.01926781191867304	0.09339117894581901
10.40268456375839	0.041327219613482284	0.04835057523225747	0.06417660571350527	0.1144509744791617	0.019237280706004046	0.09327786677324375
10.738255033557047	0.04128680137157417	0.04828183552948948	0.0641115023945543	0.1143851698216524	0.01921222566676521	0.09318492360325345
11.073825503355705	0.04125361960965607	0.048225469980980824	0.06405809469581146	0.11433109077725584	0.01919166242174948	0.09310867403721404
11.409395973154362	0.04122638191518731	0.048179247531426446	0.06401428098470695	0.11428666060066492	0.019174786915618598	0.09304611968748729
11.74496644295302	0.04120402381828949	0.04814133640017484	0.06397833470156615	0.11425016418815492	0.019160937317644868	0.09299479655514105
12.080536912751679	0.0411856708629106	0.04811023691486745	0.06394884067736928	0.1142201886598783	0.019149570405575335	0.09295268443596592
12.416107382550337	0.04117060511521645	0.04808472182018913	0.063924637191854	0.11419557004389733	0.01914024070928766	0.09291812597407194
12.751677852348994	0.04115823942077637	0.048063789421534206	0.06390477465741073	0.11417535387805447	0.01913258409037597	0.09288976710801464
13.087248322147651	0.041148094721239405	0.048046623332110745	0.06388848092515399	0.11415876067165846	0.019126303370938007	0.0928665056037993
13.422818791946309	0.0411397639443345	0.048032528497058205	0.06387510295642364	0.11414513003412319	0.0191211456534795	0.092847406870605
13.758389261744966	0.04113292433628907	0.04802095779936589	0.0638641277126441	0.11413394003699125	0.01911691082794012	0.09283173299233116
14.093959731543626	0.04112730854778823	0.04801146027532857	0.06385512875721298	0.11412475960845586	0.01911343357968468	0.09281887161277418
14.429530201342283	0.04112269756419238	0.048003668360766576	0.0638477427973285	0.11411723138395219	0.01911057936150918	0.09280831295808852
14.76510067114094	0.04111891425555498	0.0479972772184911	0.06384167555072745	0.11411104479996534	0.019108238242594854	0.09279964463275983
15.100671140939598	0.04111581178900326	0.047992030679479755	0.06383668668904689	0.1141059473170667	0.019106317970425276	0.09279253067440801
15.436241610738255	0.041113263738103416	0.047987723896063414	0.06383259152541651	0.11410177107191898	0.019104740952150253	0.09278669023930156
15.771812080536913	0.041111171785133654	0.047984188873530044	0.06382923269125136	0.11409834631649572	0.019103446202524913	0.0927818971137683
16.107382550335572	0.04110945458756814	0.047981287394206464	0.06382647684947851	0.114095535883055	0.019102383384228115	0.09277796339471439
16.44295302013423	0.04110804524750581	0.047978905999347427	0.06382421546934941	0.1140932280590678	0.019101511116127994	0.09277473478105158
16.778523489932887	0.04110688849188896	0.04797695145929956	0.0638223596115505	0.11409133369342522	0.01910079518040948	0.09277208491469169
17.114093959731544	0.04110593886153502	0.0479753469972608	0.06382083625656425	0.1140897788236374	0.01910020743690789	0.09276990973241774
17.449664429530202	0.041105159275594716	0.04797402985543105	0.06381958570682474	0.11408850224034812	0.019099724939972418	0.09276812405645389
17.78523489932886	0.041104519631281984	0.04797294917819416	0.06381855967642175	0.11408745481219824	0.019099329056227597	0.09276665896049745
18.120805369127517	0.04110399687783807	0.047972066003527894	0.06381772115978968	0.1140865987667535	0.019099005518967874	0.09276546161663604
18.456375838926174	0.04110356597295829	0.04797133800160144	0.06381702995193664	0.1140858930519977	0.019098738829001496	0.09276447462902196
18.79194630872483	0.04110321185688888	0.047970739723324836	0.06381646188982676	0.11408531300220721	0.01909851966527926	0.09276366349746408
19.12751677852349	0.04110292103452143	0.04797024837572281	0.0638159953461192	0.11408483657074976	0.0190983396750395	0.09276299733026844
19.46308724832215	0.041102682340487785	0.047969845109798945	0.06381561244635622	0.1140844455607149	0.019098191947306022	0.0927624505877097
19.798657718120808	0.04110248668618698	0.047969514585709944	0.06381529864778676	0.11408412520006245	0.019098070856064114	0.09276200248908366
20.134228187919465	0.04110232615147643	0.0479692434441069	0.06381504129610281	0.11408386267389868	0.0190979714978667	0.09276163494689572
20.469798657718123	0.04110219489886175	0.047969021855075324	0.06381483110159271	0.11408364865221379	0.01909789025721883	0.09276133467239928
20.80536912751678	0.04110208596426156	0.04796883808278365	0.06381465696164551	0.11408347194040674	0.019097822821697176	0.09276108578917948
21.140939597315437	0.04110199604807	0.04796868666325679	0.06381451382593048	0.11408332786182222	0.01909776714115891	0.09276088101422275
21.476510067114095	0.041101921941974755	0.04796856228875903	0.06381439679487193	0.11408321190211078	0.019097721221822486	0.09276071327857417
21.812080536912752	0.0411018612314709	0.04796845992743822	0.06381429985666279	0.11408311381172005	0.01909768363335477	0.09276057472672475
22.14765100671141	0.041101813605367125	0.04796837782213953	0.06381421976488787	0.11408302493699604	0.019097654267666093	0.09276046162599468
22.483221476510067	0.041101773342885006	0.04796830984856407	0.06381415526649943	0.1140829592704746	0.019097629345744934	0.09276036952357013
22.818791946308725	0.0411017404474975	0.04796825409620808	0.06381410209415396	0.11408290419865509	0.019097608998721583	0.09276029374211035
23.154362416107382	0.04110171338305902	0.04796820831137844	0.06381405853837645	0.11408285944964386	0.019097592252723197	0.0927602316003851
23.48993288590604	0.041101691131668616	0.047968170700239794	0.06381402279952264	0.11408282286660407	0.01909757848270658	0.09276018058617978
23.8255033557047	0.041101672847437515	0.047968139806559555	0.06381399345938639	0.11408279288428295	0.019097567166952094	0.0927601386958652
24.161073825503358	0.041101657846866556	0.04796811446430995	0.06381396939589692	0.11408276830808635	0.019097557883188045	0.09276010433640701
24.496644295302016	0.04110164542648091	0.04796809347962522	0.06381394946840399	0.1140827479497735	0.019097550196393066	0.09276007588333261
24.832214765100673	0.04110163514044747	0.04796807609834067	0.06381393295959735	0.11408273107253991	0.019097543830708184	0.09276005231307224
25.16778523489933	0.041101626958718135	0.04796806226941656	0.06381391982067089	0.11408271762534099	0.01909753876755533	0.09276003355612282
25.503355704697988	0.041101620254821974	0.04796805092812173	0.06381390903273974	0.11408270653996291	0.019097534619641983	0.09276001816193231
25.838926174496645	0.0411016147641159	0.04796804162467672	0.06381390016539149	0.11408269736515504	0.019097531223362326	0.0927600055177371
26.174496644295303	0.04110161040249108	0.04796803420810763	0.06381389306421949	0.11408268990477838	0.019097528527260127	0.09275999540912122
26.51006711409396	0.041101606796661326	0.04796802800837209	0.06381388704394654	0.114082683288342	0.01909752630296572	0.09275998688447808
26.845637583892618	0.0411016039021367	0.04796802294561142	0.06381388202289819	0.11408267741209684	0.01909752452326098	0.0927599798303909
27.181208053691275	0.04110160165531633	0.04796801884991162	0.06381387776145077	0.11408267176135917	0.019097523152992485	0.09275997394822492
27.516778523489933	0.041101599969158575	0.047968015488735166	0.06381387393166486	0.1140826656317534	0.019097522144050656	0.09275996882928053
27.85234899328859	0.041101598275639285	0.047968012450289116	0.06381387082550721	0.11408266169180861	0.019097521107911974	0.09275996451538081
28.18791946308725	0.04110159658088377	0.047968009739003205	0.06381386843980554	0.11408265991267737	0.019097520048766824	0.09275996100604816
28.52348993288591	0.04110159507800687	0.04796800749453526	0.06381386667454557	0.11408265938487487	0.019097519098727134	0.09275995828622567
28.859060402684566	0.04110159376700858	0.04796800571688528	0.06381386552972733	0.11408266010840112	0.0190975182577929	0.0927599563559133
29.194630872483224	0.04110159270427897	0.04796800410163887	0.06381386421971057	0.11408265955047635	0.01909751758789013	0.09275995436371495
29.53020134228188	0.041101591860786026	0.04796800280552149	0.06381386314897625	0.11408265901508312	0.01909751705713669	0.0927599527479655
29.86577181208054	0.04110159123436564	0.04796800184021587	0.06381386234767546	0.11408265859942379	0.019097516663155994	0.0927599515413396
30.201342281879196	0.04110159003265346	0.047968000030282704	0.06381386090234979	0.11408265807717916	0.01909751590451979	0.09275994932932041
30.536912751677853	0.0411015899573823	0.04796799987389332	0.06381386071746678	0.11408265776188671	0.019097515859909583	0.09275994908524238
30.87248322147651	0.04110158988211114	0.04796799971750394	0.06381386053258377	0.11408265744659428	0.01909751581529938	0.09275994884116433
31.20805369127517	0.041101589806839985	0.04796799956111456	0.06381386034770076	0.11408265713130183	0.01909751577068917	0.09275994859708629
31.543624161073826	0.04110158975185415	0.04796799945155686	0.06381386022292718	0.11408265693175718	0.019097515737784735	0.09275994843027506
31.879194630872483	0.04110158971965498	0.047967999394605595	0.06381386016567507	0.11408265686223304	0.0190975157180295	0.09275994835025833
32.214765100671144	0.04110158968745582	0.04796799933765434	0.06381386010842297	0.1140826567927089	0.019097515698274264	0.0927599482702416
32.5503355704698	0.04110158965525666	0.047967999280703076	0.06381386005117085	0.11408265672318475	0.01909751567851903	0.09275994819022486
32.88590604026846	0.041101589623057495	0.04796799922375182	0.06381385999391874	0.11408265665366062	0.019097515658763796	0.09275994811020813
33.22147651006711	0.041101589590858335	0.04796799916680056	0.06381385993666663	0.11408265658413648	0.01909751563900856	0.0927599480301914
