NON $ % + -
#NON	d	c	a	b
0.0	0.4443570772882456	0.5359660295280626	0.866619901217577	0.08231794037582063
0.5050505050505051	0.2360933973725381	0.3314597037469717	0.5018069697633049	0.14924587886299348
1.0101010101010102	0.1717910634992579	0.23156413179238208	0.3685342887707527	0.15951571652277358
1.5151515151515151	0.1502643681184148	0.18294455446808827	0.316234240877787	0.1573881258199894
2.0202020202020203	0.14287825914625105	0.1596180587844257	0.2947909023877292	0.15453314048477138
2.5252525252525255	0.1403964362462327	0.14860571005807832	0.28580007538226715	0.15285031923455286
3.0303030303030303	0.13961280935048276	0.14348014754601723	0.2819910561322636	0.15207520079121603
3.5353535353535355	0.13939566785998692	0.14112204186046245	0.2803699062196905	0.15177177389008495
4.040404040404041	0.13935342395755485	0.14004727378530263	0.2796785554124101	0.15167250303946272
4.545454545454546	0.1393571235097648	0.13956115412317757	0.2793834713282805	0.15164965190668117
5.050505050505051	0.13936806762079154	0.13934267450344648	0.27925747806598994	0.15165058881672622
5.555555555555556	0.13937677320627687	0.13924500444416824	0.2792036719657768	0.15165639458447158
6.0606060606060606	0.13938222713632914	0.13920154085651448	0.2791806923243486	0.15166148221422512
6.565656565656566	0.1393853040951697	0.13918227480059253	0.27917087763794607	0.15166487632516937
7.070707070707071	0.13938694033908738	0.13917376456174932	0.2791666861393327	0.15166688658279626
7.575757575757576	0.13938777784846984	0.13917001531722434	0.2791648952014454	0.15166799877482676
8.080808080808081	0.13938819528168866	0.13916837037160584	0.2791641314473537	0.15166858737647085
8.585858585858587	0.13938839882805054	0.1391676513449351	0.27916380606909946	0.15166888854353028
9.090909090909092	0.13938849716143864	0.13916733303988155	0.27916366496114914	0.15166903958316844
9.595959595959597	0.13938854434654113	0.13916719394754098	0.2791636047927641	0.151669114603114
10.101010101010102	0.13938856601779157	0.1391671363416591	0.2791635805733511	0.1516691502858643
10.606060606060607	0.13938857603700014	0.13916711112948985	0.27916357008768317	0.1516691671598455
11.111111111111112	0.13938858077281305	0.13916709944821318	0.2791635652308272	0.15166917520664858
11.616161616161618	0.13938858301242377	0.13916709421794637	0.27916356309054197	0.15166917906299107
12.121212121212121	0.13938858405689	0.13916709190648258	0.2791635621586451	0.15166918088910172
12.626262626262626	0.13938858454532535	0.13916709086393184	0.279163561740765	0.15166918175411215
13.131313131313131	0.13938858492599224	0.1391670900549088	0.27916356141663856	0.15166918242949298
13.636363636363637	0.13938858516160232	0.13916708956210744	0.2791635612199862	0.1516691828491595
14.141414141414142	0.13938858522246794	0.13916708945238254	0.27916356117794633	0.1516691829612055
14.646464646464647	0.13938858517856095	0.139167089569541	0.2791635612272042	0.1516691828882339
15.151515151515152	0.1393885852105353	0.13916708951032195	0.27916356120429325	0.15166918294678244
15.656565656565657	0.1393885851928037	0.13916708955506485	0.27916356122285235	0.1516691829168
16.161616161616163	0.13938858512536617	0.1391670897037697	0.27916356128288156	0.1516691827982866
16.666666666666668	0.13938858509428995	0.13916708978133055	0.27916356131500236	0.1516691827455722
17.171717171717173	0.13938858506287416	0.1391670898433941	0.2791635613393866	0.15166918268883092
17.67676767676768	0.13938858503145837	0.13916708990545765	0.2791635613637708	0.15166918263208964
18.181818181818183	0.13938858500619278	0.13916708995534655	0.2791635613833694	0.1516691825864508
18.68686868686869	0.13938858500510865	0.13916708995736646	0.2791635613841521	0.15166918258446518
19.191919191919194	0.1393885850040245	0.13916708995938637	0.2791635613849348	0.1516691825824796
19.6969696969697	0.13938858500294038	0.13916708996140625	0.27916356138571746	0.151669182580494
