Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_13_59.sif,5,KM3,BESTFIT,100,0,2,14,3,6,0.4,0.25,0.64,0.32,0.08574929257125442
Gold_6_16_10_2018_13_59.sif,6,KM3,BESTFIT,100,1,2,22,2,10,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.125
Gold_9_16_10_2018_13_59.sif,9,KM3,BESTFIT,100,1,1,60,4,16,0.2,0.058823529411764705,0.7530864197530864,0.3765432098765432,-0.006220907522417994
Gold_7_16_10_2018_13_59.sif,7,KM3,BESTFIT,100,2,3,31,4,11,0.42857142857142855,0.21428571428571427,0.6938775510204082,0.3469387755102041,0.12909944487358055
Gold_4_16_10_2018_13_59.sif,4,KM3,BESTFIT,100,1,2,6,2,6,0.5,0.25,0.5,0.25,0.0
Gold_8_16_10_2018_13_59.sif,8,KM3,BESTFIT,100,1,2,44,6,12,0.25,0.14285714285714285,0.71875,0.359375,0.02857142857142857
