NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @ A B
#NON	ENSA	TPX2	CDC25B	SpindleAssembly	MT	CDK1CCNBComplex	Cytokinesis	AJUBA	AURKAPresent	CentrosomeMat	BORA	hCPEB	GWL_MASTL	STMN	PLK1	MTCanAct	STMNCanAct	GSK3B	PP2A	PP1	NEDD9	AURKAActive	WEE1
0.0	0.26770758499828384	0.8465762840894783	0.39393675134923256	0.0033772937373108824	0.04452018660791812	0.5622699623261135	0.2755592048391292	0.7339716852142574	0.518780562272778	0.9704029479151681	0.4913066425900502	0.7070686452221914	0.9696590763650829	0.8789393556937484	0.20337724781902156	0.3062025367759088	0.3578089165243622	0.7052028148675417	0.626081376440023	0.2164119500419992	0.4214148979894644	0.19809504943337253	0.04162094693493079
0.33557046979865773	0.28612857695938715	0.6519355948997184	0.34312262227070045	0.1305488093383282	0.3749612923958648	0.6350423886207497	0.19540791559950885	0.5096846483349502	0.6199246581527099	0.7213213000181462	0.5927240482755095	0.3758270260921766	0.5438756052658109	0.8625632008303535	0.3244054971539842	0.25542470859031396	0.3423582392451739	0.4812482829246135	0.38250647527320303	0.2761156311996195	0.3220185046363703	0.17208680824466735	0.29718139854571385
0.6711409395973155	0.269147301652864	0.5240800291348994	0.3280674574665389	0.1775452393258629	0.5419692733805069	0.6389496056965243	0.18977527331355815	0.391542175542342	0.6819942620426315	0.5547887847672154	0.6661638313052628	0.23843811372539706	0.3781376157954254	0.8547088528132555	0.3805254825159738	0.22041219982999877	0.3345575749979667	0.3564526141402309	0.28183785233776176	0.31082085895519584	0.2651646440577517	0.1563932280406196	0.4491583235092465
1.0067114093959733	0.24817650977905342	0.4379388128967355	0.3219857237536852	0.18820117276049333	0.6263385678492221	0.6252433232329394	0.19609446060012434	0.3270931646225475	0.7177009786395105	0.4449579174013605	0.7171885145000815	0.1800241500391673	0.31325511485307167	0.8515750898838105	0.40416083759605936	0.19587813552474118	0.33059426493311855	0.28414984798887705	0.24224403985126097	0.3305330128915371	0.232200280355662	0.14557956560053606	0.5417935888163437
1.342281879194631	0.23250562706051978	0.3789721852300837	0.3181534426163189	0.1845286968383108	0.6689006719617525	0.6105178646328518	0.201692262041661	0.2909275178706424	0.7363511229736428	0.37285473994093127	0.7522005839327055	0.15400465737944613	0.28715784860201865	0.8510678707069692	0.41258528835559943	0.1784466196108931	0.32857392416447495	0.2407953139282925	0.22804517316981848	0.34207300747787683	0.21263883478285783	0.13748989418220037	0.5992198569057359
1.6778523489932886	0.22264698725980359	0.3381460620175617	0.3150851434158759	0.17660069861369518	0.6903025384908895	0.5992340201135548	0.20457517979108922	0.27021061353770315	0.7451303572853031	0.32572526435823457	0.7762608848661982	0.14147965686430747	0.2760814243711026	0.8519782925340053	0.4141893927315445	0.1659171294963272	0.3275422609547525	0.21405795266436767	0.22391671418028158	0.3492624581012364	0.20064895686181647	0.13122180842696968	0.6353217266993461
2.0134228187919465	0.21691331704410066	0.30963264664139556	0.3125191594584739	0.16859539648108102	0.7009930377825294	0.5916109060984377	0.20533030408405675	0.2581762676364901	0.7487953343817191	0.2950645796155057	0.7929318019529236	0.13477006765314922	0.2710071564776194	0.8535825044822367	0.41296674008637885	0.15682550670901693	0.32701498744430346	0.19720766011133517	0.22347433833748742	0.35407269616982306	0.193012824240209	0.12633916188063304	0.6583101944702523
2.348993288590604	0.2136958572617676	0.2895801567114821	0.310413449370626	0.1619574243000607	0.7062656613714101	0.586764844278467	0.20488668483023845	0.2511222157562002	0.7500585902058117	0.27521374381473207	0.80461095025483	0.13073668878529035	0.2684744394732268	0.8554421974460198	0.4107836259992572	0.15017825141407778	0.3267453803160468	0.18641750829285034	0.22418149036733662	0.3574918905009765	0.1879562502873806	0.12256825341552165	0.6731290315553551
2.684563758389262	0.21191230369381403	0.2753982656841123	0.30873035499122814	0.15694583698801443	0.7088052835953119	0.5837754881780226	0.20394882162441555	0.246964011349576	0.7503017104858704	0.2624198338927683	0.8128858132928847	0.12806990398731852	0.2671062436327501	0.857298335236571	0.4084805547977158	0.14528900272716988	0.3266074918284191	0.17942886428965532	0.22510028350199235	0.3600201462252957	0.1844908382493322	0.11969372112381563	0.682796217564069
3.0201342281879198	0.21092154218464818	0.26532174855948915	0.30741263775741356	0.15336587036372398	0.709974952105525	0.5819511522595039	0.2029328428888105	0.24450434655538097	0.7501680596494519	0.2542068401799556	0.8188067015431358	0.12619515179675453	0.26631905193363953	0.8590083670918871	0.4064043759490045	0.14167599695385671	0.3265369613882883	0.17486632575570624	0.22592574123574716	0.361924962378719	0.18205205755236745	0.11753081619756563	0.6891762385079433
3.3557046979865772	0.21036491920709946	0.2581348349990521	0.3063953240823939	0.15089969865361216	0.7104666722773677	0.5808327635480603	0.20203701315081996	0.24304635343986253	0.7499328345642959	0.2489515938008977	0.8230753605203991	0.12483491360396232	0.2658444134873763	0.8605052702409852	0.40466748542697883	0.13899645127794358	0.32650088281788636	0.1718713993502015	0.22658739494363528	0.36336549619634073	0.1803043925107725	0.1159214901311876	0.6934339908349694
3.691275167785235	0.21004668207800214	0.252992795197292	0.3056169339599299	0.1492428300192014	0.7106310805982301	0.5801349612464985	0.20132676520267	0.24218102029546557	0.749701771413098	0.24559708381324405	0.8261684792922227	0.12383554555838465	0.26554785931466507	0.8617693231702199	0.4032753785020496	0.1370036901176967	0.326482426758062	0.16989819257870645	0.2270928331577903	0.3644495961604966	0.17903822867628888	0.11473470158118018	0.6963054769035756
4.026845637583893	0.20986071962889677	0.24930435169476733	0.3050248199515483	0.14814915216331262	0.7106447945026351	0.5796872531205535	0.2007995229458141	0.2416670485487264	0.7495080620742968	0.2434593061971721	0.8284161879405765	0.1230994712370918	0.265357061645018	0.8628085237534171	0.40218953728053997	0.1355185544256422	0.3264729853395615	0.1685949009683727	0.22747001307118628	0.3652582637814224	0.17811571923546693	0.11386541312741394	0.6982610296992552
4.3624161073825505	0.20974930570422445	0.24665303867338614	0.30457629444047213	0.1474361374445644	0.7105956416145721	0.5793901485149177	0.2004251432827598	0.24136163513932776	0.7493563844846067	0.24209807179379816	0.8300513741557617	0.12255837165987334	0.2652310744384596	0.8636453568648337	0.40135793667364206	0.1344099580597945	0.3264681555378567	0.16773264660452586	0.22774785520710628	0.36585554296126677	0.17744213341819806	0.11323181253745589	0.6996047050700495
4.697986577181208	0.20968072169058402	0.24474396404070575	0.30423772908178764	0.14697526042314374	0.7105262090666197	0.5791861397105552	0.2001675144350699	0.24118010068171283	0.749241685647656	0.2412313790939168	0.8312408263306746	0.12216195463078702	0.2651458976618586	0.8643082633167752	0.4007291121470921	0.13358142736432307	0.3264656846427952	0.1671615421381858	0.2279508178953209	0.36629260248134965	0.17695024554053107	0.11277158872788	0.7005353668573807
5.033557046979866	0.20963730454719684	0.24336740747083963	0.30398300739585876	0.14667903348421102	0.7104561346664736	0.5790418152984284	0.19999418480836081	0.24107218173586942	0.7491566390857943	0.24067922434678113	0.8321052745938972	0.12187254877913255	0.2650871023378906	0.8648264905452498	0.40025789261886957	0.13296164019835352	0.32646442061950987	0.16678299573100527	0.22809817519009662	0.3666098768815632	0.1765913876946674	0.11243806974837338	0.7011845567842947
