,,,Slide ID,G4,G1,G10,G3,G8,G6,G2,G9,G5,G7
,,,Antibody Name,G4,G1,G10,G3,G8,G6,G2,G9,G5,G7
,,,HUGO ID,G4,G1,G10,G3,G8,G6,G2,G9,G5,G7
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.269506549387744,0.1359248860346962,0.5411276967823727,0.05457232586108596,0.008262102706983243,0.4079228908591467,0.007921956036564315,0.913919476430618,0.35693415066859924,0.4918811133330091
C1,no,Insulin,0.5050505050505051,0.6336418262609034,0.07818310386957754,0.6926344434510397,0.7073357048633715,0.21746352434659696,0.6151129712704143,0.4404525565712021,0.4666476724496762,0.1319345666470589,0.3900141856458354
C1,no,Insulin,1.0101010101010102,0.7230082955055666,0.049016664448143295,0.7558552721114247,0.9094035537752934,0.33324683533150556,0.6258445482397901,0.5907167014385618,0.36917220330299394,0.07591004690165287,0.4222443706130341
C1,no,Insulin,1.5151515151515151,0.745907180639841,0.03297756450211765,0.7833615211131489,0.9719551900723044,0.3825266892506987,0.6173240810402747,0.6467389619703168,0.347976381935898,0.05868835499313267,0.4432755680357169
C1,no,Insulin,2.0202020202020203,0.7519696473461119,0.02377210421934886,0.7954425969889661,0.9913185236127852,0.40222745377214875,0.6109638035822176,0.6679104207991222,0.3439917132258753,0.052742471201894396,0.4523756238665801
C1,no,Insulin,2.5252525252525255,0.7536247370007771,0.01829219175454775,0.8007544159743749,0.9973125861005097,0.4098500326225525,0.6077147498605732,0.675946635333935,0.3435366779945848,0.05055279073297551,0.45584374641113
C1,no,Insulin,3.0303030303030303,0.7540893838371642,0.014922683440000202,0.8030858459657334,0.9991680918377389,0.4127365227153405,0.6062508314289764,0.6790018078825355,0.3436342966835357,0.04971336801708655,0.457084773706045
C1,no,Insulin,3.5353535353535355,0.7542229783256306,0.012792415374278195,0.8041066284158395,0.9997424745097185,0.41381248444079316,0.6056302378476706,0.6801639635707016,0.34373778585245174,0.04938075053189357,0.4575121552169089
C1,no,Insulin,4.040404040404041,0.7542621393584419,0.011414492095020183,0.8045525159069267,0.9999202788785762,0.41420866983282123,0.6053761768895168,0.6806061108011514,0.34379228553723945,0.04924413390543384,0.45765548041239124
C1,no,Insulin,4.545454545454546,0.7542737924624631,0.010506994008721003,0.8047469036092846,0.9999753216881727,0.4143530896394406,0.605274411906389,0.6807743282821747,0.3438159935003884,0.0491854257022175,0.4577025528477009
C1,no,Insulin,5.050505050505051,0.7542772990750812,0.009901041795986788,0.8048315163421917,0.9999923602324926,0.4144052634194304,0.6052342282351545,0.6808383163225518,0.3438253766930166,0.04915867981610577,0.45771770652578314
C1,no,Insulin,5.555555555555556,0.7542783634838066,0.00949228081224033,0.804868305543344,0.9999976368213637,0.4144239479419826,0.6052185081421716,0.6808626527910357,0.34382886699234844,0.04914559228088144,0.45772246471017836
C1,no,Insulin,6.0606060606060606,0.7542786879377531,0.009214480604695065,0.8048842864316099,0.9999992688764109,0.41443056670269407,0.6052123953401164,0.6808719011828217,0.3438300971589434,0.04913866688530108,0.4577238939876882
C1,no,Insulin,6.565656565656566,0.75427878737967,0.009024669218181463,0.8048912249246164,0.9999997738003293,0.41443287599136724,0.6052100252324801,0.6808754127059258,0.3438305022739026,0.04913471551563477,0.4577242830401092
C1,no,Insulin,7.070707070707071,0.7542788178821377,0.00889448824036184,0.8048942343963492,0.9999999298019503,0.4144336597450915,0.60520910703822,0.6808767422326262,0.34383061988266367,0.04913231461602319,0.45772436028170904
C1,no,Insulin,7.575757575757576,0.7542788272242438,0.008804965894622959,0.8048955391643288,0.9999999779794077,0.41443391209928704,0.6052087498590638,0.6808772438664822,0.3438306435161182,0.04913078542824179,0.45772435284476237
C1,no,Insulin,8.080808080808081,0.7542788301792047,0.008743287720608797,0.8048961050315318,0.9999999931016765,0.41443398413561666,0.6052086093606145,0.680877432319904,0.34383063967858296,0.04912977961010882,0.45772432855326023
C1,no,Insulin,8.585858585858587,0.7542788310662044,0.008700741070764677,0.8048963488654339,0.9999999978199123,0.4144339967209737,0.6052085538104113,0.680877501235452,0.34383062977894935,0.04912910474158302,0.4577243055021928
C1,no,Insulin,9.090909090909092,0.7542788318407501,0.008671361060375431,0.8048964578476848,1.0000000002976213,0.4144339953024151,0.6052085290739098,0.6808775291804499,0.3438306209495306,0.04912864513874518,0.457724288212979
C1,no,Insulin,9.595959595959597,0.7542788314615516,0.008651059371133423,0.8048965044592528,1.0000000003595961,0.41443398824317457,0.605208518636454,0.6808775379887396,0.34383061427563244,0.049128330791746076,0.4577242755802162
C1,no,Insulin,10.101010101010102,0.7542788316705268,0.00863702681454614,0.8048965232272542,1.0000000001076315,0.41443398029721784,0.6052085149106453,0.6808775392991013,0.34383060862667486,0.04912811492364728,0.45772426556283924
C1,no,Insulin,10.606060606060607,0.7542788318330402,0.008627323382449337,0.8048965324751558,1.000000000500825,0.41443397645860397,0.60520851175543,0.6808775409237204,0.3438306055325496,0.04912796562186435,0.45772426005229966
C1,no,Insulin,11.111111111111112,0.7542788303387504,0.008620612040795773,0.8048965342028257,0.9999999992152504,0.4144339701196241,0.6052085118273478,0.6808775382383421,0.34383060261766274,0.04912786325527505,0.45772425495635316
C1,no,Insulin,11.616161616161618,0.7542788325100263,0.0086159686562753,0.8048965367690772,1.00000000041691,0.41443396917473746,0.6052085104442754,0.6808775396259799,0.343830600787657,0.04912779169905702,0.4577242518062665
C1,no,Insulin,12.121212121212121,0.7542788308286,0.008612759460041355,0.8048965368010864,0.9999999996552864,0.41443396638856883,0.6052085101884422,0.6808775384474651,0.3438305997457893,0.04912774273501146,0.45772425019787716
C1,no,Insulin,12.626262626262626,0.7542788316681475,0.008610538635308721,0.8048965373688869,1.0000000000351474,0.41443396550350253,0.6052085098194406,0.6808775386916145,0.34383059871509025,0.04912770860285317,0.457724248202166
C1,no,Insulin,13.131313131313131,0.7542788314395368,0.008609001573697317,0.8048965374657335,0.9999999999568066,0.4144339645653462,0.6052085095694197,0.6808775385070217,0.34383059818124023,0.049127685062122346,0.4577242473794796
C1,no,Insulin,13.636363636363637,0.7542788314932314,0.008607936851112628,0.8048965375362098,0.9999999999868812,0.41443396397122817,0.6052085094228032,0.6808775384370978,0.3438305977539616,0.04912766874034181,0.4577242466110017
C1,no,Insulin,14.141414141414142,0.7542788312263622,0.008607206437348375,0.8048965375275298,0.9999999999832426,0.4144339635553594,0.6052085093121093,0.6808775383732476,0.34383059748321065,0.049127657547488116,0.457724246163704
C1,no,Insulin,14.646464646464647,0.7542788298063071,0.008606696964640182,0.8048965373725464,0.9999999999523488,0.41443396328617077,0.6052085092091518,0.6808775383323235,0.34383059733139243,0.04912764974207153,0.4577242459555028
C1,no,Insulin,15.151515151515152,0.7542788282011985,0.008606342003477499,0.80489653718802,0.9999999999531094,0.4144339631008984,0.6052085091508834,0.6808775383096739,0.3438305972078841,0.04912764430156403,0.45772424576358534
C1,no,Insulin,15.656565656565657,0.7542788287052496,0.008606097334210465,0.8048965372432032,1.0000000000051066,0.4144339629302572,0.6052085091642069,0.6808775382845249,0.3438305970486028,0.04912764054850693,0.45772424540876316
C1,no,Insulin,16.161616161616163,0.7542788327072526,0.008605928745189367,0.8048965377175289,1.000000000049811,0.41443396277617506,0.6052085091990024,0.6808775382541399,0.34383059689853346,0.04912763796258024,0.4577242449896598
C1,no,Insulin,16.666666666666668,0.7542788410708294,0.008605812285600378,0.804896538729872,1.0000000000329783,0.41443396267664834,0.6052085091932639,0.6808775382285542,0.34383059683040623,0.049127636179456896,0.45772424469838924
C1,no,Insulin,17.171717171717173,0.7542788339837232,0.008605731162716257,0.8048965378721492,1.0000000000083715,0.41443396266826815,0.6052085091406691,0.6808775382276315,0.34383059686559453,0.04912763493870835,0.4577242449820326
C1,no,Insulin,17.67676767676768,0.7542788323443003,0.008605675273631062,0.8048965376741571,1.0000000000023277,0.4144339626521247,0.6052085091193319,0.6808775382261614,0.3438305968670777,0.049127634082647496,0.45772424505078146
C1,no,Insulin,18.181818181818183,0.754278831670241,0.008605636586945596,0.8048965375925845,1.0000000000007387,0.41443396263532184,0.6052085091097444,0.6808775382239529,0.34383059685949635,0.04912763348990029,0.4577242450589604
C1,no,Insulin,18.68686868686869,0.7542788315511696,0.008605609818003051,0.8048965375781609,1.0000000000002283,0.41443396262157384,0.6052085091048012,0.6808775382218768,0.3438305968513613,0.04912763307970247,0.457724245049632
C1,no,Insulin,19.191919191919194,0.7542788315318459,0.00860559126383788,0.8048965375757624,1.0000000000000886,0.4144339626112858,0.6052085091019405,0.6808775382202219,0.3438305968447745,0.049127632795377456,0.4577242450390156
C1,no,Insulin,19.6969696969697,0.7542788315319461,0.008605578469819132,0.8048965375757077,1.0000000000000446,0.41443396260397397,0.6052085091001064,0.680877538219005,0.34383059684001227,0.049127632599322096,0.4577242450309761
C1,no,Insulin,20.202020202020204,0.7542788315103066,0.00860556949405927,0.8048965375730172,1.0000000000000142,0.4144339625988004,0.6052085090988093,0.6808775382181219,0.34383059683669337,0.04912763246178364,0.45772424502602704
C1,no,Insulin,20.70707070707071,0.7542788314579234,0.00860556353893916,0.8048965375665965,0.9999999999999966,0.4144339625953112,0.6052085090979334,0.6808775382175034,0.3438305968345108,0.04912763237053968,0.4577242450237305
