,,,Slide ID,G4,G9,G6,G1,G2,G3,G10,G5,G7,G8,G11
,,,Antibody Name,G4,G9,G6,G1,G2,G3,G10,G5,G7,G8,G11
,,,HUGO ID,G4,G9,G6,G1,G2,G3,G10,G5,G7,G8,G11
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8658677617167254,0.43232796252492756,0.7582119681164772,0.42283693145348744,0.5539344810650614,0.20885412534501802,0.8144350878683875,0.5285019255025557,0.22630559182197063,0.5493736613314858,0.7708909739598997
C1,no,Insulin,0.5050505050505051,0.272170533151262,0.15293681762668598,0.3971129282827146,0.39931561141135585,0.47352763489628114,0.316247104422544,0.3726985400109539,0.385846974898791,0.15070380359299898,0.23319191639256026,0.5316056068560839
C1,no,Insulin,1.0101010101010102,0.11316561222585493,0.06609210663668207,0.21717270542681877,0.38824856058904605,0.41399612845791256,0.32106430967547733,0.2707239238621413,0.297626836444736,0.10206274972096886,0.1107610379190643,0.38894129671793654
C1,no,Insulin,1.5151515151515151,0.06225717414204708,0.03521493799786656,0.12459523558707854,0.38300420291263126,0.3703838630169671,0.30068208816779884,0.24241280846569738,0.24352924106756346,0.07067861272121446,0.059318092668943626,0.3009957392128449
C1,no,Insulin,2.0202020202020203,0.04283627323199626,0.022918137025026757,0.07649930655020885,0.3805102935337149,0.3403224857713685,0.2796019965396442,0.23056662110205492,0.2101733364147336,0.05112197120807502,0.03660813541390197,0.24504539624008362
C1,no,Insulin,2.5252525252525255,0.03428677959310447,0.017513780896985513,0.051395733582559985,0.37932230911021475,0.32049768446933224,0.26350730678230677,0.22339738824749591,0.18942305787814978,0.03927497332672824,0.026165978619890867,0.20843186895294044
C1,no,Insulin,3.0303030303030303,0.030106446790032836,0.014925873526598224,0.03821642242025164,0.3787559424808009,0.30778014951216986,0.25244682990949335,0.21847795801654143,0.17639894827438593,0.03222242458332867,0.021156878885146422,0.18388671206169985
