NON $ % + - . 0 1 2 3
#NON	i	e	h	b	d	g	a	f	c
0.0	0.47013498816320765	0.5917334728183511	0.1999084991179525	0.9148205834356625	0.502240127789049	0.10269551815792133	0.8389431336395217	0.8413299762532683	0.5412975494899165
0.5050505050505051	0.2667129004842767	0.3854587699558691	0.16738403045655703	0.49143762121986057	0.21107593951542722	0.11784643835976652	0.4748862780678214	0.4607292584708196	0.3580433355982651
1.0101010101010102	0.20474195430272768	0.2531587636649373	0.16574099644683396	0.33332330482765055	0.11398153350221729	0.13377047210464135	0.29227958203006255	0.307226314185597	0.23894876916517163
1.5151515151515151	0.1913419802610343	0.16785986979450288	0.17349296232224828	0.26207032140864117	0.07288933692158628	0.14815103099129986	0.19521899464597986	0.23698366353706615	0.160989292607916
2.0202020202020203	0.19343178350992277	0.11258867827183434	0.18292177980058127	0.22016892797210205	0.05101258770775244	0.16029814591325275	0.1397048547939921	0.1979481490235898	0.10965672200756554
2.5252525252525255	0.19964027537646264	0.07654877872146784	0.19162730449899423	0.18956981557692054	0.03741097734015597	0.17030777796985358	0.10534455726715389	0.17153521790087636	0.07563764930864603
3.0303030303030303	0.20626080771028063	0.05285272080052044	0.19906605330707972	0.1646331965682165	0.02818316831269365	0.17852137816084576	0.08243951166868047	0.15107514008353323	0.05290982268333757
3.5353535353535355	0.2122244084663499	0.03710955093488199	0.20527892732645564	0.1435051276420627	0.021613465876034545	0.18529898393972424	0.06620439022104468	0.13409733527932333	0.03757507045503585
4.040404040404041	0.21733304089599784	0.02652145441990474	0.2104534350265317	0.12544424614399285	0.01680216803917988	0.19094720992370262	0.05415908448559591	0.1196036768393408	0.027110326565233513
4.545454545454546	0.22164939577020967	0.01930300510639918	0.21478339527149773	0.11001957502386783	0.013215386565673417	0.19570673823690588	0.04493455637166344	0.10711066255345424	0.0198798235873899
5.050505050505051	0.22529368766999855	0.01431001543640911	0.21843153450986308	0.09688587830768187	0.010508717477872053	0.19975972993282276	0.037717679226528925	0.09631704231621618	0.014818466405239194
5.555555555555556	0.2283817741587213	0.010804262255024389	0.2215258828864818	0.08573099729806267	0.008447175766377426	0.20324221696544653	0.03198837788795632	0.08699170401808246	0.011228021229271523
6.0606060606060606	0.23101061072370083	0.0083052304900987	0.2241655807188387	0.076269600917126	0.00686449710005111	0.20625600356592322	0.027391781494807286	0.07893780869326208	0.008646773162591406
6.565656565656566	0.2332582105000794	0.006496839114842254	0.22642786194089393	0.06824591056769506	0.005640353232519134	0.20887833860719573	0.023673386706408756	0.07198210234514586	0.006766311726780979
7.070707070707071	0.23518705880912547	0.005168795575103509	0.22837382545197057	0.06143571804848135	0.004686483439586984	0.21116911145530431	0.020644266194898443	0.06597179517707087	0.005378430033918016
7.575757575757576	0.23684761201382912	0.004179471831427414	0.23005266776905	0.055646120651323065	0.003937606887564902	0.2131759312142451	0.0181609645866854	0.06077321683863519	0.00434099359361493
8.080808080808081	0.23828108999880418	0.003432271951464009	0.23150465164645104	0.050713360103574655	0.0033451543322423555	0.2149375950972322	0.016112935752027248	0.056270448645184025	0.0035558694561307357
8.585858585858587	0.23952153995643374	0.002860472818605247	0.23276316399871647	0.04649971782511269	0.0028728149975882507	0.21648640870570737	0.014414152231832254	0.052363725836169626	0.0029545424644584874
9.090909090909092	0.24059733902578045	0.002417399250086389	0.23385616218837219	0.04289008220753979	0.002493314995758476	0.217849732184077	0.012997188728615215	0.04896767213321421	0.002488644987849216
9.595959595959597	0.24153230069493872	0.002069990569210484	0.23480721874969168	0.039788586529199726	0.0021860666989619655	0.21905102178099556	0.011808895606817114	0.046009505065508806	0.002123659990999237
10.101010101010102	0.24234650883675168	0.001794541971839375	0.23563630257129323	0.03711552965965879	0.0019354463179555132	0.2201105506840524	0.010807161456314907	0.043427320471076246	0.001834691688926444
10.606060606060607	0.24305696326461596	0.0015738541072604045	0.23636038336133006	0.03480467179798747	0.0017295288245884916	0.22104592827569586	0.009958457288589805	0.04116852356422269	0.0016035963088969546
11.111111111111112	0.24367809206716748	0.0013953034875544778	0.23699391372178594	0.032800919736850016	0.0015591566668648321	0.22187249276674464	0.009235957280164483	0.03918843398108524	0.001417015915110761
11.616161616161618	0.24422216649163642	0.001249521698459884	0.23754922256556435	0.03105838006935359	0.0014172526053040798	0.22260362258926006	0.008618092845140144	0.03744907062797771	0.001265018004236776
12.121212121212121	0.24469964199744287	0.0011294813375841465	0.23803684139771694	0.02953874078030776	0.0012983111739262644	0.22325099346508395	0.008087435580353184	0.035918108093676876	0.0011401452648816652
12.626262626262626	0.24511944153115023	0.001029856596626453	0.23846577771194388	0.028209936059476068	0.0011980209916959625	0.22382479687631612	0.0076298312894399365	0.034567989203678796	0.0010367456803635087
13.131313131313131	0.24548919238668024	0.0009465712416918598	0.23884374544731488	0.02704505002659545	0.00111298308714589	0.22433392914161726	0.0072337263980851605	0.0333751754422724	0.0009504959779433757
13.636363636363637	0.2458154251226694	0.0008764757646456861	0.23917735991499087	0.02602141875542656	0.001040499825233975	0.2247861567268206	0.006889642102350432	0.03231951634447037	0.0008780595855797175
14.141414141414142	0.24610374088009518	0.0008171145807684966	0.239472302763241	0.025119896289710678	0.0009784160076150347	0.2251882612060347	0.006589762591122834	0.03138372102537811	0.0008168390877010051
14.646464646464647	0.24635895252512238	0.0007665563985604156	0.23973346186099626	0.024324253801136633	0.0009249984929776514	0.22554616668164285	0.006327610965054538	0.030552915152943783	0.0007647953972545774
15.151515151515152	0.2465852034360332	0.0007232696844366913	0.23996504953463707	0.02362068874035624	0.0008788446685271988	0.22586505121571385	0.006097793732288854	0.02981427090313555	0.0007203147931684774
15.656565656565657	0.24678606793787802	0.0006860301754258941	0.24017070290567152	0.022997421686812094	0.0008388122621172451	0.22614944452723995	0.00589579785496768	0.02915669644099812	0.0006821101038505399
16.161616161616163	0.246964635735019	0.0006538518571205742	0.2403535684961883	0.022444366550034244	0.000803965429917397	0.22640331282305848	0.005717829629614978	0.02857057683799029	0.0006491469585536073
16.666666666666668	0.24712358351674252	0.0006259347476965577	0.24051637417019564	0.021952857934591685	0.0007735328638745018	0.22663013298389553	0.005560685341864755	0.028047555661293185	0.000620588026460565
17.171717171717173	0.24726523501117106	0.0006016253830044508	0.24066148959755343	0.021515427732101477	0.0007468753204751415	0.22683295645187496	0.005421647969050654	0.02758035281609918	0.000595750858960836
17.67676767676768	0.24739161201297294	0.0005803864203689634	0.24079097772687946	0.021125619439855258	0.0007234600740371118	0.22701446490595587	0.00529840346715031	0.027162610477798294	0.0005740755040242642
18.181818181818183	0.24750447751894375	0.0005617732082142347	0.24090663837401893	0.0207778336911149	0.0007028408143100988	0.2271770184335965	0.005188972931329438	0.02678876266444985	0.0005550995821383955
18.68686868686869	0.24760537214435657	0.0005454156027887947	0.24101004506104726	0.020467201034766375	0.0006846417468921938	0.2273226970028845	0.0050916576348294515	0.026453926290058764	0.0005384389772897876
19.191919191919194	0.24769564473505273	0.0005310038134803784	0.24110257602391091	0.02018947617643876	0.000668545004879107	0.22745333596589465	0.005004994369657275	0.02615380925809059	0.0005237728331846059
19.6969696969697	0.24777647921832974	0.0005182770197251738	0.24118544146062587	0.019940945352530798	0.0006542803451428024	0.22757055790658096	0.00492771763167381	0.025884628374141114	0.0005108315146730612
