NON $ % + - . 0 1 2 3
#NON	i	e	h	b	d	g	a	f	c
20.202020202020204	0.24784891624448038	0.0005070146619418318	0.24125970547514264	0.019718355254158413	0.000641617151731214	0.22767579849886027	0.004858730170078335	0.025643046086020138	0.0004993874111082677
20.70707070707071	0.24791387252825647	0.0004970292639334744	0.24132630574243655	0.019518847543051644	0.0006303577546692142	0.22777033014434678	0.004797077276477875	0.02542611097462045	0.0004892473752948968
21.212121212121215	0.247972157270266	0.00048816069954250564	0.24138607020461447	0.019339904918319707	0.000620332010782161	0.2278552822861719	0.004741925645202299	0.025231208178010917	0.0004802466958719707
21.71717171717172	0.2480244857477638	0.00048027169798932026	0.2414397309081473	0.019179306022543124	0.0006113930103805534	0.2279316584470041	0.004692546168283083	0.0250560174006432	0.00047224438075586924
22.222222222222225	0.2480714912949784	0.0004732440766055022	0.2414879361757901	0.019035088608035166	0.0006034134240833824	0.22800035132047	0.004648299418111971	0.024898478488853227	0.0004651192107182708
22.72727272727273	0.24811373525967884	0.0004669757788996856	0.2415312607708474	0.01890551578529261	0.0005962826297730687	0.2280621555623395	0.004608623476363299	0.024756759388994652	0.0004587666427435427
23.232323232323235	0.24815171681484582	0.0004613781495745467	0.24157021587492908	0.018789046588769766	0.0005899039804714801	0.22811778049808198	0.004573022635640089	0.024629227720821933	0.0004530959687290436
23.73737373737374	0.24818587957984595	0.0004563741699303445	0.24160525592922005	0.018684308227255336	0.0005841931044189275	0.22816785901924047	0.00454105900639518	0.02451442366811717	0.00044802847833834593
24.242424242424242	0.24821661901470096	0.00045189652864358135	0.2416367860675577	0.01859008125875917	0.00057907589108096	0.22821295704197603	0.004512345046554865	0.024411045602107453	0.0004434954521364469
24.747474747474747	0.24824428698780013	0.00044788643018533016	0.2416651667968549	0.01850528306576032	0.0005744872766117706	0.22825357959376352	0.004486538062733189	0.024317933808434167	0.0004394369230608297
25.252525252525253	0.24826919775872455	0.00044429225187598203	0.24169072014728207	0.01842894709066091	0.0005703699717518195	0.2282901789189775	0.004463333722456001	0.024234050292007547	0.0004358002856245786
25.757575757575758	0.24829163125045314	0.0004410687055660332	0.24171373298165263	0.018360213796682668	0.0005666734895069099	0.22832315883649462	0.004442462278459078	0.02415846922487853	0.0004325394273892872
26.262626262626263	0.2483118397478586	0.000438175520595127	0.24173446387749628	0.01829830801817152	0.0005633527665451548	0.2283528841426533	0.004423681424833738	0.024090353408878672	0.00042961337525824307
26.767676767676768	0.24833004795965422	0.0004355773654739384	0.2417531432651413	0.01824253314243751	0.0005603681895483589	0.22837968075452103	0.004406775624594774	0.024028949149198914	0.0004269862107717847
27.272727272727273	0.24834645744514858	0.00043324294195516184	0.24176997785493995	0.018192265847871	0.0005576846857668061	0.2284038414325398	0.004391552717701185	0.02397358156353614	0.0004246261342886258
27.77777777777778	0.24836124937461374	0.0004311443667858412	0.24178515332575437	0.018146955803043013	0.0005552707476889118	0.22842562949003967	0.004377841155449367	0.023923651560324243	0.00042250483233070434
28.282828282828284	0.2483745856178611	0.0004292569050605723	0.2417988355559432	0.018106110791517496	0.0005530982084924432	0.22844528058663288	0.0043654878503403384	0.02387862234789722	0.00042059720085641785
28.78787878787879	0.24838660921140546	0.0004275590070772152	0.2418111712815003	0.018069289007852325	0.0005511428246812934	0.22846300339952325	0.004354357816991674	0.02383801356955194	0.00041888137957288074
29.292929292929294	0.24839745268697916	0.00042603081032395685	0.24182229641629271	0.018036083205657357	0.0005493820009907848	0.2284789915591197	0.004344326005904188	0.023801380265554686	0.0004173372298282825
29.7979797979798	0.2484072274982756	0.0004246557490113884	0.24183232526075366	0.018006151777265732	0.0005477969064502714	0.22849340802556495	0.00433528772792406	0.023768349109072377	0.0004159479620067647
30.303030303030305	0.24841604722449917	0.00042341702748116707	0.24184137428195218	0.017979148279220637	0.0005463684370746947	0.22850641892315923	0.004327136668380959	0.02373854107200519	0.0004146965578176863
30.80808080808081	0.24842400358983527	0.00042230118203640855	0.24184953753232605	0.017954793072652925	0.0005450811893964882	0.228518158615151	0.00431978706160089	0.023711649417336444	0.0004135693820982407
31.313131313131315	0.24843118443954235	0.00042129540421927207	0.24185690518108408	0.017932810804318904	0.0005439204344079559	0.22852875629071226	0.004313155874320221	0.023687371749184397	0.0004125534709762511
31.81818181818182	0.24843765753583208	0.0004203898764335912	0.2418635468138653	0.017912988474345363	0.0005428750678187962	0.22853831152813317	0.004307179623236718	0.023665475893849503	0.0004116388865288413
32.323232323232325	0.24844350189360032	0.00041957324109316314	0.2418695434259121	0.01789509169171119	0.0005419322662298328	0.2285469399924803	0.004301785917824001	0.023645704525188528	0.00041081413475449344
32.82828282828283	0.2484487740400777	0.0004188372266690117	0.24187495289718475	0.017878949634417374	0.000541082148816057	0.2285547248043851	0.004296921550532127	0.023627867720794993	0.000410070847697367
33.333333333333336	0.24845353242103685	0.0004181735100442286	0.2418798352427765	0.01786438123323087	0.0005403153574447207	0.2285617519072392	0.0042925323699796675	0.023611767554594737	0.00040940060665292075
33.83838383838384	0.24845782727459528	0.0004175750020737961	0.241884242040264	0.01785123398387833	0.0005396239821882241	0.2285680951326371	0.004288572204007304	0.023597236252633505	0.00040879624330501384
34.343434343434346	0.24846170353982983	0.0004170352438520722	0.24188821936832014	0.01783936957095584	0.0005390004354863194	0.22857382071741428	0.004284998933621336	0.023584120782783404	0.00040825122747766045
34.84848484848485	0.2484652004114937	0.0004165485471052329	0.24189180738404173	0.01782866604522654	0.0005384378459454158	0.22857898652110673	0.004281775491921788	0.023572286388684496	0.00040775980865972647
35.35353535353536	0.2484683559026088	0.0004161094005484336	0.24189504503241466	0.017819005129869524	0.0005379295544385219	0.22858364865931283	0.004278865953204091	0.023561602488297712	0.0004073164155930212
35.85858585858586	0.24847120095066513	0.00041571328531207356	0.24189796397710747	0.017810289108267832	0.0005374699153975833	0.22858785290151687	0.0042762407564901125	0.023551961632244125	0.000406916482115662
36.36363636363637	0.24847377451492988	0.0004153557768720536	0.24190060471855862	0.017802411316092483	0.0005370568407073552	0.228591655526729	0.004273870176722633	0.023543251391113084	0.00040655553818944354
36.86868686868687	0.24847610067779496	0.0004150332118287422	0.24190299182742406	0.01779529606202528	0.0005366853247491068	0.22859509236801706	0.0042717302696397225	0.023535385496975786	0.0004062298825087127
37.37373737373738	0.2484781982215509	0.0004147421080106189	0.24190514415326464	0.017788876182860076	0.0005363489940777404	0.22859819201045056	0.004269798780488816	0.02352828594955115	0.00040593599600212074
37.87878787878788	0.24848009140005736	0.0004144793883216306	0.24190708674398084	0.017783081352586244	0.0005360452295143926	0.22860098987491345	0.004268055257821835	0.023521876716792362	0.00040567077028252885
38.38383838383839	0.24848180007372728	0.00041424232871276723	0.24190884000758936	0.0177778512509081	0.0005357710570366049	0.22860351520696734	0.004266481697256896	0.023516091599387612	0.0004054314537970204
38.88888888888889	0.2484833409606702	0.0004140286110938171	0.24191042110872218	0.0177731348507271	0.0005355238626296683	0.22860579266034065	0.004265062785418841	0.023510874395168895	0.0004052157052296488
39.3939393939394	0.24848473293891854	0.00041383560396686267	0.2419118494225916	0.01776887429917047	0.0005353006371007856	0.22860785009166915	0.0042637811417579425	0.02350616134397342	0.000405020866745518
39.8989898989899	0.24848598998492302	0.000413661371800757	0.24191313929497418	0.017765027205416103	0.0005350991926727157	0.2286097081077266	0.004262623999346177	0.02350190571116116	0.0004048449835810122
40.40404040404041	0.2484871255696791	0.00041350405328651065	0.24191430455406476	0.017761552833438533	0.0005349174344856943	0.22861138656645366	0.004261579078496479	0.023498062559103347	0.0004046861759936913
40.909090909090914	0.24848815130117827	0.00041336207523748927	0.2419153571264129	0.017758416913928845	0.0005347536590565083	0.22861290255751063	0.004260635966404636	0.023494593837398117	0.00040454285569196507
41.41414141414142	0.24848907706593176	0.0004132338773305251	0.24191630708273545	0.017755585394498227	0.0005346055365476843	0.2286142709569023	0.004259784257105497	0.023491461114784035	0.000404413447420488
41.919191919191924	0.24848990987701625	0.00041311814332507194	0.2419171614880579	0.017753028737191784	0.0005344705895605732	0.2286155026233238	0.004259015098443523	0.023488631077369416	0.00040429662211552024
42.42424242424243	0.24849066402685346	0.00041301367552463406	0.24191793532507658	0.017750720451546177	0.0005343496847189588	0.22861661752280485	0.004258320820569792	0.023486076769743375	0.0004041911700188434
42.929292929292934	0.24849134495366568	0.00041291934344343307	0.2419186340185205	0.017748635788592603	0.0005342404528351449	0.22861762421264542	0.0042576938591975194	0.023483770003016644	0.0004040959497862495
43.43434343434344	0.24849196004560134	0.000412834166776446	0.24191926517045362	0.017746753210348493	0.0005341418925710541	0.22861853355068656	0.004257127709877669	0.02348168689803441	0.00040400997170804545
43.939393939393945	0.24849251522537105	0.0004127572876877334	0.24191983484302432	0.0177450538427675	0.0005340529120942435	0.22861935433666294	0.004256616678082968	0.023479806511128222	0.0004039323697284482
44.44444444444445	0.24849301535228885	0.0004126880165671555	0.24192034801571488	0.017743522503591184	0.000533972671301149	0.2286200937715377	0.0042561561872016705	0.023478112020719286	0.00040386244764700817
44.949494949494955	0.24849346631780636	0.00041262551935440775	0.24192081072652494	0.01774214082918539	0.0005339001596507093	0.22862076058312525	0.004255740702080227	0.02347658308309392	0.0004037993634344391
45.45454545454546	0.24849387376069154	0.0004125689777603759	0.24192122874516622	0.01774089082374881	0.0005338343295993397	0.22862136315020137	0.004255364793846715	0.02347519975265762	0.00040374229098179883
45.959595959595966	0.24849423990037253	0.0004125179415711462	0.24192160428291853	0.017739762687177554	0.0005337742530072447	0.22862190493428583	0.004255025482843269	0.023473951115554198	0.0004036907757847449
46.46464646464647	0.24849456812450585	0.00041247183606639507	0.24192194076738074	0.017738743845547834	0.0005337189659348604	0.22862239107530022	0.004254718960860935	0.023472823202229903	0.00040364423763887607
46.969696969696976	0.24849487334306564	0.00041243018250587617	0.24192225422737346	0.017737822254317217	0.0005336724520427961	0.2286228415759427	0.00425444198176074	0.02347180376398002	0.00040360219347201996
47.47474747474748	0.2484951510507566	0.00041239257758653793	0.2419225395686383	0.017736989939786806	0.0005336313061766893	0.2286232510997898	0.004254191900839542	0.02347088323819808	0.0004035642360858414
47.979797979797986	0.24849539385664937	0.0004123586388116801	0.24192278855898625	0.017736239449134328	0.0005335910613608395	0.22862361052725658	0.004253966221698926	0.023470052676109656	0.00040352997927588853
48.484848484848484	0.24849561629621386	0.00041232798679809467	0.2419230168673288	0.017735561433170007	0.0005335559597772096	0.22862393924241042	0.0042537623852250605	0.023469302438569272	0.0004034990400896273
48.98989898989899	0.24849581646061794	0.000412300310930505	0.2419232222693411	0.017734949279591312	0.0005335239945286205	0.22862423516337238	0.0042535783373466515	0.023468625034373542	0.0004034711049867053
49.494949494949495	0.24849599705863945	0.00041227532632221223	0.24192340758619232	0.017734396649897493	0.000533495094689518	0.2286245021782253	0.004253412183258401	0.02346801348335398	0.00040344588639737856
50.0	0.24849616012166342	0.0004122527670778215	0.2419235749093977	0.01773389765538518	0.0005334689968069444	0.22862474327011476	0.004253262155400981	0.02346746128025829	0.0004034231159234083
