Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_5_16_10_2018_14_39.sif,5,KM3,BESTFIT,100,1,1,14,4,6,0.2,0.14285714285714285,0.6,0.3,-0.0890870806374748
Gold_6_16_10_2018_14_39.sif,6,KM3,BESTFIT,100,1,1,22,5,8,0.16666666666666666,0.1111111111111111,0.6388888888888888,0.3194444444444444,-0.08606629658238704
Gold_4_16_10_2018_14_39.sif,4,KM3,BESTFIT,100,0,1,6,3,6,0.25,0.14285714285714285,0.4375,0.21875,-0.21821789023599236
,,,,,,,,,,,,,,,0.2793981481481482,-0.13112375581861807
