NON $ % + - .
#NON	d	a	e	c	b
0.0	0.5519939943388688	0.7486106323649631	0.9875802178571603	0.7224097834934641	0.29347618318240154
0.5050505050505051	0.35543518762584037	0.4258216815372812	0.4025452933268027	0.3784671209165013	0.23546947281275094
1.0101010101010102	0.24540674158759068	0.3163763507428222	0.23592124255880237	0.2614037932199131	0.18938726673377096
1.5151515151515151	0.18496845378128282	0.2705159553124224	0.18356370707717176	0.2168059394105489	0.15995908787550345
2.0202020202020203	0.15314899608472712	0.24775174534662445	0.1668741111905886	0.20049060748205408	0.14389706958038243
2.5252525252525255	0.1370991693308165	0.23594606916308772	0.16212861158196198	0.19545493089919047	0.13616101981559794
3.0303030303030303	0.12930151333508172	0.23008202846020873	0.1612467431063678	0.19448242795716608	0.132844171311146
3.5353535353535355	0.125634167849269	0.22739544966704742	0.1614198255628781	0.19469240922188533	0.13160314987600893
4.040404040404041	0.12395876966315149	0.22628671398353417	0.16174830971810314	0.19508514780687292	0.13123234802505068
4.545454545454546	0.12321394968766483	0.22589244272995482	0.1620021455982093	0.19539118527382757	0.131179560276088
5.050505050505051	0.12289161254143005	0.22578837293544238	0.16215951816648547	0.195582300324048	0.1312183590306223
5.555555555555556	0.12275595853799628	0.225785366903512	0.1622471761749207	0.1956893580512203	0.1312679620251986
6.0606060606060606	0.12270060164411714	0.22580794601610682	0.1622928674440879	0.19574541322239333	0.1313060460802531
6.565656565656566	0.12267881026577902	0.2258304055970109	0.16231558652835543	0.19577338876833236	0.13133062814735685
7.070707070707071	0.12267061481065195	0.2258465574768449	0.16232647272235728	0.19578683626743743	0.13134509532894245
7.575757575757576	0.12266772096718359	0.22585668900452352	0.16233152803278011	0.1957930989611809	0.1313531167542039
8.080808080808081	0.12266679728942928	0.22586256238541436	0.1623338104325021	0.19579593417334054	0.13135737803455794
8.585858585858587	0.12266655607902842	0.2258657910376814	0.16233481381824888	0.19579718348491154	0.13135956803604257
9.090909090909092	0.12266652681497948	0.22586749764113426	0.16233524274775277	0.19579771947909125	0.13136066363226326
9.595959595959597	0.1226665479141538	0.22586837116896274	0.16233542065766288	0.19579794219595223	0.13136119861471135
10.101010101010102	0.12266657192267764	0.22586880662508954	0.16233549221233984	0.19579803247318364	0.13136145462102733
10.606060606060607	0.12266658832352569	0.22586901971744655	0.1623355202274183	0.19579806754341633	0.1313615754351649
11.111111111111112	0.12266659847753633	0.22586912303646225	0.1623355305439759	0.19579808072907284	0.1313616319689321
11.616161616161618	0.12266660403703086	0.2258691705270589	0.16233553370786702	0.19579808483726605	0.13136165693401805
12.121212121212121	0.12266660677646164	0.22586919224742283	0.16233553462172537	0.19579808592669498	0.13136166800247373
12.626262626262626	0.12266660807587704	0.22586920204232294	0.16233553482953625	0.19579808618747765	0.13136167286220068
13.131313131313131	0.12266660868803674	0.2258692066087963	0.16233553488450342	0.1957980863371604	0.1313616750994873
13.636363636363637	0.12266660897420961	0.22586920875058247	0.1623355348914288	0.19579808637991628	0.1313616761346446
14.141414141414142	0.12266660910860264	0.22586920974329328	0.16233553487728453	0.19579808633222703	0.13136167660314033
14.646464646464647	0.12266660920361713	0.22586921044034902	0.16233553486287436	0.19579808628337506	0.13136167692916725
15.151515151515152	0.12266660927245326	0.22586921094265539	0.1623355348514033	0.19579808625201126	0.13136167716324362
15.656565656565657	0.12266660929959339	0.2258692111335787	0.1623355348431255	0.19579808624373818	0.13136167724967288
16.161616161616163	0.12266660928503752	0.22586921101311894	0.16233553483804095	0.19579808625855577	0.1313616771884551
16.666666666666668	0.12266660928788199	0.22586921102843796	0.16233553483413712	0.1957980862604628	0.13136167719328187
17.171717171717173	0.12266660928871619	0.2258692110326622	0.16233553483207505	0.19579808626128417	0.13136167719396466
17.67676767676768	0.1226666092782856	0.22586921095576604	0.16233553483216986	0.19579808626665768	0.1313616771570393
18.181818181818183	0.12266660925861649	0.22586921080727435	0.16233553483007687	0.1957980862770044	0.131361677084236
18.68686868686869	0.12266660925148734	0.22586921075815544	0.16233553483266544	0.19579808628006426	0.1313616770623101
19.191919191919194	0.1226666092443582	0.2258692107090365	0.162335534835254	0.1957980862831241	0.1313616770403842
19.6969696969697	0.12266660923722905	0.2258692106599176	0.16233553483784258	0.19579808628618395	0.1313616770184583
20.202020202020204	0.12266660923137597	0.22586921061958967	0.1623355348399746	0.19579808628870468	0.13136167700046117
20.70707070707071	0.12266660923116575	0.22586921061813645	0.16233553484008775	0.19579808628884132	0.13136167699983736
21.212121212121215	0.12266660923095553	0.22586921061668322	0.16233553484020088	0.195798086288978	0.13136167699921353
21.71717171717172	0.12266660923074531	0.22586921061523	0.16233553484031404	0.19579808628911466	0.13136167699858972
22.222222222222225	0.1226666092305351	0.2258692106137768	0.16233553484042718	0.19579808628925133	0.1313616769979659
22.72727272727273	0.12266660923032488	0.22586921061232357	0.16233553484054034	0.19579808628938797	0.13136167699734208
23.232323232323235	0.12266660923011466	0.22586921061087034	0.1623355348406535	0.19579808628952464	0.13136167699671827
23.73737373737374	0.12266660922990444	0.22586921060941711	0.16233553484076663	0.1957980862896613	0.13136167699609444
24.242424242424242	0.12266660922969422	0.2258692106079639	0.16233553484087979	0.19579808628979795	0.13136167699547063
24.747474747474747	0.122666609229484	0.22586921060651066	0.16233553484099295	0.19579808628993461	0.1313616769948468
25.252525252525253	0.12266660922927378	0.22586921060505744	0.16233553484110608	0.19579808629007128	0.131361676994223
25.757575757575758	0.12266660922906356	0.2258692106036042	0.16233553484121924	0.19579808629020795	0.13136167699359916
26.262626262626263	0.12266660922885333	0.22586921060215098	0.1623355348413324	0.1957980862903446	0.13136167699297535
26.767676767676768	0.12266660922864311	0.22586921060069776	0.16233553484144553	0.19579808629048126	0.13136167699235152
27.272727272727273	0.1226666092284329	0.22586921059924453	0.1623355348415587	0.19579808629061793	0.1313616769917277
27.77777777777778	0.12266660922822267	0.2258692105977913	0.16233553484167185	0.19579808629075457	0.13136167699110388
28.282828282828284	0.12266660922801245	0.22586921059633808	0.16233553484178498	0.19579808629089124	0.13136167699048007
28.78787878787879	0.12266660922780223	0.22586921059488485	0.16233553484189814	0.1957980862910279	0.13136167698985624
29.292929292929294	0.12266660922759201	0.22586921059343162	0.1623355348420113	0.19579808629116457	0.13136167698923243
29.7979797979798	0.12266660922738179	0.2258692105919784	0.16233553484212443	0.19579808629130122	0.13136167698860862
30.303030303030305	0.12266660922717157	0.22586921059052517	0.1623355348422376	0.19579808629143788	0.1313616769879848
30.80808080808081	0.12266660922696136	0.22586921058907194	0.16233553484235075	0.19579808629157455	0.13136167698736098
31.313131313131315	0.12266660922675114	0.22586921058761872	0.16233553484246388	0.1957980862917112	0.13136167698673715
31.81818181818182	0.12266660922654092	0.2258692105861655	0.16233553484257704	0.19579808629184786	0.13136167698611334
