NON $ % + - . 0 1
#NON	g	e	c	f	d	a	b
31.313131313131315	0.1385868404621713	0.07858491035092928	0.022533201054198187	0.03705250058773901	0.16086047816155424	0.0669017288811179	0.10023791858902703
31.81818181818182	0.13858684039022218	0.07858491029237694	0.02253320108725556	0.03705250056672861	0.16086047817605284	0.0669017288038151	0.10023791847900075
32.323232323232325	0.1385868402864214	0.07858491023943834	0.02253320109928039	0.037052500528915386	0.16086047814669174	0.06690172872212903	0.10023791836464324
32.82828282828283	0.13858684012943448	0.07858491018996783	0.022533201083412988	0.03705250046449506	0.16086047805458017	0.06690172862688323	0.10023791823390911
33.333333333333336	0.13858684003640517	0.07858491015574691	0.02253320107731867	0.03705250042730114	0.16086047800344408	0.06690172856846392	0.10023791815293764
33.83838383838384	0.1385868400073335	0.07858491013677557	0.02253320108099744	0.03705250041733361	0.16086047799328348	0.0669017285468711	0.10023791812172887
34.343434343434346	0.1385868400422194	0.07858491013305381	0.0225332010944493	0.037052500434592475	0.16086047802409836	0.06690172856210476	0.10023791814028278
34.84848484848485	0.13858684014106296	0.07858491014458163	0.02253320111767424	0.03705250047907774	0.16086047809588871	0.06690172861416492	0.10023791820859938
35.35353535353536	0.13858684001980853	0.07858491007785016	0.022533201120831292	0.03705250043438161	0.16086047803870096	0.0669017285327565	0.10023791809239488
35.85858585858586	0.13858684010036412	0.0785849101028525	0.02253320113187803	0.03705250046795968	0.16086047809045176	0.0669017285789473	0.10023791815566409
36.36363636363637	0.13858684018091974	0.07858491012785483	0.022533201142924765	0.03705250050153775	0.16086047814220256	0.0669017286251381	0.1002379182189333
36.86868686868687	0.13858684026147533	0.07858491015285717	0.0225332011539715	0.03705250053511582	0.16086047819395338	0.0669017286713289	0.1002379182822025
37.37373737373738	0.13858684034203095	0.0785849101778595	0.022533201165018234	0.03705250056869389	0.16086047824570418	0.06690172871751972	0.10023791834547172
37.87878787878788	0.13858684042258654	0.07858491020286185	0.02253320117606497	0.03705250060227197	0.16086047829745498	0.06690172876371052	0.10023791840874093
38.38383838383839	0.13858684046295458	0.07858491021543734	0.022533201181664957	0.03705250061910013	0.16086047832353095	0.06690172878677011	0.10023791844034002
38.88888888888889	0.13858684046875608	0.07858491021732412	0.022533201182580034	0.037052500621521184	0.16086047832752315	0.06690172878993388	0.10023791844469868
39.3939393939394	0.13858684047455758	0.07858491021921091	0.022533201183495107	0.03705250062394225	0.16086047833151537	0.06690172879309762	0.10023791844905734
39.8989898989899	0.13858684048035905	0.07858491022109769	0.022533201184410184	0.037052500626363304	0.16086047833550757	0.06690172879626138	0.100237918453416
40.40404040404041	0.13858684048616055	0.07858491022298447	0.02253320118532526	0.03705250062878436	0.1608604783394998	0.06690172879942513	0.10023791845777465
40.909090909090914	0.13858684049196204	0.07858491022487125	0.022533201186240335	0.037052500631205416	0.16086047834349199	0.06690172880258888	0.1002379184621333
41.41414141414142	0.13858684049776354	0.07858491022675804	0.022533201187155412	0.03705250063362648	0.1608604783474842	0.06690172880575264	0.10023791846649197
41.919191919191924	0.13858684050356504	0.07858491022864482	0.02253320118807049	0.037052500636047536	0.1608604783514764	0.06690172880891639	0.10023791847085062
42.42424242424243	0.13858684050936654	0.0785849102305316	0.022533201188985566	0.03705250063846859	0.16086047835546863	0.06690172881208013	0.10023791847520927
42.929292929292934	0.13858684051516804	0.07858491023241838	0.02253320118990064	0.037052500640889656	0.16086047835946082	0.0669017288152439	0.10023791847956792
43.43434343434344	0.1385868405209695	0.07858491023430517	0.022533201190815717	0.03705250064331071	0.16086047836345305	0.06690172881840764	0.10023791848392659
43.939393939393945	0.138586840526771	0.07858491023619195	0.022533201191730794	0.03705250064573177	0.16086047836744524	0.0669017288215714	0.10023791848828524
44.44444444444445	0.1385868405325725	0.07858491023807873	0.022533201192645867	0.03705250064815283	0.16086047837143747	0.06690172882473515	0.1002379184926439
44.949494949494955	0.138586840538374	0.07858491023996551	0.022533201193560944	0.03705250065057389	0.16086047837542966	0.0669017288278989	0.10023791849700255
45.45454545454546	0.1385868405441755	0.0785849102418523	0.02253320119447602	0.037052500652994945	0.16086047837942186	0.06690172883106266	0.10023791850136121
45.959595959595966	0.138586840549977	0.07858491024373908	0.0225332011953911	0.037052500655416	0.16086047838341408	0.0669017288342264	0.10023791850571986
46.46464646464647	0.1385868405557785	0.07858491024562586	0.022533201196306172	0.037052500657837065	0.16086047838740627	0.06690172883739016	0.10023791851007852
46.969696969696976	0.13858684056157997	0.07858491024751264	0.02253320119722125	0.03705250066025812	0.1608604783913985	0.06690172884055391	0.10023791851443717
47.47474747474748	0.13858684056738146	0.07858491024939943	0.022533201198136326	0.03705250066267918	0.1608604783953907	0.06690172884371766	0.10023791851879583
47.979797979797986	0.13858684057318296	0.07858491025128621	0.0225332011990514	0.03705250066510024	0.16086047839938292	0.06690172884688142	0.10023791852315449
48.484848484848484	0.13858684057898446	0.07858491025317299	0.022533201199966477	0.0370525006675213	0.1608604784033751	0.06690172885004517	0.10023791852751314
48.98989898989899	0.13858684058478596	0.07858491025505977	0.022533201200881554	0.037052500669942354	0.16086047840736734	0.06690172885320893	0.10023791853187179
49.494949494949495	0.13858684059058746	0.07858491025694656	0.02253320120179663	0.03705250067236341	0.16086047841135953	0.06690172885637267	0.10023791853623046
50.0	0.13858684059638895	0.07858491025883334	0.022533201202711704	0.03705250067478447	0.16086047841535175	0.06690172885953642	0.10023791854058911
