NON $ % + - . 0 1 2 3
#NON	d	i	h	c	a	g	f	e	b
0.0	0.877566931322785	0.7147105788700414	0.14119752540936414	0.13305679612216537	0.975355136420552	0.45553523314544553	0.4798067079029439	0.03890601167716323	0.061773721751985367
0.5050505050505051	0.3603313517220258	0.4812830956387407	0.19094172057644823	0.1806548113492435	0.47733207286597934	0.3388881531971752	0.4073228988012265	0.1629873061683975	0.19928294993253207
1.0101010101010102	0.24182410475820498	0.333526551888775	0.19216738039969591	0.20996217191758304	0.2948165198962232	0.26139829229514927	0.342354253888583	0.1944963996002854	0.22607683357806554
1.5151515151515151	0.21334514670550875	0.24203170983281955	0.18454085127490324	0.22221513747556734	0.2299357431530217	0.21254162744924568	0.2967700009616397	0.1983746881795663	0.22658977799598837
2.0202020202020203	0.20600942129242428	0.18735569766092325	0.17817015719979332	0.22677290345390125	0.20806737289404448	0.18425428247898826	0.2680556668010936	0.19782598983847968	0.223666526016946
2.5252525252525255	0.2042351380806965	0.1557376214570601	0.17415696899885913	0.22858422921626353	0.201000206489153	0.1691757804453414	0.2507655985035159	0.19826856003190796	0.22154626182895237
3.0303030303030303	0.20421375210391438	0.1378886062563318	0.17190598122123615	0.2295877548369899	0.1988921458652428	0.16168937923083276	0.24060396770240183	0.19964980276684077	0.22047136593378794
3.5353535353535355	0.20473567653434896	0.1279822406335281	0.17075977264364472	0.2303330727815297	0.19843621198987568	0.1582200403818099	0.23474618298085242	0.20120316203054628	0.220080483137701
4.040404040404041	0.20532666710162198	0.12255395194799643	0.17024415999550596	0.23091742393522752	0.19850211639877227	0.15674368942780906	0.231431013171732	0.20250782321727281	0.22004483003270853
4.545454545454546	0.20581485081038803	0.11961076189649598	0.1700581550400328	0.231351883435129	0.19869337237291787	0.15619733667193264	0.229588106320437	0.2034584928255483	0.2201542558818852
5.050505050505051	0.20616580383358735	0.11802998064619337	0.170026788280451	0.23165386147056544	0.1988763472202902	0.1560534059010458	0.22858116417438956	0.20409604926930078	0.22029714048325444
5.555555555555556	0.20639848693451948	0.11718841919287708	0.17005667971504712	0.23185199376081456	0.19901562259759384	0.1560639477447479	0.2280400939695405	0.2045011495880492	0.2204248271659651
6.0606060606060606	0.20654473607472337	0.11674417467109544	0.17010265244604028	0.23197618630923228	0.19911094020085082	0.15612002677434875	0.2277540951590674	0.20474895763279596	0.22052261861168318
6.565656565656566	0.20663323842353734	0.11651159592882843	0.17014567510607095	0.23205129178948247	0.19917215232615307	0.15617853665956835	0.22760542341221618	0.2048963041366957	0.22059121153918423
7.070707070707071	0.20668529220494775	0.11639081630296387	0.17017965689763823	0.2320954366449488	0.1992097966531748	0.15622568432794642	0.22752948402500467	0.20498198272148904	0.22063660170634472
7.575757575757576	0.20671523353829283	0.11632860195428099	0.170204200853646	0.23212079215300896	0.19923222448770028	0.15625958891905706	0.22749143801806027	0.2050309039898262	0.22066540087245506
8.080808080808081	0.206732145749148	0.11629681761846619	0.17022095238470195	0.2321350795183917	0.19924526259399752	0.1562824200673517	0.2274727990601914	0.20505840903736375	0.2206830952445348
8.585858585858587	0.20674155208630743	0.116280711245994	0.17023193969754427	0.23214300009957628	0.1992526931981929	0.1562971385856986	0.2274639115926283	0.20507366964405876	0.22069369206037287
9.090909090909092	0.20674671848404952	0.11627262190499382	0.1702389351130715	0.23214733113457728	0.19925685803416296	0.1563063361640114	0.22745982228088965	0.20508203722287285	0.22069990584899407
9.595959595959597	0.20674951934505406	0.11626859658532014	0.17024328727739846	0.23214966881678778	0.1992591632443455	0.15631194699706769	0.22745803449769494	0.20508657570735597	0.22070348711822782
10.101010101010102	0.20675102441868076	0.11626661310340015	0.17024594357033299	0.23215091718818595	0.19926042022613671	0.15631530565379445	0.22745731256583	0.2050890138382709	0.2207055186371941
10.606060606060607	0.20675182425270328	0.11626564645834991	0.1702475394484815	0.2321515763979626	0.19926109849239976	0.15631728423506494	0.22745706287822906	0.2050903111955085	0.2207066557109671
11.111111111111112	0.2067522457936663	0.11626518023582981	0.17024848617477786	0.2321519215270336	0.19926146158894795	0.156318435121983	0.22745700739852068	0.20509099597328043	0.22070728520429939
11.616161616161618	0.20675246521199403	0.11626495962373626	0.1702490402001588	0.23215209981419271	0.19926165327957265	0.15631909550933715	0.22745702282636104	0.2050913531630563	0.2207076288792609
12.121212121212121	0.20675257736454838	0.1162648580624484	0.17024935878596484	0.23215219016014668	0.19926175257998255	0.15631946769768623	0.22745705670814692	0.20509153611724573	0.22070781292813535
12.626262626262626	0.2067526386459592	0.11626480537676878	0.17024954600360823	0.2321522392262312	0.19926180705970656	0.15631968319493686	0.22745708531706835	0.2050916361923986	0.22070791580093813
13.131313131313131	0.20675267024157287	0.11626478136740244	0.17024965444602091	0.23215226432802744	0.1992618356672398	0.15631980572678544	0.22745710906068228	0.20509168813333792	0.22070797153499
13.636363636363637	0.20675268384343173	0.11626477492945493	0.17024971364735003	0.23215227497209928	0.1992618487947975	0.15631987069685604	0.2274571287487231	0.20509171076357793	0.2207079986963751
14.141414141414142	0.20675269074088146	0.11626477265004403	0.17024974727678924	0.2321522802260508	0.1992618553455365	0.15631990682935598	0.22745714197437064	0.2050917219383057	0.22070801284406774
14.646464646464647	0.20675269389741718	0.11626477209041627	0.17024976540968928	0.232152282515295	0.19926185811689534	0.15631992588788654	0.22745715030231903	0.20509172721039698	0.22070801966903195
15.151515151515152	0.20675269525152734	0.1162647719842822	0.17024977551199577	0.23215228355275613	0.19926185963914284	0.1563199362513831	0.22745715547641948	0.2050917298549499	0.22070802327204697
15.656565656565657	0.20675269596920662	0.11626477196681506	0.17024978109316222	0.23215228413854777	0.1992618606647702	0.15631994177754555	0.2274571586220663	0.20509173098791464	0.22070802515695334
16.161616161616163	0.2067526965801533	0.11626477201132143	0.1702497841210765	0.23215228451515238	0.19926186099709517	0.1563199447911994	0.2274571604660239	0.2050917315085749	0.22070802601433834
16.666666666666668	0.20675269699433385	0.11626477206701814	0.17024978613986383	0.23215228475001418	0.19926186113665967	0.15631994680621827	0.22745716175071826	0.20509173185855642	0.2207080265445507
17.171717171717173	0.2067526972157177	0.11626477209967771	0.17024978754166536	0.23215228489909004	0.1992618613304688	0.156319948156467	0.22745716267875837	0.20509173205531125	0.220708026932325
17.67676767676768	0.2067526971299443	0.11626477214939201	0.17024978811659353	0.23215228486114364	0.19926186137900634	0.1563199486909499	0.2274571631392323	0.20509173218885599	0.220708027097962
18.181818181818183	0.20675269705511104	0.11626477218810656	0.17024978847928046	0.23215228482340294	0.1992618613972149	0.15631994902471288	0.22745716345086764	0.20509173227781982	0.22070802719738064
18.68686868686869	0.20675269702468302	0.11626477221286989	0.17024978869438784	0.23215228480556502	0.19926186139718693	0.15631994922246117	0.22745716364719573	0.2050917323241627	0.2207080272469842
19.191919191919194	0.20675269694034445	0.11626477223235294	0.1702497885719485	0.23215228474976246	0.19926186134339655	0.15631994909409966	0.227457163629706	0.2050917323221267	0.22070802719858212
19.6969696969697	0.20675269687941852	0.11626477225879926	0.17024978866983329	0.23215228471141358	0.19926186131976706	0.15631994917706835	0.2274571637601828	0.20509173235472478	0.22070802721274896
20.202020202020204	0.20675269685973113	0.11626477225374637	0.17024978846483804	0.23215228469475363	0.1992618612854206	0.15631994897905327	0.22745716363485688	0.20509173232065642	0.2207080271496408
20.70707070707071	0.20675269684004374	0.11626477224869348	0.1702497882598428	0.23215228467809365	0.19926186125107412	0.1563199487810382	0.227457163509531	0.20509173228658806	0.22070802708653267
21.212121212121215	0.20675269683722589	0.11626477224738473	0.1702497882267663	0.23215228467583876	0.1992618612464491	0.1563199487494454	0.22745716348766484	0.2050917322815162	0.22070802707713785
21.71717171717172	0.20675269683581454	0.11626477224638813	0.17024978820802386	0.2321522846747849	0.19926186124430217	0.1563199487317284	0.22745716347442482	0.20509173227886196	0.22070802707222148
22.222222222222225	0.20675269683440323	0.11626477224539154	0.17024978818928144	0.23215228467373103	0.19926186124215525	0.15631994871401134	0.2274571634611848	0.20509173227620772	0.2207080270673051
22.72727272727273	0.20675269683299188	0.11626477224439496	0.17024978817053898	0.23215228467267718	0.1992618612400083	0.15631994869629431	0.2274571634479448	0.20509173227355348	0.22070802706238876
23.232323232323235	0.20675269683158057	0.11626477224339837	0.17024978815179653	0.23215228467162333	0.19926186123786138	0.15631994867857726	0.2274571634347048	0.20509173227089925	0.2207080270574724
23.73737373737374	0.20675269683016922	0.11626477224240178	0.17024978813305408	0.23215228467056945	0.19926186123571443	0.15631994866086024	0.2274571634214648	0.205091732268245	0.22070802705255602
24.242424242424242	0.2067526968287579	0.1162647722414052	0.17024978811431163	0.2321522846695156	0.1992618612335675	0.1563199486431432	0.22745716340822478	0.20509173226559077	0.22070802704763964
24.747474747474747	0.20675269682734657	0.11626477224040861	0.17024978809556918	0.23215228466846172	0.19926186123142056	0.15631994862542614	0.22745716339498478	0.20509173226293653	0.2207080270427233
25.252525252525253	0.20675269682593525	0.11626477223941202	0.17024978807682675	0.23215228466740787	0.19926186122927364	0.15631994860770912	0.22745716338174476	0.2050917322602823	0.22070802703780693
25.757575757575758	0.2067526968245239	0.11626477223841544	0.1702497880580843	0.232152284666354	0.1992618612271267	0.15631994858999207	0.22745716336850477	0.20509173225762806	0.22070802703289055
26.262626262626263	0.20675269682311256	0.11626477223741885	0.17024978803934185	0.23215228466530013	0.19926186122497977	0.15631994857227505	0.22745716335526475	0.20509173225497382	0.22070802702797418
26.767676767676768	0.20675269682170125	0.11626477223642226	0.1702497880205994	0.23215228466424626	0.19926186122283282	0.156319948554558	0.22745716334202473	0.20509173225231958	0.22070802702305783
27.272727272727273	0.2067526968202899	0.11626477223542568	0.17024978800185694	0.2321522846631924	0.1992618612206859	0.15631994853684097	0.22745716332878474	0.20509173224966534	0.22070802701814146
27.77777777777778	0.2067526968188786	0.11626477223442909	0.1702497879831145	0.23215228466213855	0.19926186121853895	0.15631994851912392	0.22745716331554472	0.2050917322470111	0.2207080270132251
28.282828282828284	0.20675269681746725	0.1162647722334325	0.17024978796437207	0.23215228466108467	0.19926186121639203	0.1563199485014069	0.22745716330230473	0.20509173224435687	0.22070802700830872
28.78787878787879	0.20675269681605593	0.1162647722324359	0.17024978794562962	0.23215228466003082	0.19926186121424508	0.15631994848368985	0.2274571632890647	0.20509173224170263	0.22070802700339237
29.292929292929294	0.20675269681549915	0.11626477223200585	0.17024978793797255	0.2321522846596211	0.19926186121340497	0.15631994847648165	0.22745716328353976	0.20509173224065244	0.2207080270014284
29.7979797979798	0.20675269681540134	0.11626477223188002	0.170249787936269	0.23215228465955737	0.19926186121326672	0.1563199484749173	0.2274571632821583	0.2050917322404637	0.22070802700105002
30.303030303030305	0.2067526968153035	0.11626477223175419	0.1702497879345654	0.2321522846594936	0.19926186121312844	0.15631994847335293	0.2274571632807768	0.20509173224027497	0.22070802700067163
30.80808080808081	0.2067526968152057	0.11626477223162837	0.17024978793286183	0.23215228465942989	0.1992618612129902	0.15631994847178857	0.22745716327939533	0.20509173224008623	0.22070802700029327
31.313131313131315	0.20675269681510786	0.11626477223150254	0.17024978793115828	0.23215228465936616	0.19926186121285192	0.15631994847022418	0.22745716327801385	0.2050917322398975	0.2207080269999149
31.81818181818182	0.20675269681501005	0.11626477223137671	0.1702497879294547	0.2321522846593024	0.19926186121271366	0.15631994846865982	0.22745716327663237	0.20509173223970875	0.22070802699953654
32.323232323232325	0.2067526968149122	0.1162647722312509	0.1702497879277511	0.23215228465923868	0.1992618612125754	0.15631994846709546	0.2274571632752509	0.20509173223952	0.22070802699915817
32.82828282828283	0.2067526968148144	0.11626477223112507	0.17024978792604756	0.23215228465917492	0.19926186121243714	0.1563199484655311	0.22745716327386942	0.20509173223933128	0.2207080269987798
33.333333333333336	0.20675269681471659	0.11626477223099925	0.17024978792434398	0.2321522846591112	0.19926186121229886	0.15631994846396674	0.22745716327248794	0.20509173223914254	0.22070802699840145
